Year,Country,Region,Sex,Age,Unintentional poisoning category,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015,England,,,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.08643246541693
2016,England,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",E92000001,2.361533321094593
2016,England,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1405674595889638
2016,England,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.108511893834458
2017,England,,,35 to 39,,Undefined,Units,"Rate per 100,000 population",E92000001,3.513932054280368
2017,England,,,35 to 39,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.3294311300887844
2017,England,,,35 to 39,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",E92000001,0.0823577825221961
2017,England,,,35 to 39,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.9374275766249944
2017,England,,,35 to 39,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1372629708703268
2013,England,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",E92000001,2.6913688592263685
2013,England,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2110877536648132
2013,England,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.3219652903129453
2013,England,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0791579076243049
2014,England,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",E92000001,1.8611405716776483
2014,England,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1348652588172209
2014,England,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.4565447952259856
2014,England,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1348652588172209
2015,England,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",E92000001,2.7774309808401263
2015,England,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1099972665679257
2015,England,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.502437814420312
2015,England,,,40 to 44,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1649958998518886
2016,England,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",E92000001,2.970073539020826
2016,England,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1131456586293648
2016,England,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.7720686364194376
2017,England,,,40 to 44,,Undefined,Units,"Rate per 100,000 population",E92000001,3.4274845922948987
2017,England,,,40 to 44,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1452323979785973
2017,England,,,40 to 44,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,3.049880357550545
2017,England,,,40 to 44,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.1452323979785973
2013,England,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",E92000001,2.2670688633629954
2013,England,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1783087870060783
2013,England,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.8595059216348164
2013,England,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1273634192900559
2014,England,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",E92000001,1.837502038478824
2014,England,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1786460315187745
2014,England,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.4546891137957356
2014,England,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1020834465821568
2015,England,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",E92000001,2.31400538906144
2015,England,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2056893679165723
2015,England,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.928337824217866
2015,England,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1028446839582861
2016,England,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",E92000001,2.420759402525676
2016,England,,,45 to 49,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.0772582788040109
2016,England,,,45 to 49,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",E92000001,0.0772582788040109
2016,England,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.085973527708296
2016,England,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0772582788040109
2016,England,,,45 to 49,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.1030110384053479
2017,England,,,45 to 49,,Undefined,Units,"Rate per 100,000 population",E92000001,2.415516655636673
2017,England,,,45 to 49,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",E92000001,0.077919892117312
2017,England,,,45 to 49,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,2.1557836819122995
2017,England,,,45 to 49,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.077919892117312
2013,England,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",E92000001,1.8244578526739224
2013,England,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1658598047885384
2013,England,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.492738243096846
2013,England,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0829299023942692
2014,England,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",E92000001,1.1298559595059623
2014,England,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.188309326584327
2014,England,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.8877439681832562
2015,England,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",E92000001,1.443190763579113
2015,England,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2099186565205982
2015,England,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.9971136184728416
2015,England,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0787194961952243
2015,England,,,50 to 54,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.0787194961952243
2016,England,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",E92000001,1.807340124629011
2016,England,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1549148678253438
2016,England,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.4200529550656515
2016,England,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1032765785502292
2017,England,,,50 to 54,,Undefined,Units,"Rate per 100,000 population",E92000001,2.0219103418410542
2017,England,,,50 to 54,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1535628107727383
2017,England,,,50 to 54,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.6380033149092086
2017,England,,,50 to 54,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1023752071818255
2017,England,,,50 to 54,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.0767814053863691
2013,England,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",E92000001,1.3165398506979589
2013,England,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1926643683948232
2013,England,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.99543257003992
2013,England,,,55 to 59,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.0963321841974116
2014,England,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",E92000001,1.506316644704779
2014,England,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.313815967646829
2014,England,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.0355926932345356
2014,England,,,55 to 59,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0941447902940487
2015,England,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",E92000001,0.884598889309836
2015,England,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2135238698334086
2015,England,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.6405716095002261
2016,England,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",E92000001,1.0066140464108289
2016,England,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2072440683787
2016,England,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.7697636825494573
2017,England,,,55 to 59,,Undefined,Units,"Rate per 100,000 population",E92000001,1.4371805506930946
2017,England,,,55 to 59,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2874361101386189
2017,England,,,55 to 59,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.9197955524435806
2017,England,,,55 to 59,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0862308330415856
2013,England,,,60 to 64,,Undefined,Units,"Rate per 100,000 population",E92000001,0.9184388852056844
2013,England,,,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.3061462950685614
2013,England,,,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.5782763351295049
2014,England,,,60 to 64,,Undefined,Units,"Rate per 100,000 population",E92000001,1.0638549780348263
2014,England,,,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2745432201380197
2014,England,,,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.6177222453105444
2014,England,,,60 to 64,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1372716100690098
2015,England,,,60 to 64,,Undefined,Units,"Rate per 100,000 population",E92000001,0.9639480005136466
2015,England,,,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2409870001284116
2015,England,,,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.5852541431689997
2015,England,,,60 to 64,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1032801429121764
2016,England,,,60 to 64,,Undefined,Units,"Rate per 100,000 population",E92000001,0.9211957940247146
2016,England,,,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.3070652646749049
2016,England,,,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.4094203528998731
2017,England,,,60 to 64,,Undefined,Units,"Rate per 100,000 population",E92000001,1.0727743285103188
2017,England,,,60 to 64,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.3352419776594746
2017,England,,,60 to 64,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.6034355597870543
2017,England,,,60 to 64,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1005725932978423
2013,England,,,65 to 69,,Undefined,Units,"Rate per 100,000 population",E92000001,0.5140861313613446
2013,England,,,65 to 69,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1028172262722689
2013,England,,,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3427240875742297
2014,England,,,65 to 69,,Undefined,Units,"Rate per 100,000 population",E92000001,0.5713400377286074
2014,England,,,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3696906126479224
2015,England,,,65 to 69,,Undefined,Units,"Rate per 100,000 population",E92000001,0.6960245398366331
2015,England,,,65 to 69,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.198864154239038
2015,England,,,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.4640163598910887
2016,England,,,65 to 69,,Undefined,Units,"Rate per 100,000 population",E92000001,0.4287521169635775
2016,England,,,65 to 69,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1319237282964853
2016,England,,,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.2308665245188494
2017,England,,,65 to 69,,Undefined,Units,"Rate per 100,000 population",E92000001,0.6226981788845815
2017,England,,,65 to 69,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2421604028995594
2017,England,,,65 to 69,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3459434327136564
2013,England,,,70 to 74,,Undefined,Units,"Rate per 100,000 population",E92000001,0.2849308615264506
2013,England,,,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.1424654307632253
2014,England,,,70 to 74,,Undefined,Units,"Rate per 100,000 population",E92000001,0.5943096225128143
2014,England,,,70 to 74,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.137148374426034
2014,England,,,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3657289984694241
2015,England,,,70 to 74,,Undefined,Units,"Rate per 100,000 population",E92000001,0.5730355899181
2015,England,,,70 to 74,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.176318643051723
2015,England,,,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3526372861034461
2016,England,,,70 to 74,,Undefined,Units,"Rate per 100,000 population",E92000001,0.5039287545526814
2016,England,,,70 to 74,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2099703143969505
2016,England,,,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.1259821886381703
2017,England,,,70 to 74,,Undefined,Units,"Rate per 100,000 population",E92000001,0.4991294031372202
2017,England,,,70 to 74,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2303674168325632
2017,England,,,70 to 74,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.1919728473604693
2013,England,,,75 to 79,,Undefined,Units,"Rate per 100,000 population",E92000001,0.7456377324812414
2013,England,,,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.4014972405668223
2013,England,,,75 to 79,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.2867837432620159
2014,England,,,75 to 79,,Undefined,Units,"Rate per 100,000 population",E92000001,0.4481898173514447
2014,England,,,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.2801186358446529
2015,England,,,75 to 79,,Undefined,Units,"Rate per 100,000 population",E92000001,0.7759551453585689
2015,England,,,75 to 79,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1662761025768362
2015,England,,,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3879775726792844
2015,England,,,75 to 79,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.1662761025768362
2016,England,,,75 to 79,,Undefined,Units,"Rate per 100,000 population",E92000001,0.6681343350894131
2016,England,,,75 to 79,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.2227114450298043
2016,England,,,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.2227114450298043
2017,England,,,75 to 79,,Undefined,Units,"Rate per 100,000 population",E92000001,0.6617330789337275
2017,England,,,75 to 79,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1654332697334318
2017,England,,,75 to 79,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.1654332697334318
2017,England,,,75 to 79,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.1654332697334318
2013,England,,,80 to 84,,Undefined,Units,"Rate per 100,000 population",E92000001,0.6152591971636551
2013,England,,,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3076295985818275
2014,England,,,80 to 84,,Undefined,Units,"Rate per 100,000 population",E92000001,0.8369085814323463
2014,England,,,80 to 84,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.3804129915601573
2014,England,,,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.2282477949360944
2015,England,,,80 to 84,,Undefined,Units,"Rate per 100,000 population",E92000001,1.0555681218427204
2015,England,,,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3015908919550629
2015,England,,,80 to 84,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.4523863379325944
2015,England,,,80 to 84,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.2261931689662972
2016,England,,,80 to 84,,Undefined,Units,"Rate per 100,000 population",E92000001,0.9662848354974396
2016,England,,,80 to 84,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.4459776163834337
2016,England,,,80 to 84,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3716480136528614
2017,England,,,80 to 84,,Undefined,Units,"Rate per 100,000 population",E92000001,0.5110033624021246
2017,England,,,80 to 84,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.2920019213726426
2013,England,,,85 to 89,,Undefined,Units,"Rate per 100,000 population",E92000001,0.6349577245147018
2014,England,,,85 to 89,,Undefined,Units,"Rate per 100,000 population",E92000001,1.242064758772393
2014,England,,,85 to 89,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.6210323793861965
2015,England,,,85 to 89,,Undefined,Units,"Rate per 100,000 population",E92000001,1.828552481284765
2015,England,,,85 to 89,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.6095174937615885
2015,England,,,85 to 89,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.365710496256953
2015,England,,,85 to 89,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.6095174937615885
2016,England,,,85 to 89,,Undefined,Units,"Rate per 100,000 population",E92000001,0.7140765918552424
2016,England,,,85 to 89,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.3570382959276212
2017,England,,,85 to 89,,Undefined,Units,"Rate per 100,000 population",E92000001,0.3501351521687371
2013,England,,,90 and over,,Undefined,Units,"Rate per 100,000 population",E92000001,2.2201845861464924
2013,England,,,90 and over,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.5541292103025446
2014,England,,,90 and over,,Undefined,Units,"Rate per 100,000 population",E92000001,0.8503310976711557
2016,England,,,90 and over,,Undefined,Units,"Rate per 100,000 population",E92000001,1.639861759653661
2016,England,,,90 and over,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.614948159870123
2016,England,,,90 and over,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.614948159870123
2017,England,,,90 and over,,Undefined,Units,"Rate per 100,000 population",E92000001,1.2115240164444194
2017,England,,,90 and over,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,0.8076826776296129
2013,England,,Male,,,Undefined,Units,"Rate per 100,000 population",E92000001,1.7956049488267023
2013,England,,Male,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1026249776721399
2013,England,,Male,,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",E92000001,0.0105364491931036
2013,England,,Male,,"X44 Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances",Undefined,Units,"Rate per 100,000 population",E92000001,1.523366559336379
2013,England,,Male,,X46 Accidental poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0174697008934687
2013,England,,Male,,X47 Accidental poisoning by and exposure to other gases and vapours,Undefined,Units,"Rate per 100,000 population",E92000001,0.0986977454900152
2013,England,,Male,,X49 Accidental poisoning by and exposure to other and unspecified chemicals and noxious substances,Undefined,Units,"Rate per 100,000 population",E92000001,0.0429095162415959
2014,England,,Male,,,Undefined,Units,"Rate per 100,000 population",E92000001,1.3125091075110913
2014,England,,Male,,"X40 Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics",Undefined,Units,"Rate per 100,000 population",E92000001,0.1281085929323015
2014,England,,Male,,X43 Accidental poisoning by and exposure to other drugs acting on the autonomic nervous system,Undefined,Units,"Rate per 100,000 population",E92000001,0.0115551050345947
