Year,Series,Country,Vaccine,Age,Region,Units,Unit multiplier,Observation status,GeoCode,Value
2013/14,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,E92000001,92.4
2012/13,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,E92000001,92.5
2011/12,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,E92000001,91.5
2010/11,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,E92000001,89.3
2009/10,Proportion of children vaccinated by 2nd birthday (%),England,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,E92000001,87.6
2012/13,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,95.1
2011/12,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,94.9
2010/11,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,94.8
2009/10,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,94.2
2020/21,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,E92000001,89.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,E92000001,88.7
2007/08,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,92.6
2008/09,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,92.5
2009/10,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,94.0
2010/11,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,94.7
2011/12,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.4
2012/13,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.8
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.2
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.2
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,85.3
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,85.4
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,84.8
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,85.6
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,86.2
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,86.3
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,88.5
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,88.8
2012/13,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,88.9
2011/12,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,87.4
2010/11,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,85.9
2009/10,Proportion of children vaccinated by 5th birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,84.8
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.3
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.5
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.5
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.9
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,95.0
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.8
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.4
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,94.1
2012/13,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,93.9
2011/12,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,92.9
2010/11,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,91.9
2009/10,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,91.0
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,86.6
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,86.8
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,86.4
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,87.2
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,87.6
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,88.2
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,88.6
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,88.3
2012/13,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,87.7
2011/12,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,86.0
2010/11,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,84.2
2009/10,Proportion of children vaccinated by 5th birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,82.7
2020/21,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.3
2019/20,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.5
2018/19,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.2
2017/18,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.4
2016/17,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.6
2015/16,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.6
2014/15,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,92.4
2013/14,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,91.9
2012/13,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,91.5
2011/12,Proportion of children vaccinated by 5th birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,88.9
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,91.3
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,90.3
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,E92000001,83.7
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,92.0
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,91.2
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,E92000001,91.3
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,93.6
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,93.2
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,84.6
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,93.9
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,E92000001,91.9
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,84.9
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Hib Meningococcal group C (booster),,,Percentage (%),Units,Normal value,E92000001,85.4
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Pneumococcal disease (booster),,,Percentage (%),Units,Normal value,E92000001,81.5
2018/19,Proportion of children vaccinated by 2nd birthday (%),England,Meningococcal group B (booster),,,Percentage (%),Units,Normal value,E92000001,87.8
2013/14,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.6
2014/15,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.6
2015/16,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.6
2016/17,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.6
2017/18,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.6
2018/19,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.0
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,78.6
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Diphtheria Tetanus Polio Pertussis (booster),,,Percentage (%),Units,Normal value,E92000001,80.1
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Hib (primary),,,Percentage (%),Units,Normal value,E92000001,92.2
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Hib (primary),,,Percentage (%),Units,Normal value,E92000001,90.9
2009/10,Proportion of children vaccinated by 1st birthday (%),England,Hib (primary),,,Percentage (%),Units,Normal value,E92000001,93.1
2010/11,Proportion of children vaccinated by 1st birthday (%),England,Hib (primary),,,Percentage (%),Units,Normal value,E92000001,94.2
2011/12,Proportion of children vaccinated by 1st birthday (%),England,Hib (primary),,,Percentage (%),Units,Normal value,E92000001,94.9
2012/13,Proportion of children vaccinated by 1st birthday (%),England,Hib (primary),,,Percentage (%),Units,Normal value,E92000001,95.4
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,87.0
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,E92000001,88.9
2007/08,Proportion of children vaccinated by 1st birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,74.6
2008/09,Proportion of children vaccinated by 1st birthday (%),England,Measles mumps rubella (first and second dose),,,Percentage (%),Units,Normal value,E92000001,78.0
2008/09,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,88.1
2008/09,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,86.0
2008/09,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,80.1
2009/10,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,84.3
2009/10,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,82.3
2009/10,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,76.4
2010/11,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,88.9
2010/11,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,87.5
2010/11,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,84.2
2011/12,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,90.6
2011/12,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,89.6
2011/12,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,86.8
2012/13,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,90.9
2012/13,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,89.6
2012/13,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,86.1
2013/14,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,91.1
2013/14,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 2 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,89.8
2013/14,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (3 doses),12 to 13,,Percentage (%),Units,Normal value,E92000001,86.7
2015/16,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,E92000001,90.2
2015/16,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,E92000001,85.1
2016/17,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,E92000001,88.8
2016/17,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,E92000001,83.1
2017/18,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,86.9
2017/18,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,E92000001,83.8
2017/18,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,E92000001,83.8
2018/19,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,88.0
2018/19,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,E92000001,88.9
2018/19,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,E92000001,83.9
2019/20,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),12 to 13,,Percentage (%),Units,Normal value,E92000001,59.2
2019/20,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),13 to 14,,Percentage (%),Units,Normal value,E92000001,88.9
2019/20,Proportion of girls vaccinated against HPV (%),England,Human papillomavirus (2 doses),13 to 14,,Percentage (%),Units,Normal value,E92000001,64.7
2019/20,Proportion of boys vaccinated against HPV (%),England,Human papillomavirus (At least 1 dose),,,Percentage (%),Units,Normal value,E92000001,54.4
2009/10,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.8
2010/11,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2011/12,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.6
2012/13,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.6
2013/14,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2014/15,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,96.8
2015/16,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.2
2016/17,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.0
2017/18,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,96.2
2018/19,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,94.5
2019/20,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,94.4
2020/21,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,94.5
2009/10,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2010/11,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.3
2011/12,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.4
2012/13,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2013/14,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.4
2014/15,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,96.6
2015/16,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.1
2016/17,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,97.0
2017/18,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,96.4
2018/19,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,94.8
2019/20,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Pneumococcal disease (primary),,,Percentage (%),Units,Normal value,N92000002,95.0
2016/17,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Rotavirus (primary),,,Percentage (%),Units,Normal value,N92000002,94.4
2017/18,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Rotavirus (primary),,,Percentage (%),Units,Normal value,N92000002,94.1
2018/19,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Rotavirus (primary),,,Percentage (%),Units,Normal value,N92000002,92.3
2019/20,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Rotavirus (primary),,,Percentage (%),Units,Normal value,N92000002,91.9
2020/21,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Rotavirus (primary),,,Percentage (%),Units,Normal value,N92000002,92.5
2017/18,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,N92000002,95.8
2018/19,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,N92000002,94.3
2019/20,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,N92000002,94.5
2020/21,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group B (primary),,,Percentage (%),Units,Normal value,N92000002,94.6
2009/10,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2010/11,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,97.2
2011/12,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,97.2
2012/13,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,97.4
2014/15,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2015/16,Proportion of children vaccinated by 1st birthday (%),Northern Ireland,Meningococcal group C (primary),,,Percentage (%),Units,Normal value,N92000002,94.4
2009/10,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.5
2010/11,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.8
2011/12,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.4
2012/13,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.6
2013/14,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.6
2014/15,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.5
2015/16,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,98.2
2016/17,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.9
2017/18,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.8
2018/19,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,97.0
2019/20,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,95.8
2020/21,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Diphtheria Tetanus Polio Pertussis Hib (primary),,,Percentage (%),Units,Normal value,N92000002,95.8
2009/10,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,92.2
2010/11,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,92.9
2011/12,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,93.3
2012/13,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,95.6
2013/14,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,96.2
2014/15,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,95.2
2015/16,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,95.8
2016/17,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,94.9
2017/18,Proportion of children vaccinated by 2nd birthday (%),Northern Ireland,Measles mumps rubella (first dose),,,Percentage (%),Units,Normal value,N92000002,94.4
