Year,Series,Sex,Age,Region,Disability status,Ethnicity,Nationality,Country of birth,Observation status,Unit multiplier,Units,GeoCode,Value
2017 Q2,Manufacturing employment as a proportion of total employment,,,London,,,,,Normal value,Units,Percentage (%),E12000007,3.2
2017 Q3,Manufacturing employment as a proportion of total employment,,,London,,,,,Normal value,Units,Percentage (%),E12000007,3.2
2017 Q4,Manufacturing employment as a proportion of total employment,,,London,,,,,Normal value,Units,Percentage (%),E12000007,3.4
2009 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.8
2009 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.0
2009 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.1
2009 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,9.4
2010 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,9.9
2010 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.2
2010 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.0
2010 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,12.0
2011 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.8
2011 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.8
2011 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.8
2011 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.8
2012 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.7
2012 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.9
2012 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.7
2012 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.7
2013 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.6
2013 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.3
2013 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.8
2013 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.4
2014 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.8
2014 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,12.1
2014 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.8
2014 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.8
2015 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.4
2015 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.8
2015 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.5
2015 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.3
2016 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.6
2016 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,12.5
2016 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.6
2016 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,9.6
2017 Q1,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,8.4
2017 Q2,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.9
2017 Q3,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,10.9
2017 Q4,Manufacturing employment as a proportion of total employment,,,North East,,,,,Normal value,Units,Percentage (%),E12000001,11.5
2009 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.2
2009 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2009 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.4
2009 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.8
2010 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.3
2010 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.2
2010 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2010 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.2
2011 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.1
2011 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.5
2011 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.1
2011 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.7
2012 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2012 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.9
2012 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.5
2012 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.8
2013 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2013 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.0
2013 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.5
2013 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2014 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2014 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.5
2014 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2014 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.1
2015 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.5
2015 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.8
2015 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.4
2015 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.3
2016 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2016 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.8
2016 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.1
2016 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2017 Q1,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,11.0
2017 Q2,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.8
2017 Q3,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.1
2017 Q4,Manufacturing employment as a proportion of total employment,,,North West,,,,,Normal value,Units,Percentage (%),E12000002,10.5
2009 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.0
2009 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.1
2009 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.1
2009 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.4
2010 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.3
2010 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.1
2010 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.8
2010 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,12.9
2011 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.7
2011 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.6
2011 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,12.1
2011 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,12.1
2012 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,12.2
2012 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.2
2012 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.5
2012 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.6
2013 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.9
2013 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.4
2013 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.7
2013 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.8
2014 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.3
2014 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.4
2014 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.2
2014 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.6
2015 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,12.1
2015 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.1
2015 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.1
2015 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,9.9
2016 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.1
2016 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.3
2016 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,11.5
2016 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,9.8
2017 Q1,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,9.3
2017 Q2,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.2
2017 Q3,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.1
2017 Q4,Manufacturing employment as a proportion of total employment,,,Northern Ireland,,,,,Normal value,Units,Percentage (%),N92000002,10.3
2009 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.7
2009 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.4
2009 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.4
2009 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.0
2010 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.5
2010 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.8
2010 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.6
2010 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.7
2011 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.5
2011 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.6
2011 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.2
2011 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.3
2012 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.9
2012 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.1
2012 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.5
2012 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.6
2013 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.3
2013 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.6
2013 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.4
2013 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.6
2014 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.8
2014 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.7
2014 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.4
2014 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,9.3
2015 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.4
2015 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.4
2015 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.2
2015 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.9
2016 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.9
2016 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.2
2016 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.1
2016 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.2
2017 Q1,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.1
2017 Q2,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.3
2017 Q3,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,8.3
2017 Q4,Manufacturing employment as a proportion of total employment,,,Scotland,,,,,Normal value,Units,Percentage (%),S92000003,7.8
2009 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.2
2009 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.8
2009 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.7
2009 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.0
2010 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.9
2010 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.1
2010 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.8
2010 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.1
2011 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.5
2011 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.1
2011 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.0
2011 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.2
2012 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.3
2012 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,9.0
2012 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.3
2012 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.5
2013 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.7
2013 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.9
2013 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.1
2013 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.2
2014 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.5
2014 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.9
2014 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.0
2014 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.0
2015 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.3
2015 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.3
2015 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.0
2015 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.3
2016 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.5
2016 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,9.0
2016 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.4
2016 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.1
2017 Q1,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.0
2017 Q2,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.8
2017 Q3,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,7.9
2017 Q4,Manufacturing employment as a proportion of total employment,,,South East,,,,,Normal value,Units,Percentage (%),E12000008,8.4
2009 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.0
2009 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.2
2009 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.7
2009 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.7
2010 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,11.0
2010 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,11.1
2010 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.7
2010 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,11.0
2011 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.3
2011 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.1
2011 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.0
2011 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.2
2012 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.4
2012 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.6
2012 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.1
2012 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.0
2013 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.2
2013 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.2
2013 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.0
2013 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,10.2
2014 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.8
2014 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.8
2014 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.8
2014 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.8
2015 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.9
2015 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.6
2015 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.3
2015 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.3
2016 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.4
2016 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.2
2016 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.7
2016 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.1
2017 Q1,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,8.6
2017 Q2,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,8.6
2017 Q3,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,9.5
2017 Q4,Manufacturing employment as a proportion of total employment,,,South West,,,,,Normal value,Units,Percentage (%),E12000009,8.8
2009 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.2
2009 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.9
2009 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.4
2009 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.2
2010 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.6
2010 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.1
2010 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.7
2010 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.0
2011 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.5
2011 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.0
2011 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.9
2011 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.9
2012 Q1,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.2
2012 Q2,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,10.6
2012 Q3,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.2
2012 Q4,Manufacturing employment as a proportion of total employment,,,Wales,,,,,Normal value,Units,Percentage (%),W92000004,11.2
