Year,Country,Region,Type of disease,Chronic respiratory disease type,Sex,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2013,England,South East,Diabetes,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,2.43
2013,England,South East,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,4.3
2013,England,South East,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,3.11
2013,England,South East,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,5.87
2013,England,South East,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,10.29
2013,England,South East,Diabetes,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,1.49
2013,England,South East,Diabetes,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,1.96
2013,England,South East,Diabetes,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,1.91
2013,England,South East,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,6.78
2013,England,South East,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,4.65
2013,England,South East,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000008,6.49
2013,England,South East,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000008,11.46
2013,England,South East,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000008,18.09
2013,England,South East,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,34.94
2013,England,South East,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,50.18
2013,England,South East,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,94.67
2013,England,South East,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,151.32
2013,England,South East,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,229.87
2013,England,South East,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000008,10.29
2013,England,South East,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000008,16.62
2013,England,South East,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000008,27.68
2013,England,South East,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,51.68
2013,England,South East,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,73.44
2013,England,South East,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,134.45
2013,England,South East,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,227.36
2013,England,South East,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,338.44
2013,England,South East,Cardiovascular disease,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000008,2.83
2013,England,South East,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000008,6.45
2013,England,South East,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000008,8.76
2013,England,South East,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,18.51
2013,England,South East,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,27.16
2013,England,South East,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,55.49
2013,England,South East,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,78.99
2013,England,South East,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,127.6
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000008,0.91
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000008,1.59
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,2.86
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,6.25
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,15.62
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,36.6
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,71.5
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000008,1.29
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,4.26
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,7.28
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,19.04
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,39.43
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,81.11
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000008,1.08
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000008,1.88
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,1.49
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,5.24
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,12.25
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,33.91
2013,England,South East,Chronic respiratory disease,Chronic lower respiratory diseases,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,62.44
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,0.6
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,0.49
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,1.93
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,2.25
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,4.39
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000008,0.91
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,2.72
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,2.52
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,6.59
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,0.98
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,1.15
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,1.99
2013,England,South East,Chronic respiratory disease,Lung diseases due to external agents,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,2.33
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,1.81
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,1.74
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,6.54
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,12.18
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,2.32
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,1.17
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,8.39
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,16.47
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,1.31
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,2.3
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,4.79
2013,England,South East,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,8.14
2013,England,South East,Chronic respiratory disease,Suppurative and necrotic conditions of lower respiratory tract,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,0.96
2013,England,South East,Chronic respiratory disease,Suppurative and necrotic conditions of lower respiratory tract,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,1.0
2013,England,South East,Chronic respiratory disease,Suppurative and necrotic conditions of lower respiratory tract,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000008,1.53
2013,England,South East,Chronic respiratory disease,Suppurative and necrotic conditions of lower respiratory tract,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,1.16
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,0.49
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,1.23
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,3.99
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000008,0.99
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,1.26
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,4.12
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000008,1.2
2013,England,South East,Chronic respiratory disease,Other respiratory disorders,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000008,3.88
2013,England,South West,Cancer,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000009,10.86
2013,England,South West,Cancer,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,22.47
2013,England,South West,Cancer,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,31.46
2013,England,South West,Cancer,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,66.55
2013,England,South West,Cancer,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,113.3
2013,England,South West,Cancer,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,217.95
2013,England,South West,Cancer,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,330.82
2013,England,South West,Cancer,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,498.41
2013,England,South West,Cancer,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000009,10.2
2013,England,South West,Cancer,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,12.86
2013,England,South West,Cancer,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,28.55
2013,England,South West,Cancer,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,63.48
2013,England,South West,Cancer,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,111.28
2013,England,South West,Cancer,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,226.37
2013,England,South West,Cancer,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,376.02
2013,England,South West,Cancer,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,572.28
2013,England,South West,Cancer,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000009,11.51
2013,England,South West,Cancer,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,31.93
2013,England,South West,Cancer,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,34.29
2013,England,South West,Cancer,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,69.54
2013,England,South West,Cancer,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,115.27
2013,England,South West,Cancer,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,209.88
2013,England,South West,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,288.31
2013,England,South West,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,428.46
2013,England,South West,Diabetes,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,1.02
2013,England,South West,Diabetes,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,2.42
2013,England,South West,Diabetes,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,3.31
2013,England,South West,Diabetes,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,4.81
2013,England,South West,Diabetes,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,9.81
2013,England,South West,Diabetes,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,2.73
2013,England,South West,Diabetes,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,3.69
2013,England,South West,Diabetes,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,6.83
2013,England,South West,Diabetes,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,13.05
2013,England,South West,Diabetes,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,2.12
2013,England,South West,Diabetes,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,2.95
2013,England,South West,Diabetes,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,2.92
2013,England,South West,Diabetes,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,6.74
2013,England,South West,Cardiovascular disease,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000009,6.39
2013,England,South West,Cardiovascular disease,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,11.4
2013,England,South West,Cardiovascular disease,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,26.21
2013,England,South West,Cardiovascular disease,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,37.34
2013,England,South West,Cardiovascular disease,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,66.47
2013,England,South West,Cardiovascular disease,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,101.75
2013,England,South West,Cardiovascular disease,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,146.76
2013,England,South West,Cardiovascular disease,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,234.2
2013,England,South West,Cardiovascular disease,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000009,8.29
2013,England,South West,Cardiovascular disease,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,16.92
2013,England,South West,Cardiovascular disease,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,35.26
2013,England,South West,Cardiovascular disease,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,54.19
2013,England,South West,Cardiovascular disease,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,96.55
2013,England,South West,Cardiovascular disease,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,151.33
2013,England,South West,Cardiovascular disease,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,214.69
2013,England,South West,Cardiovascular disease,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,334.47
2013,England,South West,Cardiovascular disease,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000009,4.48
2013,England,South West,Cardiovascular disease,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,5.99
2013,England,South West,Cardiovascular disease,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,17.42
2013,England,South West,Cardiovascular disease,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,21.01
2013,England,South West,Cardiovascular disease,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,37.18
2013,England,South West,Cardiovascular disease,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,54.24
2013,England,South West,Cardiovascular disease,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,82.87
2013,England,South West,Cardiovascular disease,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,139.26
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,1.68
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,3.31
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,3.05
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,7.54
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,15.35
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,40.0
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,68.93
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000009,2.71
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,3.36
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,2.58
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,6.0
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,19.07
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,43.44
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,82.43
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000009,3.27
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000009,3.5
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,9.03
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,11.79
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,36.77
2013,England,South West,Chronic respiratory disease,Chronic lower respiratory diseases,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,56.15
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,0.81
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.81
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,4.51
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,3.46
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.85
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,4.96
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,5.34
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.77
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,4.09
2013,England,South West,Chronic respiratory disease,Lung diseases due to external agents,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,1.68
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,1.08
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.51
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,4.81
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,9.23
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000009,1.64
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,3.08
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,5.58
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,12.45
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,4.09
2013,England,South West,Chronic respiratory disease,Other respiratory diseases principally affecting the interstitium,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,6.18
2013,England,South West,Chronic respiratory disease,Suppurative and necrotic conditions of lower respiratory tract,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,1.2
2013,England,South West,Chronic respiratory disease,Other respiratory disorders,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.81
2013,England,South West,Chronic respiratory disease,Other respiratory disorders,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,2.11
2013,England,South West,Chronic respiratory disease,Other respiratory disorders,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000009,0.87
2013,England,South West,Chronic respiratory disease,Other respiratory disorders,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.85
2013,England,South West,Chronic respiratory disease,Other respiratory disorders,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000009,1.77
2013,England,South West,Chronic respiratory disease,Other respiratory disorders,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000009,2.92
2013,England,West Midlands,Cancer,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000005,13.32
2013,England,West Midlands,Cancer,,,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000005,21.93
2013,England,West Midlands,Cancer,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000005,36.79
2013,England,West Midlands,Cancer,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000005,71.4
2013,England,West Midlands,Cancer,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000005,120.36
2013,England,West Midlands,Cancer,,,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000005,232.4
2013,England,West Midlands,Cancer,,,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000005,362.25
2013,England,West Midlands,Cancer,,,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000005,596.85
2013,England,West Midlands,Cancer,,Men,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000005,9.52
2013,England,West Midlands,Cancer,,Men,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000005,15.0
2013,England,West Midlands,Cancer,,Men,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000005,29.62
2013,England,West Midlands,Cancer,,Men,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000005,61.56
2013,England,West Midlands,Cancer,,Men,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000005,116.11
2013,England,West Midlands,Cancer,,Men,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000005,242.24
2013,England,West Midlands,Cancer,,Men,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000005,427.7
2013,England,West Midlands,Cancer,,Men,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000005,706.49
2013,England,West Midlands,Cancer,,Women,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000005,17.05
2013,England,West Midlands,Cancer,,Women,35 to 39,"Rate per 100,000 population",Units,Undefined,E12000005,28.87
2013,England,West Midlands,Cancer,,Women,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000005,43.88
2013,England,West Midlands,Cancer,,Women,45 to 49,"Rate per 100,000 population",Units,Undefined,E12000005,81.02
2013,England,West Midlands,Cancer,,Women,50 to 54,"Rate per 100,000 population",Units,Undefined,E12000005,124.58
2013,England,West Midlands,Cancer,,Women,55 to 59,"Rate per 100,000 population",Units,Undefined,E12000005,222.69
2013,England,West Midlands,Cancer,,Women,60 to 64,"Rate per 100,000 population",Units,Undefined,E12000005,298.48
2013,England,West Midlands,Cancer,,Women,65 to 69,"Rate per 100,000 population",Units,Undefined,E12000005,491.89
2013,England,West Midlands,Diabetes,,,30 to 34,"Rate per 100,000 population",Units,Undefined,E12000005,0.83
2013,England,West Midlands,Diabetes,,,40 to 44,"Rate per 100,000 population",Units,Undefined,E12000005,1.52
