Year,Age,Region,Local authority,Unit measure,Observation status,GeoCode,Value
2020,2,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,76.7
2020,3,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,97.6
2020,4,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,99.8
2020,3 and 4,West Midlands,Staffordshire,Percentage (%),Normal value,E12000005,98.7
2020,,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,86.6
2020,2,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,71.0
2020,3,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,87.9
2020,4,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,92.0
2020,3 and 4,West Midlands,Stoke-on-Trent,Percentage (%),Normal value,E12000005,90.0
2020,,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,92.3
2020,2,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,74.0
2020,3,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,93.3
2020,4,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,98.1
2020,3 and 4,West Midlands,Telford and Wrekin,Percentage (%),Normal value,E12000005,95.7
2020,,West Midlands,Walsall,Percentage (%),Normal value,E12000005,87.7
2020,2,West Midlands,Walsall,Percentage (%),Normal value,E12000005,70.6
2020,3,West Midlands,Walsall,Percentage (%),Normal value,E12000005,86.6
2020,4,West Midlands,Walsall,Percentage (%),Normal value,E12000005,96.6
2020,3 and 4,West Midlands,Walsall,Percentage (%),Normal value,E12000005,91.6
2020,,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,94.8
2020,2,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,68.4
2020,3,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,96.0
2020,4,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,99.6
2020,3 and 4,West Midlands,Warwickshire,Percentage (%),Normal value,E12000005,97.8
2020,,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,84.3
2020,2,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,58.9
2020,3,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,87.4
2020,4,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,92.3
2020,3 and 4,West Midlands,Wolverhampton,Percentage (%),Normal value,E12000005,89.9
2020,,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,94.7
2020,2,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,73.5
2020,3,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,96.8
2020,4,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,98.1
2020,3 and 4,West Midlands,Worcestershire,Percentage (%),Normal value,E12000005,97.4
2020,,East of England,Bedford,Percentage (%),Normal value,E12000006,90.6
2020,2,East of England,Bedford,Percentage (%),Normal value,E12000006,59.4
2020,3,East of England,Bedford,Percentage (%),Normal value,E12000006,92.6
2020,4,East of England,Bedford,Percentage (%),Normal value,E12000006,97.1
2020,3 and 4,East of England,Bedford,Percentage (%),Normal value,E12000006,94.9
2020,,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,91.2
2020,2,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,65.2
2020,3,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,91.3
2020,4,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,95.7
2020,3 and 4,East of England,Cambridgeshire,Percentage (%),Normal value,E12000006,93.5
2020,,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,92.7
2020,2,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,70.4
2020,3,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,92.7
2020,4,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,96.4
2020,3 and 4,East of England,Central Bedfordshire,Percentage (%),Normal value,E12000006,94.5
2020,,East of England,Essex,Percentage (%),Normal value,E12000006,92.8
2020,2,East of England,Essex,Percentage (%),Normal value,E12000006,69.3
2020,3,East of England,Essex,Percentage (%),Normal value,E12000006,95.0
2020,4,East of England,Essex,Percentage (%),Normal value,E12000006,96.4
2020,3 and 4,East of England,Essex,Percentage (%),Normal value,E12000006,95.7
2020,,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,92.2
2020,2,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,77.2
2020,3,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,92.8
2020,4,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,94.6
2020,3 and 4,East of England,Hertfordshire,Percentage (%),Normal value,E12000006,93.7
2020,,East of England,Luton,Percentage (%),Normal value,E12000006,84.5
2020,2,East of England,Luton,Percentage (%),Normal value,E12000006,66.5
2020,3,East of England,Luton,Percentage (%),Normal value,E12000006,85.5
2020,4,East of England,Luton,Percentage (%),Normal value,E12000006,90.0
2020,3 and 4,East of England,Luton,Percentage (%),Normal value,E12000006,87.8
2020,,East of England,Norfolk,Percentage (%),Normal value,E12000006,90.6
2020,2,East of England,Norfolk,Percentage (%),Normal value,E12000006,63.5
2020,3,East of England,Norfolk,Percentage (%),Normal value,E12000006,93.1
2020,4,East of England,Norfolk,Percentage (%),Normal value,E12000006,95.5
2020,3 and 4,East of England,Norfolk,Percentage (%),Normal value,E12000006,94.3
2020,,East of England,Peterborough,Percentage (%),Normal value,E12000006,86.4
2020,2,East of England,Peterborough,Percentage (%),Normal value,E12000006,66.5
2020,3,East of England,Peterborough,Percentage (%),Normal value,E12000006,87.9
2020,4,East of England,Peterborough,Percentage (%),Normal value,E12000006,92.5
2020,3 and 4,East of England,Peterborough,Percentage (%),Normal value,E12000006,90.2
2020,,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,87.2
2020,2,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,60.3
2020,3,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,89.4
2020,4,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,94.0
2020,3 and 4,East of England,Southend-on-Sea,Percentage (%),Normal value,E12000006,91.7
2020,,East of England,Suffolk,Percentage (%),Missing data; low reliability,E12000006,
2020,2,East of England,Suffolk,Percentage (%),Missing data; low reliability,E12000006,
2020,3,East of England,Suffolk,Percentage (%),Normal value,E12000006,89.5
2020,4,East of England,Suffolk,Percentage (%),Normal value,E12000006,93.4
2020,3 and 4,East of England,Suffolk,Percentage (%),Normal value,E12000006,91.5
2020,,East of England,Thurrock,Percentage (%),Normal value,E12000006,86.8
2020,2,East of England,Thurrock,Percentage (%),Normal value,E12000006,70.8
2020,3,East of England,Thurrock,Percentage (%),Normal value,E12000006,86.8
2020,4,East of England,Thurrock,Percentage (%),Normal value,E12000006,91.3
2020,3 and 4,East of England,Thurrock,Percentage (%),Normal value,E12000006,89.1
2020,,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,90.5
2020,2,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,77.4
2020,3,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,89.5
2020,4,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,93.5
2020,3 and 4,South East,Bracknell Forest,Percentage (%),Normal value,E12000008,91.5
2020,,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,93.8
2020,2,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,82.2
2020,3,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,95.4
2020,4,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,95.1
2020,3 and 4,South East,Brighton and Hove,Percentage (%),Normal value,E12000008,95.3
2020,,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,90.9
2020,2,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,76.0
2020,3,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,92.9
2020,4,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,91.6
2020,3 and 4,South East,Buckinghamshire,Percentage (%),Normal value,E12000008,92.2
2020,,South East,East Sussex,Percentage (%),Normal value,E12000008,91.5
2020,2,South East,East Sussex,Percentage (%),Normal value,E12000008,76.6
2020,3,South East,East Sussex,Percentage (%),Normal value,E12000008,94.7
2020,4,South East,East Sussex,Percentage (%),Normal value,E12000008,92.7
2020,3 and 4,South East,East Sussex,Percentage (%),Normal value,E12000008,93.7
2020,,South East,Hampshire,Percentage (%),Normal value,E12000008,95.6
2020,2,South East,Hampshire,Percentage (%),Normal value,E12000008,72.9
2020,3,South East,Hampshire,Percentage (%),Normal value,E12000008,97.3
2020,4,South East,Hampshire,Percentage (%),Normal value,E12000008,98.3
2020,3 and 4,South East,Hampshire,Percentage (%),Normal value,E12000008,97.8
2020,,South East,Isle of Wight,Percentage (%),Normal value,E12000008,90.8
2020,2,South East,Isle of Wight,Percentage (%),Normal value,E12000008,76.0
2020,3,South East,Isle of Wight,Percentage (%),Normal value,E12000008,89.2
2020,4,South East,Isle of Wight,Percentage (%),Normal value,E12000008,97.0
2020,3 and 4,South East,Isle of Wight,Percentage (%),Normal value,E12000008,93.2
2020,,South East,Kent,Percentage (%),Normal value,E12000008,90.0
2020,2,South East,Kent,Percentage (%),Normal value,E12000008,64.2
2020,3,South East,Kent,Percentage (%),Normal value,E12000008,91.5
2020,4,South East,Kent,Percentage (%),Normal value,E12000008,95.8
2020,3 and 4,South East,Kent,Percentage (%),Normal value,E12000008,93.7
2020,,South East,Medway,Percentage (%),Normal value,E12000008,87.5
2020,2,South East,Medway,Percentage (%),Normal value,E12000008,54.2
2020,3,South East,Medway,Percentage (%),Normal value,E12000008,92.0
2020,4,South East,Medway,Percentage (%),Normal value,E12000008,93.7
2020,3 and 4,South East,Medway,Percentage (%),Normal value,E12000008,92.9
2020,,South East,Milton Keynes,Percentage (%),Normal value,E12000008,90.2
2020,2,South East,Milton Keynes,Percentage (%),Normal value,E12000008,70.8
2020,3,South East,Milton Keynes,Percentage (%),Normal value,E12000008,89.1
2020,4,South East,Milton Keynes,Percentage (%),Normal value,E12000008,96.0
2020,3 and 4,South East,Milton Keynes,Percentage (%),Normal value,E12000008,92.6
2020,,South East,Oxfordshire,Percentage (%),Normal value,E12000008,91.1
2020,2,South East,Oxfordshire,Percentage (%),Normal value,E12000008,69.9
2020,3,South East,Oxfordshire,Percentage (%),Normal value,E12000008,91.8
2020,4,South East,Oxfordshire,Percentage (%),Normal value,E12000008,94.0
2020,3 and 4,South East,Oxfordshire,Percentage (%),Normal value,E12000008,92.9
2020,,South East,Portsmouth,Percentage (%),Normal value,E12000008,90.3
2020,2,South East,Portsmouth,Percentage (%),Normal value,E12000008,68.3
2020,3,South East,Portsmouth,Percentage (%),Normal value,E12000008,94.2
2020,4,South East,Portsmouth,Percentage (%),Normal value,E12000008,94.0
2020,3 and 4,South East,Portsmouth,Percentage (%),Normal value,E12000008,94.1
2020,,South East,Reading,Percentage (%),Normal value,E12000008,84.6
2020,2,South East,Reading,Percentage (%),Normal value,E12000008,60.5
2020,3,South East,Reading,Percentage (%),Normal value,E12000008,88.4
2020,4,South East,Reading,Percentage (%),Normal value,E12000008,87.0
2020,3 and 4,South East,Reading,Percentage (%),Normal value,E12000008,87.7
2020,,South East,Slough,Percentage (%),Normal value,E12000008,82.5
2020,2,South East,Slough,Percentage (%),Normal value,E12000008,48.8
2020,3,South East,Slough,Percentage (%),Normal value,E12000008,84.7
2020,4,South East,Slough,Percentage (%),Normal value,E12000008,90.3
2020,3 and 4,South East,Slough,Percentage (%),Normal value,E12000008,87.4
2020,,South East,Southampton,Percentage (%),Normal value,E12000008,85.0
2020,2,South East,Southampton,Percentage (%),Normal value,E12000008,68.9
2020,3,South East,Southampton,Percentage (%),Normal value,E12000008,84.6
2020,4,South East,Southampton,Percentage (%),Normal value,E12000008,90.9
2020,3 and 4,South East,Southampton,Percentage (%),Normal value,E12000008,87.8
2020,,South East,Surrey,Percentage (%),Normal value,E12000008,92.1
2020,2,South East,Surrey,Percentage (%),Normal value,E12000008,69.5
2020,3,South East,Surrey,Percentage (%),Normal value,E12000008,91.7
2020,4,South East,Surrey,Percentage (%),Normal value,E12000008,95.8
2020,3 and 4,South East,Surrey,Percentage (%),Normal value,E12000008,93.8
2020,,South East,West Berkshire,Percentage (%),Normal value,E12000008,96.1
2020,2,South East,West Berkshire,Percentage (%),Normal value,E12000008,69.8
2020,3,South East,West Berkshire,Percentage (%),Normal value,E12000008,98.1
2020,4,South East,West Berkshire,Percentage (%),Normal value,E12000008,99.0
2020,3 and 4,South East,West Berkshire,Percentage (%),Normal value,E12000008,98.6
2020,,South East,West Sussex,Percentage (%),Normal value,E12000008,93.6
2020,2,South East,West Sussex,Percentage (%),Normal value,E12000008,79.5
2020,3,South East,West Sussex,Percentage (%),Normal value,E12000008,93.8
2020,4,South East,West Sussex,Percentage (%),Normal value,E12000008,96.1
2020,3 and 4,South East,West Sussex,Percentage (%),Normal value,E12000008,95.0
2020,,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,90.4
2020,2,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,67.7
2020,3,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,89.6
2020,4,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,94.1
2020,3 and 4,South East,Windsor and Maidenhead,Percentage (%),Normal value,E12000008,91.8
2020,,South East,Wokingham,Percentage (%),Normal value,E12000008,96.0
2020,2,South East,Wokingham,Percentage (%),Normal value,E12000008,47.5
2020,3,South East,Wokingham,Percentage (%),Normal value,E12000008,94.3
2020,4,South East,Wokingham,Percentage (%),Normal value,E12000008,103.4
2020,3 and 4,South East,Wokingham,Percentage (%),Normal value,E12000008,98.9
2020,,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,97.3
2020,2,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,84.0
2020,3,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,97.1
2020,4,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,100.0
2020,3 and 4,South West,Bath and North East Somerset,Percentage (%),Normal value,E12000009,98.6
2020,,South West,"Bournemouth, Christchurch and Poole",Percentage (%),Normal value,E12000009,89.8
2020,2,South West,"Bournemouth, Christchurch and Poole",Percentage (%),Normal value,E12000009,80.1
2020,3,South West,"Bournemouth, Christchurch and Poole",Percentage (%),Normal value,E12000009,88.9
2020,4,South West,"Bournemouth, Christchurch and Poole",Percentage (%),Normal value,E12000009,93.1
2020,3 and 4,South West,"Bournemouth, Christchurch and Poole",Percentage (%),Normal value,E12000009,91.0
2020,,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,87.3
2020,2,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,62.1
2020,3,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,89.2
2020,4,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,93.2
2020,3 and 4,South West,"Bristol, City of",Percentage (%),Normal value,E12000009,91.2
2020,,South West,Cornwall,Percentage (%),Normal value,E12000009,91.5
2020,2,South West,Cornwall,Percentage (%),Normal value,E12000009,67.7
2020,3,South West,Cornwall,Percentage (%),Normal value,E12000009,94.2
2020,4,South West,Cornwall,Percentage (%),Normal value,E12000009,95.5
2020,3 and 4,South West,Cornwall,Percentage (%),Normal value,E12000009,94.9
2020,,South West,Devon,Percentage (%),Normal value,E12000009,98.0
2020,2,South West,Devon,Percentage (%),Normal value,E12000009,85.3
2020,3,South West,Devon,Percentage (%),Normal value,E12000009,99.3
2020,4,South West,Devon,Percentage (%),Normal value,E12000009,99.4
2020,3 and 4,South West,Devon,Percentage (%),Normal value,E12000009,99.4
2020,,South West,Dorset,Percentage (%),Normal value,E12000009,95.1
2020,2,South West,Dorset,Percentage (%),Normal value,E12000009,89.2
2020,3,South West,Dorset,Percentage (%),Normal value,E12000009,93.6
2020,4,South West,Dorset,Percentage (%),Normal value,E12000009,97.9
2020,3 and 4,South West,Dorset,Percentage (%),Normal value,E12000009,95.8
2020,,South West,Gloucestershire,Percentage (%),Normal value,E12000009,93.2
2020,2,South West,Gloucestershire,Percentage (%),Normal value,E12000009,68.6
2020,3,South West,Gloucestershire,Percentage (%),Normal value,E12000009,96.1
2020,4,South West,Gloucestershire,Percentage (%),Normal value,E12000009,95.8
2020,3 and 4,South West,Gloucestershire,Percentage (%),Normal value,E12000009,96.0
2020,,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,137.9
2020,2,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,0.0
2020,3,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,174.6
2020,4,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,114.8
2020,3 and 4,South West,Isles of Scilly,Percentage (%),Normal value,E12000009,137.9
2020,,South West,North Somerset,Percentage (%),Normal value,E12000009,94.0
2020,2,South West,North Somerset,Percentage (%),Normal value,E12000009,79.4
2020,3,South West,North Somerset,Percentage (%),Normal value,E12000009,94.3
2020,4,South West,North Somerset,Percentage (%),Normal value,E12000009,96.8
2020,3 and 4,South West,North Somerset,Percentage (%),Normal value,E12000009,95.6
2020,,South West,Plymouth,Percentage (%),Normal value,E12000009,90.4
2020,2,South West,Plymouth,Percentage (%),Normal value,E12000009,87.0
2020,3,South West,Plymouth,Percentage (%),Normal value,E12000009,88.2
2020,4,South West,Plymouth,Percentage (%),Normal value,E12000009,93.7
2020,3 and 4,South West,Plymouth,Percentage (%),Normal value,E12000009,91.0
2020,,South West,Somerset,Percentage (%),Normal value,E12000009,93.8
2020,2,South West,Somerset,Percentage (%),Normal value,E12000009,83.6
2020,3,South West,Somerset,Percentage (%),Normal value,E12000009,91.5
2020,4,South West,Somerset,Percentage (%),Normal value,E12000009,98.2
2020,3 and 4,South West,Somerset,Percentage (%),Normal value,E12000009,94.9
2020,,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,98.0
2020,2,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,78.4
2020,3,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,97.1
2020,4,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,102.8
2020,3 and 4,South West,South Gloucestershire,Percentage (%),Normal value,E12000009,100.0
2020,,South West,Swindon,Percentage (%),Normal value,E12000009,97.1
2020,2,South West,Swindon,Percentage (%),Normal value,E12000009,87.6
2020,3,South West,Swindon,Percentage (%),Normal value,E12000009,97.1
2020,4,South West,Swindon,Percentage (%),Normal value,E12000009,99.4
2020,3 and 4,South West,Swindon,Percentage (%),Normal value,E12000009,98.3
2020,,South West,Torbay,Percentage (%),Normal value,E12000009,88.9
2020,2,South West,Torbay,Percentage (%),Normal value,E12000009,69.7
2020,3,South West,Torbay,Percentage (%),Normal value,E12000009,92.4
2020,4,South West,Torbay,Percentage (%),Normal value,E12000009,92.7
2020,3 and 4,South West,Torbay,Percentage (%),Normal value,E12000009,92.5
2020,,South West,Wiltshire,Percentage (%),Normal value,E12000009,92.5
2020,2,South West,Wiltshire,Percentage (%),Normal value,E12000009,79.9
2020,3,South West,Wiltshire,Percentage (%),Normal value,E12000009,93.4
2020,4,South West,Wiltshire,Percentage (%),Normal value,E12000009,94.0
2020,3 and 4,South West,Wiltshire,Percentage (%),Normal value,E12000009,93.7
2020,,Inner London,Camden,Percentage (%),Normal value,E13000001,60.8
2020,2,Inner London,Camden,Percentage (%),Normal value,E13000001,62.8
2020,3,Inner London,Camden,Percentage (%),Normal value,E13000001,63.1
2020,4,Inner London,Camden,Percentage (%),Normal value,E13000001,58.1
2020,3 and 4,Inner London,Camden,Percentage (%),Normal value,E13000001,60.6
2020,,Inner London,City of London,Percentage (%),Normal value,E13000001,54.5
2020,2,Inner London,City of London,Percentage (%),Normal value,E13000001,150.0
2020,3,Inner London,City of London,Percentage (%),Normal value,E13000001,71.3
2020,4,Inner London,City of London,Percentage (%),Normal value,E13000001,34.5
2020,3 and 4,Inner London,City of London,Percentage (%),Normal value,E13000001,51.6
2020,,Inner London,Hackney,Percentage (%),Normal value,E13000001,83.3
2020,2,Inner London,Hackney,Percentage (%),Normal value,E13000001,63.8
2020,3,Inner London,Hackney,Percentage (%),Normal value,E13000001,84.7
2020,4,Inner London,Hackney,Percentage (%),Normal value,E13000001,92.0
2020,3 and 4,Inner London,Hackney,Percentage (%),Normal value,E13000001,88.3
2020,,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,75.2
2020,2,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,51.7
2020,3,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,77.6
2020,4,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,79.1
2020,3 and 4,Inner London,Hammersmith and Fulham,Percentage (%),Normal value,E13000001,78.3
2020,,Inner London,Haringey,Percentage (%),Normal value,E13000001,76.5
2020,2,Inner London,Haringey,Percentage (%),Normal value,E13000001,54.2
2020,3,Inner London,Haringey,Percentage (%),Normal value,E13000001,78.0
2020,4,Inner London,Haringey,Percentage (%),Normal value,E13000001,83.3
2020,3 and 4,Inner London,Haringey,Percentage (%),Normal value,E13000001,80.7
2020,,Inner London,Islington,Percentage (%),Normal value,E13000001,80.6
2020,2,Inner London,Islington,Percentage (%),Normal value,E13000001,66.8
2020,3,Inner London,Islington,Percentage (%),Normal value,E13000001,83.7
2020,4,Inner London,Islington,Percentage (%),Normal value,E13000001,82.5
2020,3 and 4,Inner London,Islington,Percentage (%),Normal value,E13000001,83.1
2020,,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,80.5
2020,2,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,78.7
2020,3,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,84.2
2020,4,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,77.0
2020,3 and 4,Inner London,Kensington and Chelsea,Percentage (%),Normal value,E13000001,80.6
2020,,Inner London,Lambeth,Percentage (%),Normal value,E13000001,82.9
2020,2,Inner London,Lambeth,Percentage (%),Normal value,E13000001,63.4
2020,3,Inner London,Lambeth,Percentage (%),Normal value,E13000001,83.8
2020,4,Inner London,Lambeth,Percentage (%),Normal value,E13000001,88.6
2020,3 and 4,Inner London,Lambeth,Percentage (%),Normal value,E13000001,86.2
2020,,Inner London,Lewisham,Percentage (%),Normal value,E13000001,75.8
2020,2,Inner London,Lewisham,Percentage (%),Normal value,E13000001,56.7
2020,3,Inner London,Lewisham,Percentage (%),Normal value,E13000001,74.2
2020,4,Inner London,Lewisham,Percentage (%),Normal value,E13000001,84.0
2020,3 and 4,Inner London,Lewisham,Percentage (%),Normal value,E13000001,79.0
2020,,Inner London,Newham,Percentage (%),Normal value,E13000001,78.8
2020,2,Inner London,Newham,Percentage (%),Normal value,E13000001,52.9
2020,3,Inner London,Newham,Percentage (%),Normal value,E13000001,80.1
2020,4,Inner London,Newham,Percentage (%),Normal value,E13000001,87.8
2020,3 and 4,Inner London,Newham,Percentage (%),Normal value,E13000001,83.9
2020,,Inner London,Southwark,Percentage (%),Normal value,E13000001,77.1
2020,2,Inner London,Southwark,Percentage (%),Normal value,E13000001,57.0
2020,3,Inner London,Southwark,Percentage (%),Normal value,E13000001,80.3
2020,4,Inner London,Southwark,Percentage (%),Normal value,E13000001,81.1
2020,3 and 4,Inner London,Southwark,Percentage (%),Normal value,E13000001,80.7
2020,,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,71.6
2020,2,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,43.9
2020,3,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,75.4
2020,4,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,79.8
2020,3 and 4,Inner London,Tower Hamlets,Percentage (%),Normal value,E13000001,77.6
2020,,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,83.7
2020,2,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,60.3
2020,3,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,85.8
2020,4,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,86.6
2020,3 and 4,Inner London,Wandsworth,Percentage (%),Normal value,E13000001,86.2
2020,,Inner London,Westminster,Percentage (%),Normal value,E13000001,54.6
2020,2,Inner London,Westminster,Percentage (%),Normal value,E13000001,59.2
2020,3,Inner London,Westminster,Percentage (%),Normal value,E13000001,55.0
2020,4,Inner London,Westminster,Percentage (%),Normal value,E13000001,53.2
2020,3 and 4,Inner London,Westminster,Percentage (%),Normal value,E13000001,54.1
2020,,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,87.2
2020,2,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,83.5
2020,3,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,85.2
2020,4,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,90.7
2020,3 and 4,Outer London,Barking and Dagenham,Percentage (%),Normal value,E13000002,87.9
2020,,Outer London,Barnet,Percentage (%),Normal value,E13000002,78.4
2020,2,Outer London,Barnet,Percentage (%),Normal value,E13000002,55.6
2020,3,Outer London,Barnet,Percentage (%),Normal value,E13000002,77.9
2020,4,Outer London,Barnet,Percentage (%),Normal value,E13000002,85.0
2020,3 and 4,Outer London,Barnet,Percentage (%),Normal value,E13000002,81.4
2020,,Outer London,Bexley,Percentage (%),Normal value,E13000002,89.3
2020,2,Outer London,Bexley,Percentage (%),Normal value,E13000002,57.5
2020,3,Outer London,Bexley,Percentage (%),Normal value,E13000002,88.0
2020,4,Outer London,Bexley,Percentage (%),Normal value,E13000002,98.7
2020,3 and 4,Outer London,Bexley,Percentage (%),Normal value,E13000002,93.3
2020,,Outer London,Brent,Percentage (%),Normal value,E13000002,71.9
2020,2,Outer London,Brent,Percentage (%),Normal value,E13000002,64.2
2020,3,Outer London,Brent,Percentage (%),Normal value,E13000002,68.8
2020,4,Outer London,Brent,Percentage (%),Normal value,E13000002,77.9
2020,3 and 4,Outer London,Brent,Percentage (%),Normal value,E13000002,73.3
2020,,Outer London,Bromley,Percentage (%),Normal value,E13000002,97.2
2020,2,Outer London,Bromley,Percentage (%),Normal value,E13000002,67.7
2020,3,Outer London,Bromley,Percentage (%),Normal value,E13000002,99.7
2020,4,Outer London,Bromley,Percentage (%),Normal value,E13000002,100.1
2020,3 and 4,Outer London,Bromley,Percentage (%),Normal value,E13000002,99.9
2020,,Outer London,Croydon,Percentage (%),Normal value,E13000002,79.6
2020,2,Outer London,Croydon,Percentage (%),Normal value,E13000002,49.1
2020,3,Outer London,Croydon,Percentage (%),Normal value,E13000002,82.2
2020,4,Outer London,Croydon,Percentage (%),Normal value,E13000002,88.2
2020,3 and 4,Outer London,Croydon,Percentage (%),Normal value,E13000002,85.1
2020,,Outer London,Ealing,Percentage (%),Normal value,E13000002,84.1
2020,2,Outer London,Ealing,Percentage (%),Normal value,E13000002,58.2
2020,3,Outer London,Ealing,Percentage (%),Normal value,E13000002,86.1
2020,4,Outer London,Ealing,Percentage (%),Normal value,E13000002,90.3
2020,3 and 4,Outer London,Ealing,Percentage (%),Normal value,E13000002,88.2
2020,,Outer London,Enfield,Percentage (%),Normal value,E13000002,79.5
2020,2,Outer London,Enfield,Percentage (%),Normal value,E13000002,53.2
2020,3,Outer London,Enfield,Percentage (%),Normal value,E13000002,81.5
2020,4,Outer London,Enfield,Percentage (%),Normal value,E13000002,89.2
2020,3 and 4,Outer London,Enfield,Percentage (%),Normal value,E13000002,85.3
2020,,Outer London,Greenwich,Percentage (%),Normal value,E13000002,82.4
2020,2,Outer London,Greenwich,Percentage (%),Normal value,E13000002,59.7
2020,3,Outer London,Greenwich,Percentage (%),Normal value,E13000002,85.0
2020,4,Outer London,Greenwich,Percentage (%),Normal value,E13000002,87.0
