Year,Age,Sex,Disability status,Ethnicity,Ethnic group,Employment status,Region,Local Authority,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2016,,,,,,,West Midlands,Shropshire CC,Percentage (%),Undefined,Units,,82.7
2016,,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Undefined,Units,E06000021,87.7
2016,,,,,,,West Midlands,Staffordshire CC,Percentage (%),Undefined,Units,,83.1
2016,,,,,,,West Midlands,Birmingham,Percentage (%),Undefined,Units,E08000025,87.3
2016,,,,,,,West Midlands,Solihull,Percentage (%),Undefined,Units,E08000029,82.2
2016,,,,,,,West Midlands,Coventry,Percentage (%),Undefined,Units,E08000026,89.5
2016,,,,,,,West Midlands,Dudley and Sandwell,Percentage (%),Undefined,Units,,82.5
2016,,,,,,,West Midlands,Walsall and Wolverhampton,Percentage (%),Undefined,Units,,82.1
2016,,,,,,,East of England,,Percentage (%),Undefined,Units,E12000006,88.9
2016,,,,,,,East of England,Peterborough,Percentage (%),Undefined,Units,E06000031,87.2
2016,,,,,,,East of England,Cambridgeshire CC,Percentage (%),Undefined,Units,,90.6
2016,,,,,,,East of England,Norfolk,Percentage (%),Undefined,Units,,87.2
2016,,,,,,,East of England,Suffolk,Percentage (%),Undefined,Units,,89.8
2016,,,,,,,East of England,Luton,Percentage (%),Undefined,Units,E06000032,81.7
2016,,,,,,,East of England,Bedfordshire CC,Percentage (%),Undefined,Units,,91.0
2016,,,,,,,East of England,Hertfordshire,Percentage (%),Undefined,Units,,91.1
2016,,,,,,,East of England,Southend-on-Sea,Percentage (%),Undefined,Units,E06000033,84.7
2016,,,,,,,East of England,Thurrock,Percentage (%),Undefined,Units,E06000034,80.7
2016,,,,,,,East of England,Essex CC,Percentage (%),Undefined,Units,,89.0
2016,,,,,,,London,,Percentage (%),Undefined,Units,E12000007,91.0
2016,,,,,,,London,Inner London - West,Percentage (%),Undefined,Units,,92.1
2016,,,,,,,London,Inner London - East,Percentage (%),Undefined,Units,,91.4
2016,,,,,,,London,Outer London - East and North East,Percentage (%),Undefined,Units,,88.9
2016,,,,,,,London,Outer London - South,Percentage (%),Undefined,Units,,90.9
2016,,,,,,,London,Outer London - West and North West,Percentage (%),Undefined,Units,,91.6
2016,,,,,,,South East,,Percentage (%),Undefined,Units,E12000008,90.6
2016,,,,,,,South East,Berkshire,Percentage (%),Undefined,Units,,91.7
2016,,,,,,,South East,Milton Keynes,Percentage (%),Undefined,Units,E06000042,89.4
2016,,,,,,,South East,Buckinghamshire CC,Percentage (%),Undefined,Units,,90.6
2016,,,,,,,South East,Oxfordshire,Percentage (%),Undefined,Units,,94.1
2016,,,,,,,South East,Brighton and Hove,Percentage (%),Undefined,Units,E06000043,96.0
2016,,,,,,,South East,East Sussex CC,Percentage (%),Undefined,Units,,87.9
2016,,,,,,,South East,Surrey,Percentage (%),Undefined,Units,,93.2
2016,,,,,,,South East,West Sussex,Percentage (%),Undefined,Units,,88.0
2016,,,,,,,South East,Portsmouth,Percentage (%),Undefined,Units,E06000044,89.6
2016,,,,,,,South East,Southampton,Percentage (%),Undefined,Units,E06000045,89.6
2016,,,,,,,South East,Hampshire CC,Percentage (%),Undefined,Units,,91.3
2016,,,,,,,South East,Isle of Wight,Percentage (%),Undefined,Units,E06000046,83.0
2016,,,,,,,South East,Medway,Percentage (%),Undefined,Units,E06000035,86.9
2016,,,,,,,South East,Kent CC,Percentage (%),Undefined,Units,,89.3
2016,,,,,,,South West,,Percentage (%),Undefined,Units,E12000009,89.8
2016,,,,,,,South West,"Bristol, City of",Percentage (%),Undefined,Units,,94.9
2016,,,,,,,South West,"Bath and North East Somerset, North Somerset and South Gloucestershire",Percentage (%),Undefined,Units,,91.9
2016,,,,,,,South West,Gloucestershire,Percentage (%),Undefined,Units,,92.1
2016,,,,,,,South West,Swindon,Percentage (%),Undefined,Units,E06000030,90.4
2016,,,,,,,South West,Wiltshire,Percentage (%),Undefined,Units,E06000054,89.7
2016,,,,,,,South West,Bournemouth and Poole,Percentage (%),Undefined,Units,,86.8
2016,,,,,,,South West,Dorset CC,Percentage (%),Undefined,Units,,89.3
2016,,,,,,,South West,Somerset,Percentage (%),Undefined,Units,,88.2
2016,,,,,,,South West,Cornwall and Isles of Scilly,Percentage (%),Undefined,Units,,88.1
2016,,,,,,,South West,Plymouth,Percentage (%),Undefined,Units,E06000026,86.2
2016,,,,,,,South West,Torbay,Percentage (%),Undefined,Units,E06000027,95.1
2016,,,,,,,South West,Devon CC,Percentage (%),Undefined,Units,,87.8
2016,,,,,,,Wales,,Percentage (%),Undefined,Units,W92000004,85.5
2016,,,,,,,Wales,Isle of Anglesey,Percentage (%),Undefined,Units,W06000001,89.1
2016,,,,,,,Wales,Gwynedd,Percentage (%),Undefined,Units,W06000002,86.5
2016,,,,,,,Wales,Conwy and Denbighshire,Percentage (%),Undefined,Units,,80.6
2016,,,,,,,Wales,South West Wales,Percentage (%),Undefined,Units,,86.1
2016,,,,,,,Wales,Central Valleys,Percentage (%),Undefined,Units,,81.8
2016,,,,,,,Wales,Gwent Valleys,Percentage (%),Undefined,Units,,89.7
2016,,,,,,,Wales,Bridgend and Neath Port Talbot,Percentage (%),Undefined,Units,,86.9
2016,,,,,,,Wales,Swansea,Percentage (%),Undefined,Units,W06000011,83.4
2016,,,,,,,Wales,Monmouthshire and Newport,Percentage (%),Undefined,Units,,83.9
2016,,,,,,,Wales,Cardiff and Vale of Glamorgan,Percentage (%),Undefined,Units,,86.8
2016,,,,,,,Wales,Flintshire and Wrexham,Percentage (%),Undefined,Units,,84.6
2016,,,,,,,Wales,Powys,Percentage (%),Undefined,Units,W06000023,88.5
2016,,,,,,,Scotland,,Percentage (%),Undefined,Units,S92000003,87.1
2016,,,,,,,Scotland,Aberdeen City and Aberdeenshire,Percentage (%),Undefined,Units,,90.2
2016,,,,,,,Scotland,Highlands and Islands,Percentage (%),Undefined,Units,,86.6
2016,,,,,,,Scotland,Angus and Dundee City,Percentage (%),Undefined,Units,,86.6
2016,,,,,,,Scotland,Clackmannanshire and Fife,Percentage (%),Undefined,Units,,91.2
2016,,,,,,,Scotland,East Lothian and Midlothian,Percentage (%),Undefined,Units,,89.4
2016,,,,,,,Scotland,"Edinburgh, City of",Percentage (%),Undefined,Units,,91.1
2016,,,,,,,Scotland,Falkirk,Percentage (%),Undefined,Units,S12000014,75.0
2016,,,,,,,Scotland,Perth & Kinross and Stirling,Percentage (%),Undefined,Units,,86.8
2016,,,,,,,Scotland,West Lothian,Percentage (%),Undefined,Units,S12000040,88.5
2016,,,,,,,Scotland,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",Percentage (%),Undefined,Units,,84.7
2016,,,,,,,Scotland,Glasgow City,Percentage (%),Undefined,Units,S12000046,83.1
2016,,,,,,,Scotland,"Inverclyde, East Renfrewshire and Renfrewshire",Percentage (%),Undefined,Units,,86.0
2016,,,,,,,Scotland,North Lanarkshire,Percentage (%),Undefined,Units,S12000044,86.9
2016,,,,,,,Scotland,Scottish Borders,Percentage (%),Undefined,Units,S12000026,93.0
2016,,,,,,,Scotland,Dumfries & Galloway,Percentage (%),Undefined,Units,,80.9
2016,,,,,,,Scotland,East Ayrshire and North Ayrshire mainland,Percentage (%),Undefined,Units,,81.6
2016,,,,,,,Scotland,South Ayrshire,Percentage (%),Undefined,Units,S12000028,89.3
2016,,,,,,,Scotland,South Lanarkshire,Percentage (%),Undefined,Units,S12000029,90.1
2016,,,,,,,Northern Ireland,,Percentage (%),Undefined,Units,N92000002,82.0
2016,,,,,,,Northern Ireland,Belfast,Percentage (%),Undefined,Units,N09000003,86.1
2016,,,,,,,Northern Ireland,Outer Belfast,Percentage (%),Undefined,Units,,83.2
2016,,,,,,,Northern Ireland,East of Northern Ireland,Percentage (%),Undefined,Units,,79.0
2016,,,,,,,Northern Ireland,North of Northern Ireland,Percentage (%),Undefined,Units,,81.5
2016,,,,,,,Northern Ireland,West and South of Northern Ireland,Percentage (%),Undefined,Units,,81.4
2017,,,,,,,,,Percentage (%),Undefined,Units,,88.9
2017,16 to 24,,,,,,,,Percentage (%),Undefined,Units,,99.2
2017,25 to 34,,,,,,,,Percentage (%),Undefined,Units,,99.1
2017,35 to 44,,,,,,,,Percentage (%),Undefined,Units,,98.4
2017,45 to 54,,,,,,,,Percentage (%),Undefined,Units,,96.2
2017,55 to 64,,,,,,,,Percentage (%),Undefined,Units,,90.0
2017,65 to 74,,,,,,,,Percentage (%),Undefined,Units,,77.5
2017,75 and over,,,,,,,,Percentage (%),Undefined,Units,,40.5
2017,,Male,,,,,,,Percentage (%),Undefined,Units,,90.2
2017,,Female,,,,,,,Percentage (%),Undefined,Units,,87.6
2017,,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,73.4
2017,,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,93.6
2017,16 to 24,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,97.1
2017,16 to 24,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.5
2017,25 to 34,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,96.9
2017,25 to 34,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.4
2017,35 to 44,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,94.8
2017,35 to 44,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,99.1
2017,45 to 54,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,89.2
2017,45 to 54,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,97.9
2017,55 to 64,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,80.4
2017,55 to 64,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,93.8
2017,65 to 74,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,69.4
2017,65 to 74,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,82.2
2017,75 and over,,Disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,34.0
2017,75 and over,,Not disabled (GSS harmonised),,,,,,Percentage (%),Undefined,Units,,48.1
2017,,,,White,,,,,Percentage (%),Undefined,Units,,88.4
2017,,,,Mixed/Multiple ethnic background,,,,,Percentage (%),Undefined,Units,,96.2
2017,,,,Asian/Asian British,Indian,,,,Percentage (%),Undefined,Units,,90.6
2017,,,,Asian/Asian British,Pakistani,,,,Percentage (%),Undefined,Units,,90.3
2017,,,,Asian/Asian British,Bangladeshi,,,,Percentage (%),Undefined,Units,,87.0
2017,,,,Asian/Asian British,Chinese,,,,Percentage (%),Undefined,Units,,98.3
2017,,,,Asian/Asian British,Any other Asian background,,,,Percentage (%),Undefined,Units,,93.1
2017,,,,Black/African/Caribbean/Black British,,,,,Percentage (%),Undefined,Units,,92.1
2017,,,,Other ethnic group,,,,,Percentage (%),Undefined,Units,,94.1
2017,,,,,,Employed,,,Percentage (%),Undefined,Units,,98.1
2017,,,,,,Self-employed,,,Percentage (%),Undefined,Units,,96.4
2017,,,,,,Government employment & training programmes,,,Percentage (%),Undefined,Units,,97.0
2017,,,,,,Unpaid family worker,,,Percentage (%),Undefined,Units,,90.6
2017,,,,,,Unemployed,,,Percentage (%),Undefined,Units,,96.9
2017,,,,,,Student,,,Percentage (%),Undefined,Units,,99.5
2017,,,,,,Retired,,,Percentage (%),Undefined,Units,,61.4
2017,,,,,,Inactive,,,Percentage (%),Undefined,Units,,85.8
2017,,,,,,,North East,,Percentage (%),Undefined,Units,E12000001,85.0
2017,,,,,,,North East,Hartlepool and Stockton-on-Tees,Percentage (%),Undefined,Units,,87.0
2017,,,,,,,North East,South Teesside,Percentage (%),Undefined,Units,,90.3
2017,,,,,,,North East,Darlington,Percentage (%),Undefined,Units,E06000005,90.0
2017,,,,,,,North East,Durham CC,Percentage (%),Undefined,Units,,83.1
2017,,,,,,,North East,Northumberland,Percentage (%),Undefined,Units,E06000057,87.2
2017,,,,,,,North East,Tyneside,Percentage (%),Undefined,Units,,83.2
2017,,,,,,,North East,Sunderland,Percentage (%),Undefined,Units,E08000024,82.5
2017,,,,,,,North West,,Percentage (%),Undefined,Units,E12000002,88.1
2017,,,,,,,North West,West Cumbria,Percentage (%),Undefined,Units,,87.4
2017,,,,,,,North West,East Cumbria,Percentage (%),Undefined,Units,,85.7
2017,,,,,,,North West,Manchester,Percentage (%),Undefined,Units,E08000003,91.3
2017,,,,,,,North West,Greater Manchester South West,Percentage (%),Undefined,Units,,88.4
2017,,,,,,,North West,Greater Manchester South East,Percentage (%),Undefined,Units,,89.0
2017,,,,,,,North West,Greater Manchester North West,Percentage (%),Undefined,Units,,89.7
2017,,,,,,,North West,Greater Manchester North East,Percentage (%),Undefined,Units,,88.7
2017,,,,,,,North West,Blackburn with Darwen,Percentage (%),Undefined,Units,E06000008,87.2
2017,,,,,,,North West,Blackpool,Percentage (%),Undefined,Units,E06000009,89.1
2017,,,,,,,North West,Lancaster and Wyre,Percentage (%),Undefined,Units,,86.8
2017,,,,,,,North West,Mid Lancashire,Percentage (%),Undefined,Units,,89.7
2017,,,,,,,North West,East Lancashire,Percentage (%),Undefined,Units,,92.5
2017,,,,,,,North West,Chorley and West Lancashire,Percentage (%),Undefined,Units,,84.8
2017,,,,,,,North West,Warrington,Percentage (%),Undefined,Units,E06000007,91.6
2017,,,,,,,North West,Cheshire East,Percentage (%),Undefined,Units,E06000049,85.9
2017,,,,,,,North West,Cheshire West and Chester,Percentage (%),Undefined,Units,E06000050,87.9
2017,,,,,,,North West,East Merseyside,Percentage (%),Undefined,Units,,84.3
2017,,,,,,,North West,Liverpool,Percentage (%),Undefined,Units,E08000012,87.1
2017,,,,,,,North West,Sefton,Percentage (%),Undefined,Units,E08000014,85.9
2017,,,,,,,North West,Wirral,Percentage (%),Undefined,Units,E08000015,85.1
2017,,,,,,,Yorkshire and the Humber,,Percentage (%),Undefined,Units,E12000003,86.8
2017,,,,,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Percentage (%),Undefined,Units,,89.1
2017,,,,,,,Yorkshire and the Humber,East Riding of Yorkshire,Percentage (%),Undefined,Units,E06000011,87.7
2017,,,,,,,Yorkshire and the Humber,North and North East Lincolnshire,Percentage (%),Undefined,Units,,83.9
2017,,,,,,,Yorkshire and the Humber,York,Percentage (%),Undefined,Units,E06000014,85.9
2017,,,,,,,Yorkshire and the Humber,North Yorkshire CC,Percentage (%),Undefined,Units,,85.8
2017,,,,,,,Yorkshire and the Humber,"Barnsley, Doncaster and Rotherham",Percentage (%),Undefined,Units,,88.0
2017,,,,,,,Yorkshire and the Humber,Sheffield,Percentage (%),Undefined,Units,E08000019,86.6
2017,,,,,,,Yorkshire and the Humber,Bradford,Percentage (%),Undefined,Units,E08000032,87.3
2017,,,,,,,Yorkshire and the Humber,Leeds,Percentage (%),Undefined,Units,E08000035,87.1
2017,,,,,,,Yorkshire and the Humber,Calderdale and Kirklees,Percentage (%),Undefined,Units,,85.9
2017,,,,,,,Yorkshire and the Humber,Wakefield,Percentage (%),Undefined,Units,E08000036,87.6
2017,,,,,,,East Midlands,,Percentage (%),Undefined,Units,E12000004,87.8
2017,,,,,,,East Midlands,Derby,Percentage (%),Undefined,Units,E06000015,87.4
2017,,,,,,,East Midlands,East Derbyshire,Percentage (%),Undefined,Units,,85.8
2017,,,,,,,East Midlands,South and West Derbyshire,Percentage (%),Undefined,Units,,89.6
2017,,,,,,,East Midlands,Nottingham,Percentage (%),Undefined,Units,E06000018,86.0
2017,,,,,,,East Midlands,North Nottinghamshire,Percentage (%),Undefined,Units,,82.2
2017,,,,,,,East Midlands,South Nottinghamshire,Percentage (%),Undefined,Units,,88.7
2017,,,,,,,East Midlands,Leicester,Percentage (%),Undefined,Units,E06000016,87.1
2017,,,,,,,East Midlands,Leicestershire CC and Rutland,Percentage (%),Undefined,Units,,88.2
2017,,,,,,,East Midlands,West Northamptonshire,Percentage (%),Undefined,Units,,91.6
2017,,,,,,,East Midlands,North Northamptonshire,Percentage (%),Undefined,Units,,90.8
2017,,,,,,,East Midlands,Lincolnshire,Percentage (%),Undefined,Units,,87.9
2017,,,,,,,West Midlands,,Percentage (%),Undefined,Units,E12000005,86.4
2017,,,,,,,West Midlands,"Herefordshire, County of",Percentage (%),Undefined,Units,,79.4
2017,,,,,,,West Midlands,Worcestershire,Percentage (%),Undefined,Units,,88.3
2017,,,,,,,West Midlands,Warwickshire,Percentage (%),Undefined,Units,,89.6
2017,,,,,,,West Midlands,Telford and Wrekin,Percentage (%),Undefined,Units,E06000020,91.8
2017,,,,,,,West Midlands,Shropshire CC,Percentage (%),Undefined,Units,,87.6
2017,,,,,,,West Midlands,Stoke-on-Trent,Percentage (%),Undefined,Units,E06000021,80.0
2017,,,,,,,West Midlands,Staffordshire CC,Percentage (%),Undefined,Units,,88.5
2017,,,,,,,West Midlands,Birmingham,Percentage (%),Undefined,Units,E08000025,88.5
2017,,,,,,,West Midlands,Solihull,Percentage (%),Undefined,Units,E08000029,84.0
2017,,,,,,,West Midlands,Coventry,Percentage (%),Undefined,Units,E08000026,91.8
2017,,,,,,,West Midlands,Dudley,Percentage (%),Undefined,Units,E08000027,79.8
2017,,,,,,,West Midlands,Sandwell,Percentage (%),Undefined,Units,E08000028,77.0
2017,,,,,,,West Midlands,Walsall,Percentage (%),Undefined,Units,E08000030,87.3
2017,,,,,,,West Midlands,Wolverhampton,Percentage (%),Undefined,Units,E08000031,78.4
2017,,,,,,,East of England,,Percentage (%),Undefined,Units,E12000006,90.3
2017,,,,,,,East of England,Peterborough,Percentage (%),Undefined,Units,E06000031,93.1
2017,,,,,,,East of England,Cambridgeshire CC,Percentage (%),Undefined,Units,,88.2
2017,,,,,,,East of England,Suffolk,Percentage (%),Undefined,Units,,89.8
2017,,,,,,,East of England,Norwich and East Norfolk,Percentage (%),Undefined,Units,,88.4
2017,,,,,,,East of England,North and West Norfolk,Percentage (%),Undefined,Units,,89.8
2017,,,,,,,East of England,Breckland and South Norfolk,Percentage (%),Undefined,Units,,86.2
2017,,,,,,,East of England,Luton,Percentage (%),Undefined,Units,E06000032,89.9
2017,,,,,,,East of England,Hertfordshire,Percentage (%),Undefined,Units,,91.3
2017,,,,,,,East of England,Bedford,Percentage (%),Undefined,Units,E06000055,88.5
2017,,,,,,,East of England,Central Bedfordshire,Percentage (%),Undefined,Units,E06000056,93.4
2017,,,,,,,East of England,Southend-on-Sea,Percentage (%),Undefined,Units,E06000033,88.4
2017,,,,,,,East of England,Thurrock,Percentage (%),Undefined,Units,E06000034,90.5
2017,,,,,,,East of England,Essex Haven Gateway,Percentage (%),Undefined,Units,,88.3
2017,,,,,,,East of England,West Essex,Percentage (%),Undefined,Units,,95.0
2017,,,,,,,East of England,Heart of Essex,Percentage (%),Undefined,Units,,95.5
2017,,,,,,,East of England,Essex Thames Gateway,Percentage (%),Undefined,Units,,90.0
2017,,,,,,,London,,Percentage (%),Undefined,Units,E12000007,92.7
2017,,,,,,,London,Camden and City of London,Percentage (%),Undefined,Units,,91.8
2017,,,,,,,London,Westminster,Percentage (%),Undefined,Units,E09000033,91.5
2017,,,,,,,London,Kensington & Chelsea and Hammersmith & Fulham,Percentage (%),Undefined,Units,,95.6
2017,,,,,,,London,Wandsworth,Percentage (%),Undefined,Units,E09000032,96.6
2017,,,,,,,London,Hackney and Newham,Percentage (%),Undefined,Units,,93.0
2017,,,,,,,London,Tower Hamlets,Percentage (%),Undefined,Units,E09000030,88.8
2017,,,,,,,London,Haringey and Islington,Percentage (%),Undefined,Units,,95.0
2017,,,,,,,London,Lewisham and Southwark,Percentage (%),Undefined,Units,,94.5
2017,,,,,,,London,Lambeth,Percentage (%),Undefined,Units,E09000022,95.0
2017,,,,,,,London,Bexley and Greenwich,Percentage (%),Undefined,Units,,93.6
2017,,,,,,,London,Barking & Dagenham and Havering,Percentage (%),Undefined,Units,,92.2
2017,,,,,,,London,Redbridge and Waltham Forest,Percentage (%),Undefined,Units,,93.5
2017,,,,,,,London,Enfield,Percentage (%),Undefined,Units,E09000010,88.2
2017,,,,,,,London,Bromley,Percentage (%),Undefined,Units,E09000006,92.3
2017,,,,,,,London,Croydon,Percentage (%),Undefined,Units,E09000008,93.2
2017,,,,,,,London,"Merton, Kingston upon Thames and Sutton",Percentage (%),Undefined,Units,,94.1
2017,,,,,,,London,Barnet,Percentage (%),Undefined,Units,E09000003,87.6
2017,,,,,,,London,Brent,Percentage (%),Undefined,Units,E09000005,85.6
2017,,,,,,,London,Ealing,Percentage (%),Undefined,Units,E09000009,93.8
2017,,,,,,,London,Harrow and Hillingdon,Percentage (%),Undefined,Units,,91.6
2017,,,,,,,London,Hounslow and Richmond upon Thames,Percentage (%),Undefined,Units,,93.9
2017,,,,,,,South East,,Percentage (%),Undefined,Units,E12000008,91.6
2017,,,,,,,South East,Berkshire,Percentage (%),Undefined,Units,,92.3
2017,,,,,,,South East,Milton Keynes,Percentage (%),Undefined,Units,E06000042,88.6
2017,,,,,,,South East,Buckinghamshire CC,Percentage (%),Undefined,Units,,94.4
2017,,,,,,,South East,Oxfordshire,Percentage (%),Undefined,Units,,91.8
2017,,,,,,,South East,Brighton and Hove,Percentage (%),Undefined,Units,E06000043,92.6
2017,,,,,,,South East,East Sussex CC,Percentage (%),Undefined,Units,,87.4
2017,,,,,,,South East,West Surrey,Percentage (%),Undefined,Units,,95.4
2017,,,,,,,South East,East Surrey,Percentage (%),Undefined,Units,,93.1
2017,,,,,,,South East,West Sussex (South West),Percentage (%),Undefined,Units,,90.1
2017,,,,,,,South East,West Sussex (North East),Percentage (%),Undefined,Units,,94.0
2017,,,,,,,South East,Portsmouth,Percentage (%),Undefined,Units,E06000044,84.9
2017,,,,,,,South East,Southampton,Percentage (%),Undefined,Units,E06000045,91.9
2017,,,,,,,South East,Isle of Wight,Percentage (%),Undefined,Units,E06000046,77.8
2017,,,,,,,South East,South Hampshire,Percentage (%),Undefined,Units,,90.6
2017,,,,,,,South East,Central Hampshire,Percentage (%),Undefined,Units,,91.9
2017,,,,,,,South East,North Hampshire,Percentage (%),Undefined,Units,,95.4
2017,,,,,,,South East,Medway,Percentage (%),Undefined,Units,E06000035,92.5
2017,,,,,,,South East,Kent Thames Gateway,Percentage (%),Undefined,Units,,92.8
2017,,,,,,,South East,East Kent,Percentage (%),Undefined,Units,,87.8
2017,,,,,,,South East,Mid Kent,Percentage (%),Undefined,Units,,92.3
2017,,,,,,,South East,West Kent,Percentage (%),Undefined,Units,,92.3
2017,,,,,,,South West,,Percentage (%),Undefined,Units,E12000009,89.2
2017,,,,,,,South West,"Bristol, City of",Percentage (%),Undefined,Units,,89.0
2017,,,,,,,South West,"Bath and North East Somerset, North Somerset and South Gloucestershire",Percentage (%),Undefined,Units,,87.2
2017,,,,,,,South West,Gloucestershire,Percentage (%),Undefined,Units,,89.8
2017,,,,,,,South West,Swindon,Percentage (%),Undefined,Units,E06000030,95.8
2017,,,,,,,South West,Wiltshire,Percentage (%),Undefined,Units,E06000054,90.8
2017,,,,,,,South West,Bournemouth and Poole,Percentage (%),Undefined,Units,,93.5
2017,,,,,,,South West,Dorset CC,Percentage (%),Undefined,Units,,92.4
2017,,,,,,,South West,Somerset,Percentage (%),Undefined,Units,,90.2
2017,,,,,,,South West,Cornwall and Isles of Scilly,Percentage (%),Undefined,Units,,82.1
2017,,,,,,,South West,Plymouth,Percentage (%),Undefined,Units,E06000026,92.0
2017,,,,,,,South West,Torbay,Percentage (%),Undefined,Units,E06000027,80.1
2017,,,,,,,South West,Devon CC,Percentage (%),Undefined,Units,,89.4
2017,,,,,,,Wales,,Percentage (%),Undefined,Units,W92000004,86.9
2017,,,,,,,Wales,Isle of Anglesey,Percentage (%),Undefined,Units,W06000001,97.8
2017,,,,,,,Wales,Gwynedd,Percentage (%),Undefined,Units,W06000002,78.9
2017,,,,,,,Wales,Conwy and Denbighshire,Percentage (%),Undefined,Units,,76.9
2017,,,,,,,Wales,South West Wales,Percentage (%),Undefined,Units,,86.7
2017,,,,,,,Wales,Central Valleys,Percentage (%),Undefined,Units,,81.5
2017,,,,,,,Wales,Gwent Valleys,Percentage (%),Undefined,Units,,86.6
2017,,,,,,,Wales,Bridgend and Neath Port Talbot,Percentage (%),Undefined,Units,,88.7
2017,,,,,,,Wales,Swansea,Percentage (%),Undefined,Units,W06000011,95.5
2017,,,,,,,Wales,Monmouthshire and Newport,Percentage (%),Undefined,Units,,86.6
2017,,,,,,,Wales,Cardiff and Vale of Glamorgan,Percentage (%),Undefined,Units,,89.5
2017,,,,,,,Wales,Flintshire and Wrexham,Percentage (%),Undefined,Units,,89.4
2017,,,,,,,Wales,Powys,Percentage (%),Undefined,Units,W06000023,83.6
2017,,,,,,,Scotland,,Percentage (%),Undefined,Units,S92000003,87.5
2017,,,,,,,Scotland,Aberdeen City and Aberdeenshire,Percentage (%),Undefined,Units,,91.4
2017,,,,,,,Scotland,Highlands and Islands,Percentage (%),Undefined,Units,,87.5
2017,,,,,,,Scotland,Angus and Dundee City,Percentage (%),Undefined,Units,,82.9
2017,,,,,,,Scotland,Clackmannanshire and Fife,Percentage (%),Undefined,Units,,90.6
2017,,,,,,,Scotland,East Lothian and Midlothian,Percentage (%),Undefined,Units,,86.9
2017,,,,,,,Scotland,"Edinburgh, City of",Percentage (%),Undefined,Units,,92.4
2017,,,,,,,Scotland,Falkirk,Percentage (%),Undefined,Units,S12000014,83.7
2017,,,,,,,Scotland,Perth & Kinross and Stirling,Percentage (%),Undefined,Units,,81.7
2017,,,,,,,Scotland,West Lothian,Percentage (%),Undefined,Units,S12000040,94.5
2017,,,,,,,Scotland,"East Dunbartonshire, West Dunbartonshire and Helensburgh & Lomond",Percentage (%),Undefined,Units,,90.0
2017,,,,,,,Scotland,Glasgow City,Percentage (%),Undefined,Units,S12000046,85.1
2017,,,,,,,Scotland,"Inverclyde, East Renfrewshire and Renfrewshire",Percentage (%),Undefined,Units,,84.9
2017,,,,,,,Scotland,North Lanarkshire,Percentage (%),Undefined,Units,S12000044,83.3
2017,,,,,,,Scotland,Scottish Borders,Percentage (%),Undefined,Units,S12000026,85.1
2017,,,,,,,Scotland,Dumfries & Galloway,Percentage (%),Undefined,Units,,84.7
2017,,,,,,,Scotland,East Ayrshire and North Ayrshire mainland,Percentage (%),Undefined,Units,,84.3
2017,,,,,,,Scotland,South Ayrshire,Percentage (%),Undefined,Units,S12000028,89.4
2017,,,,,,,Scotland,South Lanarkshire,Percentage (%),Undefined,Units,S12000029,90.3
2017,,,,,,,Northern Ireland,,Percentage (%),Undefined,Units,N92000002,84.0
2017,,,,,,,Northern Ireland,Belfast,Percentage (%),Undefined,Units,N09000003,84.0
2017,,,,,,,Northern Ireland,Outer Belfast,Percentage (%),Undefined,Units,,85.5
2017,,,,,,,Northern Ireland,East of Northern Ireland,Percentage (%),Undefined,Units,,84.1
2017,,,,,,,Northern Ireland,North of Northern Ireland,Percentage (%),Undefined,Units,,81.2
2017,,,,,,,Northern Ireland,West and South of Northern Ireland,Percentage (%),Undefined,Units,,84.4
2018,,,,,,,,,Percentage (%),Undefined,Units,,89.8
2018,16 to 24,,,,,,,,Percentage (%),Undefined,Units,,99.3
2018,25 to 34,,,,,,,,Percentage (%),Undefined,Units,,99.2
2018,35 to 44,,,,,,,,Percentage (%),Undefined,Units,,98.6
2018,45 to 54,,,,,,,,Percentage (%),Undefined,Units,,96.8
2018,55 to 64,,,,,,,,Percentage (%),Undefined,Units,,91.8
2018,65 to 74,,,,,,,,Percentage (%),Undefined,Units,,80.2
2018,75 and over,,,,,,,,Percentage (%),Undefined,Units,,43.6
2018,,Male,,,,,,,Percentage (%),Undefined,Units,,91.1
