Year,Contraceptive method,Types of contraception,Age,Region,Local Authority,Observation status,Unit measure,GeoCode,Value
2015/16,User dependent,,,West Midlands,,Undefined,Percentage (%),E12000005,64.0
2015/16,User dependent,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,74.0
2015/16,User dependent,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,48.0
2015/16,User dependent,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,60.0
2015/16,User dependent,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,58.0
2015/16,User dependent,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,61.0
2015/16,User dependent,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,60.0
2015/16,User dependent,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,66.0
2015/16,User dependent,,,West Midlands,Staffordshire,Undefined,Percentage (%),,67.0
2015/16,User dependent,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,58.0
2015/16,User dependent,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,58.0
2015/16,User dependent,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,63.0
2015/16,User dependent,,,West Midlands,Warwickshire,Undefined,Percentage (%),,58.0
2015/16,User dependent,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,56.0
2015/16,User dependent,,,West Midlands,Worcestershire,Undefined,Percentage (%),,65.0
2015/16,User dependent,,,East of England,,Undefined,Percentage (%),E12000006,61.0
2015/16,User dependent,,,East of England,Bedford,Undefined,Percentage (%),E06000055,70.0
2015/16,User dependent,,,East of England,Cambridgeshire,Undefined,Percentage (%),,58.0
2015/16,User dependent,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,67.0
2015/16,User dependent,,,East of England,Essex,Undefined,Percentage (%),,61.0
2015/16,User dependent,,,East of England,Hertfordshire,Undefined,Percentage (%),,64.0
2015/16,User dependent,,,East of England,Luton,Undefined,Percentage (%),E06000032,56.0
2015/16,User dependent,,,East of England,Norfolk,Undefined,Percentage (%),,56.0
2015/16,User dependent,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,60.0
2015/16,User dependent,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,73.0
2015/16,User dependent,,,East of England,Suffolk,Undefined,Percentage (%),,58.0
2015/16,User dependent,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,52.0
2015/16,User dependent,,,London,,Undefined,Percentage (%),E12000007,65.0
2015/16,User dependent,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,50.0
2015/16,User dependent,,,London,Barnet,Undefined,Percentage (%),E09000003,60.0
2015/16,User dependent,,,London,Bexley,Undefined,Percentage (%),E09000004,61.0
2015/16,User dependent,,,London,Brent,Undefined,Percentage (%),E09000005,60.0
2015/16,User dependent,,,London,Bromley,Undefined,Percentage (%),E09000006,71.0
2015/16,User dependent,,,London,Camden,Undefined,Percentage (%),E09000007,68.0
2015/16,User dependent,,,London,Croydon,Undefined,Percentage (%),E09000008,67.0
2015/16,User dependent,,,London,Ealing,Undefined,Percentage (%),E09000009,72.0
2015/16,User dependent,,,London,Enfield,Undefined,Percentage (%),E09000010,59.0
2015/16,User dependent,,,London,Greenwich,Undefined,Percentage (%),E09000011,57.0
2015/16,User dependent,,,London,Hackney,Undefined,Percentage (%),E09000012,64.0
2015/16,User dependent,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,67.0
2015/16,User dependent,,,London,Haringey,Undefined,Percentage (%),E09000014,67.0
2015/16,User dependent,,,London,Harrow,Undefined,Percentage (%),E09000015,70.0
2015/16,User dependent,,,London,Havering,Undefined,Percentage (%),E09000016,53.0
2015/16,User dependent,,,London,Hillingdon,Undefined,Percentage (%),E09000017,58.0
2015/16,User dependent,,,London,Hounslow,Undefined,Percentage (%),E09000018,70.0
2015/16,User dependent,,,London,Islington,Undefined,Percentage (%),E09000019,67.0
2015/16,User dependent,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,67.0
2015/16,User dependent,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,77.0
2015/16,User dependent,,,London,Lambeth,Undefined,Percentage (%),E09000022,66.0
2015/16,User dependent,,,London,Lewisham,Undefined,Percentage (%),E09000023,67.0
2015/16,User dependent,,,London,Merton,Undefined,Percentage (%),E09000024,67.0
2015/16,User dependent,,,London,Newham,Undefined,Percentage (%),E09000025,67.0
2015/16,User dependent,,,London,Redbridge,Undefined,Percentage (%),E09000026,55.0
2015/16,User dependent,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,70.0
2015/16,User dependent,,,London,Southwark,Undefined,Percentage (%),E09000028,64.0
2015/16,User dependent,,,London,Sutton,Undefined,Percentage (%),E09000029,67.0
2015/16,User dependent,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,70.0
2015/16,User dependent,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,71.0
2015/16,User dependent,,,London,Wandsworth,Undefined,Percentage (%),E09000032,70.0
2015/16,User dependent,,,London,Westminster,Undefined,Percentage (%),E09000033,66.0
2015/16,User dependent,,,South East,,Undefined,Percentage (%),E12000008,63.0
2015/16,User dependent,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,58.0
2015/16,User dependent,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,68.0
2015/16,User dependent,,,South East,Buckinghamshire,Undefined,Percentage (%),,59.0
2015/16,User dependent,,,South East,East Sussex,Undefined,Percentage (%),,64.0
2015/16,User dependent,,,South East,Hampshire,Undefined,Percentage (%),,59.0
2015/16,User dependent,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,44.0
2015/16,User dependent,,,South East,Kent,Undefined,Percentage (%),,61.0
2015/16,User dependent,,,South East,Medway,Undefined,Percentage (%),E06000035,58.0
2015/16,User dependent,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,69.0
2015/16,User dependent,,,South East,Oxfordshire,Undefined,Percentage (%),,65.0
2015/16,User dependent,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,55.0
2015/16,User dependent,,,South East,Reading,Undefined,Percentage (%),E06000038,63.0
2015/16,User dependent,,,South East,Slough,Undefined,Percentage (%),E06000039,67.0
2015/16,User dependent,,,South East,Southampton,Undefined,Percentage (%),E06000045,52.0
2015/16,User dependent,,,South East,Surrey,Undefined,Percentage (%),,68.0
2015/16,User dependent,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,64.0
2015/16,User dependent,,,South East,West Sussex,Undefined,Percentage (%),,71.0
2015/16,User dependent,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,68.0
2015/16,User dependent,,,South East,Wokingham,Undefined,Percentage (%),E06000041,67.0
2015/16,User dependent,,,South West,,Undefined,Percentage (%),E12000009,56.0
2015/16,User dependent,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,72.0
2015/16,User dependent,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,67.0
2015/16,User dependent,,,South West,"Bristol, City of",Undefined,Percentage (%),,60.0
2015/16,User dependent,,,South West,Cornwall,Undefined,Percentage (%),E06000052,55.0
2015/16,User dependent,,,South West,Devon,Undefined,Percentage (%),,57.0
2015/16,User dependent,,,South West,Dorset,Undefined,Percentage (%),,53.0
2015/16,User dependent,,,South West,Gloucestershire,Undefined,Percentage (%),,48.0
2015/16,User dependent,,,South West,North Somerset,Undefined,Percentage (%),E06000024,61.0
2015/16,User dependent,,,South West,Plymouth,Undefined,Percentage (%),E06000026,47.0
2015/16,User dependent,,,South West,Poole,Undefined,Percentage (%),E06000029,52.0
2015/16,User dependent,,,South West,Somerset,Undefined,Percentage (%),,54.0
2015/16,User dependent,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,56.0
2015/16,User dependent,,,South West,Swindon,Undefined,Percentage (%),E06000030,53.0
2015/16,User dependent,,,South West,Torbay,Undefined,Percentage (%),E06000027,58.0
2015/16,User dependent,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,53.0
2016/17,Long acting reversible contraceptives,,,,,Undefined,Percentage (%),,39.26509939935456
2016/17,Long acting reversible contraceptives,IU device,,,,Undefined,Percentage (%),,6.224432372836585
2016/17,Long acting reversible contraceptives,IU system,,,,Undefined,Percentage (%),,8.295223548057377
2016/17,Long acting reversible contraceptives,Implant,,,,Undefined,Percentage (%),,15.460935077463736
2016/17,Long acting reversible contraceptives,Injectable contraceptive,,,,Undefined,Percentage (%),,9.284508400996865
2016/17,User dependent,,,,,Undefined,Percentage (%),,60.73490060064542
2016/17,User dependent,Oral contraceptives,,,,Undefined,Percentage (%),,44.18131912303469
2016/17,User dependent,Male condom,,,,Undefined,Percentage (%),,13.565743686332157
2016/17,User dependent,Female condom,,,,Undefined,Percentage (%),,0.1269050107381162
2016/17,User dependent,Contraceptive patch,,,,Undefined,Percentage (%),,1.5910787500143555
2016/17,User dependent,Natural family planning,,,,Undefined,Percentage (%),,0.746385217001826
2016/17,User dependent,Other methods,,,,Undefined,Percentage (%),,0.5234688135242842
2016/17,Long acting reversible contraceptives,,Under 16,,,Undefined,Percentage (%),,31.72417221835537
2016/17,Long acting reversible contraceptives,,16 to 17,,,Undefined,Percentage (%),,29.8307603651694
2016/17,Long acting reversible contraceptives,,18 to 19,,,Undefined,Percentage (%),,29.846394891068293
2016/17,Long acting reversible contraceptives,,20 to 24,,,Undefined,Percentage (%),,33.55076207698269
2016/17,Long acting reversible contraceptives,,25 to 34,,,Undefined,Percentage (%),,41.89123655191966
2016/17,Long acting reversible contraceptives,,35 to 44,,,Undefined,Percentage (%),,54.089716462124414
2016/17,Long acting reversible contraceptives,,45 and over,,,Undefined,Percentage (%),,53.01137048495319
2016/17,User dependent,,Under 16,,,Undefined,Percentage (%),,68.27582778164462
2016/17,User dependent,,16 to 17,,,Undefined,Percentage (%),,70.16923963483063
2016/17,User dependent,,18 to 19,,,Undefined,Percentage (%),,70.1536051089317
2016/17,User dependent,,20 to 24,,,Undefined,Percentage (%),,66.44923792301731
2016/17,User dependent,,25 to 34,,,Undefined,Percentage (%),,58.10876344808034
2016/17,User dependent,,35 to 44,,,Undefined,Percentage (%),,45.91028353787559
2016/17,User dependent,,45 and over,,,Undefined,Percentage (%),,46.98862951504681
2016/17,Long acting reversible contraceptives,,,North East,,Undefined,Percentage (%),E12000001,45.0
2016/17,Long acting reversible contraceptives,,,North East,County Durham,Undefined,Percentage (%),E06000047,40.0
2016/17,Long acting reversible contraceptives,,,North East,Darlington,Undefined,Percentage (%),E06000005,37.0
2016/17,Long acting reversible contraceptives,,,North East,Gateshead,Undefined,Percentage (%),E08000037,44.0
2016/17,Long acting reversible contraceptives,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,33.0
2016/17,Long acting reversible contraceptives,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,42.0
2016/17,Long acting reversible contraceptives,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,42.0
2016/17,Long acting reversible contraceptives,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,47.0
2016/17,Long acting reversible contraceptives,,,North East,Northumberland,Undefined,Percentage (%),E06000057,48.0
2016/17,Long acting reversible contraceptives,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,52.0
2016/17,Long acting reversible contraceptives,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,46.0
2016/17,Long acting reversible contraceptives,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,33.0
2016/17,Long acting reversible contraceptives,,,North East,Sunderland,Undefined,Percentage (%),E08000024,56.0
2016/17,Long acting reversible contraceptives,,,North West,,Undefined,Percentage (%),E12000002,39.0
2016/17,Long acting reversible contraceptives,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,36.0
2016/17,Long acting reversible contraceptives,,,North West,Blackpool,Undefined,Percentage (%),E06000009,49.0
2016/17,Long acting reversible contraceptives,,,North West,Bolton,Undefined,Percentage (%),E08000001,55.0
2016/17,Long acting reversible contraceptives,,,North West,Bury,Undefined,Percentage (%),E08000002,36.0
2016/17,Long acting reversible contraceptives,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,38.0
2016/17,Long acting reversible contraceptives,,,North West,Cheshire West and Chester,Undefined,Percentage (%),E06000050,38.0
2016/17,Long acting reversible contraceptives,,,North West,Cumbria,Undefined,Percentage (%),,47.0
2016/17,Long acting reversible contraceptives,,,North West,Halton,Undefined,Percentage (%),E06000006,31.0
2016/17,Long acting reversible contraceptives,,,North West,Knowsley,Undefined,Percentage (%),E08000011,34.0
2016/17,Long acting reversible contraceptives,,,North West,Lancashire,Undefined,Percentage (%),,40.0
2016/17,Long acting reversible contraceptives,,,North West,Liverpool,Undefined,Percentage (%),E08000012,33.0
2016/17,Long acting reversible contraceptives,,,North West,Manchester,Undefined,Percentage (%),E08000003,37.0
2016/17,Long acting reversible contraceptives,,,North West,Oldham,Undefined,Percentage (%),E08000004,45.0
2016/17,Long acting reversible contraceptives,,,North West,Rochdale,Undefined,Percentage (%),E08000005,44.0
2016/17,Long acting reversible contraceptives,,,North West,Salford,Undefined,Percentage (%),E08000006,41.0
2016/17,Long acting reversible contraceptives,,,North West,Sefton,Undefined,Percentage (%),E08000014,36.0
2016/17,Long acting reversible contraceptives,,,North West,St. Helens,Undefined,Percentage (%),E08000013,30.0
2016/17,Long acting reversible contraceptives,,,North West,Stockport,Undefined,Percentage (%),E08000007,38.0
2016/17,Long acting reversible contraceptives,,,North West,Tameside,Undefined,Percentage (%),E08000008,36.0
2016/17,Long acting reversible contraceptives,,,North West,Trafford,Undefined,Percentage (%),E08000009,41.0
2016/17,Long acting reversible contraceptives,,,North West,Warrington,Undefined,Percentage (%),E06000007,37.0
2016/17,Long acting reversible contraceptives,,,North West,Wigan,Undefined,Percentage (%),E08000010,45.0
2016/17,Long acting reversible contraceptives,,,North West,Wirral,Undefined,Percentage (%),E08000015,34.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,,Undefined,Percentage (%),E12000003,41.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Barnsley,Undefined,Percentage (%),E08000016,33.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Bradford,Undefined,Percentage (%),E08000032,47.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Calderdale,Undefined,Percentage (%),E08000033,36.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Doncaster,Undefined,Percentage (%),E08000017,40.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,East Riding of Yorkshire,Undefined,Percentage (%),E06000011,47.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,"Kingston upon Hull, City of",Undefined,Percentage (%),,54.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Kirklees,Undefined,Percentage (%),E08000034,41.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Leeds,Undefined,Percentage (%),E08000035,37.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,North East Lincolnshire,Undefined,Percentage (%),E06000012,42.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Lincolnshire,Undefined,Percentage (%),E06000013,37.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,North Yorkshire,Undefined,Percentage (%),,41.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Rotherham,Undefined,Percentage (%),E08000018,45.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Sheffield,Undefined,Percentage (%),E08000019,43.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,Wakefield,Undefined,Percentage (%),E08000036,36.0
2016/17,Long acting reversible contraceptives,,,Yorkshire and the Humber,York,Undefined,Percentage (%),E06000014,32.0
2016/17,Long acting reversible contraceptives,,,East Midlands,,Undefined,Percentage (%),E12000004,46.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Derby,Undefined,Percentage (%),E06000015,52.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Derbyshire,Undefined,Percentage (%),,49.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Leicester,Undefined,Percentage (%),E06000016,42.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Leicestershire,Undefined,Percentage (%),,50.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Lincolnshire,Undefined,Percentage (%),,55.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Northamptonshire,Undefined,Percentage (%),,42.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Nottingham,Undefined,Percentage (%),E06000018,41.0
2016/17,Long acting reversible contraceptives,,,East Midlands,Nottinghamshire,Undefined,Percentage (%),,44.0
2016/17,Long acting reversible contraceptives,,,West Midlands,,Undefined,Percentage (%),E12000005,36.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Birmingham,Undefined,Percentage (%),E08000025,25.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Coventry,Undefined,Percentage (%),E08000026,55.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Dudley,Undefined,Percentage (%),E08000027,39.0
2016/17,Long acting reversible contraceptives,,,West Midlands,"Herefordshire, County of",Undefined,Percentage (%),,47.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Sandwell,Undefined,Percentage (%),E08000028,43.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Shropshire,Undefined,Percentage (%),E06000051,42.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Solihull,Undefined,Percentage (%),E08000029,24.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Staffordshire,Undefined,Percentage (%),,33.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Stoke-on-Trent,Undefined,Percentage (%),E06000021,43.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Telford and Wrekin,Undefined,Percentage (%),E06000020,34.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Walsall,Undefined,Percentage (%),E08000030,38.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Warwickshire,Undefined,Percentage (%),,41.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Wolverhampton,Undefined,Percentage (%),E08000031,54.0
2016/17,Long acting reversible contraceptives,,,West Midlands,Worcestershire,Undefined,Percentage (%),,35.0
2016/17,Long acting reversible contraceptives,,,East of England,,Undefined,Percentage (%),E12000006,40.0
2016/17,Long acting reversible contraceptives,,,East of England,Bedford,Undefined,Percentage (%),E06000055,29.0
2016/17,Long acting reversible contraceptives,,,East of England,Cambridgeshire,Undefined,Percentage (%),,45.0
2016/17,Long acting reversible contraceptives,,,East of England,Central Bedfordshire,Undefined,Percentage (%),E06000056,34.0
2016/17,Long acting reversible contraceptives,,,East of England,Essex,Undefined,Percentage (%),,37.0
2016/17,Long acting reversible contraceptives,,,East of England,Hertfordshire,Undefined,Percentage (%),,38.0
2016/17,Long acting reversible contraceptives,,,East of England,Luton,Undefined,Percentage (%),E06000032,35.0
2016/17,Long acting reversible contraceptives,,,East of England,Norfolk,Undefined,Percentage (%),,46.0
2016/17,Long acting reversible contraceptives,,,East of England,Peterborough,Undefined,Percentage (%),E06000031,43.0
2016/17,Long acting reversible contraceptives,,,East of England,Southend-on-Sea,Undefined,Percentage (%),E06000033,26.0
2016/17,Long acting reversible contraceptives,,,East of England,Suffolk,Undefined,Percentage (%),,44.0
2016/17,Long acting reversible contraceptives,,,East of England,Thurrock,Undefined,Percentage (%),E06000034,44.0
2016/17,Long acting reversible contraceptives,,,London,,Undefined,Percentage (%),E12000007,36.0
2016/17,Long acting reversible contraceptives,,,London,Barking and Dagenham,Undefined,Percentage (%),E09000002,53.0
2016/17,Long acting reversible contraceptives,,,London,Barnet,Undefined,Percentage (%),E09000003,42.0
2016/17,Long acting reversible contraceptives,,,London,Bexley,Undefined,Percentage (%),E09000004,40.0
2016/17,Long acting reversible contraceptives,,,London,Brent,Undefined,Percentage (%),E09000005,39.0
2016/17,Long acting reversible contraceptives,,,London,Bromley,Undefined,Percentage (%),E09000006,32.0
2016/17,Long acting reversible contraceptives,,,London,Camden,Undefined,Percentage (%),E09000007,34.0
2016/17,Long acting reversible contraceptives,,,London,Croydon,Undefined,Percentage (%),E09000008,36.0
2016/17,Long acting reversible contraceptives,,,London,Ealing,Undefined,Percentage (%),E09000009,29.0
2016/17,Long acting reversible contraceptives,,,London,Enfield,Undefined,Percentage (%),E09000010,39.0
2016/17,Long acting reversible contraceptives,,,London,Greenwich,Undefined,Percentage (%),E09000011,43.0
2016/17,Long acting reversible contraceptives,,,London,Hackney,Undefined,Percentage (%),E09000012,38.0
2016/17,Long acting reversible contraceptives,,,London,Hammersmith and Fulham,Undefined,Percentage (%),E09000013,33.0
2016/17,Long acting reversible contraceptives,,,London,Haringey,Undefined,Percentage (%),E09000014,34.0
2016/17,Long acting reversible contraceptives,,,London,Harrow,Undefined,Percentage (%),E09000015,33.0
2016/17,Long acting reversible contraceptives,,,London,Havering,Undefined,Percentage (%),E09000016,46.0
2016/17,Long acting reversible contraceptives,,,London,Hillingdon,Undefined,Percentage (%),E09000017,41.0
2016/17,Long acting reversible contraceptives,,,London,Hounslow,Undefined,Percentage (%),E09000018,33.0
2016/17,Long acting reversible contraceptives,,,London,Islington,Undefined,Percentage (%),E09000019,35.0
2016/17,Long acting reversible contraceptives,,,London,Kensington and Chelsea,Undefined,Percentage (%),E09000020,33.0
2016/17,Long acting reversible contraceptives,,,London,Kingston upon Thames,Undefined,Percentage (%),E09000021,31.0
2016/17,Long acting reversible contraceptives,,,London,Lambeth,Undefined,Percentage (%),E09000022,37.0
2016/17,Long acting reversible contraceptives,,,London,Lewisham,Undefined,Percentage (%),E09000023,34.0
2016/17,Long acting reversible contraceptives,,,London,Merton,Undefined,Percentage (%),E09000024,34.0
2016/17,Long acting reversible contraceptives,,,London,Newham,Undefined,Percentage (%),E09000025,38.0
2016/17,Long acting reversible contraceptives,,,London,Redbridge,Undefined,Percentage (%),E09000026,45.0
2016/17,Long acting reversible contraceptives,,,London,Richmond upon Thames,Undefined,Percentage (%),E09000027,31.0
2016/17,Long acting reversible contraceptives,,,London,Southwark,Undefined,Percentage (%),E09000028,36.0
2016/17,Long acting reversible contraceptives,,,London,Sutton,Undefined,Percentage (%),E09000029,28.0
2016/17,Long acting reversible contraceptives,,,London,Tower Hamlets,Undefined,Percentage (%),E09000030,32.0
2016/17,Long acting reversible contraceptives,,,London,Waltham Forest,Undefined,Percentage (%),E09000031,30.0
2016/17,Long acting reversible contraceptives,,,London,Wandsworth,Undefined,Percentage (%),E09000032,33.0
2016/17,Long acting reversible contraceptives,,,London,Westminster,Undefined,Percentage (%),E09000033,34.0
2016/17,Long acting reversible contraceptives,,,South East,,Undefined,Percentage (%),E12000008,38.0
2016/17,Long acting reversible contraceptives,,,South East,Bracknell Forest,Undefined,Percentage (%),E06000036,41.0
2016/17,Long acting reversible contraceptives,,,South East,Brighton and Hove,Undefined,Percentage (%),E06000043,36.0
2016/17,Long acting reversible contraceptives,,,South East,Buckinghamshire,Undefined,Percentage (%),,43.0
2016/17,Long acting reversible contraceptives,,,South East,East Sussex,Undefined,Percentage (%),,37.0
2016/17,Long acting reversible contraceptives,,,South East,Hampshire,Undefined,Percentage (%),,45.0
2016/17,Long acting reversible contraceptives,,,South East,Isle of Wight,Undefined,Percentage (%),E06000046,55.0
2016/17,Long acting reversible contraceptives,,,South East,Kent,Undefined,Percentage (%),,41.0
2016/17,Long acting reversible contraceptives,,,South East,Medway,Undefined,Percentage (%),E06000035,41.0
2016/17,Long acting reversible contraceptives,,,South East,Milton Keynes,Undefined,Percentage (%),E06000042,35.0
2016/17,Long acting reversible contraceptives,,,South East,Oxfordshire,Undefined,Percentage (%),,37.0
2016/17,Long acting reversible contraceptives,,,South East,Portsmouth,Undefined,Percentage (%),E06000044,51.0
2016/17,Long acting reversible contraceptives,,,South East,Reading,Undefined,Percentage (%),E06000038,35.0
2016/17,Long acting reversible contraceptives,,,South East,Slough,Undefined,Percentage (%),E06000039,37.0
2016/17,Long acting reversible contraceptives,,,South East,Southampton,Undefined,Percentage (%),E06000045,55.0
2016/17,Long acting reversible contraceptives,,,South East,Surrey,Undefined,Percentage (%),,32.0
2016/17,Long acting reversible contraceptives,,,South East,West Berkshire,Undefined,Percentage (%),E06000037,39.0
2016/17,Long acting reversible contraceptives,,,South East,West Sussex,Undefined,Percentage (%),,29.0
2016/17,Long acting reversible contraceptives,,,South East,Windsor and Maidenhead,Undefined,Percentage (%),E06000040,33.0
2016/17,Long acting reversible contraceptives,,,South East,Wokingham,Undefined,Percentage (%),E06000041,32.0
2016/17,Long acting reversible contraceptives,,,South West,,Undefined,Percentage (%),E12000009,45.0
2016/17,Long acting reversible contraceptives,,,South West,Bath and North East Somerset,Undefined,Percentage (%),E06000022,29.0
2016/17,Long acting reversible contraceptives,,,South West,Bournemouth,Undefined,Percentage (%),E06000028,37.0
2016/17,Long acting reversible contraceptives,,,South West,"Bristol, City of",Undefined,Percentage (%),,40.0
2016/17,Long acting reversible contraceptives,,,South West,Cornwall,Undefined,Percentage (%),E06000052,44.0
2016/17,Long acting reversible contraceptives,,,South West,Devon,Undefined,Percentage (%),,44.0
2016/17,Long acting reversible contraceptives,,,South West,Dorset,Undefined,Percentage (%),,50.0
2016/17,Long acting reversible contraceptives,,,South West,Gloucestershire,Undefined,Percentage (%),,51.0
2016/17,Long acting reversible contraceptives,,,South West,North Somerset,Undefined,Percentage (%),E06000024,37.0
2016/17,Long acting reversible contraceptives,,,South West,Plymouth,Undefined,Percentage (%),E06000026,49.0
2016/17,Long acting reversible contraceptives,,,South West,Poole,Undefined,Percentage (%),E06000029,54.0
2016/17,Long acting reversible contraceptives,,,South West,Somerset,Undefined,Percentage (%),,47.0
2016/17,Long acting reversible contraceptives,,,South West,South Gloucestershire,Undefined,Percentage (%),E06000025,43.0
2016/17,Long acting reversible contraceptives,,,South West,Swindon,Undefined,Percentage (%),E06000030,49.0
2016/17,Long acting reversible contraceptives,,,South West,Torbay,Undefined,Percentage (%),E06000027,40.0
2016/17,Long acting reversible contraceptives,,,South West,Wiltshire,Undefined,Percentage (%),E06000054,47.0
2016/17,User dependent,,,North East,,Undefined,Percentage (%),E12000001,55.0
2016/17,User dependent,,,North East,County Durham,Undefined,Percentage (%),E06000047,60.0
2016/17,User dependent,,,North East,Darlington,Undefined,Percentage (%),E06000005,63.0
2016/17,User dependent,,,North East,Gateshead,Undefined,Percentage (%),E08000037,56.0
2016/17,User dependent,,,North East,Hartlepool,Undefined,Percentage (%),E06000001,67.0
2016/17,User dependent,,,North East,Middlesbrough,Undefined,Percentage (%),E06000002,58.0
2016/17,User dependent,,,North East,Newcastle upon Tyne,Undefined,Percentage (%),E08000021,58.0
2016/17,User dependent,,,North East,North Tyneside,Undefined,Percentage (%),E08000022,53.0
2016/17,User dependent,,,North East,Northumberland,Undefined,Percentage (%),E06000057,52.0
2016/17,User dependent,,,North East,Redcar and Cleveland,Undefined,Percentage (%),E06000003,48.0
2016/17,User dependent,,,North East,South Tyneside,Undefined,Percentage (%),E08000023,54.0
2016/17,User dependent,,,North East,Stockton-on-Tees,Undefined,Percentage (%),E06000004,67.0
2016/17,User dependent,,,North East,Sunderland,Undefined,Percentage (%),E08000024,44.0
2016/17,User dependent,,,North West,,Undefined,Percentage (%),E12000002,61.0
2016/17,User dependent,,,North West,Blackburn with Darwen,Undefined,Percentage (%),E06000008,64.0
2016/17,User dependent,,,North West,Blackpool,Undefined,Percentage (%),E06000009,51.0
2016/17,User dependent,,,North West,Bolton,Undefined,Percentage (%),E08000001,45.0
2016/17,User dependent,,,North West,Bury,Undefined,Percentage (%),E08000002,64.0
2016/17,User dependent,,,North West,Cheshire East,Undefined,Percentage (%),E06000049,62.0
