Year,Sector,Country,Region,Age,Sex,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2013,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.5080728272
2009,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5678032072
2008,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5756162558
2011,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.579285944
2014,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.6044035373
2017,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.7464377055
2015,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.7657789128
2016,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.800219539
2008,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.2085276482
2000,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.2893455353
2001,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.3871246901
2004,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.3981399012
2003,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.3997835425
2002,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.4258180362
2005,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.44595476
2006,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.4908620039
2007,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.5466227271
2008,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.6361765827
2009,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.6420675697
2009,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.7570382281
2016,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,12.7680089916
2007,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,12.812798731
2008,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,12.8361022924
2010,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.8450683193
2011,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.8980379543
2015,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,12.9185801811
2010,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.9499766246
2011,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.9641908856
2012,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.0005111603
2006,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.0418164972
2012,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.0419356211
2010,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.0662867395
2014,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.0703313491
2007,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1268875142
2013,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.1291742223
2008,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1521124269
2014,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.1589312784
2009,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1843156509
2006,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1978318139
2002,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.208037711
2014,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.2184494354
2009,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.2292126077
2011,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.2420761251
2012,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.2530769329
2010,,,,25 to 34,,Undefined,Units,Percentage (%),,13.2599795001
2013,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.2600480934
2005,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.2659793531
2005,,,,25 to 34,,Undefined,Units,Percentage (%),,13.2957298988
2013,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.3084516429
2003,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.3192713446
2015,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.3216225935
2013,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.3407221182
2004,,,,25 to 34,,Undefined,Units,Percentage (%),,13.357441833
2011,,,,25 to 34,,Undefined,Units,Percentage (%),,13.3729661202
2016,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.3863709045
2014,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.3910846418
2012,,,,25 to 34,,Undefined,Units,Percentage (%),,13.4338057764
2016,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.4411695995
2013,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5365797844
2014,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5437196595
2015,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5505335476
2002,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5519249616
2015,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.5534476468
2003,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5619998316
2004,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.5660510954
2004,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5663896886
2000,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5695907003
2001,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5730665476
2016,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.5748261983
2005,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5779691868
2016,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5857964655
2006,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5973365278
2003,,,,25 to 34,,Undefined,Units,Percentage (%),,13.605030409
2017,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.6097917428
2001,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.6161837119
2007,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6195645482
2015,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.6220942991
2008,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6297070324
2009,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6377380671
2010,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6676949526
2011,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6726936471
2012,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6955229438
2013,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7160538133
2014,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7372510618
2015,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7427558401
2016,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7495271375
2012,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.8758964889
2002,,,,25 to 34,,Undefined,Units,Percentage (%),,13.9412745179
2011,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.9631696497
2000,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,14.0718349969
2010,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.0818771025
2009,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.0951748905
2008,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.1780832571
2001,,,,25 to 34,,Undefined,Units,Percentage (%),,14.3360897032
2007,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.4700588668
2000,,,,25 to 34,,Undefined,Units,Percentage (%),,14.6822766982
2003,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.8935208128
2005,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.9895680222
2006,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.0190494313
2004,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.0889781
2002,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.2449257591
2001,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.6198128283
2000,,,,65 and over,,Undefined,Units,Percentage (%),,15.8064509829
2001,,,,65 and over,,Undefined,Units,Percentage (%),,15.8557939253
2006,,,,65 and over,,Undefined,Units,Percentage (%),,15.8716398409
2002,,,,65 and over,,Undefined,Units,Percentage (%),,15.8843029786
2007,,,,65 and over,,Undefined,Units,Percentage (%),,15.888979082
2003,,,,65 and over,,Undefined,Units,Percentage (%),,15.9121397505
2005,,,,65 and over,,Undefined,Units,Percentage (%),,15.9152898777
2004,,,,65 and over,,Undefined,Units,Percentage (%),,15.9291660014
2000,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.938509508
2000,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,15.9881473467
2008,,,,65 and over,,Undefined,Units,Percentage (%),,16.0029510978
2009,,,,65 and over,,Undefined,Units,Percentage (%),,16.1768862517
2010,,,,65 and over,,Undefined,Units,Percentage (%),,16.3524792184
2011,,,,65 and over,,Undefined,Units,Percentage (%),,16.5254989935
2001,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,16.8059895375
2003,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,16.954677745
2012,,,,65 and over,,Undefined,Units,Percentage (%),,17.0174097713
2002,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,17.0288015498
2004,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,17.2225928527
2000,,,,50 to 64,,Undefined,Units,Percentage (%),,17.2801239139
2005,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,17.3461949053
2013,,,,65 and over,,Undefined,Units,Percentage (%),,17.3648349333
2001,,,,50 to 64,,Undefined,Units,Percentage (%),,17.4196136431
2002,,,,50 to 64,,Undefined,Units,Percentage (%),,17.5253303352
2003,,,,50 to 64,,Undefined,Units,Percentage (%),,17.6034198561
2014,,,,65 and over,,Undefined,Units,Percentage (%),,17.6585054927
2004,,,,50 to 64,,Undefined,Units,Percentage (%),,17.6778526316
2005,,,,50 to 64,,Undefined,Units,Percentage (%),,17.7223628793
2015,,,,65 and over,,Undefined,Units,Percentage (%),,17.833145349
2006,,,,50 to 64,,Undefined,Units,Percentage (%),,17.8590297638
2007,,,,50 to 64,,Undefined,Units,Percentage (%),,17.9435991166
2016,,,,65 and over,,Undefined,Units,Percentage (%),,17.9960932277
2008,,,,50 to 64,,Undefined,Units,Percentage (%),,18.0050029946
2009,,,,50 to 64,,Undefined,Units,Percentage (%),,18.0674240159
2006,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.1147944628
2012,,,,50 to 64,,Undefined,Units,Percentage (%),,18.1216961989
2010,,,,50 to 64,,Undefined,Units,Percentage (%),,18.1358678444
2013,,,,50 to 64,,Undefined,Units,Percentage (%),,18.1602047145
2011,,,,50 to 64,,Undefined,Units,Percentage (%),,18.2344103028
2014,,,,50 to 64,,Undefined,Units,Percentage (%),,18.2866516261
2009,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.3526309593
2015,,,,50 to 64,,Undefined,Units,Percentage (%),,18.4575514121
2007,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.4763159623
2008,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.6179919171
2016,,,,50 to 64,,Undefined,Units,Percentage (%),,18.6340618718
2010,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.9382550447
2016,,,,35 to 49,,Undefined,Units,Percentage (%),,19.7610564359
2011,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,19.7675779956
2007,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,19.9513769832
2015,,,,35 to 49,,Undefined,Units,Percentage (%),,19.980095541
2012,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.0259707843
2014,,,,35 to 49,,Undefined,Units,Percentage (%),,20.2135054716
2008,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.2779354945
2006,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.3822226691
2014,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.4521203764
2013,,,,35 to 49,,Undefined,Units,Percentage (%),,20.512650881
2013,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.6734817701
2009,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.7900519641
2014,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.8053536401
2015,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.8417607502
2013,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.8591329714
2012,,,,35 to 49,,Undefined,Units,Percentage (%),,20.8606588836
2010,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.8626995888
2002,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.9591467841
2000,,,,35 to 49,,Undefined,Units,Percentage (%),,21.0810605192
2003,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1053221237
2012,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.107224164
2015,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1409830044
2005,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1758590059
2011,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1982856721
2004,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.2076711003
2016,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.2100335466
2011,,,,35 to 49,,Undefined,Units,Percentage (%),,21.2301417655
2001,,,,35 to 49,,Undefined,Units,Percentage (%),,21.318335373
2001,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.5167845846
2010,,,,35 to 49,,Undefined,Units,Percentage (%),,21.5669045952
2002,,,,35 to 49,,Undefined,Units,Percentage (%),,21.5765988822
2016,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,21.6017727987
2003,,,,35 to 49,,Undefined,Units,Percentage (%),,21.776363003
2009,,,,35 to 49,,Undefined,Units,Percentage (%),,21.8205171094
2004,,,,35 to 49,,Undefined,Units,Percentage (%),,21.9275849601
2008,,,,35 to 49,,Undefined,Units,Percentage (%),,21.9865588272
2005,,,,35 to 49,,Undefined,Units,Percentage (%),,22.037550157
2007,,,,35 to 49,,Undefined,Units,Percentage (%),,22.1150139659
2006,,,,35 to 49,,Undefined,Units,Percentage (%),,22.1216633707
2000,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,22.636691997
2016,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,25.3643129017
2015,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,25.6257124275
2000,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,25.680998621
2001,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,26.7109593916
2014,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,26.7669833775
2002,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,26.800651262
2013,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,26.9277151399
2004,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,27.0724181043
2011,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.1839585442
2003,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,27.2050618603
2005,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,27.3286784606
2012,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.4155397413
2010,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.8655384098
2009,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.9942516226
2000,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.236599936
2001,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.2723066731
2006,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,28.277962421
2008,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.284064517
2003,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.4491898373
2006,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.5104259077
2004,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.5331254718
2002,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.6568434076
2005,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.6885832698
2007,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,28.746063983
2009,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,28.817968486
2007,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.9592322127
2008,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,29.0196501925
2010,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,29.0690446825
2011,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,29.9623108564
2012,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,30.1195713646
2014,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,30.6014781028
2015,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,31.1554547949
2013,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,31.3286832756
2016,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,31.7799804712
2013,Public sector,,,,Male,Undefined,Units,Percentage (%),,33.9475857164
2014,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.1538607435
2016,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.1866640128
2015,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.2844308769
2012,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.6033104925
2007,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.0169331186
2011,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.1810710378
2010,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.3015095629
2008,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.3354522141
2009,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.3834392864
2006,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.6823592974
2004,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.7183609674
2005,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.8951885473
2002,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.9305590857
2003,Public sector,,,,Male,Undefined,Units,Percentage (%),,36.1736743307
2001,Public sector,,,,Male,Undefined,Units,Percentage (%),,36.4793769329
2000,Public sector,,,,Male,Undefined,Units,Percentage (%),,37.3404896643
2016,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,38.1323218933
2015,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,38.5442926085
2014,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,39.8373147266
2013,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,40.2361667827
2011,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,41.1471281939
2012,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,41.2914362302
2010,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,41.9474155123
2009,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,42.0894265131
2008,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,42.462147774
2003,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.3427106501
2007,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.4292910795
2006,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.529475339
2004,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.6221035718
2005,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.678151292
2001,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.8921195014
2002,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.9017691667
2000,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,44.175109444
2000,Public sector,,,,Female,Undefined,Units,Percentage (%),,62.6595103357
2001,Public sector,,,,Female,Undefined,Units,Percentage (%),,63.5206230671
2003,Public sector,,,,Female,Undefined,Units,Percentage (%),,63.8263256693
2002,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.0694409143
2005,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.1048114527
2004,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.2816390326
2006,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.3176407026
2009,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.6165607136
2008,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.6645477859
2010,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.6984904371
2011,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.8189289622
2007,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.9830668814
2012,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.3966895075
2015,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.7155691231
2016,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.8133359872
2014,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.8461392565
2013,Public sector,,,,Female,Undefined,Units,Percentage (%),,66.0524142836
2013,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.5431123325
2008,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.5636242505
2012,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.6217413529
2014,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.6246164952
2015,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.952572054
2009,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.024910478
2016,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.0768386389
2017,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.0876872488
2010,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.3179055633
2011,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.4117079447
2000,,England,,,,Undefined,Units,Percentage (%),E92000001,83.6077448884
2001,,England,,,,Undefined,Units,Percentage (%),E92000001,83.6528895768
2002,,England,,,,Undefined,Units,Percentage (%),E92000001,83.6834843137
2003,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7161493043
2004,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7269311659
2005,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7664125349
2006,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7870186968
2007,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7930007914
2008,,England,,,,Undefined,Units,Percentage (%),E92000001,83.8121831195
2009,,England,,,,Undefined,Units,Percentage (%),E92000001,83.8354859614
2010,,England,,,,Undefined,Units,Percentage (%),E92000001,83.8797136801
2011,,England,,,,Undefined,Units,Percentage (%),E92000001,83.9172747412
2012,,England,,,,Undefined,Units,Percentage (%),E92000001,83.9709658719
2013,,England,,,,Undefined,Units,Percentage (%),E92000001,84.026624235
2014,,England,,,,Undefined,Units,Percentage (%),E92000001,84.0856797258
2015,,England,,,,Undefined,Units,Percentage (%),E92000001,84.1442150069
2016,,England,,,,Undefined,Units,Percentage (%),E92000001,84.1884315413
2008,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.619586942
2014,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.6686518679
2015,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.7497263772
2012,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.7744079059
2013,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.7746478873
2009,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.8274949401
2016,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.8836443469
2017,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.8896602119
2011,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.9633322612
2010,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.97942964
2009,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.119628973
2008,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1222202359
2010,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1242054743
2007,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1270228718
2011,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1331060393
2006,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1343135779
2012,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.13737832
2005,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1401435009
2002,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.14054638
2004,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1408980936
2003,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1411478396
2000,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1420335185
2001,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1430353004
2013,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1457665809
2014,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1507886341
2015,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1561664367
2016,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1634543805
