Year,Series,Age,Sex,Country,Region,Industry sector,Occupation,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2005/06,Non-fatal injury,,,,,"Water supply; sewerage, waste management and remediation activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,5490.0
2005/06,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3050.0
2005/06,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,3100.0
2005/06,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,4150.0
2005/06,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,2720.0
2005/06,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,3500.0
2005/06,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,3590.0
2005/06,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,3270.0
2005/06,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2990.0
2005/06,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,2330.0
2005/06,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,3000.0
2005/06,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,3530.0
2005/06,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,3100.0
2005/06,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,3250.0
2005/06,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3650.0
2005/06,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3120.0
2005/06,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2960.0
2005/06,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3110.0
2005/06,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2890.0
2005/06,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3730.0
2005/06,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2400.0
2005/06,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,4580.0
2005/06,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,4110.0
2005/06,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3630.0
2005/06,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3460.0
2005/06,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3050.0
2005/06,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2670.0
2005/06,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1950.0
2005/06,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2190.0
2005/06,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2720.0
2005/06,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2680.0
2005/06,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3030.0
2006/07,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,3100.0
2007/08,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2850.0
2008/09,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3120.0
2008/09,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2420.0
2008/09,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,5090.0
2008/09,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2710.0
2008/09,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3730.0
2008/09,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1960.0
2008/09,Non-fatal injury,,,,,"Electricity, gas, steam and air conditioning supply",,"Rate per 100,000 (3 year average)",Units,Estimated value,,3010.0
2008/09,Non-fatal injury,,,,,Financial and insurance activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,560.0
2008/09,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2750.0
2008/09,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,750.0
2008/09,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2930.0
2008/09,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1830.0
2008/09,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,920.0
2008/09,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2760.0
2008/09,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3700.0
2008/09,Non-fatal injury,,,,,"Water supply; sewerage, waste management and remediation activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,4210.0
2008/09,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2600.0
2008/09,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,2670.0
2008/09,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,3340.0
2008/09,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,2630.0
2008/09,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,3010.0
2008/09,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2970.0
2008/09,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,2780.0
2008/09,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2430.0
2008/09,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1680.0
2008/09,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,2910.0
2008/09,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,3050.0
2008/09,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2990.0
2008/09,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,2480.0
2008/09,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3050.0
2008/09,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2470.0
2008/09,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2630.0
2008/09,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2820.0
2008/09,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2470.0
2008/09,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3120.0
2008/09,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2150.0
2008/09,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3620.0
2008/09,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3090.0
2008/09,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3280.0
2008/09,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3090.0
2008/09,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2670.0
2008/09,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2480.0
2008/09,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1750.0
2008/09,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1900.0
2008/09,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2530.0
2008/09,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2210.0
2008/09,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2570.0
2009/10,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2580.0
2010/11,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2130.0
2011/12,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2650.0
2011/12,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1550.0
2011/12,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,3840.0
2011/12,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2260.0
2011/12,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2940.0
2011/12,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1650.0
2011/12,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2330.0
2011/12,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,720.0
2011/12,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2580.0
2011/12,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1160.0
2011/12,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,780.0
2011/12,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2170.0
2011/12,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2870.0
2011/12,Non-fatal injury,,,,,"Water supply; sewerage, waste management and remediation activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2680.0
2011/12,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2140.0
2011/12,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,2170.0
2011/12,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,2190.0
2011/12,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,2090.0
2011/12,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2100.0
2011/12,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2650.0
2011/12,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,2050.0
2011/12,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2280.0
2011/12,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1730.0
2011/12,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,2210.0
2011/12,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2510.0
2011/12,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2290.0
2011/12,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,1940.0
2011/12,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2400.0
2011/12,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2210.0
2011/12,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2100.0
2011/12,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2010.0
2011/12,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2170.0
2011/12,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2480.0
2011/12,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1780.0
2011/12,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2570.0
2011/12,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2660.0
2011/12,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2560.0
2011/12,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2230.0
2011/12,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2430.0
2011/12,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2220.0
2011/12,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1690.0
2011/12,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1560.0
2011/12,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1780.0
2011/12,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1850.0
2011/12,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2090.0
2012/13,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2240.0
2013/14,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2130.0
2014/15,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2570.0
2014/15,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1670.0
2014/15,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,4380.0
2014/15,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,1960.0
2014/15,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3050.0
2014/15,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1680.0
2014/15,Non-fatal injury,,,,,Financial and insurance activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,480.0
2014/15,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1950.0
2014/15,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,580.0
2014/15,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2270.0
2014/15,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1420.0
2014/15,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,870.0
2014/15,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2130.0
2014/15,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2500.0
2014/15,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2200.0
2014/15,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,2040.0
2014/15,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,1800.0
2014/15,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,2040.0
2014/15,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2160.0
2014/15,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2640.0
2014/15,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,2230.0
2014/15,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2220.0
2014/15,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1380.0
2014/15,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,2090.0
2014/15,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2150.0
2014/15,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2680.0
2014/15,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,1960.0
2014/15,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2230.0
2014/15,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1970.0
2014/15,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1800.0
2014/15,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2220.0
2014/15,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2170.0
2014/15,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2390.0
2014/15,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1690.0
2014/15,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2650.0
2014/15,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2400.0
2014/15,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2210.0
2014/15,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2460.0
2014/15,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2370.0
2014/15,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1810.0
2014/15,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1460.0
2014/15,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1340.0
2014/15,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1970.0
2014/15,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1930.0
2014/15,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2030.0
2015/16,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2030.0
2016/17,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1970.0
2017/18,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2250.0
2017/18,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1390.0
2017/18,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,4110.0
2017/18,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,1540.0
2017/18,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2420.0
2017/18,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1540.0
2017/18,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1790.0
2017/18,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2130.0
2017/18,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,950.0
2017/18,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,720.0
2017/18,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2170.0
2017/18,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1860.0
2017/18,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2220.0
2017/18,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,1860.0
2017/18,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,1510.0
2017/18,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,1710.0
2017/18,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2370.0
2017/18,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2350.0
2017/18,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,1530.0
2017/18,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,1970.0
2017/18,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1320.0
2017/18,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,1980.0
2017/18,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2190.0
2017/18,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2140.0
2017/18,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,1660.0
2017/18,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2020.0
2017/18,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1970.0
2017/18,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1600.0
2017/18,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1870.0
2017/18,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1890.0
2017/18,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2170.0
2017/18,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1500.0
2017/18,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2620.0
2017/18,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2300.0
2017/18,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1950.0
2017/18,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2140.0
2017/18,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2050.0
2017/18,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1390.0
2017/18,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1600.0
2017/18,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1200.0
2017/18,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1570.0
2017/18,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1700.0
2017/18,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1770.0
2018/19,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1830.0
2019/20 [Note 5],Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2160.0
2020/21 [Note 5],Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2420.0
2020/21 [Note 5],Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1570.0
2020/21 [Note 5],Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,4100.0
2020/21 [Note 5],Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,1390.0
2020/21 [Note 5],Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2880.0
2020/21 [Note 5],Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1450.0
2020/21 [Note 5],Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1890.0
2020/21 [Note 5],Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1950.0
2020/21 [Note 5],Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,900.0
2020/21 [Note 5],Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,660.0
2020/21 [Note 5],Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1600.0
2020/21 [Note 5],Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2080.0
