Year,Series,Bank account category,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,75 to 84,Percentage (%),Units,Normal value,5.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,75 to 84,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,75 to 84,Percentage (%),Units,Normal value,95.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,75 to 84,Percentage (%),Units,Normal value,93.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,75 to 84,Percentage (%),Units,Normal value,91.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,75 to 84,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,75 to 84,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,75 to 84,Percentage (%),Units,Normal value,5.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,75 to 84,Percentage (%),Units,Normal value,34.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,75 to 84,Percentage (%),Units,Normal value,39.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,75 to 84,Percentage (%),Units,Normal value,14.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,75 to 84,Percentage (%),Units,Normal value,3.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,75 to 84,Percentage (%),Units,Normal value,0.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,75 to 84,Percentage (%),Units,Normal value,23.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,75 to 84,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,75 to 84,Percentage (%),Units,Normal value,0.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,75 to 84,Percentage (%),Units,Normal value,0.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,75 to 84,Percentage (%),Units,Normal value,1.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),Female,85 and over,Percentage (%),Units,Normal value,94.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),Female,85 and over,Percentage (%),Units,Normal value,91.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),Female,85 and over,Percentage (%),Units,Normal value,6.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),Female,85 and over,Percentage (%),Units,Normal value,9.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),Female,85 and over,Percentage (%),Units,Normal value,93.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),Female,85 and over,Percentage (%),Units,Normal value,91.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,Female,85 and over,Percentage (%),Units,Normal value,89.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,Female,85 and over,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,Female,85 and over,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),Female,85 and over,Percentage (%),Units,Normal value,7.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,Female,85 and over,Percentage (%),Units,Normal value,33.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,Female,85 and over,Percentage (%),Units,Normal value,37.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,Female,85 and over,Percentage (%),Units,Normal value,11.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,Female,85 and over,Percentage (%),Units,Normal value,3.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),Female,85 and over,Percentage (%),Units,Normal value,0.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,Female,85 and over,Percentage (%),Units,Normal value,21.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,Female,85 and over,Percentage (%),Units,Normal value,5.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,Female,85 and over,Percentage (%),Units,Normal value,0.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,Female,85 and over,Percentage (%),Units,Normal value,0.0
2017/18,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,Female,85 and over,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,,Percentage (%),Units,Normal value,91.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,,Percentage (%),Units,Normal value,27.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,,Percentage (%),Units,Normal value,34.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,,Percentage (%),Units,Normal value,13.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,16 to 24,Percentage (%),Units,Normal value,91.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,16 to 24,Percentage (%),Units,Normal value,90.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,16 to 24,Percentage (%),Units,Normal value,9.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,16 to 24,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,16 to 24,Percentage (%),Units,Normal value,90.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,16 to 24,Percentage (%),Units,Normal value,90.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,16 to 24,Percentage (%),Units,Normal value,88.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,16 to 24,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,16 to 24,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,16 to 24,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,16 to 24,Percentage (%),Units,Normal value,21.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,16 to 24,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,16 to 24,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,16 to 24,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,25 to 34,Percentage (%),Units,Normal value,93.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,93.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,25 to 34,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,25 to 34,Percentage (%),Units,Normal value,93.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,25 to 34,Percentage (%),Units,Normal value,93.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,25 to 34,Percentage (%),Units,Normal value,90.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,25 to 34,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,25 to 34,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,25 to 34,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,25 to 34,Percentage (%),Units,Normal value,20.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,25 to 34,Percentage (%),Units,Normal value,31.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,25 to 34,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,25 to 34,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,25 to 34,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,25 to 34,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,25 to 34,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,25 to 34,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,25 to 34,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,25 to 34,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,35 to 44,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,35 to 44,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,35 to 44,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,35 to 44,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,35 to 44,Percentage (%),Units,Normal value,92.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,35 to 44,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,35 to 44,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,35 to 44,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,35 to 44,Percentage (%),Units,Normal value,22.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,35 to 44,Percentage (%),Units,Normal value,33.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,35 to 44,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,35 to 44,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,35 to 44,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,35 to 44,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,35 to 44,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,35 to 44,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,35 to 44,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,35 to 44,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,45 to 54,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,45 to 54,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,45 to 54,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,45 to 54,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,45 to 54,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,45 to 54,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,45 to 54,Percentage (%),Units,Normal value,92.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,45 to 54,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,45 to 54,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,45 to 54,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,45 to 54,Percentage (%),Units,Normal value,26.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,45 to 54,Percentage (%),Units,Normal value,35.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,45 to 54,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,45 to 54,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,45 to 54,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,45 to 54,Percentage (%),Units,Normal value,11.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,45 to 54,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,45 to 54,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,45 to 54,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,45 to 54,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,55 to 59,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,55 to 59,Percentage (%),Units,Normal value,95.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,55 to 59,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,55 to 59,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,55 to 59,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,55 to 59,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,55 to 59,Percentage (%),Units,Normal value,92.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,55 to 59,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,55 to 59,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,55 to 59,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,55 to 59,Percentage (%),Units,Normal value,32.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,55 to 59,Percentage (%),Units,Normal value,37.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,55 to 59,Percentage (%),Units,Normal value,14.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,55 to 59,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,55 to 59,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,55 to 59,Percentage (%),Units,Normal value,18.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,55 to 59,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,55 to 59,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,55 to 59,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,55 to 59,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,60 to 64,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,60 to 64,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,60 to 64,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,60 to 64,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,60 to 64,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,60 to 64,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Current account,,60 to 64,Percentage (%),Units,Normal value,94.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,NS&I Savings Account,,60 to 64,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Basic Bank account,,60 to 64,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Post Office Card Account (POCA),,60 to 64,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,ISA,,60 to 64,Percentage (%),Units,Normal value,39.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Other Bank / Building Society account,,60 to 64,Percentage (%),Units,Normal value,41.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Stocks and shares / member of a Share Club,,60 to 64,Percentage (%),Units,Normal value,15.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Unit trusts,,60 to 64,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Endowment Policy (not linked),,60 to 64,Percentage (%),Units,Normal value,0.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Premium Bonds,,60 to 64,Percentage (%),Units,Normal value,21.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,National Savings Bonds,,60 to 64,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Company Share Scheme / profit sharing,,60 to 64,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Credit Unions,,60 to 64,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any other type of asset,,60 to 64,Percentage (%),Units,Normal value,1.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (including POCAs),,65 to 74,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any type of account (excluding POCAs),,65 to 74,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (including POCAs),,65 to 74,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,No accounts (excluding POCAs),,65 to 74,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (including POCAs),,65 to 74,Percentage (%),Units,Normal value,96.0
2018/19,Proportion of adults (16 years and older) with an account at a financial institution or mobile-money-service provider,Any Direct Payment Account (excluding POCAs),,65 to 74,Percentage (%),Units,Normal value,95.0
