Indicator,Alias,Source,Year,Sex,Location,Age,Confidence Interval,Value
5.05 Antenatal care coverage for at least one visit (ANC) - Percent,5.05 Antenatal care coverage for at least one visit (ANC) - Percent,UNSD_MDG_2012 Country Adjusted,2008,Female,,15-49 yr,,95.8
6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,UNSD_MDG_2012 Country Data,2000,,Total,,,5
6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,UNSD_MDG_2012 Country Data,2005,,Total,,,13
6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,UNSD_MDG_2012 Country Data,2008,,Total,,,55.7
6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,UNSD_MDG Report_2012,2008,,Urban,,,61.6
6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,6.07 Proportion of children under-five sleeping under insecticide-treated bednets - Percent,UNSD_MDG Report_2012,2008,,Rural,,,54.7
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1990,,Urban,,,95
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1990,,Rural,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1991,,Urban,,,94
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1991,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1992,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1992,,Urban,,,93
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1992,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1993,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1993,,Urban,,,92
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1993,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1994,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1994,,Urban,,,92
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1994,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1995,,Urban,,,91
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1995,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1996,,Urban,,,90
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1996,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1997,,Urban,,,89
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1997,,Rural,,,64
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1998,,Urban,,,88
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1998,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1999,,Urban,,,87
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,1999,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2000,,Urban,,,86
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2000,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2001,,Urban,,,85
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2001,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2002,,Total,,,67
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2002,,Urban,,,84
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2002,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2003,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2003,,Urban,,,83
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2003,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2004,,Urban,,,82
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2004,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2005,,Urban,,,81
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2005,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2006,,Urban,,,80
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2006,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2007,,Urban,,,79
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2007,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2008,,Urban,,,78
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2008,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2009,,Total,,,66
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2009,,Urban,,,77
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2009,,Rural,,,63
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2010,,Total,,,65
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2010,,Urban,,,76
7.08 Proportion of population using an improved drinking water source - Percent,7.08 Proportion of population using an improved drinking water source - Percent,UNSD_MDG_2012 Estimated,2010,,Rural,,,63
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,36
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1990,,Urban,,,69
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1990,,Rural,,,34
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,37
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1991,,Urban,,,68
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1991,,Rural,,,35
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1992,,Total,,,38
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1992,,Urban,,,67
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1992,,Rural,,,36
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1993,,Total,,,39
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1993,,Urban,,,66
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1993,,Rural,,,37
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1994,,Total,,,40
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1994,,Urban,,,65
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1994,,Rural,,,38
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,41
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1995,,Urban,,,64
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1995,,Rural,,,39
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,42
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1996,,Urban,,,64
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1996,,Rural,,,40
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,43
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1997,,Urban,,,63
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1997,,Rural,,,41
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,45
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1998,,Urban,,,62
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1998,,Rural,,,43
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,46
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1999,,Urban,,,61
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,1999,,Rural,,,44
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,47
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2000,,Urban,,,60
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2000,,Rural,,,45
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,48
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2001,,Urban,,,59
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2001,,Rural,,,46
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2002,,Total,,,49
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2002,,Urban,,,59
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2002,,Rural,,,47
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2003,,Total,,,50
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2003,,Urban,,,58
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2003,,Rural,,,48
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,51
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2005,,Urban,,,56
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2005,,Rural,,,50
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,50
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2004,,Urban,,,57
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2004,,Rural,,,49
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,53
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2006,,Urban,,,55
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2006,,Rural,,,52
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,53
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2007,,Urban,,,54
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2007,,Rural,,,53
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,54
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2008,,Urban,,,54
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2008,,Rural,,,54
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2010,,Total,,,55
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2010,,Urban,,,52
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2010,,Rural,,,56
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2009,,Total,,,55
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2009,,Urban,,,53
7.09 Proportion of population using an improved sanitation facility - Percent,7.09 Proportion of population using an improved sanitation facility - Percent,UNSD_MDG_2012 Estimated,2009,,Rural,,,55
6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,UNSD_MDG_2012 Country Data,2000,,Total,,,12.6
6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,UNSD_MDG_2012 Country Data,2005,,Total,,,12.3
6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,UNSD_MDG_2012 Country Data,2008,,Total,,,5.6
6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,UNSD_MDG Report_2012,2008,,Urban,,,5.3
6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,6.08 Proportion of children under-five with fever who are treated with appropriate anti-malarial drugs - Percent,UNSD_MDG Report_2012,2008,,Rural,,,5.7
5.03 Contraceptive prevalence rate (CPR) - Percent,5.03 Contraceptive prevalence rate (CPR) - Percent,UNSD_MDG_2012 Country Data,1996,Female,,15-49 yr,,13.7
5.03 Contraceptive prevalence rate (CPR) - Percent,5.03 Contraceptive prevalence rate (CPR) - Percent,UNSD_MDG_2012 Country Data,1992,Female,,15-49 yr,,21.2
5.03 Contraceptive prevalence rate (CPR) - Percent,5.03 Contraceptive prevalence rate (CPR) - Percent,UNSD_MDG_2012 Country Data,2000,Female,,15-49 yr,,13.2
5.03 Contraceptive prevalence rate (CPR) - Percent,5.03 Contraceptive prevalence rate (CPR) - Percent,UNSD_MDG_2012 Country Data,2005,Female,,15-49 yr,,17.4
5.03 Contraceptive prevalence rate (CPR) - Percent,5.03 Contraceptive prevalence rate (CPR) - Percent,UNSD_MDG_2012 Country Data,2008,Female,,15-49 yr,,36.4
5.03 Contraceptive prevalence rate (CPR) - Percent,5.03 Contraceptive prevalence rate (CPR) - Percent,UNSD_MDG_2012 Country Data,2011,Female,,15-49 yr,,51.6
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1990,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1991,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1994,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1992,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1993,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1995,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1996,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1997,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1998,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,1999,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2000,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2001,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2002,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2003,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2004,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2005,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2006,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2007,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2008,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2009,,Total,,,0
Marine areas protected - Sq km,Marine areas protected - Sq km,UNSD_MDG_2012 Estimated,2010,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1990,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1991,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1992,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1996,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1993,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1994,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1995,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1998,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1997,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,1999,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2000,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2001,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2003,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2002,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2004,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2005,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2006,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2007,,Total,,,0
Proportion of marine areas protected to territorial waters - Percent,Proportion of marine areas protected to territorial waters - Percent,UNSD_MDG_2012 Estimated,2008,,Total,,,0
