Year,Disposal Method,Region,Waste collection Authority,Observation status,Unit multiplier,GeoCode,Value
2016 to 2017,Landfill,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,5.228712595130893
2016 to 2017,Landfill,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,20.10863758793065
2016 to 2017,Landfill,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,59.62273770073922
2016 to 2017,Incineration with EfW,East Midlands,Derby City Council,Undefined,Units,E12000004,32.34827600831248
2016 to 2017,Incineration with EfW,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,38.03441354447672
2016 to 2017,Incineration with EfW,East Midlands,Leicester City Council,Undefined,Units,E12000004,22.67653607396157
2016 to 2017,Incineration with EfW,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,21.41579727437934
2016 to 2017,Incineration with EfW,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,47.42982647854794
2016 to 2017,Incineration with EfW,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,35.67981630456109
2016 to 2017,Incineration with EfW,East Midlands,Nottingham City Council,Undefined,Units,E12000004,60.28727519038787
2016 to 2017,Incineration with EfW,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,44.27038271517387
2016 to 2017,Incineration with EfW,East Midlands,Rutland County Council,Undefined,Units,E12000004,38.951039449250416
2016 to 2017,Incineration with EfW,East of England,Bedford,Undefined,Units,E12000006,24.52460718161657
2016 to 2017,Incineration with EfW,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration with EfW,East of England,Central Bedfordshire,Undefined,Units,E12000006,30.486495348170006
2016 to 2017,Incineration with EfW,East of England,Essex County Council,Undefined,Units,E12000006,11.10797773252456
2016 to 2017,Incineration with EfW,East of England,Hertfordshire County Council,Undefined,Units,E12000006,36.71420353949246
2016 to 2017,Incineration with EfW,East of England,Luton Borough Council,Undefined,Units,E12000006,57.23982611428272
2016 to 2017,Incineration with EfW,East of England,Norfolk County Council,Undefined,Units,E12000006,50.362945039751125
2016 to 2017,Incineration with EfW,East of England,Peterborough City Council,Undefined,Units,E12000006,52.22402670636532
2016 to 2017,Incineration with EfW,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration with EfW,East of England,Suffolk County Council,Undefined,Units,E12000006,50.04301633602631
2016 to 2017,Incineration with EfW,East of England,Thurrock Council,Undefined,Units,E12000006,47.04077052779698
2016 to 2017,Incineration with EfW,London,Bexley LB,Undefined,Units,E12000007,51.431186004715656
2016 to 2017,Incineration with EfW,London,Bromley LB,Undefined,Units,E12000007,32.67884992202183
2016 to 2017,Incineration with EfW,London,City of London,Undefined,Units,E12000007,70.19617706237425
2016 to 2017,Incineration with EfW,London,Croydon LB,Undefined,Units,E12000007,7.130864629039004
2016 to 2017,Incineration with EfW,London,East London Waste Authority,Undefined,Units,E12000007,38.27455792411504
2016 to 2017,Incineration with EfW,London,Greenwich LB,Undefined,Units,E12000007,56.63557519227622
2016 to 2017,Incineration with EfW,London,Lewisham LB,Undefined,Units,E12000007,82.01820270389679
2016 to 2017,Incineration with EfW,London,Merton LB,Undefined,Units,E12000007,8.243110236220472
2016 to 2017,Incineration with EfW,London,North London Waste Authority,Undefined,Units,E12000007,60.90608806612846
2016 to 2017,Incineration with EfW,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,37.74590973308825
2016 to 2017,Incineration with EfW,London,Southwark LB,Undefined,Units,E12000007,47.54753480795174
2016 to 2017,Incineration with EfW,London,Sutton LB,Undefined,Units,E12000007,5.871692642261689
2016 to 2017,Incineration with EfW,London,Tower Hamlets LB,Undefined,Units,E12000007,70.67402443831297
2016 to 2017,Incineration with EfW,London,West London Waste Authority,Undefined,Units,E12000007,48.98957019952463
2016 to 2017,Incineration with EfW,London,Western Riverside Waste Authority,Undefined,Units,E12000007,79.88469622761055
2016 to 2017,Incineration with EfW,London,Westminster City Council,Undefined,Units,E12000007,82.05644743656137
2016 to 2017,Incineration with EfW,North East,County Durham,Undefined,Units,E12000001,49.805576802168886
2016 to 2017,Incineration with EfW,North East,Darlington Borough Council,Undefined,Units,E12000001,15.952486133608208
2016 to 2017,Incineration with EfW,North East,Gateshead MBC,Undefined,Units,E12000001,63.38130378789428
2016 to 2017,Incineration with EfW,North East,Hartlepool Borough Council,Undefined,Units,E12000001,65.32972229386984
2016 to 2017,Incineration with EfW,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,55.507016506263774
2016 to 2017,Incineration with EfW,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,30.59425646858117
2016 to 2017,Incineration with EfW,North East,North Tyneside Council,Undefined,Units,E12000001,52.58750768428308
2016 to 2017,Incineration with EfW,North East,Northumberland,Undefined,Units,E12000001,49.364309887496574
2016 to 2017,Incineration with EfW,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,61.782280727703
2016 to 2017,Incineration with EfW,North East,South Tyneside MBC,Undefined,Units,E12000001,61.65978644114583
2016 to 2017,Incineration with EfW,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,64.08417025346725
2016 to 2017,Incineration with EfW,North East,Sunderland City Council,Undefined,Units,E12000001,71.85876684483927
2016 to 2017,Incineration with EfW,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,44.73604689813556
2016 to 2017,Incineration with EfW,North West,Blackpool Borough Council,Undefined,Units,E12000002,3.5416370106761565
2016 to 2017,Incineration with EfW,North West,Cheshire East,Undefined,Units,E12000002,16.87416213232395
2016 to 2017,Incineration with EfW,North West,Cheshire West and Chester,Undefined,Units,E12000002,39.50109433750491
2016 to 2017,Incineration with EfW,North West,Cumbria County Council,Undefined,Units,E12000002,1.0554750005520266
2016 to 2017,Incineration with EfW,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,41.23734357778495
2016 to 2017,Incineration with EfW,North West,Halton Borough Council,Undefined,Units,E12000002,46.2639574136588
2016 to 2017,Incineration with EfW,North West,Lancashire County Council,Undefined,Units,E12000002,1.8842634317704876
2016 to 2017,Incineration with EfW,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,15.696765751118855
2016 to 2017,Incineration with EfW,North West,Warrington Borough Council,Undefined,Units,E12000002,42.38436209690064
2016 to 2017,Incineration with EfW,North West,Wigan MBC,Undefined,Units,E12000002,40.55333040711072
2016 to 2017,Incineration with EfW,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,41.790228155605405
2016 to 2017,Incineration with EfW,South East,Brighton and Hove Council,Undefined,Units,E12000008,67.01520826342853
2016 to 2017,Incineration with EfW,South East,Buckinghamshire County Council,Undefined,Units,E12000008,40.57510682389188
2016 to 2017,Incineration with EfW,South East,East Sussex County Council,Undefined,Units,E12000008,49.7807033929332
2016 to 2017,Incineration with EfW,South East,Hampshire County Council,Undefined,Units,E12000008,52.26660881097384
2016 to 2017,Incineration with EfW,South East,Isle of Wight Council,Undefined,Units,E12000008,4.992749708566717
2016 to 2017,Incineration with EfW,South East,Kent County Council,Undefined,Units,E12000008,47.00465619865727
2016 to 2017,Incineration with EfW,South East,Medway Borough Council,Undefined,Units,E12000008,41.48689646761088
2016 to 2017,Incineration with EfW,South East,Milton Keynes Council,Undefined,Units,E12000008,18.02077197796053
2016 to 2017,Incineration with EfW,South East,Oxfordshire County Council,Undefined,Units,E12000008,35.89530913229845
2016 to 2017,Incineration with EfW,South East,Portsmouth City Council,Undefined,Units,E12000008,68.89467771207052
2016 to 2017,Incineration with EfW,South East,Reading Borough Council,Undefined,Units,E12000008,46.53768510615237
2016 to 2017,Incineration with EfW,South East,Slough Borough Council,Undefined,Units,E12000008,72.46794976884487
2016 to 2017,Incineration with EfW,South East,Southampton City Council,Undefined,Units,E12000008,60.5875152998776
2016 to 2017,Incineration with EfW,South East,Surrey County Council,Undefined,Units,E12000008,34.15123777079591
2016 to 2017,Incineration with EfW,South East,West Berkshire District Council,Undefined,Units,E12000008,29.69632643434165
2016 to 2017,Incineration with EfW,South East,West Sussex County Council,Undefined,Units,E12000008,5.843633487741498
2016 to 2017,Incineration with EfW,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,51.3217512161223
2016 to 2017,Incineration with EfW,South East,Wokingham Council,Undefined,Units,E12000008,46.49701136451092
2016 to 2017,Incineration with EfW,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,23.490489887333872
2016 to 2017,Incineration with EfW,South West,Bournemouth Borough Council,Undefined,Units,E12000009,39.460689179281495
2016 to 2017,Incineration with EfW,South West,Bristol City Council,Undefined,Units,E12000009,21.51813292437955
2016 to 2017,Incineration with EfW,South West,Cornwall,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration with EfW,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration with EfW,South West,Devon County Council,Undefined,Units,E12000009,27.29940733986779
2016 to 2017,Incineration with EfW,South West,Dorset Waste Partnership,Undefined,Units,E12000009,20.11562628643291
2016 to 2017,Incineration with EfW,South West,Gloucestershire County Council,Undefined,Units,E12000009,0.1599896988523877
2016 to 2017,Incineration with EfW,South West,North Somerset Council,Undefined,Units,E12000009,13.127553666815295
2016 to 2017,Incineration with EfW,South West,Plymouth City Council,Undefined,Units,E12000009,64.17257903908389
2016 to 2017,Incineration with EfW,South West,Poole Borough Council,Undefined,Units,E12000009,35.454397740197734
2016 to 2017,Incineration with EfW,South West,Somerset County Council,Undefined,Units,E12000009,1.766175202811733
2016 to 2017,Incineration with EfW,South West,South Gloucestershire Council,Undefined,Units,E12000009,31.41395582248052
2016 to 2017,Incineration with EfW,South West,Swindon Borough Council,Undefined,Units,E12000009,27.201569731482078
2016 to 2017,Incineration with EfW,South West,Torbay Council,Undefined,Units,E12000009,59.8085483318694
2016 to 2017,Incineration with EfW,South West,Wiltshire,Undefined,Units,E12000009,32.51206911504169
2016 to 2017,Incineration with EfW,West Midlands,Birmingham City Council,Undefined,Units,E12000005,69.03277764355319
2016 to 2017,Incineration with EfW,West Midlands,Coventry City Council,Undefined,Units,E12000005,61.542369133493104
2016 to 2017,Incineration with EfW,West Midlands,Dudley MBC,Undefined,Units,E12000005,61.7290877968052
2016 to 2017,Incineration with EfW,West Midlands,Herefordshire Council,Undefined,Units,E12000005,16.959551835673082
2016 to 2017,Incineration with EfW,West Midlands,Sandwell MBC,Undefined,Units,E12000005,56.79026436306051
2016 to 2017,Incineration with EfW,West Midlands,Shropshire,Undefined,Units,E12000005,43.27944324843309
2016 to 2017,Incineration with EfW,West Midlands,Solihull MBC,Undefined,Units,E12000005,45.15111509740096
2016 to 2017,Incineration with EfW,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,46.722121872590776
2016 to 2017,Incineration with EfW,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,58.335033666598655
2016 to 2017,Incineration with EfW,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,25.072617298294773
2016 to 2017,Incineration with EfW,West Midlands,Walsall MBC,Undefined,Units,E12000005,52.1123209914694
2016 to 2017,Incineration with EfW,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,32.28055826075504
2016 to 2017,Incineration with EfW,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,53.4955566277061
2016 to 2017,Incineration with EfW,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,23.194022030822705
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,32.38248043187278
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,42.079659208246746
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,40.14718279373904
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,29.900022969329896
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,35.830534229046705
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,45.84237051525739
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,63.69349039057657
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,52.53816850249535
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,63.08432363932604
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,5.101754895754419
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,13.820034060428004
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,38.1273316115279
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,66.15730963860223
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,31.38063079526988
2016 to 2017,Incineration with EfW,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,East Midlands,Derby City Council,Undefined,Units,E12000004,0.0016964247847661
2016 to 2017,Incineration without EfW,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,0.8914084500096169
2016 to 2017,Incineration without EfW,East Midlands,Leicester City Council,Undefined,Units,E12000004,0.0
2016 to 2017,Incineration without EfW,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,0.0537381219970935
2016 to 2017,Incineration without EfW,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,0.0
2016 to 2017,Incineration without EfW,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,0.1177262916748421
2016 to 2017,Incineration without EfW,East Midlands,Nottingham City Council,Undefined,Units,E12000004,0.0310191369083416
2016 to 2017,Incineration without EfW,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,0.1813110181311018
2016 to 2017,Incineration without EfW,East Midlands,Rutland County Council,Undefined,Units,E12000004,0.0
2016 to 2017,Incineration without EfW,East of England,Bedford,Undefined,Units,E12000006,0.1722266786202991
2016 to 2017,Incineration without EfW,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,0.023692331384639
2016 to 2017,Incineration without EfW,East of England,Central Bedfordshire,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration without EfW,East of England,Essex County Council,Undefined,Units,E12000006,8.77046224263739
2016 to 2017,Incineration without EfW,East of England,Hertfordshire County Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration without EfW,East of England,Luton Borough Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration without EfW,East of England,Norfolk County Council,Undefined,Units,E12000006,0.0074236121904991
2016 to 2017,Incineration without EfW,East of England,Peterborough City Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration without EfW,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,23.240801328836763
2016 to 2017,Incineration without EfW,East of England,Suffolk County Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration without EfW,East of England,Thurrock Council,Undefined,Units,E12000006,0.0
2016 to 2017,Incineration without EfW,London,Bexley LB,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,Bromley LB,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,City of London,Undefined,Units,E12000007,0.0754527162977867
2016 to 2017,Incineration without EfW,London,Croydon LB,Undefined,Units,E12000007,0.1660227563522428
2016 to 2017,Incineration without EfW,London,East London Waste Authority,Undefined,Units,E12000007,4.06046941669366
2016 to 2017,Incineration without EfW,London,Greenwich LB,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,Lewisham LB,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,Merton LB,Undefined,Units,E12000007,0.0128890138732658
2016 to 2017,Incineration without EfW,London,North London Waste Authority,Undefined,Units,E12000007,0.0815775905299365
2016 to 2017,Incineration without EfW,London,Royal Borough of Kingston upon Thames,Undefined,Units,E12000007,0.0030382669725188
2016 to 2017,Incineration without EfW,London,Southwark LB,Undefined,Units,E12000007,0.0025453712423957
2016 to 2017,Incineration without EfW,London,Sutton LB,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,Tower Hamlets LB,Undefined,Units,E12000007,4.89023324364621
2016 to 2017,Incineration without EfW,London,West London Waste Authority,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,Western Riverside Waste Authority,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,London,Westminster City Council,Undefined,Units,E12000007,0.0
2016 to 2017,Incineration without EfW,North East,County Durham,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,Darlington Borough Council,Undefined,Units,E12000001,0.008180762119799
2016 to 2017,Incineration without EfW,North East,Gateshead MBC,Undefined,Units,E12000001,0.0010220977534291
2016 to 2017,Incineration without EfW,North East,Hartlepool Borough Council,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,Middlesbrough Borough Council,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,Newcastle-upon-Tyne City Council MBC,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,North Tyneside Council,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,Northumberland,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,Redcar and Cleveland Borough Council,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,South Tyneside MBC,Undefined,Units,E12000001,0.0012547523746188
2016 to 2017,Incineration without EfW,North East,Stockton-on-Tees Borough Council,Undefined,Units,E12000001,0.0
2016 to 2017,Incineration without EfW,North East,Sunderland City Council,Undefined,Units,E12000001,0.0007528419784687
2016 to 2017,Incineration without EfW,North West,Blackburn with Darwen Borough Council,Undefined,Units,E12000002,0.0
2016 to 2017,Incineration without EfW,North West,Blackpool Borough Council,Undefined,Units,E12000002,3.471886120996441
2016 to 2017,Incineration without EfW,North West,Cheshire East,Undefined,Units,E12000002,0.0
2016 to 2017,Incineration without EfW,North West,Cheshire West and Chester,Undefined,Units,E12000002,0.0
2016 to 2017,Incineration without EfW,North West,Cumbria County Council,Undefined,Units,E12000002,22.987862773529216
2016 to 2017,Incineration without EfW,North West,Greater Manchester WDA (MBC),Undefined,Units,E12000002,0.0
2016 to 2017,Incineration without EfW,North West,Halton Borough Council,Undefined,Units,E12000002,0.0
2016 to 2017,Incineration without EfW,North West,Lancashire County Council,Undefined,Units,E12000002,4.268003868192015
2016 to 2017,Incineration without EfW,North West,Merseyside WDA (MBC),Undefined,Units,E12000002,0.0015041110088619
2016 to 2017,Incineration without EfW,North West,Warrington Borough Council,Undefined,Units,E12000002,0.0
2016 to 2017,Incineration without EfW,North West,Wigan MBC,Undefined,Units,E12000002,9.121584549544606
2016 to 2017,Incineration without EfW,South East,Bracknell Forest Borough Council,Undefined,Units,E12000008,0.0291805730335029
2016 to 2017,Incineration without EfW,South East,Brighton and Hove Council,Undefined,Units,E12000008,0.0362749276768629
2016 to 2017,Incineration without EfW,South East,Buckinghamshire County Council,Undefined,Units,E12000008,0.0363109538043976
2016 to 2017,Incineration without EfW,South East,East Sussex County Council,Undefined,Units,E12000008,0.0354909330005902
2016 to 2017,Incineration without EfW,South East,Hampshire County Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Isle of Wight Council,Undefined,Units,E12000008,0.0142162577123198
2016 to 2017,Incineration without EfW,South East,Kent County Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Medway Borough Council,Undefined,Units,E12000008,0.013720976323693
2016 to 2017,Incineration without EfW,South East,Milton Keynes Council,Undefined,Units,E12000008,0.0119293484339002
2016 to 2017,Incineration without EfW,South East,Oxfordshire County Council,Undefined,Units,E12000008,0.7231855278134308
2016 to 2017,Incineration without EfW,South East,Portsmouth City Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Reading Borough Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Slough Borough Council,Undefined,Units,E12000008,0.0409849503262402
2016 to 2017,Incineration without EfW,South East,Southampton City Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Surrey County Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,West Berkshire District Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,West Sussex County Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Windsor and Maidenhead Borough Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South East,Wokingham Council,Undefined,Units,E12000008,0.0
2016 to 2017,Incineration without EfW,South West,Bath and North East Somerset Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Bournemouth Borough Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Bristol City Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Cornwall,Undefined,Units,E12000009,0.0414384750641176
2016 to 2017,Incineration without EfW,South West,Council of the Isles of Scilly,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Devon County Council,Undefined,Units,E12000009,0.1100876556768966
2016 to 2017,Incineration without EfW,South West,Dorset Waste Partnership,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Gloucestershire County Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,North Somerset Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Plymouth City Council,Undefined,Units,E12000009,0.0062235499128703
2016 to 2017,Incineration without EfW,South West,Poole Borough Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Somerset County Council,Undefined,Units,E12000009,0.0040525505279368
2016 to 2017,Incineration without EfW,South West,South Gloucestershire Council,Undefined,Units,E12000009,0.9874784494969526
2016 to 2017,Incineration without EfW,South West,Swindon Borough Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Torbay Council,Undefined,Units,E12000009,0.0
2016 to 2017,Incineration without EfW,South West,Wiltshire,Undefined,Units,E12000009,0.0024778337125795
2016 to 2017,Incineration without EfW,West Midlands,Birmingham City Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Coventry City Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Dudley MBC,Undefined,Units,E12000005,0.0014205453473588
2016 to 2017,Incineration without EfW,West Midlands,Herefordshire Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Sandwell MBC,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Shropshire,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Solihull MBC,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Staffordshire County Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Stoke-on-Trent City Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Telford and Wrekin Council,Undefined,Units,E12000005,0.0045563795008486
2016 to 2017,Incineration without EfW,West Midlands,Walsall MBC,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Warwickshire County Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,West Midlands,Wolverhampton MBC,Undefined,Units,E12000005,0.0202325183259925
2016 to 2017,Incineration without EfW,West Midlands,Worcestershire County Council,Undefined,Units,E12000005,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Barnsley Metropolitan Borough Council,Undefined,Units,E12000003,0.2216095948090168
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Bradford City MDC (MBC),Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Calderdale MBC,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Doncaster MBC,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,East Riding of Yorkshire Council,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Kingston-upon-Hull City Council,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Kirklees MBC,Undefined,Units,E12000003,0.205331680099194
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Leeds City Council MBC,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,North East Lincolnshire Council,Undefined,Units,E12000003,0.0788796503433204
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,North Lincolnshire Council,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,North Yorkshire County Council,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Rotherham MBC,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Sheffield City Council,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,Wakefield City MDC,Undefined,Units,E12000003,0.0
2016 to 2017,Incineration without EfW,Yorkshire and the Humber,York City Council,Undefined,Units,E12000003,0.0
2016 to 2017,Recycled-composted,East Midlands,Derby City Council,Undefined,Units,E12000004,32.86992662962806
2016 to 2017,Recycled-composted,East Midlands,Derbyshire County Council,Undefined,Units,E12000004,46.83457530490361
2016 to 2017,Recycled-composted,East Midlands,Leicester City Council,Undefined,Units,E12000004,43.28138132381781
2016 to 2017,Recycled-composted,East Midlands,Leicestershire County Council,Undefined,Units,E12000004,45.635222160908114
2016 to 2017,Recycled-composted,East Midlands,Lincolnshire County Council,Undefined,Units,E12000004,47.14462639328471
2016 to 2017,Recycled-composted,East Midlands,Northamptonshire County Council,Undefined,Units,E12000004,51.54025231607918
2016 to 2017,Recycled-composted,East Midlands,Nottingham City Council,Undefined,Units,E12000004,30.869105572682905
2016 to 2017,Recycled-composted,East Midlands,Nottinghamshire County Council,Undefined,Units,E12000004,44.15597002576649
2016 to 2017,Recycled-composted,East Midlands,Rutland County Council,Undefined,Units,E12000004,60.8632637347706
2016 to 2017,Recycled-composted,East of England,Bedford,Undefined,Units,E12000006,38.90199594205634
2016 to 2017,Recycled-composted,East of England,Cambridgeshire County Council,Undefined,Units,E12000006,54.18673110980803
2016 to 2017,Recycled-composted,East of England,Central Bedfordshire,Undefined,Units,E12000006,47.82327144555104
2016 to 2017,Recycled-composted,East of England,Essex County Council,Undefined,Units,E12000006,49.84435544444113
2016 to 2017,Recycled-composted,East of England,Hertfordshire County Council,Undefined,Units,E12000006,50.90074779061863
2016 to 2017,Recycled-composted,East of England,Luton Borough Council,Undefined,Units,E12000006,32.560624312575285
2016 to 2017,Recycled-composted,East of England,Norfolk County Council,Undefined,Units,E12000006,46.24052039521455
2016 to 2017,Recycled-composted,East of England,Peterborough City Council,Undefined,Units,E12000006,41.35764875716155
2016 to 2017,Recycled-composted,East of England,Southend-on-Sea Borough Council,Undefined,Units,E12000006,46.94468213620577
2016 to 2017,Recycled-composted,East of England,Suffolk County Council,Undefined,Units,E12000006,47.32407845772436
2016 to 2017,Recycled-composted,East of England,Thurrock Council,Undefined,Units,E12000006,38.26801072334025
2016 to 2017,Recycled-composted,London,Bexley LB,Undefined,Units,E12000007,48.32396247258817
2016 to 2017,Recycled-composted,London,Bromley LB,Undefined,Units,E12000007,40.92387464843178
