Year,Sector,Country,Region,Age,Sex,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2009,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.396543671199998
2010,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.407199625999999
2004,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4100541575
2003,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4269641718
2002,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4289608792
2001,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.4576881004
2010,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5007012623
2012,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.501107514100001
2000,,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5039491941
2013,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.5080728272
2009,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5678032072
2008,Public sector,England,North West,,,Undefined,Units,Percentage (%),E12000002,11.5756162558
2011,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.579285944
2014,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.6044035373
2017,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.7464377055
2015,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.7657789128
2016,Public sector,England,South East,,,Undefined,Units,Percentage (%),E12000008,11.800219539
2008,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.208527648199999
2000,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.289345535299999
2001,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.3871246901
2004,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.398139901199999
2003,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.3997835425
2002,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.425818036199999
2005,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.44595476
2006,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.4908620039
2007,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.5466227271
2008,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.6361765827
2009,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.6420675697
2009,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.757038228099999
2016,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,12.7680089916
2007,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,12.812798730999999
2008,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,12.8361022924
2010,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.845068319300001
2011,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.898037954300001
2015,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,12.9185801811
2010,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,12.9499766246
2011,,England,London,,,Undefined,Units,Percentage (%),E12000007,12.964190885599999
2012,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.0005111603
2006,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.041816497200001
2012,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.041935621099999
2010,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.0662867395
2014,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.070331349100002
2007,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1268875142
2013,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.1291742223
2008,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1521124269
2014,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.158931278399999
2009,,,,25 to 34,,Undefined,Units,Percentage (%),,13.184315650899999
2006,,,,25 to 34,,Undefined,Units,Percentage (%),,13.1978318139
2002,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.208037711
2014,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.2184494354
2009,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.2292126077
2011,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.2420761251
2012,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.253076932899999
2010,,,,25 to 34,,Undefined,Units,Percentage (%),,13.2599795001
2013,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.2600480934
2005,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.265979353099999
2005,,,,25 to 34,,Undefined,Units,Percentage (%),,13.295729898800001
2013,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.3084516429
2003,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.3192713446
2015,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.321622593499999
2013,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.340722118199999
2004,,,,25 to 34,,Undefined,Units,Percentage (%),,13.357441833
2011,,,,25 to 34,,Undefined,Units,Percentage (%),,13.3729661202
2016,,England,London,,,Undefined,Units,Percentage (%),E12000007,13.3863709045
2014,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.391084641800001
2012,,,,25 to 34,,Undefined,Units,Percentage (%),,13.433805776400002
2016,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.4411695995
2013,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5365797844
2014,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5437196595
2015,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5505335476
2002,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.551924961600001
2015,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.5534476468
2003,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.561999831600001
2004,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.566051095399999
2004,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5663896886
2000,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5695907003
2001,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5730665476
2016,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.574826198299998
2005,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5779691868
2016,,,,25 to 34,,Undefined,Units,Percentage (%),,13.5857964655
2006,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.5973365278
2003,,,,25 to 34,,Undefined,Units,Percentage (%),,13.605030409000001
2017,Public sector,England,London,,,Undefined,Units,Percentage (%),E12000007,13.6097917428
2001,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.6161837119
2007,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6195645482
2015,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,13.6220942991
2008,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6297070324
2009,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6377380671
2010,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6676949526
2011,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.672693647100001
2012,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.6955229438
2013,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.716053813299999
2014,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7372510618
2015,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7427558401
2016,,England,South East,,,Undefined,Units,Percentage (%),E12000008,13.7495271375
2012,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.8758964889
2002,,,,25 to 34,,Undefined,Units,Percentage (%),,13.9412745179
2011,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,13.963169649700001
2000,Public sector,,,25 to 34,Female,Undefined,Units,Percentage (%),,14.0718349969
2010,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.0818771025
2009,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.0951748905
2008,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.1780832571
2001,,,,25 to 34,,Undefined,Units,Percentage (%),,14.336089703199999
2007,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.4700588668
2000,,,,25 to 34,,Undefined,Units,Percentage (%),,14.682276698199999
2003,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.8935208128
2005,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,14.9895680222
2006,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.019049431300001
2004,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.088978099999999
2002,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.244925759100001
2001,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.619812828299999
2000,,,,65 and over,,Undefined,Units,Percentage (%),,15.8064509829
2001,,,,65 and over,,Undefined,Units,Percentage (%),,15.8557939253
2006,,,,65 and over,,Undefined,Units,Percentage (%),,15.871639840899999
2002,,,,65 and over,,Undefined,Units,Percentage (%),,15.8843029786
2007,,,,65 and over,,Undefined,Units,Percentage (%),,15.888979082
2003,,,,65 and over,,Undefined,Units,Percentage (%),,15.9121397505
2005,,,,65 and over,,Undefined,Units,Percentage (%),,15.9152898777
2004,,,,65 and over,,Undefined,Units,Percentage (%),,15.9291660014
2000,Public sector,,,35 to 49,Male,Undefined,Units,Percentage (%),,15.938509508
2000,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,15.9881473467
2008,,,,65 and over,,Undefined,Units,Percentage (%),,16.0029510978
2009,,,,65 and over,,Undefined,Units,Percentage (%),,16.1768862517
2010,,,,65 and over,,Undefined,Units,Percentage (%),,16.3524792184
2011,,,,65 and over,,Undefined,Units,Percentage (%),,16.525498993499998
2001,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,16.8059895375
2003,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,16.954677745
2012,,,,65 and over,,Undefined,Units,Percentage (%),,17.017409771300002
2002,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,17.0288015498
2004,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,17.2225928527
2000,,,,50 to 64,,Undefined,Units,Percentage (%),,17.280123913900002
2005,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,17.3461949053
2013,,,,65 and over,,Undefined,Units,Percentage (%),,17.3648349333
2001,,,,50 to 64,,Undefined,Units,Percentage (%),,17.4196136431
2002,,,,50 to 64,,Undefined,Units,Percentage (%),,17.5253303352
2003,,,,50 to 64,,Undefined,Units,Percentage (%),,17.6034198561
2014,,,,65 and over,,Undefined,Units,Percentage (%),,17.6585054927
2004,,,,50 to 64,,Undefined,Units,Percentage (%),,17.6778526316
2005,,,,50 to 64,,Undefined,Units,Percentage (%),,17.7223628793
2015,,,,65 and over,,Undefined,Units,Percentage (%),,17.833145349000002
2006,,,,50 to 64,,Undefined,Units,Percentage (%),,17.859029763800002
2007,,,,50 to 64,,Undefined,Units,Percentage (%),,17.9435991166
2016,,,,65 and over,,Undefined,Units,Percentage (%),,17.9960932277
2008,,,,50 to 64,,Undefined,Units,Percentage (%),,18.0050029946
2009,,,,50 to 64,,Undefined,Units,Percentage (%),,18.0674240159
2006,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.1147944628
2012,,,,50 to 64,,Undefined,Units,Percentage (%),,18.1216961989
2010,,,,50 to 64,,Undefined,Units,Percentage (%),,18.1358678444
2013,,,,50 to 64,,Undefined,Units,Percentage (%),,18.1602047145
2011,,,,50 to 64,,Undefined,Units,Percentage (%),,18.2344103028
2014,,,,50 to 64,,Undefined,Units,Percentage (%),,18.2866516261
2009,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.3526309593
2015,,,,50 to 64,,Undefined,Units,Percentage (%),,18.4575514121
2007,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.4763159623
2008,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.6179919171
2016,,,,50 to 64,,Undefined,Units,Percentage (%),,18.6340618718
2010,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,18.9382550447
2016,,,,35 to 49,,Undefined,Units,Percentage (%),,19.7610564359
2011,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,19.7675779956
2007,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,19.9513769832
2015,,,,35 to 49,,Undefined,Units,Percentage (%),,19.980095541
2012,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.0259707843
2014,,,,35 to 49,,Undefined,Units,Percentage (%),,20.2135054716
2008,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.2779354945
2006,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.382222669100003
2014,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.4521203764
2013,,,,35 to 49,,Undefined,Units,Percentage (%),,20.512650881
2013,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.6734817701
2009,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.7900519641
2014,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.8053536401
2015,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.8417607502
2013,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,20.8591329714
2012,,,,35 to 49,,Undefined,Units,Percentage (%),,20.8606588836
2010,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.8626995888
2002,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,20.9591467841
2000,,,,35 to 49,,Undefined,Units,Percentage (%),,21.0810605192
2003,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1053221237
2012,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.107224164
2015,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1409830044
2005,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.175859005899998
2011,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.1982856721
2004,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.2076711003
2016,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.210033546600002
2011,,,,35 to 49,,Undefined,Units,Percentage (%),,21.2301417655
2001,,,,35 to 49,,Undefined,Units,Percentage (%),,21.318335373
2001,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,21.5167845846
2010,,,,35 to 49,,Undefined,Units,Percentage (%),,21.5669045952
2002,,,,35 to 49,,Undefined,Units,Percentage (%),,21.5765988822
2016,Public sector,,,50 to 64,Female,Undefined,Units,Percentage (%),,21.601772798699997
2003,,,,35 to 49,,Undefined,Units,Percentage (%),,21.776363003
2009,,,,35 to 49,,Undefined,Units,Percentage (%),,21.8205171094
2004,,,,35 to 49,,Undefined,Units,Percentage (%),,21.927584960100003
2008,,,,35 to 49,,Undefined,Units,Percentage (%),,21.9865588272
2005,,,,35 to 49,,Undefined,Units,Percentage (%),,22.037550157
2007,,,,35 to 49,,Undefined,Units,Percentage (%),,22.1150139659
2006,,,,35 to 49,,Undefined,Units,Percentage (%),,22.121663370700002
2000,Public sector,,,25 to 34,,Undefined,Units,Percentage (%),,22.636691997
2016,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,25.3643129017
2015,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,25.6257124275
2000,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,25.680998621
2001,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,26.7109593916
2014,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,26.7669833775
2002,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,26.800651262
2013,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,26.9277151399
2004,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,27.0724181043
2011,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.1839585442
2003,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,27.205061860300003
2005,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,27.3286784606
2012,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.4155397413
2010,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.8655384098
2009,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,27.994251622600004
2000,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.236599935999998
2001,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.2723066731
2006,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,28.277962420999998
2008,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.284064516999997
2003,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.4491898373
2006,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.5104259077
2004,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.5331254718
2002,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.656843407600004
2005,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.6885832698
2007,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,28.746063983000003
2009,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,28.817968485999998
2007,Public sector,,,35 to 49,Female,Undefined,Units,Percentage (%),,28.959232212699998
2008,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,29.0196501925
2010,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,29.0690446825
2011,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,29.9623108564
2012,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,30.1195713646
2014,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,30.6014781028
2015,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,31.1554547949
2013,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,31.3286832756
2016,Public sector,,,50 to 64,,Undefined,Units,Percentage (%),,31.7799804712
2013,Public sector,,,,Male,Undefined,Units,Percentage (%),,33.9475857164
2014,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.1538607435
2016,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.1866640128
2015,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.284430876900004
2012,Public sector,,,,Male,Undefined,Units,Percentage (%),,34.6033104925
2007,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.0169331186
2011,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.1810710378
2010,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.3015095629
2008,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.3354522141
2009,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.3834392864
2006,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.6823592974
2004,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.718360967399995
2005,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.8951885473
2002,Public sector,,,,Male,Undefined,Units,Percentage (%),,35.930559085700004
2003,Public sector,,,,Male,Undefined,Units,Percentage (%),,36.1736743307
2001,Public sector,,,,Male,Undefined,Units,Percentage (%),,36.4793769329
2000,Public sector,,,,Male,Undefined,Units,Percentage (%),,37.3404896643
2016,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,38.1323218933
2015,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,38.5442926085
2014,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,39.8373147266
2013,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,40.2361667827
2011,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,41.1471281939
2012,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,41.2914362302
2010,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,41.9474155123
2009,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,42.0894265131
2008,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,42.462147774
2003,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.3427106501
2007,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.4292910795
2006,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.529475338999994
2004,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.622103571800004
2005,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.678151291999995
2001,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.8921195014
2002,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,43.9017691667
2000,Public sector,,,35 to 49,,Undefined,Units,Percentage (%),,44.17510944399999
2000,Public sector,,,,Female,Undefined,Units,Percentage (%),,62.6595103357
2001,Public sector,,,,Female,Undefined,Units,Percentage (%),,63.5206230671
2003,Public sector,,,,Female,Undefined,Units,Percentage (%),,63.826325669300005
2002,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.0694409143
2005,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.1048114527
2004,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.2816390326
2006,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.3176407026
2009,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.6165607136
2008,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.6645477859
2010,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.6984904371
2011,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.8189289622
2007,Public sector,,,,Female,Undefined,Units,Percentage (%),,64.9830668814
2012,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.3966895075
2015,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.71556912310001
2016,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.8133359872
2014,Public sector,,,,Female,Undefined,Units,Percentage (%),,65.8461392565
2013,Public sector,,,,Female,Undefined,Units,Percentage (%),,66.0524142836
2013,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.5431123325
2008,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.5636242505
2012,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.6217413529
2014,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.6246164952
2015,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,79.952572054
2009,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.024910478
2016,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.0768386389
2017,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.0876872488
2010,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.3179055633
2011,Public sector,England,,,,Undefined,Units,Percentage (%),E92000001,80.4117079447
2000,,England,,,,Undefined,Units,Percentage (%),E92000001,83.6077448884
2001,,England,,,,Undefined,Units,Percentage (%),E92000001,83.6528895768
2002,,England,,,,Undefined,Units,Percentage (%),E92000001,83.68348431369999
2003,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7161493043
2004,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7269311659
2005,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7664125349
2006,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7870186968
2007,,England,,,,Undefined,Units,Percentage (%),E92000001,83.7930007914
2008,,England,,,,Undefined,Units,Percentage (%),E92000001,83.81218311949999
2009,,England,,,,Undefined,Units,Percentage (%),E92000001,83.83548596140001
2010,,England,,,,Undefined,Units,Percentage (%),E92000001,83.8797136801
2011,,England,,,,Undefined,Units,Percentage (%),E92000001,83.9172747412
2012,,England,,,,Undefined,Units,Percentage (%),E92000001,83.97096587189999
2013,,England,,,,Undefined,Units,Percentage (%),E92000001,84.026624235
2014,,England,,,,Undefined,Units,Percentage (%),E92000001,84.0856797258
2015,,England,,,,Undefined,Units,Percentage (%),E92000001,84.1442150069
2016,,England,,,,Undefined,Units,Percentage (%),E92000001,84.1884315413
2008,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.61958694200001
2014,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.66865186790001
2015,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.74972637719999
2012,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.7744079059
2013,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.77464788729999
2009,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.8274949401
2016,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.8836443469
2017,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.88966021190001
2011,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.96333226120001
2010,Public sector,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,95.97942964
2009,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.11962897299999
2008,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1222202359
2010,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1242054743
2007,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.12702287180001
2011,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1331060393
2006,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1343135779
2012,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.13737832
2005,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1401435009
2002,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.14054638
2004,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1408980936
2003,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1411478396
2000,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1420335185
2001,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.14303530040002
2013,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1457665809
2014,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1507886341
2015,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1561664367
2016,,Great Britain,,,,Undefined,Units,Percentage (%),K03000001,97.1634543805
