Year,Country,Sex,Cause of death,Observation status,Unit multiplier,Unit measure,Units,GeoCode,Value
2007,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,Female,Victim of cataclysmic storm,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2008,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2010,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2017,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2003,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2005,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2006,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2007,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2008,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2010,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2014,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2017,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2003,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2005,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2006,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2007,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2008,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2010,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2014,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2017,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,Male,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,Female,Victim of flood,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0115330875632373
2005,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0190589469596367
2006,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.014998649371624
2008,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0111464822017988
2009,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0110612616917536
2010,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0178258228863315
2014,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0138720507239857
2017,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2002,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2003,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2004,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2005,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2006,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2007,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0108231652101331
2008,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2009,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0106710022237301
2010,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2011,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2012,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2013,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2014,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2015,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2016,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0169226161592911
2017,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2018,,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",,0.0
2001,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2003,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0122082562483686
2005,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0161377238539321
2006,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2007,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0158726801532332
2008,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0117032833795587
2010,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0188437696599404
2014,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0146515209011271
2017,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2002,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2003,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2004,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2005,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2006,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2007,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0114588839963698
2008,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2009,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0112940968127719
2010,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2011,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2012,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2013,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2014,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2015,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2016,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0178781196380167
2017,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2018,England,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",E92000001,0.0
2001,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,Male,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2002,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2003,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2004,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2005,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2006,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2007,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2008,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2009,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2010,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2011,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2012,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2013,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2014,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2015,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2016,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2017,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2018,Wales,Female,Exposure to other and unspecified forces of nature,Undefined,Units,"Rate per 100,000 population","Rate per 100,000 population",W92000004,0.0
2001,,,,Undefined,Units,Number of Deaths,Number of Deaths,,130.0
2002,,,,Undefined,Units,Number of Deaths,Number of Deaths,,95.0
2003,,,,Undefined,Units,Number of Deaths,Number of Deaths,,94.0
2004,,,,Undefined,Units,Number of Deaths,Number of Deaths,,95.0
2005,,,,Undefined,Units,Number of Deaths,Number of Deaths,,90.0
2006,,,,Undefined,Units,Number of Deaths,Number of Deaths,,93.0
2007,,,,Undefined,Units,Number of Deaths,Number of Deaths,,109.0
2008,,,,Undefined,Units,Number of Deaths,Number of Deaths,,116.0
2009,,,,Undefined,Units,Number of Deaths,Number of Deaths,,124.0
2010,,,,Undefined,Units,Number of Deaths,Number of Deaths,,129.0
