Year,Series,Sex,Age,Employment status,Number of hours per week providing care,Net weekly income (£),Units,Unit multiplier,Observation status,Value
2015/16,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2015/16,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,3.0
2014/15,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,5.0
2014/15,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2014/15,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of population who are informal carers,,25-34,,,,Percentage (%),Units,Normal value,5.0
2013/14,Proportion of population who are informal carers,Female,25-34,,,,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of population who are informal carers,Male,25-34,,,,Percentage (%),Units,Normal value,4.0
2020/21,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,5.0
2019/20,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,9.0
2019/20,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,5.0
2018/19,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,8.0
2018/19,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,5.0
2017/18,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,7.0
2017/18,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,9.0
2017/18,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,9.0
2016/17,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,12.0
2016/17,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,7.0
2015/16,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,8.0
2015/16,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,10.0
2015/16,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,6.0
2014/15,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,8.0
2014/15,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,11.0
2014/15,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,6.0
2013/14,Proportion of population who are informal carers,,35-44,,,,Percentage (%),Units,Normal value,9.0
2013/14,Proportion of population who are informal carers,Female,35-44,,,,Percentage (%),Units,Normal value,12.0
2013/14,Proportion of population who are informal carers,Male,35-44,,,,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,13.0
2020/21,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,16.0
2020/21,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,10.0
2019/20,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,13.0
2019/20,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,9.0
2018/19,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,12.0
2018/19,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,14.0
2018/19,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,9.0
2017/18,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,11.0
2017/18,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,14.0
2017/18,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,9.0
2016/17,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,15.0
2016/17,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,18.0
2016/17,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,12.0
2015/16,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,13.0
2015/16,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,16.0
2015/16,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,10.0
2014/15,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,15.0
2014/15,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,18.0
2014/15,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,11.0
2013/14,Proportion of population who are informal carers,,45-54,,,,Percentage (%),Units,Normal value,14.0
2013/14,Proportion of population who are informal carers,Female,45-54,,,,Percentage (%),Units,Normal value,17.0
2013/14,Proportion of population who are informal carers,Male,45-54,,,,Percentage (%),Units,Normal value,11.0
2020/21,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,13.0
2020/21,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,16.0
2020/21,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,14.0
2019/20,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,16.0
2019/20,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,12.0
2018/19,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,13.0
2018/19,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,16.0
2018/19,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,11.0
2017/18,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,15.0
2017/18,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,18.0
2017/18,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,11.0
2016/17,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,17.0
2016/17,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,20.0
2016/17,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,14.0
2015/16,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,16.0
2015/16,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,19.0
2015/16,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,13.0
2014/15,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,15.0
2014/15,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,18.0
2014/15,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,12.0
2013/14,Proportion of population who are informal carers,,55-64,,,,Percentage (%),Units,Normal value,16.0
2013/14,Proportion of population who are informal carers,Female,55-64,,,,Percentage (%),Units,Normal value,20.0
2013/14,Proportion of population who are informal carers,Male,55-64,,,,Percentage (%),Units,Normal value,12.0
2020/21,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,8.0
2020/21,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,8.0
2020/21,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,8.0
2019/20,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,10.0
2019/20,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,11.0
2019/20,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,9.0
2018/19,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,10.0
2018/19,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,9.0
2017/18,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,11.0
2017/18,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,12.0
2017/18,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,9.0
2016/17,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,12.0
2016/17,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,13.0
2016/17,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,11.0
2015/16,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,12.0
2015/16,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,13.0
2015/16,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,11.0
2014/15,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,12.0
2014/15,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,13.0
2014/15,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,10.0
2013/14,Proportion of population who are informal carers,,65-74,,,,Percentage (%),Units,Normal value,12.0
2013/14,Proportion of population who are informal carers,Female,65-74,,,,Percentage (%),Units,Normal value,13.0
2013/14,Proportion of population who are informal carers,Male,65-74,,,,Percentage (%),Units,Normal value,11.0
2020/21,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,6.0
2019/20,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,8.0
2019/20,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,9.0
2018/19,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,9.0
2018/19,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,8.0
2018/19,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,9.0
2017/18,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,9.0
2017/18,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,8.0
2017/18,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,11.0
2016/17,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,9.0
2016/17,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,9.0
2016/17,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,8.0
2015/16,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,10.0
2015/16,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,9.0
2015/16,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,10.0
2014/15,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,11.0
2014/15,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,11.0
2014/15,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,11.0
2013/14,Proportion of population who are informal carers,,75-84,,,,Percentage (%),Units,Normal value,10.0
2013/14,Proportion of population who are informal carers,Female,75-84,,,,Percentage (%),Units,Normal value,9.0
2013/14,Proportion of population who are informal carers,Male,75-84,,,,Percentage (%),Units,Normal value,11.0
2020/21,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Normal value,4.0
2020/21,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Normal value,6.0
2019/20,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,4.0
2019/20,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Normal value,3.0
2019/20,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Normal value,4.0
2018/19,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Normal value,8.0
2017/18,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,5.0
2017/18,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Normal value,3.0
2017/18,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Normal value,7.0
2016/17,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,8.0
2016/17,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Normal value,5.0
2016/17,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Normal value,12.0
2015/16,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,5.0
2015/16,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Missing value,2.0
2015/16,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Normal value,11.0
2014/15,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,4.0
2014/15,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Normal value,3.0
2014/15,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,7.0
2013/14,Proportion of population who are informal carers,,85+,,,,Percentage (%),Units,Normal value,5.0
2013/14,Proportion of population who are informal carers,Female,85+,,,,Percentage (%),Units,Missing value,3.0
2013/14,Proportion of population who are informal carers,Male,85+,,,,Percentage (%),Units,Missing value,8.0
2004/05,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2005/06,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,9.0
2006/07,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,9.0
2007/08,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2008/09,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2009/10,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2010/11,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2011/12,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2012/13,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,9.0
2013/14,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2014/15,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2015/16,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2016/17,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,8.0
2017/18,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,7.0
2018/19,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,7.0
2019/20,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,7.0
2020/21,Proportion of population who are informal carers,,,,,,Percentage (%),Units,Normal value,6.0
2004/05,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2005/06,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2006/07,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2007/08,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,9.0
2008/09,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,9.0
2009/10,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,9.0
2010/11,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,9.0
2011/12,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2012/13,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2013/14,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2014/15,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,9.0
2015/16,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,9.0
2016/17,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,10.0
2017/18,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,8.0
2018/19,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,8.0
2019/20,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,8.0
2020/21,Proportion of population who are informal carers,Female,,,,,Percentage (%),Units,Normal value,7.0
2004/05,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2005/06,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2006/07,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2007/08,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2008/09,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2009/10,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2010/11,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2011/12,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2012/13,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2013/14,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2014/15,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2015/16,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2016/17,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,7.0
2017/18,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2018/19,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2019/20,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,6.0
2020/21,Proportion of population who are informal carers,Male,,,,,Percentage (%),Units,Normal value,5.0
2020/21,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,53.0
2020/21,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2020/21,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,20.0
2020/21,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,25.0
2020/21,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,52.0
2020/21,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,1.0
2020/21,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,18.0
2020/21,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,28.0
2020/21,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,53.0
2020/21,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,4.0
2020/21,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,24.0
2020/21,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,20.0
2019/20,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,53.0
2019/20,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,24.0
2019/20,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,21.0
2019/20,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,53.0
2019/20,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,1.0
2019/20,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,22.0
2019/20,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,24.0
2019/20,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,55.0
2019/20,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2019/20,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,27.0
2019/20,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,16.0
2018/19,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,51.0
2018/19,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,25.0
2018/19,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,22.0
2018/19,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,50.0
2018/19,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2018/19,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,23.0
2018/19,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,25.0
2018/19,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,51.0
2018/19,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2018/19,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,28.0
2018/19,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,18.0
2017/18,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,51.0
2017/18,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,25.0
2017/18,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,22.0
2017/18,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,49.0
2017/18,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2017/18,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,23.0
2017/18,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,25.0
2017/18,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,52.0
2017/18,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2017/18,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,27.0
2017/18,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,18.0
2016/17,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,53.0
2016/17,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2016/17,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,24.0
2016/17,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,21.0
2016/17,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,51.0
2016/17,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2016/17,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,22.0
2016/17,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,25.0
2016/17,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,55.0
2016/17,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2016/17,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,26.0
2016/17,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,16.0
2015/16,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,50.0
2015/16,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2015/16,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,26.0
2015/16,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,21.0
2015/16,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,49.0
2015/16,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2015/16,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,25.0
2015/16,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,24.0
2015/16,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,52.0
2015/16,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2015/16,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,29.0
2015/16,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,16.0
2014/15,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,45.0
2014/15,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2014/15,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,24.0
2014/15,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,20.0
2014/15,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,45.0
2014/15,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,2.0
2014/15,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,24.0
2014/15,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,23.0
2014/15,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,45.0
2014/15,Proportion of informal carers by characteristics,Male,,Unemployed,,,Percentage (%),Units,Normal value,5.0
2014/15,Proportion of informal carers by characteristics,Male,,Retired,,,Percentage (%),Units,Normal value,24.0
2014/15,Proportion of informal carers by characteristics,Male,,Other economically inactive,,,Percentage (%),Units,Normal value,14.0
2013/14,Proportion of informal carers by characteristics,,,In employment (all),,,Percentage (%),Units,Normal value,44.0
2013/14,Proportion of informal carers by characteristics,,,Unemployed,,,Percentage (%),Units,Normal value,4.0
2013/14,Proportion of informal carers by characteristics,,,Retired,,,Percentage (%),Units,Normal value,25.0
2013/14,Proportion of informal carers by characteristics,,,Other economically inactive,,,Percentage (%),Units,Normal value,9.0
2013/14,Proportion of informal carers by characteristics,Female,,In employment (all),,,Percentage (%),Units,Normal value,45.0
2013/14,Proportion of informal carers by characteristics,Female,,Unemployed,,,Percentage (%),Units,Normal value,3.0
2013/14,Proportion of informal carers by characteristics,Female,,Retired,,,Percentage (%),Units,Normal value,24.0
2013/14,Proportion of informal carers by characteristics,Female,,Other economically inactive,,,Percentage (%),Units,Normal value,10.0
2013/14,Proportion of informal carers by characteristics,Male,,In employment (all),,,Percentage (%),Units,Normal value,42.0
