Year,Series,Sex,Age,Country,Deprivation level,Household income,Region,Socio-economic classification,Urban or rural,Working status,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2019,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,87.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,82.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,82.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,83.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,82.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,71.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,67.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,86.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,96.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Normal value,,94.0
2019,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,70.0
2019,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Normal value,,84.0
2019,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,85.0
2019,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2019,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Normal value,,95.0
2019,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,98.0
2019,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,100.0
2019,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,99.0
2019,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,86.0
2019,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2019,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,94.0
2019,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,95.0
2019,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,91.0
2019,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,95.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,92.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,94.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Normal value,,97.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Normal value,,89.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Normal value,,95.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Normal value,,96.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2019,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,98.0
2019,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,95.0
2019,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,91.0
2019,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,94.0
2019,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,95.0
2019,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,94.0
2019,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,90.0
2019,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,96.0
2019,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,95.0
2019,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,83.0
2019,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,91.0
2019,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,95.0
2019,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,99.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,98.0
2019,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,88.0
2019,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,94.0
2019,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,94.0
2020,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Normal value,,87.0
2020,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Normal value,,88.0
2020,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,99.0
2020,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,98.0
2020,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,95.0
2020,Percentage of mobile phone owners who use a smartphone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,70.0
2020,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2020,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,88.0
2020,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,91.0
2020,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,84.0
2020,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,85.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,84.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,88.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Normal value,,91.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Normal value,,80.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Normal value,,86.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Normal value,,91.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Normal value,,87.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,94.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,88.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,85.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,88.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,86.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,87.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,85.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,87.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,85.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,69.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,78.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,83.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,97.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Normal value,,95.0
2020,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,75.0
2020,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Normal value,,87.0
2020,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,87.0
2020,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Normal value,,95.0
2020,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2020,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,98.0
2020,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,99.0
2020,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,99.0
2020,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,87.0
2020,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2020,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,95.0
2020,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,95.0
2020,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,93.0
2020,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,95.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,94.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,95.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Normal value,,97.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Normal value,,91.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Normal value,,94.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Normal value,,96.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2020,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,96.0
2020,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,95.0
2020,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,96.0
2020,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,93.0
2020,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,93.0
2020,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,97.0
2020,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,93.0
2020,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,97.0
2020,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,91.0
2020,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,88.0
2020,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,90.0
2020,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,95.0
2020,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,99.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Normal value,,99.0
2020,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,88.0
2020,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Normal value,,95.0
2020,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,94.0
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,55 +,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Missing value,E92000001,
2021,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Missing value,N92000002,
2021,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Missing value,S92000003,
2021,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Missing value,W92000004,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Missing value,E12000007,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Missing value,E12000008,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Missing value,E12000009,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Missing value,E12000004,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Missing value,E12000005,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Missing value,E12000006,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Missing value,E12000003,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Missing value,E12000001,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Missing value,E12000002,
2021,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Missing value,E92000001,
2021,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Missing value,N92000002,
2021,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Missing value,S92000003,
2021,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Missing value,W92000004,
2021,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Missing value,E12000007,
2021,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Missing value,E12000008,
2021,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Missing value,E12000009,
2021,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Missing value,E12000004,
2021,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Missing value,E12000005,
2021,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Missing value,E12000006,
2021,Percentage of individuals who use a mobile telephone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Missing value,E12000003,
2021,Percentage of individuals who use a mobile telephone,,,,,,North East,,,,Percentage (%),Units,Missing value,E12000001,
2021,Percentage of individuals who use a mobile telephone,,,,,,North West,,,,Percentage (%),Units,Missing value,E12000002,
2021,Percentage of individuals who use a mobile telephone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,,,Working,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,,,,,,Not-working,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,Low,,,,,,Percentage (%),Units,Missing value,,
2021,Percentage of individuals who use a mobile telephone,,,,Medium/high,,,,,,Percentage (%),Units,Missing value,,
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,,,,Percentage (%),Units,Normal value,,93.0
2022,Percentage of mobile phone owners who use a smartphone,Female,,,,,,,,,Percentage (%),Units,Normal value,,92.0
2022,Percentage of mobile phone owners who use a smartphone,Male,,,,,,,,,Percentage (%),Units,Normal value,,94.0
2022,Percentage of mobile phone owners who use a smartphone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,99.0
2022,Percentage of mobile phone owners who use a smartphone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,100.0
2022,Percentage of mobile phone owners who use a smartphone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,98.0
2022,Percentage of mobile phone owners who use a smartphone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,82.0
2022,Percentage of mobile phone owners who use a smartphone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,76.0
2022,Percentage of mobile phone owners who use a smartphone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,93.0
2022,Percentage of mobile phone owners who use a smartphone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,94.0
2022,Percentage of mobile phone owners who use a smartphone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,92.0
2022,Percentage of mobile phone owners who use a smartphone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,89.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,91.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,93.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,AB,,,Percentage (%),Units,Normal value,,96.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,DE,,,Percentage (%),Units,Normal value,,87.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,C2,,,Percentage (%),Units,Normal value,,93.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,C1,,,Percentage (%),Units,Normal value,,95.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,98.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,93.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,87.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,96.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,94.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,96.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,Yorkshire and The Humber,,,,Percentage (%),Units,Normal value,E12000003,91.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,North East,,,,Percentage (%),Units,Normal value,E12000001,90.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,North West,,,,Percentage (%),Units,Normal value,E12000002,91.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,"Less than £10,400",,,,,Percentage (%),Units,Normal value,,84.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,"£10,400 to less than £15,600",,,,,Percentage (%),Units,Normal value,,84.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,"£15,600 to less than £26,000",,,,,Percentage (%),Units,Normal value,,92.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,"£26,000 or more",,,,,Percentage (%),Units,Normal value,,98.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Working,Percentage (%),Units,Normal value,,98.0
2022,Percentage of mobile phone owners who use a smartphone,,,,,,,,,Not-working,Percentage (%),Units,Normal value,,84.0
2022,Percentage of mobile phone owners who use a smartphone,,,,Low,,,,,,Percentage (%),Units,Normal value,,
2022,Percentage of mobile phone owners who use a smartphone,,,,Medium/high,,,,,,Percentage (%),Units,Normal value,,
2022,Percentage of individuals who use a mobile telephone,,,,,,,,,,Percentage (%),Units,Normal value,,96.0
2022,Percentage of individuals who use a mobile telephone,Female,,,,,,,,,Percentage (%),Units,Normal value,,96.0
2022,Percentage of individuals who use a mobile telephone,Male,,,,,,,,,Percentage (%),Units,Normal value,,96.0
2022,Percentage of individuals who use a mobile telephone,,16 to 24,,,,,,,,Percentage (%),Units,Normal value,,99.0
2022,Percentage of individuals who use a mobile telephone,,25 to 34,,,,,,,,Percentage (%),Units,Normal value,,99.0
2022,Percentage of individuals who use a mobile telephone,,35 to 54,,,,,,,,Percentage (%),Units,Normal value,,99.0
2022,Percentage of individuals who use a mobile telephone,,55 +,,,,,,,,Percentage (%),Units,Normal value,,91.0
2022,Percentage of individuals who use a mobile telephone,,65 and over,,,,,,,,Percentage (%),Units,Missing value,,88.0
2022,Percentage of individuals who use a mobile telephone,,,England,,,,,,,Percentage (%),Units,Normal value,E92000001,96.0
2022,Percentage of individuals who use a mobile telephone,,,Northern Ireland,,,,,,,Percentage (%),Units,Normal value,N92000002,96.0
2022,Percentage of individuals who use a mobile telephone,,,Scotland,,,,,,,Percentage (%),Units,Normal value,S92000003,96.0
2022,Percentage of individuals who use a mobile telephone,,,Wales,,,,,,,Percentage (%),Units,Normal value,W92000004,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,,Rural,,Percentage (%),Units,Normal value,,96.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,,Urban,,Percentage (%),Units,Normal value,,96.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,AB,,,Percentage (%),Units,Normal value,,99.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,DE,,,Percentage (%),Units,Normal value,,91.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,C2,,,Percentage (%),Units,Normal value,,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,,,C1,,,Percentage (%),Units,Normal value,,98.0
2022,Percentage of individuals who use a mobile telephone,,,,,,London,,,,Percentage (%),Units,Normal value,E12000007,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,,South East,,,,Percentage (%),Units,Normal value,E12000008,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,,South West,,,,Percentage (%),Units,Normal value,E12000009,94.0
2022,Percentage of individuals who use a mobile telephone,,,,,,East Midlands,,,,Percentage (%),Units,Normal value,E12000004,97.0
2022,Percentage of individuals who use a mobile telephone,,,,,,West Midlands,,,,Percentage (%),Units,Normal value,E12000005,99.0
2022,Percentage of individuals who use a mobile telephone,,,,,,East of England,,,,Percentage (%),Units,Normal value,E12000006,96.0
