Year,Series,Safely managed element,Service level,Facility type,Urban or rural,Units,Unit multiplier,Observation status,Value
2015,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2015,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.5457
2015,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2015,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2015,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.92976
2015,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2015,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2016,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2016,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2016,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2016,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.15972
2016,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2016,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2016,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.66708
2016,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2016,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2016,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.07627
2016,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2016,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2016,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71538
2016,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2016,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2016,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2016,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2016,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2016,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.03514
2016,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2016,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2016,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.1732
2016,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2016,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2016,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.53814
2016,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2016,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2016,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.53814
2016,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2016,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2016,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.95887
2016,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2016,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2017,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2017,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2017,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2017,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.12973
2017,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2017,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2017,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.69724
2017,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2017,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2017,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.06132
2017,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2017,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2017,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71667
2017,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2017,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2017,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2017,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2017,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2017,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.04897
2017,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2017,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2017,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17303
2017,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2017,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2017,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.53066
2017,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2017,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2017,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.53066
2017,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2017,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2017,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,96.98765
2017,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2017,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2018,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2018,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2018,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2018,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.09997
2018,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2018,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2018,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.72715
2018,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2018,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2018,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.04649
2018,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2018,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2018,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71795
2018,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2018,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2018,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2018,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2018,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2018,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.06269
2018,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2018,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2018,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17288
2018,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2018,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2018,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.52324
2018,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2018,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2018,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.52324
2018,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2018,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2018,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,97.0162
2018,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2018,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2019,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2019,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2019,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2019,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.07033
2019,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2019,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2019,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.75695
2019,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2019,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2019,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.03171
2019,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2019,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2019,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.71922
2019,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2019,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2019,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2019,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2019,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2019,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.07635
2019,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2019,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2019,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17272
2019,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2019,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2019,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.51585
2019,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2019,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2019,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.51585
2019,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2019,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2019,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,97.04464
2019,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2019,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2020,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2020,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2020,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2020,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.04104
2020,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2020,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2020,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.78641
2020,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2020,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2020,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.01711
2020,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2020,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2020,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.72048
2020,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2020,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2020,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2020,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2020,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2020,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.08986
2020,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2020,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2020,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17256
2020,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2020,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2020,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.50855
2020,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2020,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2020,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.50855
2020,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2020,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2020,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,97.07275
2020,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2020,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2021,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2021,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2021,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2021,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,2.01198
2021,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2021,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2021,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.81562
2021,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2021,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2021,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,1.00262
2021,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2021,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2021,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.72172
2021,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2021,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2021,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2021,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2021,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2021,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.10325
2021,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2021,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2021,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17241
2021,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2021,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2021,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.50131
2021,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2021,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2021,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.50131
2021,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2021,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2021,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,97.10063
2021,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2021,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
2022,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,,Percentage (%),Units,Normal value,0.0
2022,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Rural,Percentage (%),Units,Normal value,0.0
2022,Proportion of population using safely managed sanitation services (%),,,Improved latrine and other,Urban,Percentage (%),Units,Normal value,0.0
2022,Proportion of population using safely managed sanitation services (%),,,Septic tank,,Percentage (%),Units,Normal value,1.98327
2022,Proportion of population using safely managed sanitation services (%),,,Septic tank,Rural,Percentage (%),Units,Normal value,11.83261
2022,Proportion of population using safely managed sanitation services (%),,,Septic tank,Urban,Percentage (%),Units,Normal value,0.1625
2022,Proportion of population using safely managed sanitation services (%),,,Sewer,,Percentage (%),Units,Normal value,97.84448
2022,Proportion of population using safely managed sanitation services (%),,,Sewer,Rural,Percentage (%),Units,Normal value,87.94239
2022,Proportion of population using safely managed sanitation services (%),,,Sewer,Urban,Percentage (%),Units,Normal value,99.675
2022,Proportion of population using safely managed sanitation services (%),,Basic service,,,Percentage (%),Units,Normal value,0.98831
2022,Proportion of population using safely managed sanitation services (%),,Basic service,,Rural,Percentage (%),Units,Normal value,5.8985
2022,Proportion of population using safely managed sanitation services (%),,Basic service,,Urban,Percentage (%),Units,Normal value,0.0806
2022,Proportion of population using safely managed sanitation services (%),,Limited service,,,Percentage (%),Units,Normal value,0.72296
2022,Proportion of population using safely managed sanitation services (%),,Limited service,,Rural,Percentage (%),Units,Normal value,0.30023
2022,Proportion of population using safely managed sanitation services (%),,Limited service,,Urban,Percentage (%),Units,Normal value,0.8011
2022,Proportion of population using safely managed sanitation services (%),,Open defecation,,,Percentage (%),Units,Normal value,0.0
2022,Proportion of population using safely managed sanitation services (%),,Open defecation,,Rural,Percentage (%),Units,Normal value,0.0
2022,Proportion of population using safely managed sanitation services (%),,Open defecation,,Urban,Percentage (%),Units,Normal value,0.0
2022,Proportion of population using safely managed sanitation services (%),,Safely managed service,,,Percentage (%),Units,Normal value,98.11648
2022,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Rural,Percentage (%),Units,Normal value,93.57627
2022,Proportion of population using safely managed sanitation services (%),,Safely managed service,,Urban,Percentage (%),Units,Normal value,98.9558
2022,Proportion of population using safely managed sanitation services (%),,Unimproved,,,Percentage (%),Units,Normal value,0.17225
2022,Proportion of population using safely managed sanitation services (%),,Unimproved,,Rural,Percentage (%),Units,Normal value,0.225
2022,Proportion of population using safely managed sanitation services (%),,Unimproved,,Urban,Percentage (%),Units,Normal value,0.1625
2022,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,,Percentage (%),Units,Normal value,0.49415
2022,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Rural,Percentage (%),Units,Normal value,2.94925
2022,Proportion of population using safely managed sanitation services (%),Disposed insitu,,,Urban,Percentage (%),Units,Normal value,0.0403
2022,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,,Percentage (%),Units,Normal value,0.49415
2022,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Rural,Percentage (%),Units,Normal value,2.94925
2022,Proportion of population using safely managed sanitation services (%),Faecal sludge treated,,,Urban,Percentage (%),Units,Normal value,0.0403
2022,Proportion of population using safely managed sanitation services (%),Sewage treated,,,,Percentage (%),Units,Normal value,97.12818
2022,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Rural,Percentage (%),Units,Normal value,87.67777
2022,Proportion of population using safely managed sanitation services (%),Sewage treated,,,Urban,Percentage (%),Units,Normal value,98.8752
