Year,Cause of death,Country,Region,Sex,Unit measure,Observation status,GeoCode,Value
2017,Acute respiratory infections,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,50.2880505482252
2017,Acute respiratory infections,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,43.8849689972204
2017,Acute respiratory infections,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,50.4944245739533
2017,Acute respiratory infections,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,37.0571614866333
2017,Acute respiratory infections,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,43.4670402595487
2017,Acute respiratory infections,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,49.1650206500269
2017,Acute respiratory infections,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,37.45786463659429
2017,Acute respiratory infections,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,53.7097101462443
2017,Acute respiratory infections,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,58.8013772326232
2017,Acute respiratory infections,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,48.4810538398738
2017,Acute respiratory infections,Wales,,,"Rate per 100,000 population",Undefined,W92000004,78.2349929604505
2017,Acute respiratory infections,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,84.1009463722398
2017,Acute respiratory infections,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,72.1984157901571
2017,Diarrhoea,England,,,"Rate per 100,000 population",Undefined,E92000001,2.09639082766085
2017,Diarrhoea,England,,Female,"Rate per 100,000 population",Undefined,E92000001,2.58365791942683
2017,Diarrhoea,England,,Male,"Rate per 100,000 population",Undefined,E92000001,1.5974615281047702
2017,Diarrhoea,England,East,,"Rate per 100,000 population",Undefined,E12000006,2.23720900071331
2017,Diarrhoea,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,2.7173044340014703
2017,Diarrhoea,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,1.74324902147814
2017,Diarrhoea,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,1.94899092566591
2017,Diarrhoea,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,2.19707333250425
2017,Diarrhoea,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,1.69534627447656
2017,Diarrhoea,England,London,,"Rate per 100,000 population",Undefined,E12000007,1.25779036827195
2017,Diarrhoea,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,1.69445574081605
2017,Diarrhoea,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.818405019550787
2017,Diarrhoea,England,North East,,"Rate per 100,000 population",Undefined,E12000001,2.68461451204295
2017,Diarrhoea,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,3.04425304425304
2017,Diarrhoea,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,2.31142614993451
2017,Diarrhoea,England,North West,,"Rate per 100,000 population",Undefined,E12000002,2.52114732868597
2017,Diarrhoea,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,3.04563006471964
2017,Diarrhoea,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,1.98257567295878
2017,Diarrhoea,England,South East,,"Rate per 100,000 population",Undefined,E12000008,2.0703021760197298
2017,Diarrhoea,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,2.45310871830497
2017,Diarrhoea,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,1.6762023958519598
2017,Diarrhoea,England,South West,,"Rate per 100,000 population",Undefined,E12000009,2.14055726440379
2017,Diarrhoea,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,2.4423914197727497
2017,Diarrhoea,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,1.82868846463317
2017,Diarrhoea,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,2.38879314757623
2017,Diarrhoea,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,2.94276823163307
2017,Diarrhoea,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,1.82488034982612
2017,Diarrhoea,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,2.2568393240491003
2017,Diarrhoea,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,3.3338164951442204
2017,Diarrhoea,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,1.1522021929009498
2017,Diarrhoea,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,2.77955954671798
2017,Diarrhoea,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,3.05070481800968
2017,Diarrhoea,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,2.4994566398609
2017,Diarrhoea,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,2.34110013272379
2017,Diarrhoea,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,2.94487340635662
2017,Diarrhoea,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,1.70435177820702
2017,Diarrhoea,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,2.1698904606588103
2017,Diarrhoea,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,2.66001960643665
2017,Diarrhoea,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,1.66657459072243
2017,Diarrhoea,Wales,,,"Rate per 100,000 population",Undefined,W92000004,2.8158197875336
2017,Diarrhoea,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,3.2807570977918
2017,Diarrhoea,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,2.33735878457343
2017,Intestinal nematode infections,England,,,"Rate per 100,000 population",Undefined,E92000001,0.0
2017,Intestinal nematode infections,England,,Female,"Rate per 100,000 population",Undefined,E92000001,0.0
2017,Intestinal nematode infections,England,,Male,"Rate per 100,000 population",Undefined,E92000001,0.0
2017,Intestinal nematode infections,England,East,,"Rate per 100,000 population",Undefined,E12000006,0.0
2017,Intestinal nematode infections,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,0.0
2017,Intestinal nematode infections,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,0.0
2017,Intestinal nematode infections,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,0.0
2017,Intestinal nematode infections,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,0.0
2017,Intestinal nematode infections,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,0.0
2017,Intestinal nematode infections,England,London,,"Rate per 100,000 population",Undefined,E12000007,0.0
2017,Intestinal nematode infections,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,0.0
2017,Intestinal nematode infections,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.0
2017,Intestinal nematode infections,England,North East,,"Rate per 100,000 population",Undefined,E12000001,0.0
2017,Intestinal nematode infections,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,0.0
2017,Intestinal nematode infections,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,0.0
2017,Intestinal nematode infections,England,North West,,"Rate per 100,000 population",Undefined,E12000002,0.0
2017,Intestinal nematode infections,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,0.0
2017,Intestinal nematode infections,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,0.0
2017,Intestinal nematode infections,England,South East,,"Rate per 100,000 population",Undefined,E12000008,0.0
2017,Intestinal nematode infections,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,0.0
2017,Intestinal nematode infections,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,0.0
2017,Intestinal nematode infections,England,South West,,"Rate per 100,000 population",Undefined,E12000009,0.0
2017,Intestinal nematode infections,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,0.0
2017,Intestinal nematode infections,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,0.0
2017,Intestinal nematode infections,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,0.0
2017,Intestinal nematode infections,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,0.0
2017,Intestinal nematode infections,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,0.0
2017,Intestinal nematode infections,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,0.0
2017,Intestinal nematode infections,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,0.0
2017,Intestinal nematode infections,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,0.0
2017,Intestinal nematode infections,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,0.0
2017,Intestinal nematode infections,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,0.0
2017,Intestinal nematode infections,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,0.0
2017,Intestinal nematode infections,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,0.0
2017,Intestinal nematode infections,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,0.0
2017,Intestinal nematode infections,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,0.0
2017,Intestinal nematode infections,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,0.0
2017,Intestinal nematode infections,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,0.0
2017,Intestinal nematode infections,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,0.0
2017,Intestinal nematode infections,Wales,,,"Rate per 100,000 population",Undefined,W92000004,0.0
2017,Intestinal nematode infections,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,0.0
2017,Intestinal nematode infections,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,0.0
2017,Protein-energy malnutrition,England,,,"Rate per 100,000 population",Undefined,E92000001,0.1779954476315819
2017,Protein-energy malnutrition,England,,Female,"Rate per 100,000 population",Undefined,E92000001,0.18835470389219
2017,Protein-energy malnutrition,England,,Male,"Rate per 100,000 population",Undefined,E92000001,0.167387768320773
2017,Protein-energy malnutrition,England,East,,"Rate per 100,000 population",Undefined,E12000006,0.1296932754036699
2017,Protein-energy malnutrition,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,0.159841437294204
2017,Protein-energy malnutrition,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,0.0986744729138572
2017,Protein-energy malnutrition,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,0.377224050128885
2017,Protein-energy malnutrition,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,0.455996352029184
2017,Protein-energy malnutrition,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,0.296685598033398
2017,Protein-energy malnutrition,England,London,,"Rate per 100,000 population",Undefined,E12000007,0.0566572237960339
2017,Protein-energy malnutrition,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,0.0225927432108807
2017,Protein-energy malnutrition,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.0909338910611985
2017,Protein-energy malnutrition,England,North East,,"Rate per 100,000 population",Undefined,E12000001,0.340303248005445
2017,Protein-energy malnutrition,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,0.371250371250371
2017,Protein-energy malnutrition,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,0.308190153324601
2017,Protein-energy malnutrition,England,North West,,"Rate per 100,000 population",Undefined,E12000002,0.137767613589397
2017,Protein-energy malnutrition,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,0.163158753467124
2017,Protein-energy malnutrition,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,0.111694404110354
2017,Protein-energy malnutrition,England,South East,,"Rate per 100,000 population",Undefined,E12000008,0.220244912342525
2017,Protein-energy malnutrition,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,0.130253560263981
2017,Protein-energy malnutrition,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,0.312891113892365
2017,Protein-energy malnutrition,England,South West,,"Rate per 100,000 population",Undefined,E12000009,0.143903009371683
2017,Protein-energy malnutrition,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,0.212381862588935
2017,Protein-energy malnutrition,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,0.0731475385853266
2017,Protein-energy malnutrition,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,0.22181650656065
2017,Protein-energy malnutrition,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,0.338249222026789
2017,Protein-energy malnutrition,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,0.103295114141101
2017,Protein-energy malnutrition,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,0.146786297499128
2017,Protein-energy malnutrition,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,0.1087114074503549
2017,Protein-energy malnutrition,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,0.185839063371121
2017,Protein-energy malnutrition,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,0.2138122728244599
2017,Protein-energy malnutrition,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,0.210393435724805
2017,Protein-energy malnutrition,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,0.217344055640078
2017,Protein-energy malnutrition,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,0.165904733815072
2017,Protein-energy malnutrition,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,0.179565451607111
2017,Protein-energy malnutrition,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,0.151497935840624
2017,Protein-energy malnutrition,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,0.17413635936899
2017,Protein-energy malnutrition,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,0.182315950553523
2017,Protein-energy malnutrition,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,0.165736699629855
2017,Protein-energy malnutrition,Wales,,,"Rate per 100,000 population",Undefined,W92000004,0.0959938563931908
2017,Protein-energy malnutrition,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,0.0630914826498423
2017,Protein-energy malnutrition,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,0.129853265809635
2018,,England,,,"Rate per 100,000 population",Undefined,E92000001,58.564915715684194
2018,,England,,Female,"Rate per 100,000 population",Undefined,E92000001,64.08517372444291
2018,,England,,Male,"Rate per 100,000 population",Undefined,E92000001,52.9169181614795
2018,,England,East,,"Rate per 100,000 population",Undefined,E12000006,62.0686318777011
2018,,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,68.7923196744763
2018,,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,55.1464572083129
2018,,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,60.365104806311294
2018,,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,64.352766798419
2018,,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,56.28525721983671
2018,,England,London,,"Rate per 100,000 population",Undefined,E12000007,34.586499927032705
2018,,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,37.921600287047
2018,,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,31.243678212591902
2018,,England,North East,,"Rate per 100,000 population",Undefined,E12000001,62.6058166221453
2018,,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,69.8018337769891
2018,,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,55.1512830333206
2018,,England,North West,,"Rate per 100,000 population",Undefined,E12000002,69.1158925412433
2018,,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,74.2405371744192
2018,,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,63.8563925862117
2018,,England,South East,,"Rate per 100,000 population",Undefined,E12000008,59.7683279320312
2018,,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,65.2019079273952
2018,,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,54.174166166700005
2018,,England,South West,,"Rate per 100,000 population",Undefined,E12000009,70.7537903816276
2018,,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,78.599550056243
2018,,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,62.65200188754581
2018,,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,60.246068329718
2018,,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,66.8883961566888
2018,,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,53.484713767868094
2018,,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,59.7306372727936
2018,,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,64.502180101618
2018,,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,54.834535034202304
2018,,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,49.6917517006803
2018,,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,57.0441699811597
2018,,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,42.1075361692939
2018,,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,50.2381346426141
2018,,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,56.680887677912
2018,,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,43.4536393838719
2018,,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,58.9232279079289
2018,,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,64.7668470781952
2018,,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,52.927399039957095
2018,,Wales,,,"Rate per 100,000 population",Undefined,W92000004,85.89817115911549
2018,,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,95.7079117702507
2018,,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,75.8094745686034
2018,Acute respiratory infections,England,,,"Rate per 100,000 population",Undefined,E92000001,56.4533417176993
2018,Acute respiratory infections,England,,Female,"Rate per 100,000 population",Undefined,E92000001,61.555960606446
2018,Acute respiratory infections,England,,Male,"Rate per 100,000 population",Undefined,E92000001,51.2326558936529
2018,Acute respiratory infections,England,East,,"Rate per 100,000 population",Undefined,E12000006,59.2627233438689
2018,Acute respiratory infections,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,65.16832501510001
2018,Acute respiratory infections,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,53.182785141548
2018,Acute respiratory infections,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,58.470889448596
2018,Acute respiratory infections,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,62.2529644268775
2018,Acute respiratory infections,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,54.6013303022649
2018,Acute respiratory infections,England,London,,"Rate per 100,000 population",Undefined,E12000007,33.564957735095
2018,Acute respiratory infections,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,36.5984930032293
2018,Acute respiratory infections,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,30.5243992897121
2018,Acute respiratory infections,England,North East,,"Rate per 100,000 population",Undefined,E12000001,59.8592874073517
2018,Acute respiratory infections,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,66.9180715764567
2018,Acute respiratory infections,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,52.5469168900804
2018,Acute respiratory infections,England,North West,,"Rate per 100,000 population",Undefined,E12000002,66.9903045761852
2018,Acute respiratory infections,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,71.7225320842584
2018,Acute respiratory infections,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,62.1335482257482
2018,Acute respiratory infections,England,South East,,"Rate per 100,000 population",Undefined,E12000008,57.6443023561356
2018,Acute respiratory infections,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,62.89253879524311
2018,Acute respiratory infections,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,52.2409617136635
2018,Acute respiratory infections,England,South West,,"Rate per 100,000 population",Undefined,E12000009,68.68225083486621
2018,Acute respiratory infections,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,76.2795275590551
2018,Acute respiratory infections,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,60.8370539765509
2018,Acute respiratory infections,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,57.7548806941432
2018,Acute respiratory infections,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,63.7976214472889
2018,Acute respiratory infections,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,51.60385746528969
2018,Acute respiratory infections,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,57.1574567486678
2018,Acute respiratory infections,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,61.0788800403589
2018,Acute respiratory infections,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,53.1336661120355
2018,Acute respiratory infections,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,47.672193877551
2018,Acute respiratory infections,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,54.322796734352096
2018,Acute respiratory infections,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,40.8119196717772
2018,Acute respiratory infections,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,47.516595869881
2018,Acute respiratory infections,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,53.2750152367978
2018,Acute respiratory infections,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,41.4527333131984
2018,Acute respiratory infections,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,56.7436735726026
2018,Acute respiratory infections,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,62.124576092351695
2018,Acute respiratory infections,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,51.2226213929772
2018,Acute respiratory infections,Wales,,,"Rate per 100,000 population",Undefined,W92000004,83.3492640030587
2018,Acute respiratory infections,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,92.44014327908
2018,Acute respiratory infections,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,73.99987074258391
2018,Diarrhoea,England,,,"Rate per 100,000 population",Undefined,E92000001,1.94900781032277
2018,Diarrhoea,England,,Female,"Rate per 100,000 population",Undefined,E92000001,2.34199482853631
2018,Diarrhoea,England,,Male,"Rate per 100,000 population",Undefined,E92000001,1.54691899276779
2018,Diarrhoea,England,East,,"Rate per 100,000 population",Undefined,E12000006,2.5640198671224903
2018,Diarrhoea,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,3.36967924468322
2018,Diarrhoea,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,1.7345769923089498
2018,Diarrhoea,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,1.8525842509523096
2018,Diarrhoea,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,2.05862977602108
2018,Diarrhoea,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,1.64182874463248
2018,Diarrhoea,England,London,,"Rate per 100,000 population",Undefined,E12000007,0.942962023327084
2018,Diarrhoea,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,1.2334050950843198
2018,Diarrhoea,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.65184652385983
2018,Diarrhoea,England,North East,,"Rate per 100,000 population",Undefined,E12000001,2.48316339967644
2018,Diarrhoea,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,2.4401064773735603
2018,Diarrhoea,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,2.52776713902719
2018,Diarrhoea,England,North West,,"Rate per 100,000 population",Undefined,E12000002,1.97473978689266
2018,Diarrhoea,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,2.35555314886013
2018,Diarrhoea,England,North West,Male,"Rate per 100,000 population",Undefined,E12000002,1.5839052991358
2018,Diarrhoea,England,South East,,"Rate per 100,000 population",Undefined,E12000008,1.97074537969694
2018,Diarrhoea,England,South East,Female,"Rate per 100,000 population",Undefined,E12000008,2.11512313038223
2018,Diarrhoea,England,South East,Male,"Rate per 100,000 population",Undefined,E12000008,1.8221007488389696
2018,Diarrhoea,England,South West,,"Rate per 100,000 population",Undefined,E12000009,1.94653284997411
2018,Diarrhoea,England,South West,Female,"Rate per 100,000 population",Undefined,E12000009,2.21456692913386
2018,Diarrhoea,England,South West,Male,"Rate per 100,000 population",Undefined,E12000009,1.66975207811536
2018,Diarrhoea,England,West Midlands,,"Rate per 100,000 population",Undefined,E12000005,2.28782537960954
2018,Diarrhoea,England,West Midlands,Female,"Rate per 100,000 population",Undefined,E12000005,2.78841631391521
2018,Diarrhoea,England,West Midlands,Male,"Rate per 100,000 population",Undefined,E12000005,1.77826414061966
2018,Diarrhoea,England,Yorkshire and The Humber,,"Rate per 100,000 population",Undefined,E12000003,2.28118840791299
2018,Diarrhoea,England,Yorkshire and The Humber,Female,"Rate per 100,000 population",Undefined,E12000003,3.17105689885049
2018,Diarrhoea,England,Yorkshire and The Humber,Male,"Rate per 100,000 population",Undefined,E12000003,1.3680902200037
2018,Diarrhoea,Northern Ireland,,,"Rate per 100,000 population",Undefined,N92000002,1.80697278911565
2018,Diarrhoea,Northern Ireland,,Female,"Rate per 100,000 population",Undefined,N92000002,2.40736864140674
2018,Diarrhoea,Northern Ireland,,Male,"Rate per 100,000 population",Undefined,N92000002,1.18764845605701
2018,Diarrhoea,Scotland,,,"Rate per 100,000 population",Undefined,S92000003,2.5192622423272804
2018,Diarrhoea,Scotland,,Female,"Rate per 100,000 population",Undefined,S92000003,3.22661599684509
2018,Diarrhoea,Scotland,,Male,"Rate per 100,000 population",Undefined,S92000003,1.77438840229538
2018,Diarrhoea,United Kingdom,,,"Rate per 100,000 population",Undefined,K02000001,2.0109700220965903
2018,Diarrhoea,United Kingdom,,Female,"Rate per 100,000 population",Undefined,K02000001,2.44907906899329
2018,Diarrhoea,United Kingdom,,Male,"Rate per 100,000 population",Undefined,K02000001,1.56144213819983
2018,Diarrhoea,Wales,,,"Rate per 100,000 population",Undefined,W92000004,2.35773911935258
2018,Diarrhoea,Wales,,Female,"Rate per 100,000 population",Undefined,W92000004,3.01640168415761
2018,Diarrhoea,Wales,,Male,"Rate per 100,000 population",Undefined,W92000004,1.6803464098752698
2018,Intestinal nematode infections,England,,,"Rate per 100,000 population",Undefined,E92000001,0.0
2018,Intestinal nematode infections,England,,Female,"Rate per 100,000 population",Undefined,E92000001,0.0
2018,Intestinal nematode infections,England,,Male,"Rate per 100,000 population",Undefined,E92000001,0.0
2018,Intestinal nematode infections,England,East,,"Rate per 100,000 population",Undefined,E12000006,0.0
2018,Intestinal nematode infections,England,East,Female,"Rate per 100,000 population",Undefined,E12000006,0.0
2018,Intestinal nematode infections,England,East,Male,"Rate per 100,000 population",Undefined,E12000006,0.0
2018,Intestinal nematode infections,England,East Midlands,,"Rate per 100,000 population",Undefined,E12000004,0.0
2018,Intestinal nematode infections,England,East Midlands,Female,"Rate per 100,000 population",Undefined,E12000004,0.0
2018,Intestinal nematode infections,England,East Midlands,Male,"Rate per 100,000 population",Undefined,E12000004,0.0
2018,Intestinal nematode infections,England,London,,"Rate per 100,000 population",Undefined,E12000007,0.0
2018,Intestinal nematode infections,England,London,Female,"Rate per 100,000 population",Undefined,E12000007,0.0
2018,Intestinal nematode infections,England,London,Male,"Rate per 100,000 population",Undefined,E12000007,0.0
2018,Intestinal nematode infections,England,North East,,"Rate per 100,000 population",Undefined,E12000001,0.0
2018,Intestinal nematode infections,England,North East,Female,"Rate per 100,000 population",Undefined,E12000001,0.0
2018,Intestinal nematode infections,England,North East,Male,"Rate per 100,000 population",Undefined,E12000001,0.0
2018,Intestinal nematode infections,England,North West,,"Rate per 100,000 population",Undefined,E12000002,0.0
2018,Intestinal nematode infections,England,North West,Female,"Rate per 100,000 population",Undefined,E12000002,0.0
