Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or rural,Observation status,Unit multiplier,Units,GeoCode,Value
2020/21,(a) Physical violence - 16 and over,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,1.53393887227628
2020/21,(a) Physical violence - 16 and over,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.86661722952111
2020/21,(a) Physical violence - 16 and over,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.506246409659133
2020/21,(a) Physical violence - 16 and over,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.853541320922883
2020/21,(a) Physical violence - 16 and over,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.785310479805799
2021/22,(a) Physical violence - 16 and over,Assault with minor injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4413608709634601
2021/22,(a) Physical violence - 16 and over,Violence with injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.595007693188582
2021/22,(a) Physical violence - 16 and over,Violence without injury,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.396222985524323
2021/22,(a) Physical violence - 16 and over,Wounding,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.1815113110325938
2021/22,(a) Physical violence - 16 and over,,18 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.529314423356486
2021/22,(a) Physical violence - 16 and over,,18 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,4.477695205420874
2021/22,(a) Physical violence - 16 and over,,18 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,3.044634047547366
2021/22,(a) Physical violence - 16 and over,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.033640329311021
2021/22,(a) Physical violence - 16 and over,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.82980445005576
2021/22,(a) Physical violence - 16 and over,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.930977689946773
2021/22,(a) Physical violence - 16 and over,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.944576866466408
2021/22,(a) Physical violence - 16 and over,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.899082548502532
2021/22,(a) Physical violence - 16 and over,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.912032706915549
2021/22,(a) Physical violence - 16 and over,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.411101235138341
2021/22,(a) Physical violence - 16 and over,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.511011487631345
2021/22,(a) Physical violence - 16 and over,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,2.460361874081527
2021/22,(a) Physical violence - 16 and over,,55 to 64,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.752120840413742
2021/22,(a) Physical violence - 16 and over,,55 to 64,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.381035582229053
2021/22,(a) Physical violence - 16 and over,,55 to 64,,,,,,,,,,,Normal value,Units,Percentage (%),,1.570217337888675
2021/22,(a) Physical violence - 16 and over,,65 to 74,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.419800420821654
2021/22,(a) Physical violence - 16 and over,,65 to 74,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8025708391390338
2021/22,(a) Physical violence - 16 and over,,65 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.6038776348422813
2021/22,(a) Physical violence - 16 and over,,75 and over,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.1985535541706683
2021/22,(a) Physical violence - 16 and over,,75 and over,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.3123575008290976
2021/22,(a) Physical violence - 16 and over,,75 and over,,,,,,,,,,,Normal value,Units,Percentage (%),,0.2492501377068705
2021/22,(a) Physical violence - 16 and over,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.568181794552029
2021/22,(a) Physical violence - 16 and over,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.223012354624823
2021/22,(a) Physical violence - 16 and over,,,,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,1.903729078361585
2021/22,(a) Physical violence - 16 and over,,,,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,1.80471765826666
2021/22,(a) Physical violence - 16 and over,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,2.530913273793235
2021/22,(a) Physical violence - 16 and over,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.710039544504814
2021/22,(a) Physical violence - 16 and over,,,,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,5.054307856361836
2021/22,(a) Physical violence - 16 and over,,,,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,5.369038956418366
2021/22,(a) Physical violence - 16 and over,,,,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,1.923644639807532
2021/22,(a) Physical violence - 16 and over,,,,,,Other,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,1.806652045650427
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.132448481064314
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.471209665205283
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.391084227651488
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,3.3959816785669
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.457959093362321
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.542857976178627
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,1.427008277667513
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.047021169626964
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.862184431022664
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.367205604531417
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,2.020700771935475
2021/22,(a) Physical violence - 16 and over,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.889135441331453
2021/22,(c) Sexual violence - 16 and over,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.6715143797790044
2021/22,(c) Sexual violence - 16 and over,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.174146912726549
2021/22,(c) Sexual violence - 16 and over,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.9423232613779544
2021/22,(c) Sexual violence - 16 and over,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.5920298823999393
2021/22,(c) Sexual violence - 16 and over,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5620000212273326
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.2957532265730136
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.1793944326053674
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,,,Normal value,Units,Percentage (%),,2.261609842360936
2021/22,(c) Sexual violence - 16 and over,,16 to 19,,,,,,,,,,,Normal value,Units,Percentage (%),,11.318189050706302
2021/22,(c) Sexual violence - 16 and over,,20 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,8.765737975846388
2021/22,(c) Sexual violence - 16 and over,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.582389493084189
2021/22,(c) Sexual violence - 16 and over,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,0.3238525384649363
2021/22,(c) Sexual violence - 16 and over,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,0.2644878879228034
2021/22,(c) Sexual violence - 16 and over,,55 to 59,,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,60 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,1.5496102542435708
2021/22,(c) Sexual violence - 16 and over,,75 and over,,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,7.633739858977101
2021/22,(c) Sexual violence - 16 and over,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,3.1874644208192167
2021/22,(c) Sexual violence - 16 and over,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.0178274154283578
2021/22,(c) Sexual violence - 16 and over,,35 to 44,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,45 to 54,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,55 to 59,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,60 to 74,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,75 and over,Male,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,16 to 19,Female,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,14.571193306809723
2021/22,(c) Sexual violence - 16 and over,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,4.155513472469301
2021/22,(c) Sexual violence - 16 and over,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.3146062626965328
2021/22,(c) Sexual violence - 16 and over,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.4255369541352574
2021/22,(c) Sexual violence - 16 and over,,55 to 59,Female,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,60 to 74,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.316485005015038
2021/22,(c) Sexual violence - 16 and over,,75 and over,Female,,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,,,,,White,,,,,,Normal value,Units,Percentage (%),,2.517190704227094
2021/22,(c) Sexual violence - 16 and over,,,,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,4.317481166490917
2021/22,(c) Sexual violence - 16 and over,,,,,,,Asian,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,,,,,Black,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,,,,,Other ethnic group,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,1.254466574575779
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,Mixed,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,Asian,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,Black,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,Other ethnic group,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,3.701729638733184
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,Mixed,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,Asian,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,Black,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,Other ethnic group,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,1.95130643373692
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,3.356556054668588
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.593696849136243
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,Other qualification,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,1.6739251529247157
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.8739775235117379
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,1.8959872045399184
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.6884044014391817
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,Other qualification,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,No qualifications,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,2.9727871116562783
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,5.43866670449632
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,3.2328809445537696
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,Other qualification,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,No qualifications,,,,Normal value,Units,Percentage (%),,2.186982666468731
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,"Less than £10,400",,,Normal value,Units,Percentage (%),,2.947097790605749
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,"£10,400 to less than £20,800",,,Normal value,Units,Percentage (%),,2.619949273792981
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,"£20,800 to less than £31,200",,,Normal value,Units,Percentage (%),,1.727787052813683
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,"£31,200 to less than £41,600",,,Normal value,Units,Percentage (%),,0.703394624930366
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,"£41,600 to less than £52,000",,,Normal value,Units,Percentage (%),,1.9114105688785736
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,"£52,000 or more",,,Normal value,Units,Percentage (%),,2.5915293726392066
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,No income stated or not enough information provided,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,"Less than £10,400",,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,"£10,400 to less than £20,800",,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,"£20,800 to less than £31,200",,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,"£31,200 to less than £41,600",,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,"£41,600 to less than £52,000",,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,"£52,000 or more",,,Normal value,Units,Percentage (%),,2.383682973552649
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,"Less than £10,400",,,Normal value,Units,Percentage (%),,3.2916999099996027
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,"£10,400 to less than £20,800",,,Normal value,Units,Percentage (%),,4.143367393698894
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,"£20,800 to less than £31,200",,,Normal value,Units,Percentage (%),,2.496343590617426
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,"£31,200 to less than £41,600",,,Normal value,Units,Percentage (%),,0.8852158391204115
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,"£41,600 to less than £52,000",,,Normal value,Units,Percentage (%),,4.090104225827691
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,"£52,000 or more",,,Normal value,Units,Percentage (%),,2.819307458263567
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,No income stated or not enough information provided,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.6088674295708122
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,2.08958870093089
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,4.602373354967341
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.4412385708329025
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,1.959137551334648
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.300226961766715
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.7553750060959357
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.7439318942773494
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,2.523401432213145
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,2.6608830998217874
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,North East,,Missing value; suppressed,Units,Percentage (%),E12000001,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.9973280163496168
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,4.160791797883003
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,East Midlands,,Missing value; suppressed,Units,Percentage (%),E12000004,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,West Midlands,,Missing value; suppressed,Units,Percentage (%),E12000005,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.5115690229472194
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,London,,Missing value; suppressed,Units,Percentage (%),E12000007,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,1.3660794898178708
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,South West,,Missing value; suppressed,Units,Percentage (%),E12000009,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,Wales,,Missing value; suppressed,Units,Percentage (%),W92000004,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.2092913664239142
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,3.254486946626048
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,5.012565359935756
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,4.824257652060018
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.6454475317341237
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.0854475058251354
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,2.9753561739901917
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,2.062706580915254
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,4.883106761316967
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,4.684687647374548
2021/22,(c) Sexual violence - 16 and over,,,,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,2.397914276139994
2021/22,(c) Sexual violence - 16 and over,,,,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,1.6946245989505797
2021/22,(c) Sexual violence - 16 and over,,,Male,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,1.3316908640101568
2021/22,(c) Sexual violence - 16 and over,,,Male,Not born in UK,,,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,Born in UK,,,,,,,,,Normal value,Units,Percentage (%),,3.4283783657503
2021/22,(c) Sexual violence - 16 and over,,,Female,Not born in UK,,,,,,,,,Normal value,Units,Percentage (%),,2.757583252616405
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,,Urban,Normal value,Units,Percentage (%),,2.4182948161610773
2021/22,(c) Sexual violence - 16 and over,,,,,,,,,,,,Rural,Normal value,Units,Percentage (%),,1.6099565497667572
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,,Urban,Normal value,Units,Percentage (%),,1.3281994878366037
2021/22,(c) Sexual violence - 16 and over,,,Male,,,,,,,,,Rural,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,,Urban,Normal value,Units,Percentage (%),,3.471464361192405
2021/22,(c) Sexual violence - 16 and over,,,Female,,,,,,,,,Rural,Normal value,Units,Percentage (%),,2.584751306655816
2021/22,(c) Sexual violence - 16 and over,,,,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,3.9175025418834015
2021/22,(c) Sexual violence - 16 and over,,,,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.9553693179279177
2021/22,(c) Sexual violence - 16 and over,,,Male,,Disabled (GSS harmonised),,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,1.140679133963896
2021/22,(c) Sexual violence - 16 and over,,,Female,,Disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,5.781258267660451
2021/22,(c) Sexual violence - 16 and over,,,Female,,Non-disabled (GSS harmonised),,,,,,,,Normal value,Units,Percentage (%),,2.766986419385762
2021/22,(c) Sexual violence - 16 and over,,,,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,1.7022163454301469
2021/22,(c) Sexual violence - 16 and over,,,,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,12.773043840647397
2021/22,(c) Sexual violence - 16 and over,,,,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,16.432603021799515
2021/22,(c) Sexual violence - 16 and over,,,,,,Other,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Male,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,1.7022163454301469
2021/22,(c) Sexual violence - 16 and over,,,Male,,,Gay/Lesbian,,,,,,,Normal value,Units,Percentage (%),,12.773043840647397
2021/22,(c) Sexual violence - 16 and over,,,Male,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,16.432603021799515
2021/22,(c) Sexual violence - 16 and over,,,Male,,,Other,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,Heterosexual/straight,,,,,,,Normal value,Units,Percentage (%),,2.618110607511136
2021/22,(c) Sexual violence - 16 and over,,,Female,,,Gay/Lesbian,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2021/22,(c) Sexual violence - 16 and over,,,Female,,,Bisexual,,,,,,,Normal value,Units,Percentage (%),,20.00556874195763
2021/22,(c) Sexual violence - 16 and over,,,Female,,,Other,,,,,,,Missing value; suppressed,Units,Percentage (%),,
2018 to 2020,(c) Sexual violence - 16 to 74,,16 to 19,,,,,,,,,,,Normal value,Units,Percentage (%),,7.684745807107957
2018 to 2020,(c) Sexual violence - 16 to 74,,20 to 24,,,,,,,,,,,Normal value,Units,Percentage (%),,6.457530722097673
2018 to 2020,(c) Sexual violence - 16 to 74,,25 to 34,,,,,,,,,,,Normal value,Units,Percentage (%),,2.1931507737120643
2018 to 2020,(c) Sexual violence - 16 to 74,,35 to 44,,,,,,,,,,,Normal value,Units,Percentage (%),,1.1451666977590933
2018 to 2020,(c) Sexual violence - 16 to 74,,45 to 54,,,,,,,,,,,Normal value,Units,Percentage (%),,1.0277150376030444
2018 to 2020,(c) Sexual violence - 16 to 74,,55 to 59,,,,,,,,,,,Normal value,Units,Percentage (%),,0.934589792962306
2018 to 2020,(c) Sexual violence - 16 to 74,,60 to 74,,,,,,,,,,,Normal value,Units,Percentage (%),,0.400451052165874
2018 to 2020,(c) Sexual violence - 16 to 74,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.905354491683722
2018 to 2020,(c) Sexual violence - 16 to 74,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.616546451841935
2018 to 2020,(c) Sexual violence - 16 to 74,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.216656872163104
2018 to 2020,(c) Sexual violence - 16 to 74,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.3757209177884147
2018 to 2020,(c) Sexual violence - 16 to 74,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.39149004579693
2018 to 2020,(c) Sexual violence - 16 to 74,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.282004244865623
2018 to 2020,(c) Sexual violence - 16 to 74,,60 to 74,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.150308098273823
2018 to 2020,(c) Sexual violence - 16 to 74,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,12.865436023790538
2018 to 2020,(c) Sexual violence - 16 to 74,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,10.524345972011355
2018 to 2020,(c) Sexual violence - 16 to 74,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.187068695070899
2018 to 2020,(c) Sexual violence - 16 to 74,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.88361017967591
