Year,Country,Sex,Age,Exposure category,Ethnicity,Unit measure,Observation status,Unit multiplier,GeoCode,Value
2011,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.3346854626022464
2012,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.432086296275092
2013,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.4224319831703098
2014,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.5162889152769891
2015,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.915566460969402
2016,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.9010343874768232
2017,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.2962766908263848
2018,Scotland,,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.3898202343989069
2000,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.310724018034422
2001,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2002,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.302121192895318
2003,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.2980403844720959
2004,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.2936805812526064
2005,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.5788628239822868
2006,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.5721003807328033
2007,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,1.125726797363548
2008,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.5515400376701846
2009,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.5392419875381176
2010,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,1.321946963487825
2011,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.7750776369433005
2012,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.992629724297094
2013,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.9632357013680356
2014,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.9368229990046256
2015,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,1.836205847856574
2016,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,1.8003582712959878
2017,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.4422616375621654
2018,Scotland,Male,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.8698564301961962
2000,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2001,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2002,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.2075244204361748
2003,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2004,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2005,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.2054176860519337
2006,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2007,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.2037892574530826
2008,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.201963081148766
2009,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2010,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2011,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2012,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2013,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2014,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.1846807331825107
2015,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.1827094718417297
2016,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.1803439519852262
2017,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.17846116506587
2018,Scotland,Female,Over 65,,,"Rate per 100,000 population",Undefined,Units,S92000003,0.0
2000,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,100.87763542822556
2001,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,98.39555011144802
2002,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,109.96920862158596
2003,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,157.21705904595115
2004,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,211.67998733876712
2005,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,256.9483945628935
2006,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,194.43904335990663
2007,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,253.84615384615384
2008,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,190.5814640468068
2009,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,206.03357024043552
2010,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,226.84239140623532
2011,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,241.06215695000745
2012,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,243.8663907774165
2013,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,218.81435716387173
2014,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,203.1962216486353
2015,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,236.630383341221
2016,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,182.6533564814815
2017,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,215.9982720138239
2018,Scotland,,,Sex between men,,"Rate per 100,000 population",Undefined,Units,S92000003,132.74733159924656
2000,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.372284316726161
2001,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.635641956510966
2002,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.8225753469456087
2003,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.958143003906931
2004,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,4.100385146764844
2005,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.5192882131855523
2006,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.9950873436403955
2007,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.4381311826017376
2008,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.4353371397803625
2009,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.831639533215828
2010,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.78847204176532
2011,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.421269896671165
2012,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.230760826018866
2013,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.996332193306661
2014,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.1684692820514444
2015,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.6408347578251523
2016,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.1226953672955657
2017,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.7810953647438406
2018,Scotland,,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.4434330790004248
2000,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.5708146820906703
2001,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.615548455249047
2002,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.2831796597750964
2003,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.788957998809012
2004,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.7993238230439257
2005,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.647031125522725
2006,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.7753962635092413
2007,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.3439040628933454
2008,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.511736123201596
2009,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.0414908406975023
2010,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.675951081668081
2011,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.406216508473973
2012,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.54117299586556
2013,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.529219645069358
2014,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.327938059744392
2015,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.7951167156544572
2016,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.4874944735382214
2017,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.9620034671404127
2018,Scotland,Male,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.4897891250049466
2000,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.1926195199706433
2001,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.6464579201943552
2002,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.28515111695138
2003,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.0950282921998005
2004,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,4.349163533532277
2005,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,4.27617038783515
2006,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.177768866100457
2007,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.508098823587924
2008,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,3.353412626834008
2009,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.632664344071679
2010,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.8782839147975627
2011,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.425322795305788
2012,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.9425489004309868
2013,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.5075731862171629
2014,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,2.0160546582444194
2015,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.4949777291032011
2016,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.7842888270807464
2017,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.6101572106653423
2018,Scotland,Female,,Heterosexual contact,,"Rate per 100,000 population",Undefined,Units,S92000003,1.3957938387122153
2000,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,171.3143618540021
2001,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,189.64536317087047
2002,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,94.50902561194594
2003,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,94.17969485778866
2004,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,121.79126850290426
2005,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,167.37957969127768
2006,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,147.7241251961961
2007,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,54.87972194274216
2008,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,117.99945538712898
2009,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,126.205715315965
2010,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,152.16612960973862
2011,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,115.34025374855824
2012,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,132.61426929537618
2013,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,140.98158428055336
2014,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,149.14897350412352
2015,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,453.9898725336127
2016,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,277.70545864792155
2017,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,294.0159114493256
2018,Scotland,,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,112.12696222183888
2000,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,121.6216216216216
2001,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,174.84868863483524
2002,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2003,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2004,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2005,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2006,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2007,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2008,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2009,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2010,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,100.45203415369164
2011,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,62.10408644888834
2012,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2013,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,135.48466559921172
2014,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,122.60912211868563
2015,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,426.725188978298
2016,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,242.24806201550388
2017,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,229.0812635640222
2018,Scotland,Male,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2000,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,319.7158081705151
2001,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,247.87535410764872
2002,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2003,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2004,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2005,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2006,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2007,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2008,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2009,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2010,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,303.951367781155
2011,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,268.2763246143528
2012,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2013,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,166.7778519012675
2014,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,232.4809033543673
2015,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,562.1693121693121
2016,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,394.7368421052632
2017,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,492.1259842519685
2018,Scotland,Female,,Injecting drug use,,"Rate per 100,000 population",Undefined,Units,S92000003,
2000,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,2.099035311627021
2001,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,2.1994031344521368
2002,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,2.561697061773812
2003,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,2.983812013391671
2004,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.899058598429121
2005,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,4.259228227845115
2006,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.2250242772660878
2007,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,4.032077150238554
2008,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.633419049289392
2009,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.5156229400646835
2010,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.72840510674987
2011,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,4.106776972511009
2012,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.865417322761962
2013,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.625027187703908
2014,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.611536968858042
2015,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,4.298142764903953
2016,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.932610930351759
2017,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.861529689418109
2018,Scotland,,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,2.123344519412912
2000,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.4028956089460425
2001,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.485377989242933
2002,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.7799572227762384
2003,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,5.049013617911015
2004,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.764964418401211
2005,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,7.52319265803643
2006,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,5.80948241273238
2007,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,7.0853838475623165
2008,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.251197803526498
2009,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.332604743325231
2010,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.576388815592374
2011,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,7.083335848722484
2012,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,7.385222010209266
2013,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.718551480300847
2014,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.254828069915432
2015,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,7.568744808871362
2016,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.456685287379582
2017,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,6.582107481113661
2018,Scotland,Male,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,3.5929878935835093
2000,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,0.921041068069924
2001,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.036386771866321
2002,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.4586749703658666
2003,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.113179236059637
2004,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.3015021631731545
2005,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.2959850763506735
2006,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,0.8737240779361877
2007,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.2463332309829378
2008,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.2397662927832076
2009,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,0.934928246126966
2010,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.116105476431945
2011,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.3686539769015598
2012,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,0.6272988658436506
2013,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,0.7735669947695819
2014,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.1744627750353258
2015,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.2792392985236485
2016,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.5996940221615792
2017,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,1.3416690871102224
2018,Scotland,Female,,,Non Black African,"Rate per 100,000 population",Undefined,Units,S92000003,0.7601642099486672
2000,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,62.19649307465971
2001,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,81.31247907399435
2002,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,136.27235344745148
2003,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,186.3843819446104
2004,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,250.11910433539785
2005,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,218.0456473822672
2006,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,219.43277806616013
2007,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,229.57809169067863
2008,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,188.55187504364628
2009,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,178.2489930089356
2010,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,172.6201436199595
2011,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,100.54844606946985
2012,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,120.80322749754974
2013,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,100.0250062515629
2014,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,95.12161978529691
2015,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,74.38631291842302
2016,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,62.74509803921569
2017,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,75.90810653926012
2018,Scotland,,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,69.04077860181289
2000,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,54.79179119346483
2001,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,64.70558956746801
2002,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,84.5476699656836
2003,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,129.1797088488101
2004,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,143.58568104173887
2005,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,127.96535092036618
2006,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,185.9827721221613
2007,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,198.9422097142025
2008,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,168.56097091119247
2009,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,148.31116639556024
2010,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,114.09013120365088
2011,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,65.98171363936281
2012,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,94.00263207369808
2013,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,107.7132018920058
2014,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,74.64427338465127
2015,Scotland,Male,,,Black African,"Rate per 100,000 population",Undefined,Units,S92000003,64.96519721577725
