Year,Series,Region,Local authority,Sex,Unit measure,Observation status,GeoCode,Value
2016 to 2017,Secondary,Inner London,,,Percentage (%),Normal value,E13000001,93.3962
2016 to 2017,Secondary,North East,,,Percentage (%),Normal value,E12000001,97.9041
2016 to 2017,Secondary,North West,,,Percentage (%),Normal value,E12000002,97.8738
2016 to 2017,Secondary,Outer London,,,Percentage (%),Normal value,E13000002,93.6506
2016 to 2017,Secondary,South East,,,Percentage (%),Normal value,E12000008,95.0381
2016 to 2017,Secondary,South West,,,Percentage (%),Normal value,E12000009,96.8498
2016 to 2017,Secondary,West Midlands,,,Percentage (%),Normal value,E12000005,96.348
2016 to 2017,Secondary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,96.9944
2016 to 2017,Secondary,,,Female,Percentage (%),Normal value,,95.7449
2016 to 2017,Secondary,,,Gender unclassified,Percentage (%),Normal value,,86.9235
2016 to 2017,Secondary,,,Male,Percentage (%),Normal value,,95.8409
2016 to 2017,Secondary,,,,Percentage (%),Normal value,,95.7742
2017 to 2018,All state-funded schools,East Midlands,Derby,,Percentage (%),Normal value,E12000004,95.0177
2017 to 2018,All state-funded schools,East Midlands,Derbyshire,,Percentage (%),Normal value,E12000004,98.5907
2017 to 2018,All state-funded schools,East Midlands,Leicester,,Percentage (%),Normal value,E12000004,97.344
2017 to 2018,All state-funded schools,East Midlands,Leicestershire,,Percentage (%),Normal value,E12000004,97.2646
2017 to 2018,All state-funded schools,East Midlands,Lincolnshire,,Percentage (%),Normal value,E12000004,97.2481
2017 to 2018,All state-funded schools,East Midlands,Northamptonshire,,Percentage (%),Normal value,E12000004,95.4729
2017 to 2018,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,97.4666
2017 to 2018,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,98.0065
2017 to 2018,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,96.0674
2017 to 2018,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,97.1858
2017 to 2018,All state-funded schools,East of England,Bedford,,Percentage (%),Normal value,E12000006,95.1764
2017 to 2018,All state-funded schools,East of England,Cambridgeshire,,Percentage (%),Normal value,E12000006,94.4105
2017 to 2018,All state-funded schools,East of England,Central Bedfordshire,,Percentage (%),Normal value,E12000006,93.7166
2017 to 2018,All state-funded schools,East of England,Essex,,Percentage (%),Normal value,E12000006,95.8789
2017 to 2018,All state-funded schools,East of England,Hertfordshire,,Percentage (%),Normal value,E12000006,95.7096
2017 to 2018,All state-funded schools,East of England,Luton,,Percentage (%),Normal value,E12000006,92.6465
2017 to 2018,All state-funded schools,East of England,Norfolk,,Percentage (%),Normal value,E12000006,95.5149
2017 to 2018,All state-funded schools,East of England,Peterborough,,Percentage (%),Normal value,E12000006,95.5921
2017 to 2018,All state-funded schools,East of England,Southend-on-Sea,,Percentage (%),Normal value,E12000006,91.155
2017 to 2018,All state-funded schools,East of England,Suffolk,,Percentage (%),Normal value,E12000006,95.2432
2017 to 2018,All state-funded schools,East of England,Thurrock,,Percentage (%),Normal value,E12000006,91.293
2017 to 2018,All state-funded schools,East of England,,,Percentage (%),Normal value,E12000006,95.0357
2017 to 2018,All state-funded schools,Inner London,Camden,,Percentage (%),Normal value,E13000001,97.0158
2017 to 2018,All state-funded schools,Inner London,City of London,,Percentage (%),Normal value,E13000001,78.2608
2017 to 2018,All state-funded schools,Inner London,Hackney,,Percentage (%),Normal value,E13000001,92.719
2017 to 2018,All state-funded schools,Inner London,Hammersmith and Fulham,,Percentage (%),Normal value,E13000001,91.8124
2017 to 2018,All state-funded schools,Inner London,Haringey,,Percentage (%),Normal value,E13000001,94.5252
2017 to 2018,All state-funded schools,Inner London,Islington,,Percentage (%),Normal value,E13000001,96.1168
2017 to 2018,All state-funded schools,Inner London,Kensington and Chelsea,,Percentage (%),Normal value,E13000001,91.5401
2017 to 2018,All state-funded schools,Inner London,Lambeth,,Percentage (%),Normal value,E13000001,94.2122
2017 to 2018,All state-funded schools,Inner London,Lewisham,,Percentage (%),Normal value,E13000001,93.9477
2017 to 2018,All state-funded schools,Inner London,Newham,,Percentage (%),Normal value,E13000001,94.557
2017 to 2018,All state-funded schools,Inner London,Southwark,,Percentage (%),Normal value,E13000001,94.9158
2017 to 2018,All state-funded schools,Inner London,Tower Hamlets,,Percentage (%),Normal value,E13000001,94.6383
2017 to 2018,All state-funded schools,Inner London,Wandsworth,,Percentage (%),Normal value,E13000001,94.6201
2017 to 2018,All state-funded schools,Inner London,Westminster,,Percentage (%),Normal value,E13000001,93.8118
2017 to 2018,All state-funded schools,Inner London,,,Percentage (%),Normal value,E13000001,94.3098
2017 to 2018,All state-funded schools,North East,County Durham,,Percentage (%),Normal value,E12000001,98.2941
2017 to 2018,All state-funded schools,North East,Darlington,,Percentage (%),Normal value,E12000001,97.9508
2017 to 2018,All state-funded schools,North East,Gateshead,,Percentage (%),Normal value,E12000001,99.4935
2017 to 2018,All state-funded schools,North East,Hartlepool,,Percentage (%),Normal value,E12000001,96.788
2017 to 2018,All state-funded schools,North East,Middlesbrough,,Percentage (%),Normal value,E12000001,97.8605
2017 to 2018,All state-funded schools,North East,Newcastle Upon Tyne,,Percentage (%),Normal value,E12000001,98.9409
2017 to 2018,All state-funded schools,North East,North Tyneside,,Percentage (%),Normal value,E12000001,99.6157
2017 to 2018,All state-funded schools,North East,Northumberland,,Percentage (%),Normal value,E12000001,98.8959
2017 to 2018,All state-funded schools,North East,Redcar and Cleveland,,Percentage (%),Normal value,E12000001,97.5993
2017 to 2018,All state-funded schools,North East,South Tyneside,,Percentage (%),Normal value,E12000001,98.3244
2017 to 2018,All state-funded schools,North East,Stockton-on-Tees,,Percentage (%),Normal value,E12000001,97.5875
2017 to 2018,All state-funded schools,North East,Sunderland,,Percentage (%),Normal value,E12000001,99.2909
2017 to 2018,All state-funded schools,North East,,,Percentage (%),Normal value,E12000001,98.5408
2017 to 2018,All state-funded schools,North West,Blackburn with Darwen,,Percentage (%),Normal value,E12000002,97.964
2017 to 2018,All state-funded schools,North West,Blackpool,,Percentage (%),Normal value,E12000002,98.5262
2017 to 2018,All state-funded schools,North West,Bolton,,Percentage (%),Normal value,E12000002,97.8119
2017 to 2018,All state-funded schools,North West,Bury,,Percentage (%),Normal value,E12000002,99.4037
2017 to 2018,All state-funded schools,North West,Cheshire East,,Percentage (%),Normal value,E12000002,98.5985
2017 to 2018,All state-funded schools,North West,Cheshire West and Chester,,Percentage (%),Normal value,E12000002,98.5257
2017 to 2018,All state-funded schools,North West,Cumbria,,Percentage (%),Normal value,E12000002,98.9255
2017 to 2018,All state-funded schools,North West,Halton,,Percentage (%),Normal value,E12000002,98.8663
2017 to 2018,All state-funded schools,North West,Knowsley,,Percentage (%),Normal value,E12000002,99.2353
2017 to 2018,All state-funded schools,North West,Lancashire,,Percentage (%),Normal value,E12000002,98.9367
2017 to 2018,All state-funded schools,North West,Liverpool,,Percentage (%),Normal value,E12000002,98.4828
2017 to 2018,All state-funded schools,North West,Manchester,,Percentage (%),Normal value,E12000002,97.3941
2017 to 2018,All state-funded schools,North West,Oldham,,Percentage (%),Normal value,E12000002,96.8311
2017 to 2018,All state-funded schools,North West,Rochdale,,Percentage (%),Normal value,E12000002,99.0612
2017 to 2018,All state-funded schools,North West,Salford,,Percentage (%),Normal value,E12000002,96.5898
2017 to 2018,All state-funded schools,North West,Sefton,,Percentage (%),Normal value,E12000002,98.9754
2017 to 2018,All state-funded schools,North West,St. Helens,,Percentage (%),Normal value,E12000002,99.7352
2017 to 2018,All state-funded schools,North West,Stockport,,Percentage (%),Normal value,E12000002,98.7609
2017 to 2018,All state-funded schools,North West,Tameside,,Percentage (%),Normal value,E12000002,97.2468
2017 to 2018,All state-funded schools,North West,Trafford,,Percentage (%),Normal value,E12000002,99.2622
2017 to 2018,All state-funded schools,North West,Warrington,,Percentage (%),Normal value,E12000002,98.4599
2017 to 2018,All state-funded schools,North West,Wigan,,Percentage (%),Normal value,E12000002,99.1068
2017 to 2018,All state-funded schools,North West,Wirral,,Percentage (%),Normal value,E12000002,99.1447
2017 to 2018,All state-funded schools,North West,,,Percentage (%),Normal value,E12000002,98.5047
2017 to 2018,All state-funded schools,Outer London,Barking and Dagenham,,Percentage (%),Normal value,E13000002,94.6783
2017 to 2018,All state-funded schools,Outer London,Barnet,,Percentage (%),Normal value,E13000002,93.1025
2017 to 2018,All state-funded schools,Outer London,Bexley,,Percentage (%),Normal value,E13000002,95.1407
2017 to 2018,All state-funded schools,Outer London,Brent,,Percentage (%),Normal value,E13000002,93.2974
2017 to 2018,All state-funded schools,Outer London,Bromley,,Percentage (%),Normal value,E13000002,95.5749
2017 to 2018,All state-funded schools,Outer London,Croydon,,Percentage (%),Normal value,E13000002,92.1785
2017 to 2018,All state-funded schools,Outer London,Ealing,,Percentage (%),Normal value,E13000002,94.2051
2017 to 2018,All state-funded schools,Outer London,Enfield,,Percentage (%),Normal value,E13000002,93.3288
2017 to 2018,All state-funded schools,Outer London,Greenwich,,Percentage (%),Normal value,E13000002,95.7399
2017 to 2018,All state-funded schools,Outer London,Harrow,,Percentage (%),Normal value,E13000002,91.6223
2017 to 2018,All state-funded schools,Outer London,Havering,,Percentage (%),Normal value,E13000002,93.9278
2017 to 2018,All state-funded schools,Outer London,Hillingdon,,Percentage (%),Normal value,E13000002,90.0869
2017 to 2018,All state-funded schools,Outer London,Hounslow,,Percentage (%),Normal value,E13000002,96.4884
2017 to 2018,All state-funded schools,Outer London,Kingston Upon Thames,,Percentage (%),Normal value,E13000002,96.7265
2017 to 2018,All state-funded schools,Outer London,Merton,,Percentage (%),Normal value,E13000002,95.2652
2017 to 2018,All state-funded schools,Outer London,Redbridge,,Percentage (%),Normal value,E13000002,93.4904
2017 to 2018,All state-funded schools,Outer London,Richmond Upon Thames,,Percentage (%),Normal value,E13000002,97.2887
2017 to 2018,All state-funded schools,Outer London,Sutton,,Percentage (%),Normal value,E13000002,96.5217
2017 to 2018,All state-funded schools,Outer London,Waltham Forest,,Percentage (%),Normal value,E13000002,91.9669
2017 to 2018,All state-funded schools,Outer London,,,Percentage (%),Normal value,E13000002,93.9931
2017 to 2018,All state-funded schools,South East,Bracknell Forest,,Percentage (%),Normal value,E12000008,92.6829
2017 to 2018,All state-funded schools,South East,Brighton and Hove,,Percentage (%),Normal value,E12000008,98.5874
2017 to 2018,All state-funded schools,South East,Buckinghamshire,,Percentage (%),Normal value,E12000008,94.5918
2017 to 2018,All state-funded schools,South East,East Sussex,,Percentage (%),Normal value,E12000008,96.2292
2017 to 2018,All state-funded schools,South East,Hampshire,,Percentage (%),Normal value,E12000008,97.4898
2017 to 2018,All state-funded schools,South East,Isle of Wight,,Percentage (%),Normal value,E12000008,96.3671
2017 to 2018,All state-funded schools,South East,Kent,,Percentage (%),Normal value,E12000008,94.7495
2017 to 2018,All state-funded schools,South East,Medway,,Percentage (%),Normal value,E12000008,93.1098
2017 to 2018,All state-funded schools,South East,Milton Keynes,,Percentage (%),Normal value,E12000008,95.5357
2017 to 2018,All state-funded schools,South East,Oxfordshire,,Percentage (%),Normal value,E12000008,96.2398
2017 to 2018,All state-funded schools,South East,Portsmouth,,Percentage (%),Normal value,E12000008,96.1745
2017 to 2018,All state-funded schools,South East,Reading,,Percentage (%),Normal value,E12000008,94.6478
2017 to 2018,All state-funded schools,South East,Slough,,Percentage (%),Normal value,E12000008,89.5595
2017 to 2018,All state-funded schools,South East,Southampton,,Percentage (%),Normal value,E12000008,96.3051
2017 to 2018,All state-funded schools,South East,Surrey,,Percentage (%),Normal value,E12000008,96.821
2017 to 2018,All state-funded schools,South East,West Berkshire,,Percentage (%),Normal value,E12000008,96.1694
2017 to 2018,All state-funded schools,South East,West Sussex,,Percentage (%),Normal value,E12000008,98.5726
2017 to 2018,All state-funded schools,South East,Windsor and Maidenhead,,Percentage (%),Normal value,E12000008,93.4171
2017 to 2018,All state-funded schools,South East,Wokingham,,Percentage (%),Normal value,E12000008,98.4356
2017 to 2018,All state-funded schools,South East,,,Percentage (%),Normal value,E12000008,95.9971
2017 to 2018,All state-funded schools,South West,Bath and North East Somerset,,Percentage (%),Normal value,E12000009,99.488
2017 to 2018,All state-funded schools,South West,Bournemouth,,Percentage (%),Normal value,E12000009,96.3548
2017 to 2018,All state-funded schools,South West,"Bristol, City of",,Percentage (%),Normal value,E12000009,98.001
2017 to 2018,All state-funded schools,South West,Cornwall,,Percentage (%),Normal value,E12000009,97.6078
2017 to 2018,All state-funded schools,South West,Devon,,Percentage (%),Normal value,E12000009,98.146
2017 to 2018,All state-funded schools,South West,Dorset,,Percentage (%),Normal value,E12000009,96.8973
2017 to 2018,All state-funded schools,South West,Gloucestershire,,Percentage (%),Normal value,E12000009,98.4351
2017 to 2018,All state-funded schools,South West,Isles of Scilly,,Percentage (%),Normal value,E12000009,74.1935
2017 to 2018,All state-funded schools,South West,North Somerset,,Percentage (%),Normal value,E12000009,98.9467
2017 to 2018,All state-funded schools,South West,Plymouth,,Percentage (%),Normal value,E12000009,96.5531
2017 to 2018,All state-funded schools,South West,Poole,,Percentage (%),Normal value,E12000009,96.9547
2017 to 2018,All state-funded schools,South West,Somerset,,Percentage (%),Normal value,E12000009,97.4112
2017 to 2018,All state-funded schools,South West,South Gloucestershire,,Percentage (%),Normal value,E12000009,99.5463
2017 to 2018,All state-funded schools,South West,Swindon,,Percentage (%),Normal value,E12000009,96.8708
2017 to 2018,All state-funded schools,South West,Torbay,,Percentage (%),Normal value,E12000009,97.3851
2017 to 2018,All state-funded schools,South West,Wiltshire,,Percentage (%),Normal value,E12000009,98.1665
2017 to 2018,All state-funded schools,South West,,,Percentage (%),Normal value,E12000009,97.8463
2017 to 2018,All state-funded schools,West Midlands,Birmingham,,Percentage (%),Normal value,E12000005,96.99
2017 to 2018,All state-funded schools,West Midlands,Coventry,,Percentage (%),Normal value,E12000005,95.1075
2017 to 2018,All state-funded schools,West Midlands,Dudley,,Percentage (%),Normal value,E12000005,98.6505
2017 to 2018,All state-funded schools,West Midlands,"Herefordshire, County of",,Percentage (%),Normal value,E12000005,97.1617
2017 to 2018,All state-funded schools,West Midlands,Sandwell,,Percentage (%),Normal value,E12000005,96.3404
2017 to 2018,All state-funded schools,West Midlands,Shropshire,,Percentage (%),Normal value,E12000005,98.3544
2017 to 2018,All state-funded schools,West Midlands,Solihull,,Percentage (%),Normal value,E12000005,96.9524
2017 to 2018,All state-funded schools,West Midlands,Staffordshire,,Percentage (%),Normal value,E12000005,97.8354
2017 to 2018,All state-funded schools,West Midlands,Stoke-on-Trent,,Percentage (%),Normal value,E12000005,95.888
2017 to 2018,All state-funded schools,West Midlands,Telford and Wrekin,,Percentage (%),Normal value,E12000005,97.7738
2017 to 2018,All state-funded schools,West Midlands,Walsall,,Percentage (%),Normal value,E12000005,97.6394
2017 to 2018,All state-funded schools,West Midlands,Warwickshire,,Percentage (%),Normal value,E12000005,96.6844
2017 to 2018,All state-funded schools,West Midlands,Wolverhampton,,Percentage (%),Normal value,E12000005,95.6957
2017 to 2018,All state-funded schools,West Midlands,Worcestershire,,Percentage (%),Normal value,E12000005,98.39
2017 to 2018,All state-funded schools,West Midlands,,,Percentage (%),Normal value,E12000005,97.1401
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Barnsley,,Percentage (%),Normal value,E12000003,96.906
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Bradford,,Percentage (%),Normal value,E12000003,97.0844
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Calderdale,,Percentage (%),Normal value,E12000003,97.5259
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Doncaster,,Percentage (%),Normal value,E12000003,97.9113
2017 to 2018,All state-funded schools,Yorkshire and The Humber,East Riding of Yorkshire,,Percentage (%),Normal value,E12000003,97.9292
2017 to 2018,All state-funded schools,Yorkshire and The Humber,"Kingston Upon Hull, City of",,Percentage (%),Normal value,E12000003,96.0245
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Kirklees,,Percentage (%),Normal value,E12000003,98.2737
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Leeds,,Percentage (%),Normal value,E12000003,98.5091
2017 to 2018,All state-funded schools,Yorkshire and The Humber,North East Lincolnshire,,Percentage (%),Normal value,E12000003,94.1834
2017 to 2018,All state-funded schools,Yorkshire and The Humber,North Lincolnshire,,Percentage (%),Normal value,E12000003,97.748
2017 to 2018,All state-funded schools,Yorkshire and The Humber,North Yorkshire,,Percentage (%),Normal value,E12000003,98.4998
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Rotherham,,Percentage (%),Normal value,E12000003,97.6241
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Sheffield,,Percentage (%),Normal value,E12000003,98.1962
2017 to 2018,All state-funded schools,Yorkshire and The Humber,Wakefield,,Percentage (%),Normal value,E12000003,97.8781
2017 to 2018,All state-funded schools,Yorkshire and The Humber,York,,Percentage (%),Normal value,E12000003,98.943
2017 to 2018,All state-funded schools,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.7723
2017 to 2018,All state-funded schools,,,Female,Percentage (%),Normal value,,96.9067
2017 to 2018,All state-funded schools,,,Gender unclassified,Percentage (%),Normal value,,87.059
2017 to 2018,All state-funded schools,,,Male,Percentage (%),Normal value,,95.6881
2017 to 2018,All state-funded schools,,,,Percentage (%),Normal value,,96.6074
2017 to 2018,Nursery,East Midlands,,,Percentage (%),Normal value,E12000004,93.7113
2017 to 2018,Nursery,East of England,,,Percentage (%),Normal value,E12000006,95.1388
2017 to 2018,Nursery,Inner London,,,Percentage (%),Normal value,E13000001,95.909
2017 to 2018,Nursery,North East,,,Percentage (%),Normal value,E12000001,100.0
2017 to 2018,Nursery,North West,,,Percentage (%),Normal value,E12000002,98.1042
2017 to 2018,Nursery,Outer London,,,Percentage (%),Normal value,E13000002,97.4137
2017 to 2018,Nursery,South East,,,Percentage (%),Normal value,E12000008,96.8553
2017 to 2018,Nursery,South West,,,Percentage (%),Normal value,E12000009,97.1962
2017 to 2018,Nursery,West Midlands,,,Percentage (%),Normal value,E12000005,95.6284
2017 to 2018,Nursery,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.647
2017 to 2018,Nursery,,,Female,Percentage (%),Normal value,,96.6358
2017 to 2018,Nursery,,,Male,Percentage (%),Normal value,,97.0753
2017 to 2018,Nursery,,,,Percentage (%),Normal value,,96.6572
2017 to 2018,Primary,,,Female,Percentage (%),Normal value,,97.9298565579872
2017 to 2018,Primary,,,Gender unclassified,Percentage (%),Normal value,,89.1919135338859
2017 to 2018,Primary,,,Male,Percentage (%),Normal value,,96.4006261636651
2017 to 2018,Primary,,,,Percentage (%),Normal value,,97.7110529725201
2017 to 2018,Primary,East Midlands,,,Percentage (%),Normal value,E12000004,98.269778434649
2017 to 2018,Primary,East of England,,,Percentage (%),Normal value,E12000006,96.5382184643248
2017 to 2018,Primary,Inner London,,,Percentage (%),Normal value,E13000001,94.6558033556584
2017 to 2018,Primary,North East,,,Percentage (%),Normal value,E12000001,99.4783718967316
2017 to 2018,Primary,North West,,,Percentage (%),Normal value,E12000002,99.2671345344778
2017 to 2018,Primary,Outer London,,,Percentage (%),Normal value,E13000002,94.9635687614958
2017 to 2018,Primary,South East,,,Percentage (%),Normal value,E12000008,97.3557725066977
2017 to 2018,Primary,South West,,,Percentage (%),Normal value,E12000009,99.0500691577242
2017 to 2018,Primary,West Midlands,,,Percentage (%),Normal value,E12000005,98.4110816636446
2017 to 2018,Primary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,98.8492567263197
2017 to 2018,Secondary,East Midlands,,,Percentage (%),Normal value,E12000004,96.529
2017 to 2018,Secondary,East of England,,,Percentage (%),Normal value,E12000006,94.3948
2017 to 2018,Secondary,Inner London,,,Percentage (%),Normal value,E13000001,94.3583
2017 to 2018,Secondary,North East,,,Percentage (%),Normal value,E12000001,98.0021
2017 to 2018,Secondary,North West,,,Percentage (%),Normal value,E12000002,98.1215
2017 to 2018,Secondary,Outer London,,,Percentage (%),Normal value,E13000002,94.1807
2017 to 2018,Secondary,South East,,,Percentage (%),Normal value,E12000008,95.4014
2017 to 2018,Secondary,South West,,,Percentage (%),Normal value,E12000009,97.05
2017 to 2018,Secondary,West Midlands,,,Percentage (%),Normal value,E12000005,96.6889
2017 to 2018,Secondary,Yorkshire and The Humber,,,Percentage (%),Normal value,E12000003,97.3329
2017 to 2018,Secondary,,,Female,Percentage (%),Normal value,,96.125
2017 to 2018,Secondary,,,Gender unclassified,Percentage (%),Normal value,,84.7191
2017 to 2018,Secondary,,,Male,Percentage (%),Normal value,,96.2344
2017 to 2018,Secondary,,,,Percentage (%),Normal value,,96.1623
2018 to 2019,All state-funded schools,East Midlands,Derby,,Percentage (%),Normal value,E12000004,95.0577
2018 to 2019,All state-funded schools,East Midlands,Derbyshire,,Percentage (%),Normal value,E12000004,98.2572
2018 to 2019,All state-funded schools,East Midlands,Leicester,,Percentage (%),Normal value,E12000004,96.8996
2018 to 2019,All state-funded schools,East Midlands,Leicestershire,,Percentage (%),Normal value,E12000004,97.246
2018 to 2019,All state-funded schools,East Midlands,Lincolnshire,,Percentage (%),Normal value,E12000004,95.709
2018 to 2019,All state-funded schools,East Midlands,Northamptonshire,,Percentage (%),Normal value,E12000004,95.6628
2018 to 2019,All state-funded schools,East Midlands,Nottingham,,Percentage (%),Normal value,E12000004,97.8498
2018 to 2019,All state-funded schools,East Midlands,Nottinghamshire,,Percentage (%),Normal value,E12000004,98.0281
2018 to 2019,All state-funded schools,East Midlands,Rutland,,Percentage (%),Normal value,E12000004,96.9529
2018 to 2019,All state-funded schools,East Midlands,,,Percentage (%),Normal value,E12000004,96.9051
2018 to 2019,All state-funded schools,East of England,Bedford,,Percentage (%),Normal value,E12000006,94.2488
2018 to 2019,All state-funded schools,East of England,Cambridgeshire,,Percentage (%),Normal value,E12000006,93.9145
2018 to 2019,All state-funded schools,East of England,Central Bedfordshire,,Percentage (%),Normal value,E12000006,93.5921
2018 to 2019,All state-funded schools,East of England,Essex,,Percentage (%),Normal value,E12000006,95.9184
2018 to 2019,All state-funded schools,East of England,Hertfordshire,,Percentage (%),Normal value,E12000006,95.6351
2018 to 2019,All state-funded schools,East of England,Luton,,Percentage (%),Normal value,E12000006,91.4928
2018 to 2019,All state-funded schools,East of England,Norfolk,,Percentage (%),Normal value,E12000006,95.4635
2018 to 2019,All state-funded schools,East of England,Peterborough,,Percentage (%),Normal value,E12000006,95.3339
2018 to 2019,All state-funded schools,East of England,Southend-on-Sea,,Percentage (%),Normal value,E12000006,91.6145
2018 to 2019,All state-funded schools,East of England,Suffolk,,Percentage (%),Normal value,E12000006,95.0109
2018 to 2019,All state-funded schools,East of England,Thurrock,,Percentage (%),Normal value,E12000006,91.7355
2018 to 2019,All state-funded schools,East of England,,,Percentage (%),Normal value,E12000006,94.8797
2018 to 2019,All state-funded schools,Inner London,Camden,,Percentage (%),Normal value,E13000001,95.9313
2018 to 2019,All state-funded schools,Inner London,City of London,,Percentage (%),Normal value,E13000001,79.1666
2018 to 2019,All state-funded schools,Inner London,Hackney,,Percentage (%),Normal value,E13000001,90.7653
2018 to 2019,All state-funded schools,Inner London,Hammersmith and Fulham,,Percentage (%),Normal value,E13000001,91.1617
2018 to 2019,All state-funded schools,Inner London,Haringey,,Percentage (%),Normal value,E13000001,94.3258
2018 to 2019,All state-funded schools,Inner London,Islington,,Percentage (%),Normal value,E13000001,96.3262
2018 to 2019,All state-funded schools,Inner London,Kensington and Chelsea,,Percentage (%),Normal value,E13000001,91.5463
2018 to 2019,All state-funded schools,Inner London,Lambeth,,Percentage (%),Normal value,E13000001,95.3221
2018 to 2019,All state-funded schools,Inner London,Lewisham,,Percentage (%),Normal value,E13000001,94.6284
2018 to 2019,All state-funded schools,Inner London,Newham,,Percentage (%),Normal value,E13000001,93.6204
2018 to 2019,All state-funded schools,Inner London,Southwark,,Percentage (%),Normal value,E13000001,93.7304
2018 to 2019,All state-funded schools,Inner London,Tower Hamlets,,Percentage (%),Normal value,E13000001,95.5605
2018 to 2019,All state-funded schools,Inner London,Wandsworth,,Percentage (%),Normal value,E13000001,94.2609
2018 to 2019,All state-funded schools,Inner London,Westminster,,Percentage (%),Normal value,E13000001,93.8209
2018 to 2019,All state-funded schools,Inner London,,,Percentage (%),Normal value,E13000001,94.0321
2018 to 2019,All state-funded schools,North East,County Durham,,Percentage (%),Normal value,E12000001,98.5241
2018 to 2019,All state-funded schools,North East,Darlington,,Percentage (%),Normal value,E12000001,98.8487
2018 to 2019,All state-funded schools,North East,Gateshead,,Percentage (%),Normal value,E12000001,99.4761
2018 to 2019,All state-funded schools,North East,Hartlepool,,Percentage (%),Normal value,E12000001,97.0099
2018 to 2019,All state-funded schools,North East,Middlesbrough,,Percentage (%),Normal value,E12000001,98.1582
2018 to 2019,All state-funded schools,North East,Newcastle Upon Tyne,,Percentage (%),Normal value,E12000001,98.4368
2018 to 2019,All state-funded schools,North East,North Tyneside,,Percentage (%),Normal value,E12000001,99.6361
2018 to 2019,All state-funded schools,North East,Northumberland,,Percentage (%),Normal value,E12000001,98.5739
2018 to 2019,All state-funded schools,North East,Redcar and Cleveland,,Percentage (%),Normal value,E12000001,98.6121
2018 to 2019,All state-funded schools,North East,South Tyneside,,Percentage (%),Normal value,E12000001,98.7237
2018 to 2019,All state-funded schools,North East,Stockton-on-Tees,,Percentage (%),Normal value,E12000001,97.9659
2018 to 2019,All state-funded schools,North East,Sunderland,,Percentage (%),Normal value,E12000001,99.4546
2018 to 2019,All state-funded schools,North East,,,Percentage (%),Normal value,E12000001,98.6806
2018 to 2019,All state-funded schools,North West,Blackburn with Darwen,,Percentage (%),Normal value,E12000002,98.2686
2018 to 2019,All state-funded schools,North West,Blackpool,,Percentage (%),Normal value,E12000002,97.8162
2018 to 2019,All state-funded schools,North West,Bolton,,Percentage (%),Normal value,E12000002,97.8246
2018 to 2019,All state-funded schools,North West,Bury,,Percentage (%),Normal value,E12000002,98.9044
2018 to 2019,All state-funded schools,North West,Cheshire East,,Percentage (%),Normal value,E12000002,98.4861
2018 to 2019,All state-funded schools,North West,Cheshire West and Chester,,Percentage (%),Normal value,E12000002,98.4581
2018 to 2019,All state-funded schools,North West,Cumbria,,Percentage (%),Normal value,E12000002,98.4287
2018 to 2019,All state-funded schools,North West,Halton,,Percentage (%),Normal value,E12000002,99.3495
2018 to 2019,All state-funded schools,North West,Knowsley,,Percentage (%),Normal value,E12000002,98.9907
2018 to 2019,All state-funded schools,North West,Lancashire,,Percentage (%),Normal value,E12000002,98.8623
2018 to 2019,All state-funded schools,North West,Liverpool,,Percentage (%),Normal value,E12000002,98.1014
2018 to 2019,All state-funded schools,North West,Manchester,,Percentage (%),Normal value,E12000002,98.0602
2018 to 2019,All state-funded schools,North West,Oldham,,Percentage (%),Normal value,E12000002,97.0647
2018 to 2019,All state-funded schools,North West,Rochdale,,Percentage (%),Normal value,E12000002,98.9294
2018 to 2019,All state-funded schools,North West,Salford,,Percentage (%),Normal value,E12000002,96.0676
2018 to 2019,All state-funded schools,North West,Sefton,,Percentage (%),Normal value,E12000002,98.9638
2018 to 2019,All state-funded schools,North West,St. Helens,,Percentage (%),Normal value,E12000002,99.5412
2018 to 2019,All state-funded schools,North West,Stockport,,Percentage (%),Normal value,E12000002,98.7885
2018 to 2019,All state-funded schools,North West,Tameside,,Percentage (%),Normal value,E12000002,97.2477
2018 to 2019,All state-funded schools,North West,Trafford,,Percentage (%),Normal value,E12000002,97.6405
2018 to 2019,All state-funded schools,North West,Warrington,,Percentage (%),Normal value,E12000002,98.71
2018 to 2019,All state-funded schools,North West,Wigan,,Percentage (%),Normal value,E12000002,99.1908
