Year,Units,Local Authority,Deprivation decile,Unit multiplier,Unit measure,GeoCode,Value
2012/13,Number of people in treatment,Knowsley,,Units,Count,E08000011,530.0
2013/14,Number of people in treatment,Knowsley,,Units,Count,E08000011,535.0
2014/15,Number of people in treatment,Knowsley,,Units,Count,E08000011,560.0
2015/16,Number of people in treatment,Knowsley,,Units,Count,E08000011,515.0
2016/17,Number of people in treatment,Knowsley,,Units,Count,E08000011,440.0
2017/18,Number of people in treatment,Knowsley,,Units,Count,E08000011,415.0
2018/19,Number of people in treatment,Knowsley,,Units,Count,E08000011,567.0
2018/19,Number of people in treatment,Knowsley,,Units,Count,E08000011,565.0
2010/11,Estimated prevalence,Lambeth,,Units,Number,E09000022,4605.0
2011/12,Estimated prevalence,Lambeth,,Units,Number,E09000022,4581.0
2012/13,Estimated prevalence,Lambeth,,Units,Number,E09000022,4567.0
2013/14,Estimated prevalence,Lambeth,,Units,Number,E09000022,4660.0
2014/15,Estimated prevalence,Lambeth,,Units,Number,E09000022,4701.0
2015/16,Estimated prevalence,Lambeth,,Units,Number,E09000022,4557.0
2016/17,Estimated prevalence,Lambeth,,Units,Number,E09000022,4322.0
2017/18,Estimated prevalence,Lambeth,,Units,Number,E09000022,4221.0
2018/19,Estimated prevalence,Lambeth,,Units,Number,E09000022,4366.666667
2010/11,Met need (%),Lambeth,,Units,Percentage (%),E09000022,17.5895765472313
2011/12,Met need (%),Lambeth,,Units,Percentage (%),E09000022,17.9000218292949
2012/13,Met need (%),Lambeth,,Units,Percentage (%),E09000022,15.8747536676155
2013/14,Met need (%),Lambeth,,Units,Percentage (%),E09000022,14.6995708154506
2014/15,Met need (%),Lambeth,,Units,Percentage (%),E09000022,16.5922144224633
2015/16,Met need (%),Lambeth,,Units,Percentage (%),E09000022,15.2512617950406
2016/17,Met need (%),Lambeth,,Units,Percentage (%),E09000022,12.7255900046275
2017/18,Met need (%),Lambeth,,Units,Percentage (%),E09000022,13.5039090262971
2018/19,Met need (%),Lambeth,,Units,Percentage (%),E09000022,12.06870229
2010/11,Number of people in treatment,Lambeth,,Units,Count,E09000022,810.0
2011/12,Number of people in treatment,Lambeth,,Units,Count,E09000022,820.0
2012/13,Number of people in treatment,Lambeth,,Units,Count,E09000022,725.0
2013/14,Number of people in treatment,Lambeth,,Units,Count,E09000022,685.0
2014/15,Number of people in treatment,Lambeth,,Units,Count,E09000022,780.0
2015/16,Number of people in treatment,Lambeth,,Units,Count,E09000022,695.0
2016/17,Number of people in treatment,Lambeth,,Units,Count,E09000022,550.0
2017/18,Number of people in treatment,Lambeth,,Units,Count,E09000022,570.0
2018/19,Number of people in treatment,Lambeth,,Units,Count,E09000022,527.0
2018/19,Number of people in treatment,Lambeth,,Units,Count,E09000022,525.0
2010/11,Estimated prevalence,Lancashire,,Units,Number,,13916.0
2011/12,Estimated prevalence,Lancashire,,Units,Number,,13786.0
2012/13,Estimated prevalence,Lancashire,,Units,Number,,13708.0
2013/14,Estimated prevalence,Lancashire,,Units,Number,,14261.0
2014/15,Estimated prevalence,Lancashire,,Units,Number,,14199.0
2015/16,Estimated prevalence,Lancashire,,Units,Number,,14340.0
2016/17,Estimated prevalence,Lancashire,,Units,Number,,14432.0
2017/18,Estimated prevalence,Lancashire,,Units,Number,,14048.0
2018/19,Estimated prevalence,Lancashire,,Units,Number,,14273.33333
2010/11,Met need (%),Lancashire,,Units,Percentage (%),,19.689565967232
2011/12,Met need (%),Lancashire,,Units,Percentage (%),,19.8026983896707
2012/13,Met need (%),Lancashire,,Units,Percentage (%),,20.5354537496352
2013/14,Met need (%),Lancashire,,Units,Percentage (%),,21.3519388542178
2014/15,Met need (%),Lancashire,,Units,Percentage (%),,17.3603774913726
2015/16,Met need (%),Lancashire,,Units,Percentage (%),,17.5034867503487
2016/17,Met need (%),Lancashire,,Units,Percentage (%),,16.1100332594235
2017/18,Met need (%),Lancashire,,Units,Percentage (%),,16.372437357631
2018/19,Met need (%),Lancashire,,Units,Percentage (%),,15.49743111
2010/11,Number of people in treatment,Lancashire,,Units,Count,,2740.0
2011/12,Number of people in treatment,Lancashire,,Units,Count,,2730.0
2012/13,Number of people in treatment,Lancashire,,Units,Count,,2815.0
2013/14,Number of people in treatment,Lancashire,,Units,Count,,3045.0
2014/15,Number of people in treatment,Lancashire,,Units,Count,,2465.0
2015/16,Number of people in treatment,Lancashire,,Units,Count,,2510.0
2016/17,Number of people in treatment,Lancashire,,Units,Count,,2325.0
2017/18,Number of people in treatment,Lancashire,,Units,Count,,2300.0
2018/19,Number of people in treatment,Lancashire,,Units,Count,,2212.0
2018/19,Number of people in treatment,Lancashire,,Units,Count,,2210.0
2010/11,Estimated prevalence,Leeds,,Units,Number,E08000035,10230.0
2011/12,Estimated prevalence,Leeds,,Units,Number,E08000035,10257.0
2012/13,Estimated prevalence,Leeds,,Units,Number,E08000035,10199.0
2013/14,Estimated prevalence,Leeds,,Units,Number,E08000035,10608.0
2014/15,Estimated prevalence,Leeds,,Units,Number,E08000035,10534.0
2015/16,Estimated prevalence,Leeds,,Units,Number,E08000035,10244.0
2016/17,Estimated prevalence,Leeds,,Units,Number,E08000035,10308.0
2017/18,Estimated prevalence,Leeds,,Units,Number,E08000035,9870.0
2018/19,Estimated prevalence,Leeds,,Units,Number,E08000035,10140.66667
2010/11,Met need (%),Leeds,,Units,Percentage (%),E08000035,19.1104594330401
2011/12,Met need (%),Leeds,,Units,Percentage (%),E08000035,19.4013844203958
2012/13,Met need (%),Leeds,,Units,Percentage (%),E08000035,19.7568389057751
2013/14,Met need (%),Leeds,,Units,Percentage (%),E08000035,21.6817496229261
2014/15,Met need (%),Leeds,,Units,Percentage (%),E08000035,25.2515663565597
2015/16,Met need (%),Leeds,,Units,Percentage (%),E08000035,22.4521671222179
2016/17,Met need (%),Leeds,,Units,Percentage (%),E08000035,26.1447419480016
2017/18,Met need (%),Leeds,,Units,Percentage (%),E08000035,27.710233029382
2018/19,Met need (%),Leeds,,Units,Percentage (%),E08000035,25.32377884
2010/11,Number of people in treatment,Leeds,,Units,Count,E08000035,1955.0
2011/12,Number of people in treatment,Leeds,,Units,Count,E08000035,1990.0
2012/13,Number of people in treatment,Leeds,,Units,Count,E08000035,2015.0
2013/14,Number of people in treatment,Leeds,,Units,Count,E08000035,2300.0
2014/15,Number of people in treatment,Leeds,,Units,Count,E08000035,2660.0
2015/16,Number of people in treatment,Leeds,,Units,Count,E08000035,2300.0
2016/17,Number of people in treatment,Leeds,,Units,Count,E08000035,2695.0
2017/18,Number of people in treatment,Leeds,,Units,Count,E08000035,2735.0
2018/19,Number of people in treatment,Leeds,,Units,Count,E08000035,2568.000003
2018/19,Number of people in treatment,Leeds,,Units,Count,E08000035,2570.0
2010/11,Estimated prevalence,Leicester,,Units,Number,E06000016,3870.0
2011/12,Estimated prevalence,Leicester,,Units,Number,E06000016,3868.0
2012/13,Estimated prevalence,Leicester,,Units,Number,E06000016,3841.0
2013/14,Estimated prevalence,Leicester,,Units,Number,E06000016,3942.0
2014/15,Estimated prevalence,Leicester,,Units,Number,E06000016,3914.0
2015/16,Estimated prevalence,Leicester,,Units,Number,E06000016,4295.0
2016/17,Estimated prevalence,Leicester,,Units,Number,E06000016,4284.0
2017/18,Estimated prevalence,Leicester,,Units,Number,E06000016,4210.0
2018/19,Estimated prevalence,Leicester,,Units,Number,E06000016,4263.0
2010/11,Met need (%),Leicester,,Units,Percentage (%),E06000016,16.6666666666667
2011/12,Met need (%),Leicester,,Units,Percentage (%),E06000016,17.8386763185109
2012/13,Met need (%),Leicester,,Units,Percentage (%),E06000016,21.0882582660765
2013/14,Met need (%),Leicester,,Units,Percentage (%),E06000016,19.2795535261289
2014/15,Met need (%),Leicester,,Units,Percentage (%),E06000016,18.7787429739397
2015/16,Met need (%),Leicester,,Units,Percentage (%),E06000016,18.3934807916182
2016/17,Met need (%),Leicester,,Units,Percentage (%),E06000016,15.8730158730159
2017/18,Met need (%),Leicester,,Units,Percentage (%),E06000016,13.3016627078385
2018/19,Met need (%),Leicester,,Units,Percentage (%),E06000016,14.37954492
2010/11,Number of people in treatment,Leicester,,Units,Count,E06000016,645.0
2011/12,Number of people in treatment,Leicester,,Units,Count,E06000016,690.0
2012/13,Number of people in treatment,Leicester,,Units,Count,E06000016,810.0
2013/14,Number of people in treatment,Leicester,,Units,Count,E06000016,760.0
2014/15,Number of people in treatment,Leicester,,Units,Count,E06000016,735.0
2015/16,Number of people in treatment,Leicester,,Units,Count,E06000016,790.0
2016/17,Number of people in treatment,Leicester,,Units,Count,E06000016,680.0
2017/18,Number of people in treatment,Leicester,,Units,Count,E06000016,560.0
2018/19,Number of people in treatment,Leicester,,Units,Count,E06000016,613.0
2018/19,Number of people in treatment,Leicester,,Units,Count,E06000016,615.0
2010/11,Estimated prevalence,Leicestershire,,Units,Number,,5147.0
2011/12,Estimated prevalence,Leicestershire,,Units,Number,,5137.0
2012/13,Estimated prevalence,Leicestershire,,Units,Number,,5115.0
2013/14,Estimated prevalence,Leicestershire,,Units,Number,,5216.0
2014/15,Estimated prevalence,Leicestershire,,Units,Number,,5180.0
2015/16,Estimated prevalence,Leicestershire,,Units,Number,,5460.0
2016/17,Estimated prevalence,Leicestershire,,Units,Number,,5488.0
2017/18,Estimated prevalence,Leicestershire,,Units,Number,,5457.0
2018/19,Estimated prevalence,Leicestershire,,Units,Number,,5468.333333
2010/11,Met need (%),Leicestershire,,Units,Percentage (%),,19.525937439285
2011/12,Met need (%),Leicestershire,,Units,Percentage (%),,17.7146194276815
2012/13,Met need (%),Leicestershire,,Units,Percentage (%),,23.6559139784946
2013/14,Met need (%),Leicestershire,,Units,Percentage (%),,22.5268404907975
2014/15,Met need (%),Leicestershire,,Units,Percentage (%),,18.5328185328185
2015/16,Met need (%),Leicestershire,,Units,Percentage (%),,13.6446886446886
2016/17,Met need (%),Leicestershire,,Units,Percentage (%),,11.4795918367347
2017/18,Met need (%),Leicestershire,,Units,Percentage (%),,15.1181968114349
2018/19,Met need (%),Leicestershire,,Units,Percentage (%),,17.37275221
2010/11,Number of people in treatment,Leicestershire,,Units,Count,,1005.0
2011/12,Number of people in treatment,Leicestershire,,Units,Count,,910.0
2012/13,Number of people in treatment,Leicestershire,,Units,Count,,1210.0
2013/14,Number of people in treatment,Leicestershire,,Units,Count,,1175.0
2014/15,Number of people in treatment,Leicestershire,,Units,Count,,960.0
2015/16,Number of people in treatment,Leicestershire,,Units,Count,,745.0
2016/17,Number of people in treatment,Leicestershire,,Units,Count,,630.0
2017/18,Number of people in treatment,Leicestershire,,Units,Count,,825.0
2018/19,Number of people in treatment,Leicestershire,,Units,Count,,950.0
2010/11,Estimated prevalence,Lewisham,,Units,Number,E09000023,3390.0
2011/12,Estimated prevalence,Lewisham,,Units,Number,E09000023,3395.0
2012/13,Estimated prevalence,Lewisham,,Units,Number,E09000023,3366.0
2013/14,Estimated prevalence,Lewisham,,Units,Number,E09000023,3452.0
2014/15,Estimated prevalence,Lewisham,,Units,Number,E09000023,3481.0
2015/16,Estimated prevalence,Lewisham,,Units,Number,E09000023,3339.0
2016/17,Estimated prevalence,Lewisham,,Units,Number,E09000023,3202.0
2017/18,Estimated prevalence,Lewisham,,Units,Number,E09000023,3314.0
2018/19,Estimated prevalence,Lewisham,,Units,Number,E09000023,3285.0
2010/11,Met need (%),Lewisham,,Units,Percentage (%),E09000023,13.4218289085546
2011/12,Met need (%),Lewisham,,Units,Percentage (%),E09000023,10.8983799705449
2012/13,Met need (%),Lewisham,,Units,Percentage (%),E09000023,12.0320855614973
2013/14,Met need (%),Lewisham,,Units,Percentage (%),E09000023,11.008111239861
2014/15,Met need (%),Lewisham,,Units,Percentage (%),E09000023,14.5073254811836
2015/16,Met need (%),Lewisham,,Units,Percentage (%),E09000023,17.0709793351303
2016/17,Met need (%),Lewisham,,Units,Percentage (%),E09000023,16.3960024984385
2017/18,Met need (%),Lewisham,,Units,Percentage (%),E09000023,12.8243814121907
2018/19,Met need (%),Lewisham,,Units,Percentage (%),E09000023,12.84627093
2010/11,Number of people in treatment,Lewisham,,Units,Count,E09000023,455.0
2011/12,Number of people in treatment,Lewisham,,Units,Count,E09000023,370.0
2012/13,Number of people in treatment,Lewisham,,Units,Count,E09000023,405.0
2013/14,Number of people in treatment,Lewisham,,Units,Count,E09000023,380.0
2014/15,Number of people in treatment,Lewisham,,Units,Count,E09000023,505.0
2015/16,Number of people in treatment,Lewisham,,Units,Count,E09000023,570.0
2016/17,Number of people in treatment,Lewisham,,Units,Count,E09000023,525.0
2017/18,Number of people in treatment,Lewisham,,Units,Count,E09000023,425.0
2018/19,Number of people in treatment,Lewisham,,Units,Count,E09000023,422.0
2018/19,Number of people in treatment,Lewisham,,Units,Count,E09000023,425.0
2010/11,Estimated prevalence,Lincolnshire,,Units,Number,,6709.0
2011/12,Estimated prevalence,Lincolnshire,,Units,Number,,6703.0
2012/13,Estimated prevalence,Lincolnshire,,Units,Number,,6718.0
2013/14,Estimated prevalence,Lincolnshire,,Units,Number,,6848.0
2014/15,Estimated prevalence,Lincolnshire,,Units,Number,,6807.0
2015/16,Estimated prevalence,Lincolnshire,,Units,Number,,6723.0
2016/17,Estimated prevalence,Lincolnshire,,Units,Number,,6746.0
2017/18,Estimated prevalence,Lincolnshire,,Units,Number,,6916.0
2018/19,Estimated prevalence,Lincolnshire,,Units,Number,,6795.0
2010/11,Met need (%),Lincolnshire,,Units,Percentage (%),,12.595021612759
2011/12,Met need (%),Lincolnshire,,Units,Percentage (%),,13.3522303446218
2012/13,Met need (%),Lincolnshire,,Units,Percentage (%),,17.192616850253
2013/14,Met need (%),Lincolnshire,,Units,Percentage (%),,19.8598130841121
2014/15,Met need (%),Lincolnshire,,Units,Percentage (%),,18.8776259732628
2015/16,Met need (%),Lincolnshire,,Units,Percentage (%),,20.0059497248252
2016/17,Met need (%),Lincolnshire,,Units,Percentage (%),,14.3788911947821
2017/18,Met need (%),Lincolnshire,,Units,Percentage (%),,11.7842683632157
2018/19,Met need (%),Lincolnshire,,Units,Percentage (%),,13.71596762
2010/11,Number of people in treatment,Lincolnshire,,Units,Count,,845.0
2011/12,Number of people in treatment,Lincolnshire,,Units,Count,,895.0
2012/13,Number of people in treatment,Lincolnshire,,Units,Count,,1155.0
2013/14,Number of people in treatment,Lincolnshire,,Units,Count,,1360.0
2014/15,Number of people in treatment,Lincolnshire,,Units,Count,,1285.0
2015/16,Number of people in treatment,Lincolnshire,,Units,Count,,1345.0
2016/17,Number of people in treatment,Lincolnshire,,Units,Count,,970.0
2017/18,Number of people in treatment,Lincolnshire,,Units,Count,,815.0
2018/19,Number of people in treatment,Lincolnshire,,Units,Count,,932.0
2018/19,Number of people in treatment,Lincolnshire,,Units,Count,,935.0
2010/11,Estimated prevalence,Liverpool,,Units,Number,E08000012,10840.0
2011/12,Estimated prevalence,Liverpool,,Units,Number,E08000012,10793.0
2012/13,Estimated prevalence,Liverpool,,Units,Number,E08000012,10835.0
2013/14,Estimated prevalence,Liverpool,,Units,Number,E08000012,11380.0
2014/15,Estimated prevalence,Liverpool,,Units,Number,E08000012,11458.0
2015/16,Estimated prevalence,Liverpool,,Units,Number,E08000012,10925.0
2016/17,Estimated prevalence,Liverpool,,Units,Number,E08000012,9703.0
2017/18,Estimated prevalence,Liverpool,,Units,Number,E08000012,9555.0
2018/19,Estimated prevalence,Liverpool,,Units,Number,E08000012,10061.0
2010/11,Met need (%),Liverpool,,Units,Percentage (%),E08000012,11.0239852398524
2011/12,Met need (%),Liverpool,,Units,Percentage (%),E08000012,14.6391179468174
2012/13,Met need (%),Liverpool,,Units,Percentage (%),E08000012,20.1661282879557
2013/14,Met need (%),Liverpool,,Units,Percentage (%),E08000012,18.2337434094903
2014/15,Met need (%),Liverpool,,Units,Percentage (%),E08000012,18.720544597661
2015/16,Met need (%),Liverpool,,Units,Percentage (%),E08000012,17.8032036613272
2016/17,Met need (%),Liverpool,,Units,Percentage (%),E08000012,17.8810677110172
2017/18,Met need (%),Liverpool,,Units,Percentage (%),E08000012,15.4369440083726
2018/19,Met need (%),Liverpool,,Units,Percentage (%),E08000012,15.46565948
2010/11,Number of people in treatment,Liverpool,,Units,Count,E08000012,1195.0
2011/12,Number of people in treatment,Liverpool,,Units,Count,E08000012,1580.0
2012/13,Number of people in treatment,Liverpool,,Units,Count,E08000012,2185.0
2013/14,Number of people in treatment,Liverpool,,Units,Count,E08000012,2075.0
2014/15,Number of people in treatment,Liverpool,,Units,Count,E08000012,2145.0
2015/16,Number of people in treatment,Liverpool,,Units,Count,E08000012,1945.0
2016/17,Number of people in treatment,Liverpool,,Units,Count,E08000012,1735.0
2017/18,Number of people in treatment,Liverpool,,Units,Count,E08000012,1475.0
2018/19,Number of people in treatment,Liverpool,,Units,Count,E08000012,1556.0
2018/19,Number of people in treatment,Liverpool,,Units,Count,E08000012,1555.0
2010/11,Estimated prevalence,Luton,,Units,Number,E06000032,2181.0
2011/12,Estimated prevalence,Luton,,Units,Number,E06000032,2185.0
2012/13,Estimated prevalence,Luton,,Units,Number,E06000032,2217.0
2013/14,Estimated prevalence,Luton,,Units,Number,E06000032,2265.0
2014/15,Estimated prevalence,Luton,,Units,Number,E06000032,2278.0
2015/16,Estimated prevalence,Luton,,Units,Number,E06000032,2356.0
2016/17,Estimated prevalence,Luton,,Units,Number,E06000032,2174.0
2017/18,Estimated prevalence,Luton,,Units,Number,E06000032,2181.0
2018/19,Estimated prevalence,Luton,,Units,Number,E06000032,2237.0
2010/11,Met need (%),Luton,,Units,Percentage (%),E06000032,28.4273269142595
2011/12,Met need (%),Luton,,Units,Percentage (%),E06000032,31.5789473684211
2012/13,Met need (%),Luton,,Units,Percentage (%),E06000032,26.6125394677492
2013/14,Met need (%),Luton,,Units,Percentage (%),E06000032,29.1390728476821
2014/15,Met need (%),Luton,,Units,Percentage (%),E06000032,25.4609306409131
2015/16,Met need (%),Luton,,Units,Percentage (%),E06000032,23.7691001697793
2016/17,Met need (%),Luton,,Units,Percentage (%),E06000032,24.1490340386385
2017/18,Met need (%),Luton,,Units,Percentage (%),E06000032,16.0476845483723
2018/19,Met need (%),Luton,,Units,Percentage (%),E06000032,18.28341529
2010/11,Number of people in treatment,Luton,,Units,Count,E06000032,620.0
2011/12,Number of people in treatment,Luton,,Units,Count,E06000032,690.0
2012/13,Number of people in treatment,Luton,,Units,Count,E06000032,590.0
2013/14,Number of people in treatment,Luton,,Units,Count,E06000032,660.0
2014/15,Number of people in treatment,Luton,,Units,Count,E06000032,580.0
2015/16,Number of people in treatment,Luton,,Units,Count,E06000032,560.0
2016/17,Number of people in treatment,Luton,,Units,Count,E06000032,525.0
2017/18,Number of people in treatment,Luton,,Units,Count,E06000032,350.0
2018/19,Number of people in treatment,Luton,,Units,Count,E06000032,409.0
2018/19,Number of people in treatment,Luton,,Units,Count,E06000032,410.0
2010/11,Estimated prevalence,Manchester,,Units,Number,E08000003,9405.0
2011/12,Estimated prevalence,Manchester,,Units,Number,E08000003,9214.0
2012/13,Estimated prevalence,Manchester,,Units,Number,E08000003,9135.0
2013/14,Estimated prevalence,Manchester,,Units,Number,E08000003,9591.0
2014/15,Estimated prevalence,Manchester,,Units,Number,E08000003,9528.0
2015/16,Estimated prevalence,Manchester,,Units,Number,E08000003,8688.0
2016/17,Estimated prevalence,Manchester,,Units,Number,E08000003,8200.0
2017/18,Estimated prevalence,Manchester,,Units,Number,E08000003,8321.0
2018/19,Estimated prevalence,Manchester,,Units,Number,E08000003,8403.0
2010/11,Met need (%),Manchester,,Units,Percentage (%),E08000003,25.9436469962786
2011/12,Met need (%),Manchester,,Units,Percentage (%),E08000003,27.0240937703495
2012/13,Met need (%),Manchester,,Units,Percentage (%),E08000003,22.4411603721949
2013/14,Met need (%),Manchester,,Units,Percentage (%),E08000003,21.1656761547284
2014/15,Met need (%),Manchester,,Units,Percentage (%),E08000003,19.5738874895046
2015/16,Met need (%),Manchester,,Units,Percentage (%),E08000003,19.9125230202578
2016/17,Met need (%),Manchester,,Units,Percentage (%),E08000003,14.9390243902439
2017/18,Met need (%),Manchester,,Units,Percentage (%),E08000003,13.5200096142291
2018/19,Met need (%),Manchester,,Units,Percentage (%),E08000003,10.85326669
2010/11,Number of people in treatment,Manchester,,Units,Count,E08000003,2440.0
2011/12,Number of people in treatment,Manchester,,Units,Count,E08000003,2490.0
2012/13,Number of people in treatment,Manchester,,Units,Count,E08000003,2050.0
2013/14,Number of people in treatment,Manchester,,Units,Count,E08000003,2030.0
2014/15,Number of people in treatment,Manchester,,Units,Count,E08000003,1865.0
2015/16,Number of people in treatment,Manchester,,Units,Count,E08000003,1730.0
2016/17,Number of people in treatment,Manchester,,Units,Count,E08000003,1225.0
2017/18,Number of people in treatment,Manchester,,Units,Count,E08000003,1125.0
2018/19,Number of people in treatment,Manchester,,Units,Count,E08000003,912.0
2018/19,Number of people in treatment,Manchester,,Units,Count,E08000003,910.0
2010/11,Estimated prevalence,Medway,,Units,Number,E06000035,2774.0
2011/12,Estimated prevalence,Medway,,Units,Number,E06000035,2783.0
2012/13,Estimated prevalence,Medway,,Units,Number,E06000035,2764.0
2013/14,Estimated prevalence,Medway,,Units,Number,E06000035,2817.0
2014/15,Estimated prevalence,Medway,,Units,Number,E06000035,2808.0
2015/16,Estimated prevalence,Medway,,Units,Number,E06000035,2976.0
2016/17,Estimated prevalence,Medway,,Units,Number,E06000035,2825.0
2017/18,Estimated prevalence,Medway,,Units,Number,E06000035,2920.0
2018/19,Estimated prevalence,Medway,,Units,Number,E06000035,2907.0
2010/11,Met need (%),Medway,,Units,Percentage (%),E06000035,23.7923576063446
2011/12,Met need (%),Medway,,Units,Percentage (%),E06000035,20.6611570247934
2012/13,Met need (%),Medway,,Units,Percentage (%),E06000035,18.9942112879884
2013/14,Met need (%),Medway,,Units,Percentage (%),E06000035,12.779552715655
2014/15,Met need (%),Medway,,Units,Percentage (%),E06000035,15.3133903133903
2015/16,Met need (%),Medway,,Units,Percentage (%),E06000035,15.9610215053763
2016/17,Met need (%),Medway,,Units,Percentage (%),E06000035,13.6283185840708
2017/18,Met need (%),Medway,,Units,Percentage (%),E06000035,11.986301369863
2018/19,Met need (%),Medway,,Units,Percentage (%),E06000035,11.69590643
2010/11,Number of people in treatment,Medway,,Units,Count,E06000035,660.0
2011/12,Number of people in treatment,Medway,,Units,Count,E06000035,575.0
2012/13,Number of people in treatment,Medway,,Units,Count,E06000035,525.0
2013/14,Number of people in treatment,Medway,,Units,Count,E06000035,360.0
2014/15,Number of people in treatment,Medway,,Units,Count,E06000035,430.0
2015/16,Number of people in treatment,Medway,,Units,Count,E06000035,475.0
2016/17,Number of people in treatment,Medway,,Units,Count,E06000035,385.0
2017/18,Number of people in treatment,Medway,,Units,Count,E06000035,350.0
2018/19,Number of people in treatment,Medway,,Units,Count,E06000035,340.0
2010/11,Estimated prevalence,Merton,,Units,Number,E09000024,1812.0
2011/12,Estimated prevalence,Merton,,Units,Number,E09000024,1793.0
2012/13,Estimated prevalence,Merton,,Units,Number,E09000024,1798.0
2013/14,Estimated prevalence,Merton,,Units,Number,E09000024,1838.0
2014/15,Estimated prevalence,Merton,,Units,Number,E09000024,1837.0
2015/16,Estimated prevalence,Merton,,Units,Number,E09000024,1813.0
2016/17,Estimated prevalence,Merton,,Units,Number,E09000024,1674.0
2017/18,Estimated prevalence,Merton,,Units,Number,E09000024,1695.0
2018/19,Estimated prevalence,Merton,,Units,Number,E09000024,1727.333333
2010/11,Met need (%),Merton,,Units,Percentage (%),E09000024,27.0419426048565
2011/12,Met need (%),Merton,,Units,Percentage (%),E09000024,24.5398773006135
2012/13,Met need (%),Merton,,Units,Percentage (%),E09000024,23.3592880978865
2013/14,Met need (%),Merton,,Units,Percentage (%),E09000024,21.2187159956474
2014/15,Met need (%),Merton,,Units,Percentage (%),E09000024,20.9580838323353
2015/16,Met need (%),Merton,,Units,Percentage (%),E09000024,18.2018753447325
2016/17,Met need (%),Merton,,Units,Percentage (%),E09000024,18.2198327359618
2017/18,Met need (%),Merton,,Units,Percentage (%),E09000024,17.9941002949853
2018/19,Met need (%),Merton,,Units,Percentage (%),E09000024,19.33616364
2010/11,Number of people in treatment,Merton,,Units,Count,E09000024,490.0
2011/12,Number of people in treatment,Merton,,Units,Count,E09000024,440.0
2012/13,Number of people in treatment,Merton,,Units,Count,E09000024,420.0
2013/14,Number of people in treatment,Merton,,Units,Count,E09000024,390.0
2014/15,Number of people in treatment,Merton,,Units,Count,E09000024,385.0
2015/16,Number of people in treatment,Merton,,Units,Count,E09000024,330.0
2016/17,Number of people in treatment,Merton,,Units,Count,E09000024,305.0
2017/18,Number of people in treatment,Merton,,Units,Count,E09000024,305.0
2018/19,Number of people in treatment,Merton,,Units,Count,E09000024,334.0
2018/19,Number of people in treatment,Merton,,Units,Count,E09000024,335.0
2010/11,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2561.0
2011/12,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2609.0
2012/13,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2632.0
2013/14,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2781.0
2014/15,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2757.0
2015/16,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2379.0
2016/17,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2396.0
2017/18,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2446.0
2018/19,Estimated prevalence,Middlesbrough,,Units,Number,E06000002,2407.0
2010/11,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,33.9711050370949
2011/12,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,31.4296665389038
2012/13,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,29.6352583586626
2013/14,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,26.9687162891046
2014/15,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,35.3645266594124
2015/16,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,33.6275746111812
2016/17,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,31.3021702838063
2017/18,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,28.0049059689289
2018/19,Met need (%),Middlesbrough,,Units,Percentage (%),E06000002,24.22102202
2010/11,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,870.0
2011/12,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,820.0
2012/13,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,780.0
2013/14,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,750.0
2014/15,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,975.0
2015/16,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,800.0
2016/17,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,750.0
2017/18,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,685.0
2018/19,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,583.0
2018/19,Number of people in treatment,Middlesbrough,,Units,Count,E06000002,585.0
2010/11,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,1996.0
2011/12,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2002.0
2012/13,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,1998.0
2013/14,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2036.0
2014/15,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2021.0
2015/16,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2080.0
2016/17,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2045.0
2017/18,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2200.0
2018/19,Estimated prevalence,Milton Keynes,,Units,Number,E06000042,2108.333333
