Year,Region,Local Authority,Gender,Ethnicity,Free School Meals,Learning category,Learning sub-category (higher),Observation status,Unit multiplier,Unit measure,GeoCode,Value
2015/16,South West,Gloucestershire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,81.4
2015/16,London,Greenwich,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000011,85.7
2015/16,London,Hackney,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000012,79.4
2015/16,North West,Halton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000006,79.0
2015/16,London,Hammersmith and Fulham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000013,80.2
2015/16,South East,Hampshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,87.5
2015/16,London,Haringey,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000014,81.8
2015/16,London,Harrow,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000015,81.9
2015/16,North East,Hartlepool,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000001,79.7
2015/16,London,Havering,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000016,82.1
2015/16,West Midlands,Herefordshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000019,82.3
2015/16,East of England,Hertfordshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,82.5
2015/16,London,Hillingdon,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000017,81.5
2015/16,London,Hounslow,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000018,80.4
2015/16,South East,Isle of Wight,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000046,85.3
2015/16,London,Islington,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000019,79.2
2015/16,London,Kensington and Chelsea,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000020,78.7
2015/16,South East,Kent,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,85.5
2015/16,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,76.3
2015/16,London,Kingston upon Thames,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000021,89.6
2015/16,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000034,80.3
2015/16,North West,Knowsley,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000011,81.9
2015/16,London,Lambeth,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000022,78.4
2015/16,North West,Lancashire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,80.6
2015/16,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000035,77.6
2015/16,East Midlands,Leicester,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000016,75.6
2015/16,East Midlands,Leicestershire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,82.7
2015/16,London,Lewisham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000023,86.2
2015/16,East Midlands,Lincolnshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,83.1
2015/16,North West,Liverpool,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000012,77.2
2015/16,East of England,Luton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000032,77.0
2015/16,North West,Manchester,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000003,74.9
2015/16,South East,Medway,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000035,83.3
2015/16,London,Merton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000024,85.3
2015/16,North East,Middlesbrough,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000002,71.8
2015/16,South East,Milton Keynes,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000042,81.7
2015/16,North East,Newcastle upon Tyne,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000021,84.5
2015/16,London,Newham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000025,82.0
2015/16,East of England,Norfolk,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,82.0
2015/16,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000012,82.5
2015/16,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000013,84.7
2015/16,South West,North Somerset,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000024,88.2
2015/16,North East,North Tyneside,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000022,81.4
2015/16,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,83.9
2015/16,East Midlands,Northamptonshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,80.2
2015/16,North East,Northumberland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000057,84.5
2015/16,East Midlands,Nottingham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000018,79.7
2015/16,East Midlands,Nottinghamshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,80.3
2015/16,North West,Oldham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000004,71.9
2015/16,South East,Oxfordshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,85.1
2015/16,East of England,Peterborough,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000031,75.4
2015/16,South West,Plymouth,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000026,78.2
2015/16,South West,Poole,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000029,85.9
2015/16,South East,Portsmouth,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000044,81.3
2015/16,South East,Reading,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000038,81.9
2015/16,London,Redbridge,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000026,83.4
2015/16,North East,Redcar and Cleveland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000003,80.1
2015/16,London,Richmond upon Thames,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000027,93.3
2015/16,North West,Rochdale,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000005,73.6
2015/16,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000018,81.0
2015/16,East Midlands,Rutland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000017,82.5
2015/16,North West,Salford,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000006,76.3
2015/16,West Midlands,Sandwell,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000028,75.1
2015/16,North West,Sefton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000014,82.2
2015/16,Yorkshire and The Humber,Sheffield,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000019,83.4
2015/16,West Midlands,Shropshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000051,84.9
2015/16,South East,Slough,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000039,82.3
2015/16,West Midlands,Solihull,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000029,81.5
2015/16,South West,Somerset,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,83.2
2015/16,South West,South Gloucestershire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000025,86.0
2015/16,North East,South Tyneside,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000023,77.8
2015/16,South East,Southampton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000045,82.8
2015/16,East of England,Southend-on-Sea,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000033,85.1
2015/16,London,Southwark,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000028,80.6
2015/16,North West,St. Helens,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000013,77.7
2015/16,West Midlands,Staffordshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,84.5
2015/16,North West,Stockport,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000007,80.3
2015/16,North East,Stockton-on-Tees,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000004,79.0
2015/16,West Midlands,Stoke-on-Trent,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000021,75.5
2015/16,East of England,Suffolk,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,82.5
2015/16,North East,Sunderland,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000024,81.2
2015/16,South East,Surrey,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,86.4
2015/16,London,Sutton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000029,81.9
2015/16,South West,Swindon,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000030,82.5
2015/16,North West,Tameside,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000008,77.2
2015/16,West Midlands,Telford and Wrekin,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000020,78.6
2015/16,East of England,Thurrock,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000034,84.9
2015/16,South West,Torbay,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000027,80.9
2015/16,London,Tower Hamlets,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000030,77.8
2015/16,North West,Trafford,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000009,85.9
2015/16,Yorkshire and The Humber,Wakefield,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000036,78.7
2015/16,West Midlands,Walsall,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000030,76.0
2015/16,London,Waltham Forest,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000031,81.5
2015/16,London,Wandsworth,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000032,83.6
2015/16,North West,Warrington,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000007,82.2
2015/16,West Midlands,Warwickshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,81.8
2015/16,South East,West Berkshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000037,87.8
2015/16,South East,West Sussex,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,83.9
2015/16,London,Westminster,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E09000033,79.5
2015/16,North West,Wigan,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000010,79.5
2015/16,South West,Wiltshire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000054,85.4
2015/16,South East,Windsor and Maidenhead,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000040,86.9
2015/16,North West,Wirral,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000015,79.8
2015/16,South East,Wokingham,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000041,87.4
2015/16,West Midlands,Wolverhampton,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E08000031,75.3
2015/16,West Midlands,Worcestershire,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,81.5
2015/16,Yorkshire and The Humber,York,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E06000014,86.8
2015/16,East Midlands,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000004,80.7
2015/16,East of England,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000006,82.1
2015/16,London,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000007,81.9
2015/16,North East,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000001,80.9
2015/16,North West,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000002,79.1
2015/16,South East,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000008,85.1
2015/16,South West,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000009,83.2
2015/16,West Midlands,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000005,79.0
2015/16,Yorkshire and The Humber,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),E12000003,81.0
2015/16,,,,,,Prime areas of learning,Communication and Language,Normal value,Units,Percentage (%),,81.6
2015/16,,,Boys,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,79.7
2015/16,,,Girls,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,90.1
2015/16,London,Barking and Dagenham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000002,83.3
2015/16,London,Barnet,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000003,83.6
2015/16,Yorkshire and The Humber,Barnsley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000016,81.4
2015/16,South West,Bath and North East Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000022,86.3
2015/16,East of England,Bedford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000055,82.2
2015/16,London,Bexley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000004,89.5
2015/16,West Midlands,Birmingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000025,80.3
2015/16,North West,Blackburn with Darwen,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000008,81.2
2015/16,North West,Blackpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000009,81.7
2015/16,North West,Bolton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000001,79.1
2015/16,South West,Bournemouth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000028,88.1
2015/16,South East,Bracknell Forest,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000036,88.6
2015/16,Yorkshire and The Humber,Bradford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000032,83.2
2015/16,London,Brent,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000005,82.1
2015/16,South East,Brighton and Hove,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000043,84.2
2015/16,South West,"Bristol, City of",,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,81.6
2015/16,London,Bromley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000006,87.8
2015/16,South East,Buckinghamshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.5
2015/16,North West,Bury,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000002,84.8
2015/16,Yorkshire and The Humber,Calderdale,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000033,84.6
2015/16,East of England,Cambridgeshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.7
2015/16,London,Camden,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000007,81.0
2015/16,East of England,Central Bedfordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000056,86.1
2015/16,North West,Cheshire East,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000049,85.7
2015/16,North West,Cheshire West and Chester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000050,87.4
2015/16,London,City of London,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000001,88.1
2015/16,South West,Cornwall,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000052,84.2
2015/16,North East,County Durham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000047,84.6
2015/16,West Midlands,Coventry,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000026,82.5
2015/16,London,Croydon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000008,84.8
2015/16,North West,Cumbria,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.5
2015/16,North East,Darlington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000005,81.3
2015/16,East Midlands,Derby,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000015,79.6
2015/16,East Midlands,Derbyshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,85.5
2015/16,South West,Devon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.2
2015/16,Yorkshire and The Humber,Doncaster,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000017,84.1
2015/16,South West,Dorset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.8
2015/16,West Midlands,Dudley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000027,79.4
2015/16,London,Ealing,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000009,83.8
2015/16,Yorkshire and The Humber,East Riding of Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000011,85.9
2015/16,South East,East Sussex,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,88.1
2015/16,London,Enfield,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000010,82.3
2015/16,East of England,Essex,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.8
2015/16,North East,Gateshead,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000037,89.4
2015/16,South West,Gloucestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.2
2015/16,London,Greenwich,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000011,88.1
2015/16,London,Hackney,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000012,83.7
2015/16,North West,Halton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000006,80.8
2015/16,London,Hammersmith and Fulham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000013,84.8
2015/16,South East,Hampshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,89.4
2015/16,London,Haringey,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000014,86.5
2015/16,London,Harrow,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000015,86.4
2015/16,North East,Hartlepool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000001,82.4
2015/16,London,Havering,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000016,87.7
2015/16,West Midlands,Herefordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000019,85.3
2015/16,East of England,Hertfordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.4
2015/16,London,Hillingdon,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000017,84.9
2015/16,London,Hounslow,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000018,83.8
2015/16,South East,Isle of Wight,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000046,87.3
2015/16,London,Islington,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000019,81.0
2015/16,London,Kensington and Chelsea,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000020,79.8
2015/16,South East,Kent,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,88.4
2015/16,Yorkshire and The Humber,"Kingston upon Hull, City of",,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,80.4
2015/16,London,Kingston upon Thames,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000021,90.1
2015/16,Yorkshire and The Humber,Kirklees,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000034,84.9
2015/16,North West,Knowsley,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000011,85.5
2015/16,London,Lambeth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000022,83.0
2015/16,North West,Lancashire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.6
2015/16,Yorkshire and The Humber,Leeds,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000035,80.8
2015/16,East Midlands,Leicester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000016,80.2
2015/16,East Midlands,Leicestershire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,85.8
2015/16,London,Lewisham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000023,89.3
2015/16,East Midlands,Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,86.0
2015/16,North West,Liverpool,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000012,81.2
2015/16,East of England,Luton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000032,80.7
2015/16,North West,Manchester,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000003,79.2
2015/16,South East,Medway,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000035,86.2
2015/16,London,Merton,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000024,85.1
2015/16,North East,Middlesbrough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000002,77.4
2015/16,South East,Milton Keynes,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000042,86.4
2015/16,North East,Newcastle upon Tyne,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000021,88.1
2015/16,London,Newham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000025,86.4
2015/16,East of England,Norfolk,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.8
2015/16,Yorkshire and The Humber,North East Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000012,87.1
2015/16,Yorkshire and The Humber,North Lincolnshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000013,88.0
2015/16,South West,North Somerset,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000024,89.3
2015/16,North East,North Tyneside,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000022,85.1
2015/16,Yorkshire and The Humber,North Yorkshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.0
2015/16,East Midlands,Northamptonshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,84.1
2015/16,North East,Northumberland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000057,88.7
2015/16,East Midlands,Nottingham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000018,82.0
2015/16,East Midlands,Nottinghamshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,83.1
2015/16,North West,Oldham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000004,75.1
2015/16,South East,Oxfordshire,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),,87.7
2015/16,East of England,Peterborough,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000031,79.0
2015/16,South West,Plymouth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000026,81.7
2015/16,South West,Poole,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000029,90.0
2015/16,South East,Portsmouth,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000044,84.6
2015/16,South East,Reading,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000038,85.0
2015/16,London,Redbridge,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000026,85.3
2015/16,North East,Redcar and Cleveland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000003,84.5
2015/16,London,Richmond upon Thames,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E09000027,92.6
2015/16,North West,Rochdale,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000005,78.2
2015/16,Yorkshire and The Humber,Rotherham,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000018,85.4
2015/16,East Midlands,Rutland,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E06000017,85.1
2015/16,North West,Salford,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000006,80.9
2015/16,West Midlands,Sandwell,,,,Prime areas of learning,"Personal, Social and Emotional Development",Normal value,Units,Percentage (%),E08000028,79.6
