Year,Series,Water area extent,Quality measure,Water type,Deviation level,Geography (HydroBASINs ID),Units,Observation status,Unit multiplier,Value
1999 to 2003,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,-6.73511293634492
2009 to 2013,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,-18.4713666438511
2010 to 2014,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,1.41911932466355
2011 to 2015,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,17.3853524982889
2012 to 2016,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,30.1072324891627
2013 to 2017,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,38.672142368241
2014 to 2018,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,52.8998402920374
2015 to 2019,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,57.7367100159709
2016 to 2020,Open water area,,,Seasonal,,2060048790 (Central South East England),% change from baseline,Normal value,Units,88.0720967373941
1984 to 1988,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,38.847926267281
1985 to 1989,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,53.5023041474654
1986 to 1990,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,59.331797235023
1998 to 2002,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,3.75576036866362
1999 to 2003,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,7.76497695852538
2009 to 2013,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,-19.4930875576036
2010 to 2014,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,6.15207373271896
2011 to 2015,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,26.8433179723503
2012 to 2016,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,49.2626728110599
2013 to 2017,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,68.2488479262673
2014 to 2018,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,84.6774193548387
2015 to 2019,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,86.7741935483871
2016 to 2020,Open water area,,,Seasonal,,2060048980 (Central South West England),% change from baseline,Normal value,Units,137.534562211981
1984 to 1988,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,45.6525756525756
1985 to 1989,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,69.4710094710094
1986 to 1990,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,74.2018942018941
1998 to 2002,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,14.3404943404943
1999 to 2003,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,28.2744282744282
2009 to 2013,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,33.6798336798336
2010 to 2014,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,67.6230076230076
2011 to 2015,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,88.7549087549087
2012 to 2016,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,130.83853083853
2013 to 2017,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,154.927234927234
2014 to 2018,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,166.384846384846
2015 to 2019,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,180.73227073227
2016 to 2020,Open water area,,,Seasonal,,2060048990 (South West England),% change from baseline,Normal value,Units,218.914298914298
1984 to 1988,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,144.735896514552
1985 to 1989,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,190.219187926697
1986 to 1990,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,192.92849443047
1998 to 2002,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,10.2838663312971
1999 to 2003,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,24.8508803449514
2009 to 2013,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,61.8253683075817
2010 to 2014,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,101.473230326985
2011 to 2015,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,119.144807761408
2012 to 2016,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,156.873877111031
2013 to 2017,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,210.93065037729
2014 to 2018,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,211.311534315486
2015 to 2019,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,236.119295724038
2016 to 2020,Open water area,,,Seasonal,,2060049660 (Severn),% change from baseline,Normal value,Units,269.629895795903
1984 to 1988,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,207.777777777777
1985 to 1989,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,246.666666666666
1986 to 1990,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,280.0
1998 to 2002,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,70.0000000000001
1999 to 2003,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,91.1111111111112
2009 to 2013,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,293.333333333333
2010 to 2014,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,551.111111111111
2011 to 2015,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,623.333333333333
2012 to 2016,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,823.333333333333
2013 to 2017,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,1088.88888888888
2014 to 2018,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,1217.77777777777
2015 to 2019,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,1276.66666666666
2016 to 2020,Open water area,,,Seasonal,,2060049670 (South East Wye),% change from baseline,Normal value,Units,1413.33333333333
1984 to 1988,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,137.354838709677
1985 to 1989,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,207.63440860215
1986 to 1990,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,195.354838709677
1998 to 2002,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,32.3010752688172
1999 to 2003,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,23.9569892473118
2009 to 2013,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,162.946236559139
2010 to 2014,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,186.817204301075
2011 to 2015,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,200.150537634408
2012 to 2016,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,241.591397849462
2013 to 2017,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,235.311827956989
2014 to 2018,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,234.838709677419
2015 to 2019,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,268.666666666666
2016 to 2020,Open water area,,,Seasonal,,2060049680 (Wye),% change from baseline,Normal value,Units,298.344086021504
1984 to 1988,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,81.9826541079921
1985 to 1989,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,121.818520936305
1986 to 1990,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,130.329198918213
1998 to 2002,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,27.4382169169076
1999 to 2003,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,33.335820199571
2009 to 2013,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,79.3005688706519
2010 to 2014,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,93.9942180359974
2011 to 2015,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,101.443625850974
2012 to 2016,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,130.43924274923
2013 to 2017,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,164.642357549193
2014 to 2018,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,175.637414902545
2015 to 2019,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,204.588268208523
2016 to 2020,Open water area,,,Seasonal,,2060049690 (Wales & Dee),% change from baseline,Normal value,Units,229.866641798003
1984 to 1988,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,243.605671843349
1985 to 1989,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,339.797434166103
1986 to 1990,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,335.786630654962
1998 to 2002,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,27.1978392977717
1999 to 2003,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,44.6590141796083
2009 to 2013,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,149.993247805536
2010 to 2014,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,182.228224172856
2011 to 2015,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,195.016880486158
2012 to 2016,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,271.505739365293
2013 to 2017,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,364.037812288993
2014 to 2018,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,390.735989196488
2015 to 2019,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,452.113436866981
2016 to 2020,Open water area,,,Seasonal,,2060050410 (Mersey),% change from baseline,Normal value,Units,489.466576637406
1984 to 1988,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,193.684663368466
1985 to 1989,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,300.387180038717
1986 to 1990,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,323.605076360507
1998 to 2002,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,140.034416003441
1999 to 2003,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,162.490858249085
2009 to 2013,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,280.206496020649
2010 to 2014,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,330.853947085394
2011 to 2015,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,327.653258765325
2012 to 2016,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,414.106259410625
2013 to 2017,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,545.657130565713
2014 to 2018,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,592.05850720585
2015 to 2019,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,682.520972252097
2016 to 2020,Open water area,,,Seasonal,,2060050420 (North West England),% change from baseline,Normal value,Units,761.066896106688
1984 to 1988,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,75.2400835073069
1985 to 1989,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,84.2379958246346
1986 to 1990,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,75.2218162839248
1998 to 2002,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,25.3157620041753
1999 to 2003,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,35.6680584551148
2009 to 2013,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,57.7296450939457
2010 to 2014,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,82.5521920668058
2011 to 2015,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,98.509916492693
2012 to 2016,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,120.511482254697
2013 to 2017,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,158.624739039665
2014 to 2018,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,183.262004175365
2015 to 2019,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,198.449895615866
2016 to 2020,Open water area,,,Seasonal,,2060050790 (Galloway & Ayrshire),% change from baseline,Normal value,Units,217.682672233819
1984 to 1988,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,117.50922509225
1985 to 1989,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,110.5073800738
1986 to 1990,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,100.940959409594
1998 to 2002,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,39.9077490774907
1999 to 2003,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,53.9575645756457
2009 to 2013,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,56.9095940959409
2010 to 2014,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,87.9520295202951
2011 to 2015,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,115.590405904058
2012 to 2016,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,148.643911439114
2013 to 2017,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,199.142066420664
2014 to 2018,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,232.453874538745
2015 to 2019,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,235.498154981549
2016 to 2020,Open water area,,,Seasonal,,2060051150 (Clyde),% change from baseline,Normal value,Units,260.618081180811
1984 to 1988,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,70.5420744514456
1985 to 1989,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,80.7320016087946
1986 to 1990,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,110.211824641372
1998 to 2002,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,97.072887339679
1999 to 2003,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,100.735129820798
2009 to 2013,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,83.4374581043034
2010 to 2014,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,114.820127809804
2011 to 2015,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,161.89927157349
2012 to 2016,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,194.218617330294
2013 to 2017,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,255.360414711534
2014 to 2018,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,279.977655628547
2015 to 2019,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,290.334718684363
2016 to 2020,Open water area,,,Seasonal,,2060051160 (North West Scotland),% change from baseline,Normal value,Units,317.307950127362
1984 to 1988,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,247.70731707317
1985 to 1989,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,268.121951219512
1986 to 1990,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,280.365853658536
1998 to 2002,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,210.268292682926
1999 to 2003,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,170.121951219512
2009 to 2013,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,302.926829268292
2010 to 2014,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,342.90243902439
2011 to 2015,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,421.90243902439
2012 to 2016,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,497.609756097561
2013 to 2017,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,581.195121951219
2014 to 2018,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,611.80487804878
2015 to 2019,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,645.926829268293
2016 to 2020,Open water area,,,Seasonal,,2060052380 (Spey),% change from baseline,Normal value,Units,700.390243902437
1984 to 1988,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,240.81784386617
1985 to 1989,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,268.518321826872
1986 to 1990,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,253.744025491237
1998 to 2002,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,76.4630908125331
1999 to 2003,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,78.7148167817313
2009 to 2013,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,160.998406797663
2010 to 2014,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,199.490175252257
2011 to 2015,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,252.331386086032
2012 to 2016,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,304.142326075411
2013 to 2017,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,367.827934147636
2014 to 2018,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,418.38555496548
2015 to 2019,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,444.843335103558
2016 to 2020,Open water area,,,Seasonal,,"2060052390 (Dee, Scotland)",% change from baseline,Normal value,Units,498.013807753583
1984 to 1988,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,89.2620108964834
1985 to 1989,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,104.52038963183
1986 to 1990,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,90.0610863463761
1998 to 2002,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,88.8459633481921
1999 to 2003,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,83.0477133894667
2009 to 2013,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,91.6361234934786
2010 to 2014,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,115.218755159319
2011 to 2015,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,155.624896813604
2012 to 2016,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,183.301964668978
2013 to 2017,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,239.501403334984
2014 to 2018,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,265.352484728413
2015 to 2019,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,278.877332012547
2016 to 2020,Open water area,,,Seasonal,,2060052660 (Tay),% change from baseline,Normal value,Units,302.172692752186
1984 to 1988,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,72.5120902740461
1985 to 1989,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,77.7377753895754
1986 to 1990,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,63.970983342289
1998 to 2002,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,27.9419666845781
1999 to 2003,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,30.9591617409994
2009 to 2013,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,26.1982804943578
2010 to 2014,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,50.7764642665233
2011 to 2015,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,76.5421816227833
2012 to 2016,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,91.9747447608812
2013 to 2017,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,122.764642665233
2014 to 2018,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,143.949489521762
2015 to 2019,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,152.0204191295
2016 to 2020,Open water area,,,Seasonal,,2060052670 (Firth of Forth),% change from baseline,Normal value,Units,161.722192369693
1984 to 1988,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,201.788756388415
1985 to 1989,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,270.459965928449
1986 to 1990,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,242.930153321976
1998 to 2002,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,59.1652470187393
1999 to 2003,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,80.5792163543441
2009 to 2013,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,104.105621805792
2010 to 2014,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,161.073253833049
2011 to 2015,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,210.357751277683
2012 to 2016,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,253.747870528109
2013 to 2017,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,314.361158432708
2014 to 2018,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,364.037478705281
2015 to 2019,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,378.688245315162
2016 to 2020,Open water area,,,Seasonal,,2060052940 (Tweed),% change from baseline,Normal value,Units,382.12947189097
1984 to 1988,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,218.59649122807
1985 to 1989,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,259.824561403508
1986 to 1990,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,220.350877192982
1998 to 2002,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,30.8771929824561
1999 to 2003,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,81.4035087719298
2009 to 2013,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,112.280701754385
2010 to 2014,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,194.035087719298
2011 to 2015,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,245.087719298245
2012 to 2016,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,290.350877192982
2013 to 2017,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,360.701754385964
2014 to 2018,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,356.315789473684
2015 to 2019,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,353.508771929824
2016 to 2020,Open water area,,,Seasonal,,2060052950 (Northumberland Coast),% change from baseline,Normal value,Units,435.964912280701
1984 to 1988,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,85.2759381898454
1985 to 1989,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,125.761589403973
1986 to 1990,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,130.32008830022
1998 to 2002,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,21.1184694628402
1999 to 2003,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,48.4142752023546
2009 to 2013,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,62.1412803532008
2010 to 2014,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,90.0441501103752
2011 to 2015,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,114.466519499632
2012 to 2016,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,154.326710816777
2013 to 2017,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,211.405445180279
2014 to 2018,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,234.415011037527
2015 to 2019,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,259.437086092715
2016 to 2020,Open water area,,,Seasonal,,2060052960 (Northumbria & East Humber),% change from baseline,Normal value,Units,293.156732891831
1984 to 1988,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,91.8697629877903
1985 to 1989,Open water area,,,Seasonal,,2060053240 (North Humber),% change from baseline,Normal value,Units,147.742398850849
