Year,Neonatal period,Age,Birthweight (grams),Country,Region,Country of birth,Ethnic group,Sex,Units,Unit multiplier,Observation status,GeoCode,Value
2014,,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2014,,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2014,,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.9
2014,,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2014,,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2014,,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2014,,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.0
2014,,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2014,,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2014,,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2014,,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.5
2014,,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.4
2014,,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.7
2014,,,,England,East,,,,"Rate per 1,000 live births",Units,Normal value,E12000006,2.5
2014,,,,England,East Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.0
2014,,,,England,London,,,,"Rate per 1,000 live births",Units,Normal value,E12000007,2.0
2014,,,,England,North East,,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.6
2014,,,,England,North West,,,,"Rate per 1,000 live births",Units,Normal value,E12000002,2.7
2014,,,,England,South East,,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.2
2014,,,,England,South West,,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.0
2014,,,,England,West Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000005,3.9
2014,,,,England,Yorkshire and The Humber,,,,"Rate per 1,000 live births",Units,Normal value,E12000003,2.6
2014,,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.9
2014,,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.7
2014,,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,5.1
2014,,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.4
2014,,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,2.3
2014,,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.5
2014,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.1
2014,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2014,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2014,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.6
2014,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,2.4
2014,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,2.7
2014,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2014,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2014,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2014,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2014,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2014,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2014,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.3
2014,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,111.7
2014,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,218.4
2014,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,22.6
2014,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,9.5
2014,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2014,Early neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2014,Early neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2014,Early neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2014,Early neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2014,Early neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,13.8
2014,Early neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2014,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2014,Early neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2014,Early neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.7
2014,Early neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.5
2014,Early neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2014,Early neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.4
2014,Early neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2014,Early neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.3
2014,Early neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2014,Early neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2014,Early neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2014,Early neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.0
2014,Early neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,1.9
2014,Early neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.1
2014,Early neonatal,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.3
2014,Early neonatal,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,2.2
2014,Early neonatal,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.3
2014,Early neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2014,Early neonatal,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2014,Early neonatal,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.9
2014,Early neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2014,Early neonatal,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.5
2014,Early neonatal,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.0
2014,Early neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,2.0
2014,Early neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,1.9
2014,Early neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,2.2
2014,Late neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2014,Late neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Late neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2014,Late neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2014,Late neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Late neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2014,Late neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.1
2014,Late neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.2
2014,Late neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,35.7
2014,Late neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.3
2014,Late neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.9
2014,Late neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2014,Late neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2014,Late neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2014,Late neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2014,Late neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2014,Late neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.9
2014,Late neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Late neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2014,Late neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2014,Late neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.4
2014,Late neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2014,Late neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.4
2014,Late neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Late neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2014,Late neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2014,Late neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2014,Late neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2014,Late neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2014,Late neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.5
2014,Late neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2014,Late neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.5
2014,Late neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,W92000004,0.4
2014,Late neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,,0.6
2014,Late neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,,0.5
2014,Late neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,,0.6
2015,,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.2
2015,,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2015,,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2015,,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2015,,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.9
2015,,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2015,,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,25.0
2015,,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,136.0
2015,,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,273.0
2015,,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,29.3
2015,,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,11.9
2015,,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.6
2015,,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2015,,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2015,,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.6
2015,,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2015,,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2015,,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2015,,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.9
2015,,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.5
2015,,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.7
2015,,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2015,,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.2
2015,,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,2.4
2015,,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2015,,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2015,,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,3.0
2015,,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.6
2015,,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,2.3
2015,,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,3.0
2015,,,,England,East Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000004,3.1
2015,,,,England,London,,,,"Rate per 1,000 live births",Units,Normal value,E12000007,2.2
2015,,,,England,North East,,,,"Rate per 1,000 live births",Units,Normal value,E12000001,2.0
2015,,,,England,North West,,,,"Rate per 1,000 live births",Units,Normal value,E12000002,2.6
2015,,,,England,South East,,,,"Rate per 1,000 live births",Units,Normal value,E12000008,2.2
2015,,,,England,South West,,,,"Rate per 1,000 live births",Units,Normal value,E12000009,2.6
2015,,,,England,West Midlands,,,,"Rate per 1,000 live births",Units,Normal value,E12000005,4.6
2015,,,,England,Yorkshire and The Humber,,,,"Rate per 1,000 live births",Units,Normal value,E12000003,2.6
2015,,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,4.2
2015,,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.7
2015,,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.6
2015,,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,2.0
2015,,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.8
2015,,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,2.2
2015,,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,2.5
2015,,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2015,,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,3.2
2015,,,,,,,,,"Rate per 1,000 live births",Units,Normal value,K02000001,2.6
2015,,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,K02000001,2.3
2015,,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,K02000001,3.0
2015,Early neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.4
2015,Early neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.3
2015,Early neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2015,Early neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.8
2015,Early neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2015,Early neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.2
2015,Early neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,20.7
2015,Early neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,116.4
2015,Early neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,237.9
2015,Early neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,21.7
2015,Early neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,8.4
2015,Early neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2015,Early neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.8
2015,Early neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,Early neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2015,Early neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.3
2015,Early neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,15.8
2015,Early neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2015,Early neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.0
2015,Early neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.1
2015,Early neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.5
2015,Early neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.1
2015,Early neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2015,Early neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.5
2015,Early neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.7
2015,Early neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,1.7
2015,Early neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2015,Early neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,1.7
2015,Early neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,2.4
2015,Early neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,2.1
2015,Early neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,1.7
2015,Early neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,2.4
2015,Early neonatal,,,Northern Ireland,,,,,"Rate per 1,000 live births",Units,Normal value,N92000002,3.8
2015,Early neonatal,,,Northern Ireland,,,,Female,"Rate per 1,000 live births",Units,Normal value,N92000002,3.4
2015,Early neonatal,,,Northern Ireland,,,,Male,"Rate per 1,000 live births",Units,Normal value,N92000002,4.2
2015,Early neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,1.5
2015,Early neonatal,,,Scotland,,,,Female,"Rate per 1,000 live births",Units,Normal value,S92000003,1.3
2015,Early neonatal,,,Scotland,,,,Male,"Rate per 1,000 live births",Units,Normal value,S92000003,1.6
2015,Early neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,1.8
2015,Early neonatal,,,Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,W92000004,1.3
2015,Early neonatal,,,Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,W92000004,2.3
2015,Early neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,K02000001,2.1
2015,Early neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,K02000001,1.7
2015,Early neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,K02000001,2.4
2015,Late neonatal,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2015,Late neonatal,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,Late neonatal,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2015,Late neonatal,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2015,Late neonatal,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.7
2015,Late neonatal,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.0
2015,Late neonatal,,Under 2500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.4
2015,Late neonatal,,Under 1500,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,19.6
2015,Late neonatal,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,35.1
2015,Late neonatal,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,7.6
2015,Late neonatal,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.5
2015,Late neonatal,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2015,Late neonatal,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,Late neonatal,,3000 to 3499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.2
2015,Late neonatal,,3500 to 3999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.1
2015,Late neonatal,,4000 and over,England and Wales,,,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.1
2015,Late neonatal,,Not stated,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,5.8
2015,Late neonatal,,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,Late neonatal,,,England and Wales,,Born in UK‚ Isle of Man and Channel Islands,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,Late neonatal,,,England and Wales,,Not born in UK,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,Late neonatal,,,England and Wales,,Born in EU,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.4
2015,Late neonatal,,,England and Wales,,Born in Rest of Europe (non EU),,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.4
2015,Late neonatal,,,England and Wales,,Born in Africa,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
2015,Late neonatal,,,England and Wales,,Born in the Americas and the Caribbean,,,"Rate per 1,000 live births",Units,Low reliability,K04000001,0.8
2015,Late neonatal,,,England and Wales,,Born in Middle East and Asia,,,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2015,Late neonatal,,,England and Wales,,Born in Antarctica and Oceania,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2015,Late neonatal,,,England and Wales,,Other/Not stated,,,"Rate per 1,000 live births",Units,Missing value; suppressed,K04000001,
2015,Late neonatal,,,England and Wales,,,,Female,"Rate per 1,000 live births",Units,Normal value,K04000001,0.5
2015,Late neonatal,,,England and Wales,,,,Male,"Rate per 1,000 live births",Units,Normal value,K04000001,0.6
2015,Late neonatal,,,England,,,,,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2015,Late neonatal,,,England,,,,Female,"Rate per 1,000 live births",Units,Normal value,E92000001,0.5
2015,Late neonatal,,,England,,,,Male,"Rate per 1,000 live births",Units,Normal value,E92000001,0.6
2015,Late neonatal,,,Scotland,,,,,"Rate per 1,000 live births",Units,Normal value,S92000003,0.6
2015,Late neonatal,,,Wales,,,,,"Rate per 1,000 live births",Units,Normal value,W92000004,0.7
2015,Late neonatal,,,,,,,,"Rate per 1,000 live births",Units,Normal value,K02000001,0.6
2015,Late neonatal,,,,,,,Female,"Rate per 1,000 live births",Units,Normal value,K02000001,0.5
2015,Late neonatal,,,,,,,Male,"Rate per 1,000 live births",Units,Normal value,K02000001,0.6
2016,,19 and under,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,4.3
2016,,20 to 24,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2016,,25 to 29,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2016,,30 to 34,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.5
2016,,35 to 39,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.6
2016,,40 and over,,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,3.9
2016,,,Under 1000,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,308.3
2016,,,1000 to 1499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,26.6
2016,,,1500 to 1999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,12.6
2016,,,2000 to 2499,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,2.8
2016,,,2500 to 2999,England and Wales,,,,,"Rate per 1,000 live births",Units,Normal value,K04000001,1.1
