Year,Occupation minor group,Occupation unit group,Country,Region,Observation status,GeoCode,Value
2004,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,48.4291873979315
2005,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,48.5635320119203
2006,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,49.8062439451233
2007,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,55.7002106357618
2008,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,55.9073083724172
2009,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,62.1792864152034
2010,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,61.582089495502
2011,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,87.5334452277388
2012,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,79.779180218359
2013,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,72.5216830534678
2014,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,75.0468628014275
2015,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,84.9841271581856
2016,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,79.3913618935601
2017,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,87.7805830789255
2018,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,84.2897029948739
2019,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,88.0047561681556
2020,221 Health Professionals (not including Veterinarians),,England,South West,Normal Value,E12000009,78.9872247440999
2004,222 Therapy Professionals,,England,South West,Normal Value,E12000009,21.2373895556503
2005,222 Therapy Professionals,,England,South West,Normal Value,E12000009,22.4139378516555
2006,222 Therapy Professionals,,England,South West,Normal Value,E12000009,21.0944092002875
2007,222 Therapy Professionals,,England,South West,Normal Value,E12000009,20.8875789884107
2008,222 Therapy Professionals,,England,South West,Normal Value,E12000009,23.4388028228003
2009,222 Therapy Professionals,,England,South West,Normal Value,E12000009,22.7671848720283
2010,222 Therapy Professionals,,England,South West,Normal Value,E12000009,30.4109083928405
2011,222 Therapy Professionals,,England,South West,Normal Value,E12000009,22.0720109733738
2012,222 Therapy Professionals,,England,South West,Normal Value,E12000009,25.6566847181108
2013,222 Therapy Professionals,,England,South West,Normal Value,E12000009,21.0126927821586
2014,222 Therapy Professionals,,England,South West,Normal Value,E12000009,23.4175714392661
2015,222 Therapy Professionals,,England,South West,Normal Value,E12000009,24.3072879828789
2016,222 Therapy Professionals,,England,South West,Normal Value,E12000009,18.6696581621842
2017,222 Therapy Professionals,,England,South West,Normal Value,E12000009,28.2408843102281
2018,222 Therapy Professionals,,England,South West,Normal Value,E12000009,22.8582245409827
2019,222 Therapy Professionals,,England,South West,Normal Value,E12000009,32.8906664466844
2020,222 Therapy Professionals,,England,South West,Normal Value,E12000009,34.9876297524201
2004,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,98.8431775580734
2005,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,96.1439965742066
2006,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,105.081408794025
2007,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,103.277473887142
2008,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,92.9867259527489
2009,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,88.0076053876725
2010,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,94.4638841952608
2011,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,102.814068209305
2012,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,106.55951536208
2013,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,97.253436505035
2014,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,95.8829696725855
2015,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,102.346475717385
2016,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,108.936549082259
2017,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,101.27145137999
2018,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,101.076211642158
2019,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,103.116683995011
2020,223 Nursing and Midwifery Professionals,,England,South West,Normal Value,E12000009,95.0673980141516
2004,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,18.4586656885559
2005,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,16.7121466437782
2006,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,18.9459045595175
2007,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,20.3073684609548
2008,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,24.7836521650922
2009,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,26.4022816163018
2010,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,23.9485903593619
2011,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,27.7315009665466
2012,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,24.5330342925001
2013,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,25.1036595185081
2014,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,31.1619651435903
2015,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,33.9936508632742
2016,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,30.4514812742422
2017,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,33.817109874668
2018,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,31.4300587438513
2019,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,31.4683673570981
2020,321 Health Associate Professionals,,England,South West,Normal Value,E12000009,34.1041037485711
2004,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,26.1993964611761
2005,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,24.3800727509235
2006,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,30.2743835744867
2007,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,28.2369123361848
2008,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,28.0497148535152
2009,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,33.098512461016
2010,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,34.7824764743113
2011,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,44.5213212796258
2012,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,36.3313637614123
2013,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,35.1451233259113
2014,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,34.849771669459
2015,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,37.6488821388951
2016,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,41.6895279349745
2017,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,43.3506568074202
2018,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,42.5020112558898
2019,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,47.6470195011428
2020,221 Health Professionals (not including Veterinarians),2211 Medical practitioners,England,South West,Normal Value,E12000009,39.0518493701255
2004,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,1.98480276221031
2005,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,2.16274838919483
2006,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,0.976593018531829
2007,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,4.06147369219097
2008,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,6.34000404223288
2009,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,6.50490996343667
2010,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,5.13184079129184
2011,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,5.65948999317277
2012,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,5.61825212805345
2013,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,5.95049707105377
2014,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,9.21951631467168
2015,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,8.58979349770908
2016,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,4.35021161060603
2017,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,6.4756167845109
2018,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,8.03609456518925
2019,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,4.62247204115565
2020,221 Health Professionals (not including Veterinarians),2212 Psychologists,England,South West,Normal Value,E12000009,6.36138722771275
2004,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,7.54225049639917
2005,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,7.0780856373649
2006,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,5.85955811119097
2007,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,7.54273685692608
2008,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,4.80303336532794
2009,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,4.59170115066118
2010,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,4.56163625892608
2011,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,7.92328599044188
2012,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,5.61825212805345
2013,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,7.06621527187635
2014,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,6.63805174656361
2015,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,9.86912444417639
2016,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,3.98769397638886
2017,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,5.21646907641156
2018,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,6.4288756521514
2019,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,7.28928283413006
2020,221 Health Professionals (not including Veterinarians),2213 Pharmacists,England,South West,Normal Value,E12000009,4.41763001924496
2004,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,3.96960552442062
2005,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,3.53904281868245
2006,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,3.12509765930185
2007,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,2.90105263727926
2008,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,3.45818402303612
2009,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,2.29585057533059
2010,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,1.33047724218677
2011,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,0.943248332195461
2012,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,1.31092549654581
2013,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,3.16120156899732
2014,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,5.16292913621614
2015,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,5.48284691343133
2016,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,2.90014107373736
2017,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,2.1585389281703
2018,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,3.03585794684927
2019,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,1.42229908958635
2020,221 Health Professionals (not including Veterinarians),2214 Ophthalmic opticians,England,South West,Normal Value,E12000009,1.23693640538859
2004,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,4.96200690552577
2005,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,5.70179120787728
2006,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,3.51573486671459
2007,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,5.41529825625462
2008,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,5.18727603455417
2009,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,4.97434291321627
2010,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,7.41265892075487
2011,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,6.98003765824641
2012,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,8.80192833395041
2013,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,6.69430920493549
2014,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,8.48195500949795
2015,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,7.85874724258491
2016,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,7.97538795277773
2017,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,7.91464273662443
2018,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,7.50035492750996
2019,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,7.28928283413006
2020,221 Health Professionals (not including Veterinarians),2215 Dental practitioners,England,South West,Normal Value,E12000009,5.30115602309396
2004,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,1.38936193354722
2005,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,3.34242932875565
2006,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,2.53914184818276
2007,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,4.64168421964682
2008,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,5.37939736916729
2009,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,3.06113410044078
2010,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,3.80136354910506
2011,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,9.8097826548328
2012,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,9.55102861769086
2013,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,6.32240313799463
2014,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,2.39707424181464
2015,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,4.38627753074506
2016,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,3.08139989084594
2017,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,4.67683434436898
2018,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,3.75017746375498
2019,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,4.62247204115565
2020,221 Health Professionals (not including Veterinarians),2217 Medical radiographers,England,South West,Normal Value,E12000009,5.30115602309396
2004,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,1.38936193354722
2005,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,1.37629442948762
2006,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,1.95318603706366
2007,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,2.12743860067146
2008,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,1.92121334613118
2009,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,4.01773850682853
2010,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,2.09074995200779
2011,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,1.88649666439092
2012,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,3.37095127683207
2013,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,2.60334246858602
2014,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,1.29073228405404
2015,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,2.37590032915358
2016,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,4.35021161060603
2017,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,3.77744312429803
2018,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,2.67869818839642
2019,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,4.44468465495735
2020,221 Health Professionals (not including Veterinarians),2218 Podiatrists,England,South West,Normal Value,E12000009,5.83127162540335
2004,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,1.19088165732618
2005,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,1.17968093956082
2006,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,1.56254882965093
2007,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Missing value; data exist but were not collected,E12000009,
2008,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Missing value; data exist but were not collected,E12000009,
2009,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,3.63509674427343
2010,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,2.47088630691829
2011,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,10.187081987711
2012,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,8.98920340488552
2013,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,5.57859100411291
2014,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,7.00683239915048
2015,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,8.95531662527117
2016,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,11.2380466607323
2017,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,14.3902595211353
2018,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,10.3576329951328
2019,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,10.3116683995011
2020,221 Health Professionals (not including Veterinarians),2219 Health professionals n.e.c.,England,South West,Normal Value,E12000009,11.4858380500369
2004,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,6.54984911529402
2005,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,8.45438006685252
2006,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,8.008062751961
2007,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,6.57571931116633
2008,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,6.91636804607223
2009,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,6.88755172599176
2010,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,7.41265892075487
2011,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,7.16868732468551
2012,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,6.1800773408588
2013,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,7.62407437228764
2014,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,12.9073228405404
2015,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,9.68636288039535
2016,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,6.34405859880046
2017,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,13.131111813036
2018,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,9.28615371977424
2019,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,11.0228179442942
2020,222 Therapy Professionals,2221 Physiotherapists,England,South West,Normal Value,E12000009,13.4295952585047
2004,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,6.54984911529402
2005,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,5.30856422802367
2006,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,5.27360230007188
2007,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,6.57571931116633
2008,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,8.83758139220341
2009,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,7.27019348854686
2010,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,9.69347705021791
2011,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,6.41408865892914
2012,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,3.7455014187023
2013,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,3.34715460246775
2014,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,3.87219685216211
2015,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,7.67598567880386
2016,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,2.71888225662877
2017,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,2.33841717218449
2018,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,3.57159758452855
2019,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,6.93370806173347
2020,222 Therapy Professionals,2222 Occupational therapists,England,South West,Normal Value,E12000009,4.59433522001476
2004,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,1.98480276221031
2005,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.16274838919483
2006,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,1.75786743335729
2007,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.51424561897536
2008,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.68969868458365
2009,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,1.33924616894284
2010,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.8510226618288
2011,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.64109533014729
2012,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,3.55822634776718
2013,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,3.16120156899732
2014,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,1.47512261034747
2015,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,1.27933094646731
2016,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.17510580530302
2017,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,2.51829541619868
2018,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,1.60721891303785
2019,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,0.888936930991471
2020,222 Therapy Professionals,2223 Speech and language therapists,England,South West,Normal Value,E12000009,3.35739881462617
2004,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,6.15288856285196
2005,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,6.48824516758449
2006,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,6.05487671489734
2007,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,5.02849123795072
2008,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,4.99515469994106
2009,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,7.27019348854686
2010,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,10.2636815825837
2011,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,5.84813965961186
2012,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,11.9856045398474
2013,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,6.69430920493549
2014,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,4.97853880992271
2015,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,5.84837004099342
2016,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,7.61287031856056
2017,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,10.2530599088089
2018,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,8.57183420286853
2019,222 Therapy Professionals,2229 Therapy professionals n.e.c.,England,South West,Normal Value,E12000009,14.0452035096652
