Year,Series,Region,Local Authority,County,Observation status,Units,Unit multiplier,GeoCode,Value
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Rochdale,,Undefined,Percentage (%),Units,E08000005,4.004786157457
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Oldham,,Undefined,Percentage (%),Units,E08000004,4.16081955557912
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Manchester,,Undefined,Percentage (%),Units,E08000003,4.3189744094857
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bury,,Undefined,Percentage (%),Units,E08000002,4.00106078999917
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Bolton,,Undefined,Percentage (%),Units,E08000001,4.22883627911055
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Reading,,Undefined,Percentage (%),Units,E06000038,4.53894827399244
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,West Berkshire,,Undefined,Percentage (%),Units,E06000037,4.47608346128425
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Bracknell Forest,,Undefined,Percentage (%),Units,E06000036,4.16035604557308
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,Medway,,Undefined,Percentage (%),Units,E06000035,5.49899952532923
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Derby,,Undefined,Percentage (%),Units,E06000015,5.10104282699463
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,York,,Undefined,Percentage (%),Units,E06000014,3.92020821245491
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,North Lincolnshire,,Undefined,Percentage (%),Units,E06000013,4.82555982093157
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,North East Lincolnshire,,Undefined,Percentage (%),Units,E06000012,5.68646283048333
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,East Riding of Yorkshire,,Undefined,Percentage (%),Units,E06000011,4.80219287368555
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kingston upon Hull,,Undefined,Percentage (%),Units,E06000010,4.77116304243464
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackpool,,Undefined,Percentage (%),Units,E06000009,5.48418045245466
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Blackburn with Darwen,,Undefined,Percentage (%),Units,E06000008,3.73852883843187
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Warrington,,Undefined,Percentage (%),Units,E06000007,3.99513682240901
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Halton,,Undefined,Percentage (%),Units,E06000006,4.01370184025883
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Darlington,,Undefined,Percentage (%),Units,E06000005,3.45176049103255
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Stockton-on-Tees,,Undefined,Percentage (%),Units,E06000004,3.53133781505245
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Redcar and Cleveland,,Undefined,Percentage (%),Units,E06000003,3.4685519257855
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Middlesbrough,,Undefined,Percentage (%),Units,E06000002,3.66869888522515
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Hartlepool,,Undefined,Percentage (%),Units,E06000001,3.49783010032687
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Leicester,,Undefined,Percentage (%),Units,E06000016,5.43694877668733
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Barnsley,,Undefined,Percentage (%),Units,E08000016,3.99131597706816
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Rutland,,Undefined,Percentage (%),Units,E06000017,4.92258799427301
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Herefordshire,,Undefined,Percentage (%),Units,E06000019,4.34728680731231
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Thurrock,,Undefined,Percentage (%),Units,E06000034,5.64965746921367
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Southend-on-Sea,,Undefined,Percentage (%),Units,E06000033,5.80262205469965
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Luton,,Undefined,Percentage (%),Units,E06000032,4.98750636918684
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,Peterborough,,Undefined,Percentage (%),Units,E06000031,4.84202915662022
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Swindon,,Undefined,Percentage (%),Units,E06000030,5.09396460000675
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Poole,,Undefined,Percentage (%),Units,E06000029,4.45511375800421
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bournemouth,,Undefined,Percentage (%),Units,E06000028,4.81021914889754
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Torbay,,Undefined,Percentage (%),Units,E06000027,4.43827120268499
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Plymouth,,Undefined,Percentage (%),Units,E06000026,5.38740564223824
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,South Gloucestershire,,Undefined,Percentage (%),Units,E06000025,4.68009569303136
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,North Somerset,,Undefined,Percentage (%),Units,E06000024,4.00532313543951
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bristol,,Undefined,Percentage (%),Units,E06000023,4.3526651599862
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,Bath and North East Somerset,,Undefined,Percentage (%),Units,E06000022,4.06677048696483
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Stoke-on-Trent,,Undefined,Percentage (%),Units,E06000021,4.36163212424989
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Telford and Wrekin,,Undefined,Percentage (%),Units,E06000020,4.02603924234527
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,Nottingham,,Undefined,Percentage (%),Units,E06000018,5.31622294122932
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Doncaster,,Undefined,Percentage (%),Units,E08000017,4.5287963336838
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Northumberland,,Undefined,Percentage (%),Units,E06000057,3.17283821946317
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Sheffield,,Undefined,Percentage (%),Units,E08000019,4.11101571324383
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Oxfordshire,Undefined,Percentage (%),Units,E10000025,4.73112500513636
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Somerset,Undefined,Percentage (%),Units,E10000027,4.24222291770333
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Staffordshire,Undefined,Percentage (%),Units,E10000028,4.54926598924082
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Suffolk,Undefined,Percentage (%),Units,E10000029,5.39170015040094
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Westminster,,Undefined,Percentage (%),Units,E09000033,6.65386026967218
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Wandsworth,,Undefined,Percentage (%),Units,E09000032,5.66410979301398
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Waltham Forest,,Undefined,Percentage (%),Units,E09000031,5.90931832134702
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Tower Hamlets,,Undefined,Percentage (%),Units,E09000030,6.3829176806315
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Sutton,,Undefined,Percentage (%),Units,E09000029,4.91612252794895
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Southwark,,Undefined,Percentage (%),Units,E09000028,6.13064627885324
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Richmond upon Thames,,Undefined,Percentage (%),Units,E09000027,5.13094250957776
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Redbridge,,Undefined,Percentage (%),Units,E09000026,5.68798508467085
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Newham,,Undefined,Percentage (%),Units,E09000025,6.02899225372837
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Merton,,Undefined,Percentage (%),Units,E09000024,5.25478091405459
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lewisham,,Undefined,Percentage (%),Units,E09000023,5.5658024239684
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Nottinghamshire,Undefined,Percentage (%),Units,E10000024,5.04970265324914
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Lambeth,,Undefined,Percentage (%),Units,E09000022,5.98771916129132
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Rotherham,,Undefined,Percentage (%),Units,E08000018,4.44986922105237
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Norfolk,Undefined,Percentage (%),Units,E10000020,5.04633320952303
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,South West region,Undefined,Percentage (%),Units,,4.2831803216646
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Buckinghamshire,Undefined,Percentage (%),Units,E10000002,4.53749091111994
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Cambridgeshire,Undefined,Percentage (%),Units,E10000003,4.98455548918221
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Cumbria,Undefined,Percentage (%),Units,E10000006,3.81768485496009
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Derbyshire,Undefined,Percentage (%),Units,E10000007,4.70816797249613
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Devon,Undefined,Percentage (%),Units,E10000008,3.77567602168622
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Dorset (Cty),Undefined,Percentage (%),Units,,3.85047643785751
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,East Sussex,Undefined,Percentage (%),Units,E10000011,4.30692000535176
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Essex,Undefined,Percentage (%),Units,E10000012,5.37277859546579
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Gloucestershire,Undefined,Percentage (%),Units,E10000013,4.4483937951864
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Hampshire,Undefined,Percentage (%),Units,E10000014,4.49995893585807
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Hertfordshire,Undefined,Percentage (%),Units,E10000015,4.87912185469526
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Lancashire,Undefined,Percentage (%),Units,E10000017,4.07473020927161
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Leicestershire,Undefined,Percentage (%),Units,E10000018,5.3545812238881
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Lincolnshire,Undefined,Percentage (%),Units,E10000019,5.15036561921266
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Northamptonshire,Undefined,Percentage (%),Units,E10000021,5.21360962853308
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kingston upon Thames,,Undefined,Percentage (%),Units,E09000021,5.10168979484745
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,North Yorkshire,Undefined,Percentage (%),Units,E10000023,3.96112427376108
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Islington,,Undefined,Percentage (%),Units,E09000019,6.4552334836358
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Kirklees,,Undefined,Percentage (%),Units,E08000034,3.88527864278741
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Calderdale,,Undefined,Percentage (%),Units,E08000033,3.69571665411782
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Bradford,,Undefined,Percentage (%),Units,E08000032,4.20151592787513
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Wolverhampton,,Undefined,Percentage (%),Units,E08000031,5.02233975626546
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Walsall,,Undefined,Percentage (%),Units,E08000030,5.35953346124238
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Solihull,,Undefined,Percentage (%),Units,E08000029,4.83784832247943
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Sandwell,,Undefined,Percentage (%),Units,E08000028,5.8837057922048
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Dudley,,Undefined,Percentage (%),Units,E08000027,4.83758216236293
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Coventry,,Undefined,Percentage (%),Units,E08000026,4.98125570994562
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,Birmingham,,Undefined,Percentage (%),Units,E08000025,5.12991983953268
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Kensington and Chelsea,,Undefined,Percentage (%),Units,E09000020,6.56476211947729
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Sunderland,,Undefined,Percentage (%),Units,E08000024,3.65710148180009
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,South Tyneside,,Undefined,Percentage (%),Units,E08000023,3.64389131540277
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,North Tyneside,,Undefined,Percentage (%),Units,E08000022,3.53454742324127
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Newcastle upon Tyne,,Undefined,Percentage (%),Units,E08000021,3.52126985732535
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Leeds,,Undefined,Percentage (%),Units,E08000035,4.27832235739741
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Wakefield,,Undefined,Percentage (%),Units,E08000036,4.23239097962574
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barnet,,Undefined,Percentage (%),Units,E09000003,5.40054214381348
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,City of London,,Undefined,Percentage (%),Units,E09000001,6.99973160144749
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Gateshead,,Undefined,Percentage (%),Units,E08000037,3.46635261093908
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Haringey,,Undefined,Percentage (%),Units,E09000014,5.78203139693367
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Harrow,,Undefined,Percentage (%),Units,E09000015,4.97677646384043
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Havering,,Undefined,Percentage (%),Units,E09000016,5.144153309854
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hillingdon,,Undefined,Percentage (%),Units,E09000017,4.99241138156819
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hounslow,,Undefined,Percentage (%),Units,E09000018,5.31906421555566
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hackney,,Undefined,Percentage (%),Units,E09000012,6.31607596145423
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Greenwich,,Undefined,Percentage (%),Units,E09000011,5.52748570743022
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Hammersmith and Fulham,,Undefined,Percentage (%),Units,E09000013,6.1072331943493
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Ealing,,Undefined,Percentage (%),Units,E09000009,5.4985535001974
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Croydon,,Undefined,Percentage (%),Units,E09000008,5.08540366391675
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Camden,,Undefined,Percentage (%),Units,E09000007,6.30971071450804
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bromley,,Undefined,Percentage (%),Units,E09000006,4.86785310237729
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Brent,,Undefined,Percentage (%),Units,E09000005,5.69479920657979
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Bexley,,Undefined,Percentage (%),Units,E09000004,5.17356422364062
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Barking and Dagenham,,Undefined,Percentage (%),Units,E09000002,5.64114116084351
2015,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),London,Enfield,,Undefined,Percentage (%),Units,E09000010,5.38284630407179
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,South West region,Undefined,Percentage (%),Units,,4.84
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Derbyshire,Undefined,Percentage (%),Units,E10000007,5.09627061162158
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Cumbria,Undefined,Percentage (%),Units,E10000006,3.14221981694873
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Cambridgeshire,Undefined,Percentage (%),Units,E10000003,5.47679482954232
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Buckinghamshire,Undefined,Percentage (%),Units,E10000002,5.63431216464526
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,South East region,Undefined,Percentage (%),Units,,5.92
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,North East region,Undefined,Percentage (%),Units,,3.61
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,East of England region,Undefined,Percentage (%),Units,,5.57
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,West Midlands region,Undefined,Percentage (%),Units,,5.47
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,East Midlands region,Undefined,Percentage (%),Units,,5.47
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,Yorkshire and the Humber region,Undefined,Percentage (%),Units,,4.64
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,North West region,Undefined,Percentage (%),Units,,4.59
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Devon,Undefined,Percentage (%),Units,E10000008,4.11899969886861
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),England,,London region,Undefined,Percentage (%),Units,,6.47
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Dorset (Cty),Undefined,Percentage (%),Units,,4.78408550791048
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,,Lancashire,Undefined,Percentage (%),Units,E10000017,4.22555489998718
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Essex,Undefined,Percentage (%),Units,E10000012,5.70203042970646
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Worcestershire,Undefined,Percentage (%),Units,E10000034,5.04
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,West Sussex,Undefined,Percentage (%),Units,E10000032,5.73
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Warwickshire,Undefined,Percentage (%),Units,E10000031,5.38
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Surrey,Undefined,Percentage (%),Units,E10000030,5.92
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Suffolk,Undefined,Percentage (%),Units,E10000029,5.53
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Somerset,Undefined,Percentage (%),Units,E10000027,4.74
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Oxfordshire,Undefined,Percentage (%),Units,E10000025,5.71
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Nottinghamshire,Undefined,Percentage (%),Units,E10000024,5.44
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,,North Yorkshire,Undefined,Percentage (%),Units,E10000023,3.91273397156393
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Northamptonshire,Undefined,Percentage (%),Units,E10000021,5.47106107336525
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Norfolk,Undefined,Percentage (%),Units,E10000020,5.36004080277427
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Lincolnshire,Undefined,Percentage (%),Units,E10000019,4.971228328596
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East Midlands,,Leicestershire,Undefined,Percentage (%),Units,E10000018,5.64816758307006
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Kent,Undefined,Percentage (%),Units,E10000016,6.00650132269427
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),East of England,,Hertfordshire,Undefined,Percentage (%),Units,E10000015,5.4947264079132
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,Hampshire,Undefined,Percentage (%),Units,E10000014,5.79538756702478
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South West,,Gloucestershire,Undefined,Percentage (%),Units,E10000013,5.26221148548848
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),South East,,East Sussex,Undefined,Percentage (%),Units,E10000011,5.59470304073729
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),West Midlands,,Staffordshire,Undefined,Percentage (%),Units,E10000028,5.1
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Redcar and Cleveland,,Undefined,Percentage (%),Units,E06000003,3.93
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,South Tyneside,,Undefined,Percentage (%),Units,E08000023,3.74
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Rochdale,,Undefined,Percentage (%),Units,E08000005,4.78
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Salford,,Undefined,Percentage (%),Units,E08000006,5.03
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Stockport,,Undefined,Percentage (%),Units,E08000007,4.89
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Tameside,,Undefined,Percentage (%),Units,E08000008,5.06
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Trafford,,Undefined,Percentage (%),Units,E08000009,4.9
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wigan,,Undefined,Percentage (%),Units,E08000010,4.62
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Knowsley,,Undefined,Percentage (%),Units,E08000011,5.12
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Liverpool,,Undefined,Percentage (%),Units,E08000012,5.22
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Oldham,,Undefined,Percentage (%),Units,E08000004,4.94
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,St. Helens,,Undefined,Percentage (%),Units,E08000013,4.87
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Wirral,,Undefined,Percentage (%),Units,E08000015,4.41
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Barnsley,,Undefined,Percentage (%),Units,E08000016,4.42
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Doncaster,,Undefined,Percentage (%),Units,E08000017,4.73
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Rotherham,,Undefined,Percentage (%),Units,E08000018,4.72
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),Yorkshire and The Humber,Sheffield,,Undefined,Percentage (%),Units,E08000019,4.54
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Newcastle upon Tyne,,Undefined,Percentage (%),Units,E08000021,3.57
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,North Tyneside,,Undefined,Percentage (%),Units,E08000022,3.64
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North East,Sunderland,,Undefined,Percentage (%),Units,E08000024,3.73
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Sefton,,Undefined,Percentage (%),Units,E08000014,4.4
2016,all-cause adult mortality attributable to ambient anthropogenic particulate air pollution (PM2.5),North West,Manchester,,Undefined,Percentage (%),Units,E08000003,5.13
