Year,Series,Age,Sex,Country,Region,Industry sector,Occupation,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2007/08,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,2880
2007/08,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,3340
2007/08,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,3320
2007/08,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,2900
2007/08,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3410
2007/08,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2690
2007/08,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2730
2007/08,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3010
2007/08,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2500
2007/08,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3330
2007/08,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2270
2007/08,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,4140
2007/08,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3400
2007/08,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3370
2007/08,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3260
2007/08,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2670
2007/08,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2660
2007/08,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1860
2007/08,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1990
2007/08,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2740
2007/08,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2270
2008/09,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2570
2009/10,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2580
2010/11,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2490
2010/11,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1850
2010/11,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,4650
2010/11,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2300
2010/11,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3210
2010/11,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1770
2010/11,Non-fatal injury,,,,,Financial and insurance activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,500
2010/11,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2340
2010/11,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,750
2010/11,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2650
2010/11,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1290
2010/11,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,750
2010/11,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2280
2010/11,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3220
2010/11,Non-fatal injury,,,,,"Water supply; sewerage, waste management and remediation activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,3770
2010/11,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2280
2010/11,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2130
2010/11,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,2300
2010/11,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,2490
2010/11,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,2310
2010/11,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2200
2010/11,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2700
2010/11,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,1970
2010/11,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2480
2010/11,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1860
2010/11,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,2420
2010/11,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2590
2010/11,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2300
2010/11,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,1850
2010/11,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2540
2010/11,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2200
2010/11,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2140
2010/11,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2280
2010/11,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2300
2010/11,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2640
2010/11,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1840
2010/11,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2870
2010/11,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2670
2010/11,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2650
2010/11,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2570
2010/11,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2520
2010/11,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2200
2010/11,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1650
2010/11,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1560
2010/11,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1980
2010/11,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2010
2011/12,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2090
2012/13,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2240
2013/14,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2740
2013/14,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1600
2013/14,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,4310
2013/14,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2120
2013/14,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,3080
2013/14,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1630
2013/14,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2180
2013/14,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,630
2013/14,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2430
2013/14,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1400
2013/14,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,810
2013/14,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2270
2013/14,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2590
2013/14,Non-fatal injury,,,,,"Water supply; sewerage, waste management and remediation activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2480
2013/14,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2080
2013/14,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2130
2013/14,Non-fatal injury,,,,,,Administrative and secretarial occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,740
2013/14,Non-fatal injury,,,,,,Associate professional occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1620
2013/14,Non-fatal injury,,,,,,"Caring, leisure and other service occupations","Rate per 100,000 (3 year average)",Units,Estimated value,,2670
2013/14,Non-fatal injury,,,,,,Elementary occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,2730
2013/14,Non-fatal injury,,,,,,"Managers, directors and senior officials","Rate per 100,000 (3 year average)",Units,Estimated value,,1300
2013/14,Non-fatal injury,,,,,,"Process, plant and machine operatives","Rate per 100,000 (3 year average)",Units,Estimated value,,3430
2013/14,Non-fatal injury,,,,,,Professional occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1070
2013/14,Non-fatal injury,,,,,,Sales and customer service occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1650
2013/14,Non-fatal injury,,,,,,Skilled trades occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,4180
2013/14,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,2100
2013/14,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,1820
2013/14,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,1890
2013/14,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2200
2013/14,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2700
2013/14,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,2270
2013/14,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2240
2013/14,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1470
2013/14,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,2210
2013/14,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2360
2013/14,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2640
2013/14,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,2220
2013/14,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2410
2013/14,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2090
2013/14,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2000
2013/14,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2120
2013/14,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2180
2013/14,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2460
2013/14,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1770
2013/14,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2630
2013/14,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2470
2013/14,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2400
2013/14,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2410
2013/14,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2460
2013/14,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2180
2013/14,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1660
2013/14,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1550
2013/14,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1820
2013/14,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1830
2014/15,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2030
2015/16,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2030
2016/17,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2320
2016/17,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1420
2016/17,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,3690
2016/17,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,1880
2016/17,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2620
2016/17,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1620
2016/17,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1730
2016/17,Non-fatal injury,,,,,Information and communication,,"Rate per 100,000 (3 year average)",Units,Estimated value,,480
2016/17,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2180
2016/17,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,910
2016/17,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,860
2016/17,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2190
2016/17,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2200
2016/17,Non-fatal injury,,,,,"Water supply; sewerage, waste management and remediation activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,2560
2016/17,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2200
2016/17,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1970
2016/17,Non-fatal injury,,,,,,Administrative and secretarial occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,680
2016/17,Non-fatal injury,,,,,,Associate professional occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1870
2016/17,Non-fatal injury,,,,,,"Caring, leisure and other service occupations","Rate per 100,000 (3 year average)",Units,Estimated value,,2280
2016/17,Non-fatal injury,,,,,,Elementary occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,2560
2016/17,Non-fatal injury,,,,,,"Managers, directors and senior officials","Rate per 100,000 (3 year average)",Units,Estimated value,,910
2016/17,Non-fatal injury,,,,,,"Process, plant and machine operatives","Rate per 100,000 (3 year average)",Units,Estimated value,,2950
2016/17,Non-fatal injury,,,,,,Professional occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,930
2016/17,Non-fatal injury,,,,,,Sales and customer service occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1450
2016/17,Non-fatal injury,,,,,,Skilled trades occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,3790
2016/17,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,1920
2016/17,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,1540
2016/17,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,1960
2016/17,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2350
2016/17,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2370
2016/17,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,1750
2016/17,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,2070
2016/17,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1290
2016/17,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,1970
2016/17,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2180
2016/17,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,2330
2016/17,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,1710
2016/17,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2090
2016/17,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2030
2016/17,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1640
2016/17,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1910
2016/17,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2020
2016/17,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2260
2016/17,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1530
2016/17,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2680
2016/17,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2530
2016/17,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2070
2016/17,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2110
2016/17,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2100
2016/17,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1480
2016/17,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1440
2016/17,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1150
2016/17,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1700
2016/17,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1920
2017/18,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1770
2018/19,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,1830
2019/20,Non-fatal injury,,,,,Accommodation and food service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2460
2019/20,Non-fatal injury,,,,,Administrative and support service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1520
2019/20,Non-fatal injury,,,,,"Agriculture, forestry and fishing",,"Rate per 100,000 (3 year average)",Units,Estimated value,,3970
2019/20,Non-fatal injury,,,,,"Arts, entertainment and recreation",,"Rate per 100,000 (3 year average)",Units,Estimated value,,1400
2019/20,Non-fatal injury,,,,,Construction,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2870
2019/20,Non-fatal injury,,,,,Education,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1560
2019/20,Non-fatal injury,,,,,Human health and social work activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1940
2019/20,Non-fatal injury,,,,,Manufacturing,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2020
2019/20,Non-fatal injury,,,,,Other service activities,,"Rate per 100,000 (3 year average)",Units,Estimated value,,990
2019/20,Non-fatal injury,,,,,"Professional, scientific and technical activities",,"Rate per 100,000 (3 year average)",Units,Estimated value,,560
2019/20,Non-fatal injury,,,,,Public administration and defence; compulsory social security,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1740
2019/20,Non-fatal injury,,,,,Transportation and storage,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1770
2019/20,Non-fatal injury,,,,,Wholesale and retail trade; repair of motor vehicles and motorcycles,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2100
2019/20,Non-fatal injury,16 to 24,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2210
2019/20,Non-fatal injury,25 to 34,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1790
2019/20,Non-fatal injury,35 to 44,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1480
2019/20,Non-fatal injury,45 to 54,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1980
2019/20,Non-fatal injury,55 and over,,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1750
2019/20,Non-fatal injury,,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2040
2019/20,Non-fatal injury,16 to 24,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2630
2019/20,Non-fatal injury,25 to 34,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2070
2019/20,Non-fatal injury,35 to 44,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1690
2019/20,Non-fatal injury,45 to 54,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,2240
2019/20,Non-fatal injury,55 and over,Male,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1880
2019/20,Non-fatal injury,,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1540
2019/20,Non-fatal injury,16 to 24,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1780
2019/20,Non-fatal injury,25 to 34,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1480
2019/20,Non-fatal injury,35 to 44,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1240
2019/20,Non-fatal injury,45 to 54,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1700
2019/20,Non-fatal injury,55 and over,Female,,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,,1590
2019/20,Non-fatal injury,,,,,,Administrative and secretarial occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,610
2019/20,Non-fatal injury,,,,,,Associate professional occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1370
2019/20,Non-fatal injury,,,,,,"Caring, leisure and other service occupations","Rate per 100,000 (3 year average)",Units,Estimated value,,2520
2019/20,Non-fatal injury,,,,,,Elementary occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,2640
2019/20,Non-fatal injury,,,,,,"Managers, directors and senior officials","Rate per 100,000 (3 year average)",Units,Estimated value,,970
2019/20,Non-fatal injury,,,,,,"Process, plant and machine operatives","Rate per 100,000 (3 year average)",Units,Estimated value,,2400
2019/20,Non-fatal injury,,,,,,Professional occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,900
2019/20,Non-fatal injury,,,,,,Sales and customer service occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,1880
2019/20,Non-fatal injury,,,,,,Skilled trades occupations,"Rate per 100,000 (3 year average)",Units,Estimated value,,3870
2019/20,Non-fatal injury,,,England,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E92000001,1820
2019/20,Non-fatal injury,,,England,North East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000001,2140
2019/20,Non-fatal injury,,,England,North West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000002,1890
2019/20,Non-fatal injury,,,England,Yorkshire and The Humber,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000003,2220
2019/20,Non-fatal injury,,,England,East Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000004,2110
2019/20,Non-fatal injury,,,England,West Midlands,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000005,1570
2019/20,Non-fatal injury,,,England,East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000006,1750
2019/20,Non-fatal injury,,,England,London,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000007,1240
2019/20,Non-fatal injury,,,England,South East,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000008,1850
2019/20,Non-fatal injury,,,England,South West,,,"Rate per 100,000 (3 year average)",Units,Estimated value,E12000009,2260
2019/20,Non-fatal injury,,,Wales,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,W92000004,1890
2019/20,Non-fatal injury,,,Scotland,,,,"Rate per 100,000 (3 year average)",Units,Estimated value,S92000003,1550
2019/20,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Normal Value,,2160
2020/21,Non-fatal injury,,,,,,,"Rate per 100,000 workers",Units,Provisional value,,1410
