Year,Units,Area of spending category,Area of spending sub-category,Observation status,Unit multiplier,Unit measure,Value
2010,Percentage (%) of gross domestic product (GDP),Education,,Undefined,Units,Percentage (%),6.01995817799999
2011,Percentage (%) of gross domestic product (GDP),Education,,Undefined,Units,Percentage (%),5.659407294
2012,Percentage (%) of gross domestic product (GDP),Education,,Undefined,Units,Percentage (%),5.469540717
2013,Percentage (%) of gross domestic product (GDP),Education,,Undefined,Units,Percentage (%),5.221555213999991
2014,Percentage (%) of gross domestic product (GDP),Education,,Undefined,Units,Percentage (%),5.292222359
2015,Percentage (%) of gross domestic product (GDP),Education,,Undefined,Units,Percentage (%),5.071960786
2000,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.07012629
2001,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.200772782
2002,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.350117737
2003,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.268183819
2004,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.3303665740000001
2005,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.399430514
2006,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.511308607
2007,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.51019532599999
2008,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.594257084
2009,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.741923897
2010,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.79245748
2011,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.6842661680000002
2012,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.535102716
2013,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.443975988
2014,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.380697545
2015,Percentage (%) of gross domestic product (GDP),Education,Pre-primary and primary education,Undefined,Units,Percentage (%),1.350638019
2000,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),0.9394880290000001
2001,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.037776477
2002,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.167282516
2003,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.1532607609999899
2004,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.2446733970000001
2005,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.322576103
2006,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.471414719
2007,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.506496935
2008,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.619182537
2009,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.822116598
2010,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.91437979199999
2011,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.923694178
2012,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),1.9877064130000002
2013,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),2.104034622
2014,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),2.31499845
2015,Percentage (%) of gross domestic product (GDP),Education,Secondary education,Undefined,Units,Percentage (%),2.197394343
2000,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.390137392
2001,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.44338995
2002,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.476152366
2003,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.47757615
2004,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.498656776
2005,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.62301002
2006,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.55251579
2007,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.5750144660000001
2008,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.519890054
2009,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.604428617999999
2010,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.657899369
2011,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.6018664970000001
2012,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.609892314
2013,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.5360323889999989
2014,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.480101266
2015,Percentage (%) of gross domestic product (GDP),Education,Post-secondary non-tertiary education,Undefined,Units,Percentage (%),0.4530540779999989
2000,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.39690515200000004
2001,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.41725720899999896
2002,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.452533439
2003,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.46535967100000003
2004,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.495580927
2005,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.538159886
2006,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.524036796
2007,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.5525965270000001
2008,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.651320363
2009,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.73384675
2010,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.719916637999999
2011,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.589663766
2012,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.624709357999999
2013,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.491023314
2014,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.47240664
2015,Percentage (%) of gross domestic product (GDP),Education,Tertiary education,Undefined,Units,Percentage (%),0.342504012
2000,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.289988228
2001,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.310526295
2002,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.3771220429999989
2003,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.406733169
2004,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.417392824
2005,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.40270995299999895
2006,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.460090096
2007,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.48591169
2008,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.507884675
2009,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.486287585
2010,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.45506711
2011,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.425476297
2012,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.36712075200000005
2013,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.32226720600000003
2014,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.314395885
2015,Percentage (%) of gross domestic product (GDP),Education,Education not definable by level,Undefined,Units,Percentage (%),0.31481355
2000,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.01476602
2001,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.014266343
2002,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.026091432
2003,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.027707477
2004,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.026206241
2005,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.032758596
2006,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.0340699629999999
2007,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.02412489
2008,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.047163987000000004
2009,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.072734303
2010,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.07756559
2011,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.053842386
2012,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.032768462000000005
2013,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.028926427
2014,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.032620876
2015,Percentage (%) of gross domestic product (GDP),Education,Subsidiary services to education,Undefined,Units,Percentage (%),0.029967116000000002
2000,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.004716923
2001,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.006866511
2002,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.00650659199999999
2003,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.004470979
2004,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.004429224
2005,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.003997861
2006,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.004542662
2007,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.00421047599999999
2008,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.0019437279999999898
2009,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.00143201299999999
2010,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.000938767
2011,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.000578329
2012,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.000854829
2013,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.001061008
2014,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.001029563
2015,Percentage (%) of gross domestic product (GDP),Education,Research and development - education,Undefined,Units,Percentage (%),0.063005066
2000,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.345087359
2001,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.33032584600000003
2002,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.401456696
2003,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.43160692700000003
2004,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.35882864299999895
2005,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.285220563
2006,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.354094656
2007,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.364149276
2008,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.416014946
2009,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.40239551799999895
2010,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.401733433
2011,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.380019675
2012,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.311385872
2013,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.294234259
2014,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.295972135
2015,Percentage (%) of gross domestic product (GDP),Education,Education - not elsewhere classified,Undefined,Units,Percentage (%),0.320584602
2000,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),9.974104776
2001,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),10.41563058
2002,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),10.80992099
2003,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),11.39747069
2004,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),11.90969059
2005,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),12.11352017
2006,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),12.17322683
2007,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),12.56844157
2008,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),13.48158261
2009,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),15.42528087
2010,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),15.79521745
2011,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),15.93404973
2012,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),16.53696055
2013,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),16.45439062
2014,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),16.31639866
2015,Percentage (%) of gross domestic product (GDP),Social protection,,Undefined,Units,Percentage (%),16.28903336
2000,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.641010707
2001,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.761693402
2002,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.7991376159999901
2003,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.81439894599999
2004,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.852891945
2005,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.8816203390000001
2006,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.828479577
2007,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),1.86347702199999
2008,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.046230997
2009,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.285312981
2010,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.278503888
2011,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.2035473519999904
2012,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.400646023
2013,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.4694122569999903
2014,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.510073457
2015,Percentage (%) of gross domestic product (GDP),Social protection,Sickness and disability,Undefined,Units,Percentage (%),2.6267288669999904
2000,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),4.850569244
2001,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),5.131883677
2002,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),5.310419721000001
2003,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),5.480853818
2004,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),5.707546967000001
2005,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),5.92131015299999
2006,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),5.993983885
2007,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),6.2577346160000005
2008,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),6.735703309
2009,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),7.570393857000001
2010,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),7.81605337799999
2011,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),8.042988316
2012,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),8.56926626
2013,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),8.749127461
2014,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),8.76591216
2015,Percentage (%) of gross domestic product (GDP),Social protection,Old age,Undefined,Units,Percentage (%),8.751138989
2000,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.110745151
2001,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.11959728900000001
2002,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.123690304
2003,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.117001119
2004,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.114052512
2005,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.09242817
2006,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.099123208
2007,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.103384255
2008,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.10416095
2009,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.159609729
2010,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.125618706
2011,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.073621221
2012,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.061319765
2013,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.062487784000000005
2014,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.06182794
2015,Percentage (%) of gross domestic product (GDP),Social protection,Survivors,Undefined,Units,Percentage (%),0.059987177
2000,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.227425421
2001,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.299970534
2002,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.397030262
2003,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.7841726080000002
2004,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.086410465
2005,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.126683279
2006,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.2274766969999904
2007,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.074854298
2008,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.983345682
2009,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.18948747699999
2010,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.131117531
2011,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),2.07053179
2012,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.82346518199999
2013,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.610721765
2014,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.563580363
2015,Percentage (%) of gross domestic product (GDP),Social protection,Family and children,Undefined,Units,Percentage (%),1.471406554
2000,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.296004014
2001,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.219795018
2002,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.247315543
2003,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.265362064
2004,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.246375572
2005,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.252163619
2006,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.270346611
2007,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.260708122
2008,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.281440371
2009,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.411166595
2010,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.39563145
2011,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.336182372
2012,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.33834149399999897
2013,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.279826888
2014,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.220543132
2015,Percentage (%) of gross domestic product (GDP),Social protection,Unemployment,Undefined,Units,Percentage (%),0.15115921400000001
2000,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.858411640999999
2001,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.810314966
2002,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.849110191
2003,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.81560737
2004,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.824758377
2005,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.8498737390000001
2006,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.879703912
2007,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.909405919
2008,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),0.9868992740000001
2009,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.18642237299999
2010,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.281475084
2011,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.3253554840000001
2012,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.363566941
2013,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.36222253199999
2014,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.3289484809999899
2015,Percentage (%) of gross domestic product (GDP),Social protection,Housing,Undefined,Units,Percentage (%),1.29599833099999
2000,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.759698062
2001,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.7665826240000001
2002,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.765305292999999
2003,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.769890032999999
2004,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.7471239270000001
2005,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.683693975999999
2006,Percentage (%) of gross domestic product (GDP),Social protection,Social exclusion - not elsewhere classified,Undefined,Units,Percentage (%),0.625140138
