Year,Age,Main method of contraception,Types of contraception,Observation status,Unit multiplier,Unit measure,Value
2020/21,45 and over,User dependent,Oral contraceptives,Undefined,Thousands,Number,8.05
2020/21,,User dependent,Oral contraceptives,Undefined,Thousands,Number,188.459
2020/21,15 and under,User dependent,Other methods,Undefined,Thousands,Number,0.005
2020/21,16 to 17,User dependent,Other methods,Undefined,Thousands,Number,0.036
2020/21,18 to 19,User dependent,Other methods,Undefined,Thousands,Number,0.088
2020/21,20 to 24,User dependent,Other methods,Undefined,Thousands,Number,0.507
2020/21,25 to 34,User dependent,Other methods,Undefined,Thousands,Number,1.121
2020/21,35 to 44,User dependent,Other methods,Undefined,Thousands,Number,0.359
2020/21,45 and over,User dependent,Other methods,Undefined,Thousands,Number,0.132
2020/21,,User dependent,Other methods,Undefined,Thousands,Number,2.248
2020/21,15 and under,User dependent,,Undefined,Thousands,Number,4.513
2020/21,16 to 17,User dependent,,Undefined,Thousands,Number,16.957
2020/21,18 to 19,User dependent,,Undefined,Thousands,Number,27.442
2020/21,20 to 24,User dependent,,Undefined,Thousands,Number,73.678
2020/21,25 to 34,User dependent,,Undefined,Thousands,Number,90.024
2020/21,35 to 44,User dependent,,Undefined,Thousands,Number,33.803
2020/21,45 and over,User dependent,,Undefined,Thousands,Number,12.606
2020/21,,User dependent,,Undefined,Thousands,Number,259.029
2020/21,15 and under,,,Undefined,Thousands,Number,7.922
2020/21,16 to 17,,,Undefined,Thousands,Number,27.088
2020/21,18 to 19,,,Undefined,Thousands,Number,42.382
2020/21,20 to 24,,,Undefined,Thousands,Number,123.435
2020/21,25 to 34,,,Undefined,Thousands,Number,170.129
2020/21,35 to 44,,,Undefined,Thousands,Number,77.465
2020/21,45 and over,,,Undefined,Thousands,Number,30.793
2020/21,,,,Undefined,Thousands,Number,479.22
2021/22,15 and under,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,3.75
2021/22,16 to 17,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,7.929
2021/22,18 to 19,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,8.748
2021/22,20 to 24,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,23.054
2021/22,25 to 34,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,36.57
2021/22,35 to 44,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,18.45
2021/22,45 and over,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,5.725
2021/22,,Long acting reversible contraceptives,Implant,Undefined,Thousands,Number,104.227
2021/22,15 and under,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,0.629
2021/22,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,2.36
2021/22,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,3.533
2021/22,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,9.358
2021/22,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,10.577
2021/22,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,4.624
2021/22,45 and over,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,0.906
2021/22,,Long acting reversible contraceptives,Injectable contraceptive,Undefined,Thousands,Number,31.987
2021/22,15 and under,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.117
2021/22,16 to 17,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,0.729
2021/22,18 to 19,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,2.006
2021/22,20 to 24,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,10.025
2021/22,25 to 34,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,21.309
2021/22,35 to 44,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,11.585
2021/22,45 and over,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,2.65
2021/22,,Long acting reversible contraceptives,IU device,Undefined,Thousands,Number,48.421
2021/22,15 and under,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.077
2021/22,16 to 17,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,0.64
2021/22,18 to 19,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,1.689
2021/22,20 to 24,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,9.878
2021/22,25 to 34,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,23.065
2021/22,35 to 44,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,20.784
2021/22,45 and over,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,15.867
2021/22,,Long acting reversible contraceptives,IU system,Undefined,Thousands,Number,72.0
2021/22,15 and under,Long acting reversible contraceptives,,Undefined,Thousands,Number,4.573
2021/22,16 to 17,Long acting reversible contraceptives,,Undefined,Thousands,Number,11.658
2021/22,18 to 19,Long acting reversible contraceptives,,Undefined,Thousands,Number,15.976
2021/22,20 to 24,Long acting reversible contraceptives,,Undefined,Thousands,Number,52.315
2021/22,25 to 34,Long acting reversible contraceptives,,Undefined,Thousands,Number,91.521
2021/22,35 to 44,Long acting reversible contraceptives,,Undefined,Thousands,Number,55.443
2021/22,45 and over,Long acting reversible contraceptives,,Undefined,Thousands,Number,25.148
2021/22,,Long acting reversible contraceptives,,Undefined,Thousands,Number,256.635
2021/22,15 and under,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.223
2021/22,16 to 17,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.755
2021/22,18 to 19,User dependent,Contraceptive patch,Undefined,Thousands,Number,1.057
2021/22,20 to 24,User dependent,Contraceptive patch,Undefined,Thousands,Number,2.816
2021/22,25 to 34,User dependent,Contraceptive patch,Undefined,Thousands,Number,2.737
2021/22,35 to 44,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.574
2021/22,45 and over,User dependent,Contraceptive patch,Undefined,Thousands,Number,0.048
2021/22,,User dependent,Contraceptive patch,Undefined,Thousands,Number,8.21
2021/22,15 and under,User dependent,Male condom,Undefined,Thousands,Number,0.894
2021/22,16 to 17,User dependent,Male condom,Undefined,Thousands,Number,2.638
2021/22,18 to 19,User dependent,Male condom,Undefined,Thousands,Number,4.014
2021/22,20 to 24,User dependent,Male condom,Undefined,Thousands,Number,12.648
2021/22,25 to 34,User dependent,Male condom,Undefined,Thousands,Number,21.473
2021/22,35 to 44,User dependent,Male condom,Undefined,Thousands,Number,10.138
2021/22,45 and over,User dependent,Male condom,Undefined,Thousands,Number,4.62
2021/22,,User dependent,Male condom,Undefined,Thousands,Number,56.433
2021/22,15 and under,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.047
2021/22,16 to 17,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.098
2021/22,18 to 19,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.2
2021/22,20 to 24,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,0.934
2021/22,25 to 34,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,3.399
2021/22,35 to 44,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.57
2021/22,45 and over,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,1.425
2021/22,,User dependent,Natural family planning incl. rhythm method,Undefined,Thousands,Number,7.673
2021/22,15 and under,User dependent,Oral contraceptives,Undefined,Thousands,Number,4.232
2021/22,16 to 17,User dependent,Oral contraceptives,Undefined,Thousands,Number,11.579
2021/22,18 to 19,User dependent,Oral contraceptives,Undefined,Thousands,Number,13.721
2021/22,20 to 24,User dependent,Oral contraceptives,Undefined,Thousands,Number,34.679
2021/22,25 to 34,User dependent,Oral contraceptives,Undefined,Thousands,Number,40.531
2021/22,35 to 44,User dependent,Oral contraceptives,Undefined,Thousands,Number,15.11
2021/22,45 and over,User dependent,Oral contraceptives,Undefined,Thousands,Number,5.485
2021/22,,User dependent,Oral contraceptives,Undefined,Thousands,Number,125.337
2021/22,15 and under,User dependent,Other methods,Undefined,Thousands,Number,0.011
2021/22,16 to 17,User dependent,Other methods,Undefined,Thousands,Number,0.038
2021/22,18 to 19,User dependent,Other methods,Undefined,Thousands,Number,0.117
2021/22,20 to 24,User dependent,Other methods,Undefined,Thousands,Number,0.568
2021/22,25 to 34,User dependent,Other methods,Undefined,Thousands,Number,1.339
2021/22,35 to 44,User dependent,Other methods,Undefined,Thousands,Number,0.406
2021/22,45 and over,User dependent,Other methods,Undefined,Thousands,Number,0.176
2021/22,,User dependent,Other methods,Undefined,Thousands,Number,2.655
2021/22,15 and under,User dependent,,Undefined,Thousands,Number,5.407
2021/22,16 to 17,User dependent,,Undefined,Thousands,Number,15.108
2021/22,18 to 19,User dependent,,Undefined,Thousands,Number,19.109
2021/22,20 to 24,User dependent,,Undefined,Thousands,Number,51.645
2021/22,25 to 34,User dependent,,Undefined,Thousands,Number,69.479
2021/22,35 to 44,User dependent,,Undefined,Thousands,Number,27.798
2021/22,45 and over,User dependent,,Undefined,Thousands,Number,11.754
2021/22,,User dependent,,Undefined,Thousands,Number,200.308
2021/22,15 and under,,,Undefined,Thousands,Number,9.98
2021/22,16 to 17,,,Undefined,Thousands,Number,26.766
2021/22,18 to 19,,,Undefined,Thousands,Number,35.085
2021/22,20 to 24,,,Undefined,Thousands,Number,103.96
2021/22,25 to 34,,,Undefined,Thousands,Number,161.0
2021/22,35 to 44,,,Undefined,Thousands,Number,83.241
2021/22,45 and over,,,Undefined,Thousands,Number,36.902
2021/22,,,,Undefined,Thousands,Number,456.943
