Year,Fatality,Employment status,Industry,Sex,Age,Unit measure,Unit multiplier,Observation status,Value
2012,Fatal,Employees,Mining and quarrying,,,"Rate per 100,000 workers",Units,Undefined,1.96
2012,Fatal,Employees,Mining and quarrying,Male,,"Rate per 100,000 workers",Units,Undefined,2.41
2012,Fatal,Employees,Manufacturing,,,"Rate per 100,000 workers",Units,Undefined,0.76
2012,Fatal,Employees,Manufacturing,,16 to 19,"Rate per 100,000 workers",Units,Undefined,1.83
2012,Fatal,Employees,Manufacturing,,20 to 24,"Rate per 100,000 workers",Units,Undefined,1.12
2012,Fatal,Employees,Manufacturing,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.38
2012,Fatal,Employees,Manufacturing,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.76
2012,Fatal,Employees,Manufacturing,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.93
2012,Fatal,Employees,Manufacturing,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.42
2012,Fatal,Employees,Manufacturing,,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.23
2012,Fatal,Employees,Manufacturing,Male,,"Rate per 100,000 workers",Units,Undefined,0.95
2012,Fatal,Employees,Manufacturing,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.19
2012,Fatal,Employees,Manufacturing,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.78
2012,Fatal,Employees,Manufacturing,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.52
2012,Fatal,Employees,Manufacturing,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.0
2012,Fatal,Employees,Manufacturing,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.2
2012,Fatal,Employees,Manufacturing,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.56
2012,Fatal,Employees,Manufacturing,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.51
2012,Fatal,Employees,Manufacturing,Female,,"Rate per 100,000 workers",Units,Undefined,0.16
2012,Fatal,Employees,Manufacturing,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,1.98
2012,Fatal,Employees,"Electricity, gas, steam and air conditioning supply",,,"Rate per 100,000 workers",Units,Undefined,1.2
2012,Fatal,Employees,"Electricity, gas, steam and air conditioning supply",,25 to 34,"Rate per 100,000 workers",Units,Undefined,2.34
2012,Fatal,Employees,"Electricity, gas, steam and air conditioning supply",,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.26
2012,Fatal,Employees,"Electricity, gas, steam and air conditioning supply",Male,,"Rate per 100,000 workers",Units,Undefined,1.65
2012,Fatal,Employees,"Electricity, gas, steam and air conditioning supply",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,3.13
2012,Fatal,Employees,"Electricity, gas, steam and air conditioning supply",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,3.11
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",,,"Rate per 100,000 workers",Units,Undefined,4.33
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",,20 to 24,"Rate per 100,000 workers",Units,Undefined,13.65
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",,25 to 34,"Rate per 100,000 workers",Units,Undefined,4.37
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,3.61
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,3.61
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,5.53
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",Male,,"Rate per 100,000 workers",Units,Undefined,5.4
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,17.88
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,5.78
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,4.7
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,4.3
2012,Fatal,Employees,"Water supply; sewerage, waste management and remediation activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,6.27
2012,Fatal,Employees,Construction,,,"Rate per 100,000 workers",Units,Undefined,2.12
2012,Fatal,Employees,Construction,,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.25
2012,Fatal,Employees,Construction,,25 to 34,"Rate per 100,000 workers",Units,Undefined,2.15
2012,Fatal,Employees,Construction,,35 to 44,"Rate per 100,000 workers",Units,Undefined,2.46
2012,Fatal,Employees,Construction,,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.76
2012,Fatal,Employees,Construction,,55 to 59,"Rate per 100,000 workers",Units,Undefined,2.92
2012,Fatal,Employees,Construction,,65 and over,"Rate per 100,000 workers",Units,Undefined,3.31
2012,Fatal,Employees,Construction,Male,,"Rate per 100,000 workers",Units,Undefined,2.55
2012,Fatal,Employees,Construction,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,2.33
2012,Fatal,Employees,Construction,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,2.51
2012,Fatal,Employees,Construction,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,3.08
2012,Fatal,Employees,Construction,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,3.36
2012,Fatal,Employees,Construction,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,3.59
2012,Fatal,Employees,Construction,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,4.47
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,,"Rate per 100,000 workers",Units,Undefined,0.14
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.12
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.18
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.22
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,65 and over,"Rate per 100,000 workers",Units,Undefined,0.91
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,,"Rate per 100,000 workers",Units,Undefined,0.29
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.23
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.33
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.44
2012,Fatal,Employees,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,1.87
2012,Fatal,Employees,Transportation and storage,,,"Rate per 100,000 workers",Units,Undefined,0.67
2012,Fatal,Employees,Transportation and storage,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.33
2012,Fatal,Employees,Transportation and storage,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.9
2012,Fatal,Employees,Transportation and storage,,60 to 64,"Rate per 100,000 workers",Units,Undefined,2.56
2012,Fatal,Employees,Transportation and storage,,65 and over,"Rate per 100,000 workers",Units,Undefined,3.62
2012,Fatal,Employees,Transportation and storage,Male,,"Rate per 100,000 workers",Units,Undefined,0.86
2012,Fatal,Employees,Transportation and storage,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.42
2012,Fatal,Employees,Transportation and storage,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.12
2012,Fatal,Employees,Transportation and storage,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,2.96
2012,Fatal,Employees,Transportation and storage,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,4.29
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,,"Rate per 100,000 workers",Units,Undefined,0.15
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.08
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.2
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.64
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.1
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,0.26
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.14
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.36
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.09
2012,Fatal,Employees,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.75
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,,,"Rate per 100,000 workers",Units,Undefined,0.05
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.2
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.06
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.05
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.04
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,Male,,"Rate per 100,000 workers",Units,Undefined,0.08
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.16
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.16
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,Female,,"Rate per 100,000 workers",Units,Undefined,0.03
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,Female,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.28
2012,Fatal,Employees,Public administration and defence; compulsory social security; education; human health and social work activities,Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.08
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,,"Rate per 100,000 workers",Units,Undefined,0.33
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.36
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.46
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.07
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,,"Rate per 100,000 workers",Units,Undefined,0.53
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.96
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,2.38
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,,"Rate per 100,000 workers",Units,Undefined,0.16
2012,Fatal,Employees,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Female,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.68
2012,Fatal,Self-employed,,,,"Rate per 100,000 workers",Units,Undefined,1.13
2012,Fatal,Self-employed,,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.55
2012,Fatal,Self-employed,,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.9
2012,Fatal,Self-employed,,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.89
2012,Fatal,Self-employed,,,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.18
2012,Fatal,Self-employed,,,60 to 64,"Rate per 100,000 workers",Units,Undefined,2.28
2012,Fatal,Self-employed,,,65 and over,"Rate per 100,000 workers",Units,Undefined,3.04
2012,Fatal,Self-employed,,Male,,"Rate per 100,000 workers",Units,Undefined,1.6
2012,Fatal,Self-employed,,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.8
2012,Fatal,Self-employed,,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.37
2012,Fatal,Self-employed,,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.23
2012,Fatal,Self-employed,,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.44
2012,Fatal,Self-employed,,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,3.18
2012,Fatal,Self-employed,,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,4.33
2012,Fatal,Self-employed,,Female,,"Rate per 100,000 workers",Units,Undefined,0.14
2012,Fatal,Self-employed,,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.24
2012,Fatal,Self-employed,,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.62
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,,"Rate per 100,000 workers",Units,Undefined,12.21
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,25 to 34,"Rate per 100,000 workers",Units,Undefined,17.03
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,35 to 44,"Rate per 100,000 workers",Units,Undefined,7.07
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,45 to 54,"Rate per 100,000 workers",Units,Undefined,7.53
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,55 to 59,"Rate per 100,000 workers",Units,Undefined,10.05
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,60 to 64,"Rate per 100,000 workers",Units,Undefined,12.8
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",,65 and over,"Rate per 100,000 workers",Units,Undefined,22.25
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,,"Rate per 100,000 workers",Units,Undefined,15.36
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,18.9
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,9.91
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,10.3
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,7.48
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,16.4
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,29.63
2012,Fatal,Self-employed,"Agriculture, forestry and fishing",Female,,"Rate per 100,000 workers",Units,Undefined,2.39
2012,Fatal,Self-employed,Manufacturing,,,"Rate per 100,000 workers",Units,Undefined,0.51
2012,Fatal,Self-employed,Manufacturing,,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.76
2012,Fatal,Self-employed,Manufacturing,Male,,"Rate per 100,000 workers",Units,Undefined,0.71
2012,Fatal,Self-employed,Manufacturing,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.44
2012,Fatal,Self-employed,"Water supply; sewerage, waste management and remediation activities",,,"Rate per 100,000 workers",Units,Undefined,7.2
2012,Fatal,Self-employed,"Water supply; sewerage, waste management and remediation activities",Male,,"Rate per 100,000 workers",Units,Undefined,7.81
2012,Fatal,Self-employed,Construction,,,"Rate per 100,000 workers",Units,Undefined,1.67
2012,Fatal,Self-employed,Construction,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.54
2012,Fatal,Self-employed,Construction,,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.38
2012,Fatal,Self-employed,Construction,,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.92
2012,Fatal,Self-employed,Construction,,55 to 59,"Rate per 100,000 workers",Units,Undefined,2.42
2012,Fatal,Self-employed,Construction,,60 to 64,"Rate per 100,000 workers",Units,Undefined,6.19
2012,Fatal,Self-employed,Construction,Male,,"Rate per 100,000 workers",Units,Undefined,1.74
2012,Fatal,Self-employed,Construction,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.55
2012,Fatal,Self-employed,Construction,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.45
2012,Fatal,Self-employed,Construction,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.01
2012,Fatal,Self-employed,Construction,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,2.55
2012,Fatal,Self-employed,Construction,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,6.44
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,,"Rate per 100,000 workers",Units,Undefined,1.24
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,35 to 44,"Rate per 100,000 workers",Units,Undefined,1.47
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.26
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,55 to 59,"Rate per 100,000 workers",Units,Undefined,3.13
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.89
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,,"Rate per 100,000 workers",Units,Undefined,1.67
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,2.23
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.99
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,4.83
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,2.89
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,,"Rate per 100,000 workers",Units,Undefined,0.49
2012,Fatal,Self-employed,Wholesale and retail trade; repair of motor vehicles and motorcycles; accommodation and food service activities,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.74
2012,Fatal,Self-employed,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,,"Rate per 100,000 workers",Units,Undefined,0.16
2012,Fatal,Self-employed,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",,65 and over,"Rate per 100,000 workers",Units,Undefined,1.99
2012,Fatal,Self-employed,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,,"Rate per 100,000 workers",Units,Undefined,0.24
2012,Fatal,Self-employed,"Information and communication; financial and insurance activities; real estate activities; professional, scientific and technical activities; administrative and support service activities",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,2.55
2012,Fatal,Self-employed,Public administration and defence; compulsory social security; education; human health and social work activities,,,"Rate per 100,000 workers",Units,Undefined,0.16
2012,Fatal,Self-employed,Public administration and defence; compulsory social security; education; human health and social work activities,,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.71
2012,Fatal,Self-employed,Public administration and defence; compulsory social security; education; human health and social work activities,Male,,"Rate per 100,000 workers",Units,Undefined,0.42
2012,Fatal,Self-employed,Public administration and defence; compulsory social security; education; human health and social work activities,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,3.94
2012,Fatal,Self-employed,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,,"Rate per 100,000 workers",Units,Undefined,0.75
2012,Fatal,Self-employed,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,35 to 44,"Rate per 100,000 workers",Units,Undefined,2.47
2012,Fatal,Self-employed,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.75
2012,Fatal,Self-employed,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,,"Rate per 100,000 workers",Units,Undefined,1.56
2012,Fatal,Self-employed,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,6.23
2012,Fatal,Self-employed,"Arts, entertainment and recreation; other service activities; activities of households as employers; undifferentiated goods-and services-producing activities of households for own use; activities of extraterritorial organisations and bodies",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.62
2011,Fatal,,,,,"Rate per 100,000 workers",Units,Undefined,0.58
2011,Fatal,,,,16 to 19,"Rate per 100,000 workers",Units,Undefined,0.47
2011,Fatal,,,,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.31
2011,Fatal,,,,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.34
2011,Fatal,,,,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.42
2011,Fatal,,,,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.59
2011,Fatal,,,,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.91
2011,Fatal,,,,60 to 64,"Rate per 100,000 workers",Units,Undefined,0.9
2011,Fatal,,,,65 and over,"Rate per 100,000 workers",Units,Undefined,2.67
2011,Fatal,,,Male,,"Rate per 100,000 workers",Units,Undefined,1.06
2011,Fatal,,,Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,0.99
2011,Fatal,,,Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,0.6
2011,Fatal,,,Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,0.62
2011,Fatal,,,Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,0.8
2011,Fatal,,,Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,1.09
2011,Fatal,,,Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,1.6
2011,Fatal,,,Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,1.5
2011,Fatal,,,Male,65 and over,"Rate per 100,000 workers",Units,Undefined,4.21
2011,Fatal,,,Female,,"Rate per 100,000 workers",Units,Undefined,0.04
2011,Fatal,,,Female,45 to 54,"Rate per 100,000 workers",Units,Undefined,0.06
2011,Fatal,,,Female,55 to 59,"Rate per 100,000 workers",Units,Undefined,0.16
2011,Fatal,,,Female,65 and over,"Rate per 100,000 workers",Units,Undefined,0.3
2011,Fatal,,"Agriculture, forestry and fishing",,,"Rate per 100,000 workers",Units,Undefined,10.23
2011,Fatal,,"Agriculture, forestry and fishing",,16 to 19,"Rate per 100,000 workers",Units,Undefined,20.18
2011,Fatal,,"Agriculture, forestry and fishing",,20 to 24,"Rate per 100,000 workers",Units,Undefined,5.94
2011,Fatal,,"Agriculture, forestry and fishing",,25 to 34,"Rate per 100,000 workers",Units,Undefined,16.19
2011,Fatal,,"Agriculture, forestry and fishing",,35 to 44,"Rate per 100,000 workers",Units,Undefined,4.73
2011,Fatal,,"Agriculture, forestry and fishing",,45 to 54,"Rate per 100,000 workers",Units,Undefined,2.37
2011,Fatal,,"Agriculture, forestry and fishing",,55 to 59,"Rate per 100,000 workers",Units,Undefined,8.79
2011,Fatal,,"Agriculture, forestry and fishing",,60 to 64,"Rate per 100,000 workers",Units,Undefined,13.78
2011,Fatal,,"Agriculture, forestry and fishing",,65 and over,"Rate per 100,000 workers",Units,Undefined,22.44
2011,Fatal,,"Agriculture, forestry and fishing",Male,,"Rate per 100,000 workers",Units,Undefined,13.57
2011,Fatal,,"Agriculture, forestry and fishing",Male,16 to 19,"Rate per 100,000 workers",Units,Undefined,27.88
2011,Fatal,,"Agriculture, forestry and fishing",Male,20 to 24,"Rate per 100,000 workers",Units,Undefined,7.53
2011,Fatal,,"Agriculture, forestry and fishing",Male,25 to 34,"Rate per 100,000 workers",Units,Undefined,22.04
2011,Fatal,,"Agriculture, forestry and fishing",Male,35 to 44,"Rate per 100,000 workers",Units,Undefined,6.13
2011,Fatal,,"Agriculture, forestry and fishing",Male,45 to 54,"Rate per 100,000 workers",Units,Undefined,3.32
2011,Fatal,,"Agriculture, forestry and fishing",Male,55 to 59,"Rate per 100,000 workers",Units,Undefined,7.69
2011,Fatal,,"Agriculture, forestry and fishing",Male,60 to 64,"Rate per 100,000 workers",Units,Undefined,20.51
2011,Fatal,,"Agriculture, forestry and fishing",Male,65 and over,"Rate per 100,000 workers",Units,Undefined,31.2
2011,Fatal,,"Agriculture, forestry and fishing",Female,,"Rate per 100,000 workers",Units,Undefined,1.09
2011,Fatal,,Mining and quarrying,,,"Rate per 100,000 workers",Units,Undefined,10.24
2011,Fatal,,Mining and quarrying,,25 to 34,"Rate per 100,000 workers",Units,Undefined,4.47
2011,Fatal,,Mining and quarrying,,35 to 44,"Rate per 100,000 workers",Units,Undefined,7.38
2011,Fatal,,Mining and quarrying,,45 to 54,"Rate per 100,000 workers",Units,Undefined,15.53
