Year,Sex,Age,Region,County,Local Authority,Disability status,Ethnicity,Ethnic group,Economic activity,GeoCode,Value
2017,,,North West,,Greater Manchester North East,,,,,E12000002,88.7
2017,,,North West,,Greater Manchester North West,,,,,E12000002,89.7
2017,,,North West,,Greater Manchester South East,,,,,E12000002,89.0
2017,,,North West,,Greater Manchester South West,,,,,E12000002,88.4
2017,,,North West,,Lancaster and Wyre,,,,,E12000002,86.8
2017,,,North West,,Liverpool,,,,,E08000012,87.1
2017,,,North West,,Manchester,,,,,E08000003,91.3
2017,,,North West,,Mid Lancashire,,,,,E12000002,89.7
2017,,,North West,,Sefton,,,,,E08000014,85.9
2017,,,North West,,Warrington,,,,,E06000007,91.6
2017,,,North West,,Allerdale,,,,,E07000026,87.4
2017,,,North West,,Wirral,,,,,E08000015,85.1
2017,,,North West,,,,,,,E12000002,88.1
2017,,,Northern Ireland,,,,,,,,84.0
2017,,,Scotland,,Aberdeen City and Aberdeenshire,,,,,,91.4
2017,,,Scotland,,Angus and Dundee City,,,,,,82.9
2017,,,Scotland,,Clackmannanshire and Fife,,,,,,90.6
2017,,,Scotland,,Dumfries  Galloway,,,,,,84.7
2017,,,Scotland,,East Ayrshire and North Ayrshire mainland,,,,,,84.3
2017,,,Scotland,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,,90.0
2017,,,Scotland,,East Lothian and Midlothian,,,,,,86.9
2017,,,Scotland,,"Edinburgh, City of",,,,,,92.4
2017,,,Scotland,,Falkirk,,,,,S12000014,83.7
2017,,,Scotland,,Glasgow City,,,,,S12000046,85.1
2017,,,Scotland,,Highlands and Islands,,,,,,87.5
2017,,,Scotland,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,,84.9
2017,,,Scotland,,North Lanarkshire,,,,,S12000044,83.3
2017,,,Scotland,,Perth  Kinross and Stirling,,,,,,81.7
2017,,,Scotland,,Scottish Borders,,,,,S12000026,85.1
2017,,,Scotland,,South Ayrshire,,,,,S12000028,89.4
2017,,,Scotland,,South Lanarkshire,,,,,S12000029,90.3
2017,,,Scotland,,West Lothian,,,,,S12000040,94.5
2017,,,Scotland,,,,,,,,87.5
2017,,,South East,,Berkshire,,,,,E06000037,92.3
2017,,,South East,,Brighton and Hove,,,,,E06000043,92.6
2017,,,South East,Buckinghamshire,,,,,,E10000002,94.4
2017,,,South East,,Central Hampshire,,,,,E12000008,91.9
2017,,,South East,,East Kent,,,,,E12000008,87.8
2017,,,South East,,East Surrey,,,,,E12000008,93.1
2017,,,South East,,East Sussex CC,,,,,E12000008,87.4
2017,,,South East,,Isle of Wight,,,,,E06000046,77.8
2017,,,South East,,Kent Thames Gateway,,,,,E12000008,92.8
2017,,,South East,,Medway,,,,,E06000035,92.5
2017,,,South East,,Mid Kent,,,,,E12000008,92.3
2017,,,South East,,Milton Keynes,,,,,E06000042,88.6
2017,,,South East,,North Hampshire,,,,,E12000008,95.4
2017,,,South East,,Oxfordshire,,,,,E07000179,91.8
2017,,,South East,,Portsmouth,,,,,E06000044,84.9
2017,,,South East,,South Hampshire,,,,,E12000008,90.6
2017,,,South East,,Southampton,,,,,E06000045,91.9
2017,,,South East,,West Kent,,,,,E12000008,92.3
2017,,,South East,,West Surrey,,,,,E12000008,95.4
2017,,,South East,,West Sussex (North East),,,,,E12000008,94.0
2017,,,South East,,West Sussex (South West),,,,,E12000008,90.1
2017,,,South East,,,,,,,E12000008,91.6
2017,,,South West,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,87.2
2017,,,South West,,Bournemouth and Poole,,,,,E12000009,93.5
2017,,,South West,,"Bristol, City of",,,,,E06000023,89.0
2017,,,South West,,Cornwall and Isles of Scilly,,,,,E12000009,82.1
2017,,,South West,,Devon CC,,,,,E12000009,89.4
2017,,,South West,,Dorset CC,,,,,E12000009,92.4
2017,,,South West,,Gloucestershire,,,,,E06000025,89.8
2017,,,South West,,Plymouth,,,,,E06000026,92.0
2017,,,South West,,Somerset,,,,,E06000024,90.2
2017,,,South West,,Swindon,,,,,E06000030,95.8
2017,,,South West,,Torbay,,,,,E06000027,80.1
2017,,,South West,,Wiltshire,,,,,E06000054,90.8
2017,,,South West,,,,,,,E12000009,89.2
2017,,,Wales,,Bridgend and Neath Port Talbot,,,,,,88.7
2017,,,Wales,,Cardiff and Vale of Glamorgan,,,,,,89.5
2017,,,Wales,,Central Valleys,,,,,,81.5
2017,,,Wales,,Conwy and Denbighshire,,,,,,76.9
2017,,,Wales,,Flintshire and Wrexham,,,,,,89.4
2017,,,Wales,,Gwent,,,,,W06000019,86.6
2017,,,Wales,,Gwynedd,,,,,W06000002,78.9
2017,,,Wales,,Isle of Anglesey,,,,,W06000001,97.8
2017,,,Wales,,Monmouthshire and Newport,,,,,,86.6
2017,,,Wales,,Powys,,,,,W06000023,83.6
2017,,,Wales,,Pembrokeshire,,,,,W06000009,86.7
2017,,,Wales,,Swansea,,,,,W06000011,95.5
2017,,,Wales,,,,,,,,86.9
2017,,,West Midlands,,Birmingham,,,,,E08000025,88.5
2017,,,West Midlands,,Coventry,,,,,E08000026,91.8
2017,,,West Midlands,,Dudley,,,,,E08000027,79.8
2017,,,West Midlands,,"Herefordshire, County of",,,,,E06000019,79.4
2017,,,West Midlands,,Sandwell,,,,,E08000028,77.0
2017,,,West Midlands,,Shropshire CC,,,,,E12000005,87.6
2017,,,West Midlands,,Solihull,,,,,E08000029,84.0
2017,,,West Midlands,,Staffordshire CC,,,,,E12000005,88.5
2017,,,West Midlands,,Stoke-on-Trent,,,,,E06000021,80.0
2017,,,West Midlands,,Telford and Wrekin,,,,,E06000020,91.8
2017,,,West Midlands,,Walsall,,,,,E08000030,87.3
2017,,,West Midlands,,Warwickshire,,,,,E07000218,89.6
2017,,,West Midlands,,Wolverhampton,,,,,E08000031,78.4
2017,,,West Midlands,Worcestershire,,,,,,E10000034,88.3
2017,,,West Midlands,,,,,,,E12000005,86.4
2017,,,Yorkshire and the Humber,,"Barnsley, Doncaster and Rotherham",,,,,,88.0
2017,,,Yorkshire and the Humber,,Bradford,,,,,E08000032,87.3
2017,,,Yorkshire and the Humber,,Calderdale and Kirklees,,,,,,85.9
2017,,,Yorkshire and the Humber,,East Riding of Yorkshire,,,,,E06000011,87.7
2017,,,Yorkshire and the Humber,,"Kingston upon Hull, City of",,,,,E06000010,89.1
2017,,,Yorkshire and the Humber,,Leeds,,,,,E08000035,87.1
2017,,,Yorkshire and the Humber,,North and North East Lincolnshire,,,,,,83.9
2017,,,Yorkshire and the Humber,North Yorkshire,,,,,,E10000023,85.8
2017,,,Yorkshire and the Humber,,Sheffield,,,,,E08000019,86.6
2017,,,Yorkshire and the Humber,,Wakefield,,,,,E08000036,87.6
2017,,,Yorkshire and the Humber,,York,,,,,E06000014,85.9
2017,,,Yorkshire and the Humber,,,,,,,,86.8
2017,,,,,,Equality Act Disabled,,,,,73.4
2017,,,,,,Not Equality Act Disabled,,,,,93.6
2017,,,,,,,Asian/Asian British,Bangladeshi,,,87.0
2017,,,,,,,Black/African/Caribbean/Black British,,,,92.1
2017,,,,,,,Asian/Asian British,Chinese,,,98.3
2017,,,,,,,Asian/Asian British,Indian,,,90.6
2017,,,,,,,Mixed/multiple ethnic groups,,,,96.2
2017,,,,,,,Asian/Asian British,Any other Asian background,,,93.1
2017,,,,,,,Other ethnic group,,,,94.1
2017,,,,,,,Asian/Asian British,Pakistani,,,90.3
2017,,,,,,,White,,,,88.4
2017,,,,,,,,,Employee,,98.1
2017,,,,,,,,,Government employment  training programmes,,97.0
2017,,,,,,,,,Inactive,,85.8
2017,,,,,,,,,Retired,,61.4
2017,,,,,,,,,Self-employed,,96.4
2017,,,,,,,,,Student,,99.5
2017,,,,,,,,,Unemployed,,96.9
2017,,,,,,,,,Unpaid family worker,,90.6
2017,,,,,,,,,,,88.9
2018,Female,16 to 24,,,,,,,,,99.6
2018,Female,25 to 34,,,,,,,,,99.3
2018,Female,35 to 44,,,,,,,,,98.6
2018,Female,45 to 54,,,,,,,,,97.2
2018,Female,55 to 64,,,,,,,,,92.0
2018,Female,65 to 74,,,,,,,,,78.9
2018,Female,75 and over,,,,,,,,,37.6
2018,Female,,,,,,,,,,88.6
2018,Male,16 to 24,,,,,,,,,99.0
2018,Male,25 to 34,,,,,,,,,99.2
2018,Male,35 to 44,,,,,,,,,98.6
2018,Male,45 to 54,,,,,,,,,96.4
2018,Male,55 to 64,,,,,,,,,91.5
2018,Male,65 to 74,,,,,,,,,81.6
2018,Male,75 and over,,,,,,,,,51.3
2018,Male,,,,,,,,,,91.1
2018,,16 to 24,,,,Equality Act Disabled,,,,,98.0
2018,,16 to 24,,,,Not Equality Act Disabled,,,,,99.4
2018,,16 to 24,,,,,,,,,99.3
2018,,25 to 34,,,,Equality Act Disabled,,,,,98.0
2018,,25 to 34,,,,Not Equality Act Disabled,,,,,99.4
2018,,25 to 34,,,,,,,,,99.2
2018,,35 to 44,,,,Equality Act Disabled,,,,,95.9
2018,,35 to 44,,,,Not Equality Act Disabled,,,,,99.1
2018,,35 to 44,,,,,,,,,98.6
2018,,45 to 54,,,,Equality Act Disabled,,,,,91.6
2018,,45 to 54,,,,Not Equality Act Disabled,,,,,98.2
2018,,45 to 54,,,,,,,,,96.8
2018,,55 to 64,,,,Equality Act Disabled,,,,,83.9
2018,,55 to 64,,,,Not Equality Act Disabled,,,,,94.8
2018,,55 to 64,,,,,,,,,91.8
2018,,65 to 74,,,,Equality Act Disabled,,,,,73.5
2018,,65 to 74,,,,Not Equality Act Disabled,,,,,83.9
2018,,65 to 74,,,,,,,,,80.2
2018,,75 and over,,,,Equality Act Disabled,,,,,38.8
2018,,75 and over,,,,Not Equality Act Disabled,,,,,48.9
2018,,75 and over,,,,,,,,,43.6
2018,,,East Midlands,,Derby,,,,,E06000015,87.9
2018,,,East Midlands,,East Derbyshire,,,,,E12000004,85.0
2018,,,East Midlands,,Leicester,,,,,E06000016,86.7
2018,,,East Midlands,,Leicestershire CC and Rutland,,,,,E12000004,91.2
2018,,,East Midlands,,Lincolnshire,,,,,E06000012,85.7
2018,,,East Midlands,,North Northamptonshire,,,,,E12000004,94.4
2018,,,East Midlands,Nottinghamshire,North Nottinghamshire,,,,,E10000024,84.6
2018,,,East Midlands,,Nottingham,,,,,E06000018,84.4
2018,,,East Midlands,,South and West Derbyshire,,,,,E12000004,89.5
2018,,,East Midlands,Nottinghamshire,South Nottinghamshire,,,,,E10000024,89.5
2018,,,East Midlands,,West Northamptonshire,,,,,E12000004,93.6
2018,,,East Midlands,,,,,,,E12000004,88.4
2018,,,East of England,,Bedford,,,,,E06000055,92.3
2018,,,East of England,,Breckland and South Norfolk,,,,,E12000006,88.0
2018,,,East of England,,Cambridgeshire CC,,,,,E12000006,91.5
2018,,,East of England,,Central Bedfordshire,,,,,E06000056,93.1
2018,,,East of England,,Colchester,,,,,E07000071,91.1
2018,,,East of England,,Essex Thames Gateway,,,,,E12000006,83.1
2018,,,East of England,,Heart of Essex,,,,,E12000006,93.2
2018,,,East of England,,Hertfordshire,,,,,E07000242,91.2
2018,,,East of England,,Luton,,,,,E06000032,92.4
2018,,,East of England,,North and West Norfolk,,,,,E12000006,90.7
2018,,,East of England,,Norwich and East Norfolk,,,,,E12000006,91.0
2018,,,East of England,,Peterborough,,,,,E06000031,94.4
2018,,,East of England,,Southend-on-Sea,,,,,E06000033,95.0
2018,,,East of England,,Suffolk,,,,,E07000203,90.6
2018,,,East of England,,Thurrock,,,,,E06000034,86.7
2018,,,East of England,,West Essex,,,,,E12000006,86.3
2018,,,East of England,,,,,,,E12000006,90.6
2018,,,London,,Barking  Dagenham and Havering,,,,,E12000007,93.3
2018,,,London,,Barnet,,,,,E09000003,89.1
2018,,,London,,Bexley and Greenwich,,,,,E12000007,91.7
2018,,,London,,Brent,,,,,E09000005,93.4
2018,,,London,,Bromley,,,,,E09000006,91.7
2018,,,London,,Camden and City of London,,,,,E12000007,97.0
2018,,,London,,Croydon,,,,,E09000008,92.9
2018,,,London,,Ealing,,,,,E09000009,93.7
2018,,,London,,Enfield,,,,,E09000010,89.8
2018,,,London,,Hackney and Newham,,,,,E12000007,89.3
2018,,,London,,Haringey and Islington,,,,,E12000007,90.8
2018,,,London,,Harrow and Hillingdon,,,,,E12000007,88.4
2018,,,London,,Hounslow and Richmond upon Thames,,,,,E12000007,95.6
2018,,,London,,Kensington  Chelsea and Hammersmith  Fulham,,,,,E12000007,95.8
2018,,,London,,Lambeth,,,,,E09000022,92.7
2018,,,London,,Lewisham and Southwark,,,,,E12000007,92.5
2018,,,London,,"Merton, Kingston upon Thames and Sutton",,,,,E12000007,96.4
2018,,,London,,Redbridge and Waltham Forest,,,,,E12000007,91.4
2018,,,London,,Tower Hamlets,,,,,E09000030,95.4
2018,,,London,,Wandsworth,,,,,E09000032,94.2
2018,,,London,,Westminster,,,,,E09000033,93.9
2018,,,London,,,,,,,E12000007,92.6
2018,,,North East,,Darlington,,,,,E06000005,91.8
2018,,,North East,,County Durham,,,,,E06000047,83.2
2018,,,North East,,Hartlepool and Stockton-on-Tees,,,,,E12000001,89.7
2018,,,North East,,Northumberland,,,,,E06000057,91.5
2018,,,North East,,Middlesbrough,,,,,E06000002,85.7
2018,,,North East,,Sunderland,,,,,E08000024,90.9
2018,,,North East,,Tyneside,,,,,E08000022,87.3
2018,,,North East,,,,,,,E12000001,87.6
2018,,,North West,,Blackburn with Darwen,,,,,E06000008,89.1
2018,,,North West,,Blackpool,,,,,E06000009,89.3
2018,,,North West,,Cheshire East,,,,,E06000049,92.6
2018,,,North West,,Cheshire West and Chester,,,,,E06000050,90.3
2018,,,North West,,Chorley and West Lancashire,,,,,E12000002,87.7
2018,,,North West,,Carlisle,,,,,E07000028,87.0
2018,,,North West,,East Lancashire,,,,,E12000002,84.7
2018,,,North West,,East Merseyside,,,,,E12000002,85.3
2018,,,North West,,Greater Manchester North East,,,,,E12000002,90.9
2018,,,North West,,Greater Manchester North West,,,,,E12000002,85.3
2018,,,North West,,Greater Manchester South East,,,,,E12000002,86.8
2018,,,North West,,Greater Manchester South West,,,,,E12000002,92.9
2018,,,North West,,Lancaster and Wyre,,,,,E12000002,91.6
2018,,,North West,,Liverpool,,,,,E08000012,91.1
2018,,,North West,,Manchester,,,,,E08000003,92.2
2018,,,North West,,Mid Lancashire,,,,,E12000002,91.1
2018,,,North West,,Sefton,,,,,E08000014,87.3
2018,,,North West,,Warrington,,,,,E06000007,88.2
2018,,,North West,,Allerdale,,,,,E07000026,84.7
2018,,,North West,,Wirral,,,,,E08000015,89.6
2018,,,North West,,,,,,,E12000002,89.0
2018,,,Northern Ireland,,Antrim and Newtownabbey,,,,,N09000001,88.5
2018,,,Northern Ireland,,Ards and North Down,,,,,N09000011,91.4
2018,,,Northern Ireland,,"Armagh City, Banbridge and Craigavon",,,,,N09000002,92.6
2018,,,Northern Ireland,,Belfast,,,,,N09000003,89.3
2018,,,Northern Ireland,,Causeway Coast and Glens,,,,,N09000004,80.2
2018,,,Northern Ireland,,Derry City and Strabane,,,,,N09000005,82.3
2018,,,Northern Ireland,,Fermanagh and Omagh,,,,,N09000006,82.1
2018,,,Northern Ireland,,Lisburn and Castlereagh,,,,,N09000007,92.9
2018,,,Northern Ireland,,Mid and East Antrim,,,,,N09000008,73.5
2018,,,Northern Ireland,,Mid Ulster,,,,,N09000009,86.1
2018,,,Northern Ireland,,"Newry, Mourne and Down",,,,,N09000010,74.8
2018,,,Northern Ireland,,,,,,,,85.6
2018,,,Scotland,,Aberdeen City and Aberdeenshire,,,,,,90.2
2018,,,Scotland,,Angus and Dundee City,,,,,,92.2
2018,,,Scotland,,Clackmannanshire and Fife,,,,,,89.6
2018,,,Scotland,,Dumfries  Galloway,,,,,,86.3
2018,,,Scotland,,East Ayrshire and North Ayrshire mainland,,,,,,85.3
2018,,,Scotland,,"East Dunbartonshire, West Dunbartonshire and Helensburgh  Lomond",,,,,,89.3
2018,,,Scotland,,East Lothian and Midlothian,,,,,,93.1
2018,,,Scotland,,"Edinburgh, City of",,,,,,91.9
2018,,,Scotland,,Falkirk,,,,,S12000014,91.8
2018,,,Scotland,,Glasgow City,,,,,S12000046,87.3
2018,,,Scotland,,Highlands and Islands,,,,,,87.3
2018,,,Scotland,,"Inverclyde, East Renfrewshire and Renfrewshire",,,,,,87.4
2018,,,Scotland,,North Lanarkshire,,,,,S12000044,86.3
2018,,,Scotland,,Perth  Kinross and Stirling,,,,,,91.3
2018,,,Scotland,,Scottish Borders,,,,,S12000026,90.9
2018,,,Scotland,,South Ayrshire,,,,,S12000028,88.9
2018,,,Scotland,,South Lanarkshire,,,,,S12000029,89.1
2018,,,Scotland,,West Lothian,,,,,S12000040,93.6
2018,,,Scotland,,,,,,,,89.2
2018,,,South East,,Berkshire,,,,,E06000037,94.8
2018,,,South East,,Brighton and Hove,,,,,E06000043,93.9
2018,,,South East,Buckinghamshire,,,,,,E10000002,93.8
2018,,,South East,,Central Hampshire,,,,,E12000008,93.3
2018,,,South East,,East Kent,,,,,E12000008,91.4
2018,,,South East,,East Surrey,,,,,E12000008,91.8
2018,,,South East,,East Sussex CC,,,,,E12000008,86.9
2018,,,South East,,Isle of Wight,,,,,E06000046,92.9
2018,,,South East,,Kent Thames Gateway,,,,,E12000008,93.1
2018,,,South East,,Medway,,,,,E06000035,88.6
2018,,,South East,,Mid Kent,,,,,E12000008,85.9
2018,,,South East,,Milton Keynes,,,,,E06000042,93.4
2018,,,South East,,North Hampshire,,,,,E12000008,96.3
2018,,,South East,,Oxfordshire,,,,,E07000179,95.5
2018,,,South East,,Portsmouth,,,,,E06000044,80.4
2018,,,South East,,South Hampshire,,,,,E12000008,91.1
2018,,,South East,,Southampton,,,,,E06000045,88.7
2018,,,South East,,West Kent,,,,,E12000008,91.7
2018,,,South East,,West Surrey,,,,,E12000008,93.0
2018,,,South East,,West Sussex (North East),,,,,E12000008,93.1
2018,,,South East,,West Sussex (South West),,,,,E12000008,89.7
2018,,,South East,,,,,,,E12000008,92.0
2018,,,South West,,"Bath and North East Somerset, North Somerset and South Gloucestershire",,,,,E12000009,93.0
2018,,,South West,,Bournemouth and Poole,,,,,E12000009,91.5
2018,,,South West,,"Bristol, City of",,,,,E06000023,92.8
2018,,,South West,,Cornwall and Isles of Scilly,,,,,E12000009,85.0
2018,,,South West,,Devon CC,,,,,E12000009,89.2
2018,,,South West,,Dorset CC,,,,,E12000009,88.2
2018,,,South West,,Gloucestershire,,,,,E06000025,90.1
2018,,,South West,,Plymouth,,,,,E06000026,86.8
2018,,,South West,,Somerset,,,,,E06000024,87.6
2018,,,South West,,Swindon,,,,,E06000030,93.9
2018,,,South West,,Torbay,,,,,E06000027,93.7
2018,,,South West,,Wiltshire,,,,,E06000054,89.6
2018,,,South West,,,,,,,E12000009,89.8
2018,,,Wales,,Bridgend and Neath Port Talbot,,,,,,87.7
2018,,,Wales,,Cardiff and Vale of Glamorgan,,,,,,93.2
2018,,,Wales,,Central Valleys,,,,,,84.8
2018,,,Wales,,Conwy and Denbighshire,,,,,,86.8
2018,,,Wales,,Flintshire and Wrexham,,,,,,89.9
2018,,,Wales,,Gwent,,,,,W06000019,88.2
2018,,,Wales,,Gwynedd,,,,,W06000002,88.1
2018,,,Wales,,Isle of Anglesey,,,,,W06000001,86.7
2018,,,Wales,,Monmouthshire and Newport,,,,,,93.6
2018,,,Wales,,Powys,,,,,W06000023,86.2
2018,,,Wales,,Pembrokeshire,,,,,W06000009,86.3
2018,,,Wales,,Swansea,,,,,W06000011,90.0
2018,,,Wales,,,,,,,,88.9
2018,,,West Midlands,,Birmingham,,,,,E08000025,88.6
2018,,,West Midlands,,Coventry,,,,,E08000026,88.1
2018,,,West Midlands,,Dudley,,,,,E08000027,85.8
2018,,,West Midlands,,"Herefordshire, County of",,,,,E06000019,92.8
2018,,,West Midlands,,Sandwell,,,,,E08000028,87.0
2018,,,West Midlands,,Shropshire CC,,,,,E12000005,84.0
2018,,,West Midlands,,Solihull,,,,,E08000029,90.5
2018,,,West Midlands,,Staffordshire CC,,,,,E12000005,91.0
2018,,,West Midlands,,Stoke-on-Trent,,,,,E06000021,90.2
2018,,,West Midlands,,Telford and Wrekin,,,,,E06000020,87.2
2018,,,West Midlands,,Walsall,,,,,E08000030,85.6
2018,,,West Midlands,,Warwickshire,,,,,E07000218,89.4
2018,,,West Midlands,,Wolverhampton,,,,,E08000031,85.6
2018,,,West Midlands,Worcestershire,,,,,,E10000034,90.7
2018,,,West Midlands,,,,,,,E12000005,88.7
2018,,,Yorkshire and the Humber,,"Barnsley, Doncaster and Rotherham",,,,,,85.1
2018,,,Yorkshire and the Humber,,Bradford,,,,,E08000032,87.3
2018,,,Yorkshire and the Humber,,Calderdale and Kirklees,,,,,,91.5
2018,,,Yorkshire and the Humber,,East Riding of Yorkshire,,,,,E06000011,85.6
2018,,,Yorkshire and the Humber,,"Kingston upon Hull, City of",,,,,E06000010,91.6
2018,,,Yorkshire and the Humber,,Leeds,,,,,E08000035,91.1
2018,,,Yorkshire and the Humber,,North and North East Lincolnshire,,,,,,82.6
2018,,,Yorkshire and the Humber,North Yorkshire,,,,,,E10000023,85.3
2018,,,Yorkshire and the Humber,,Sheffield,,,,,E08000019,89.7
2018,,,Yorkshire and the Humber,,Wakefield,,,,,E08000036,87.3
2018,,,Yorkshire and the Humber,,York,,,,,E06000014,88.6
2018,,,Yorkshire and the Humber,,,,,,,,87.9
2018,,,,,,Equality Act Disabled,,,,,76.6
2018,,,,,,Not Equality Act Disabled,,,,,93.9
2018,,,,,,,Asian/Asian British,Bangladeshi,,,90.7
2018,,,,,,,Black/African/Caribbean/Black British,,,,91.2
2018,,,,,,,Asian/Asian British,Chinese,,,97.6
2018,,,,,,,Asian/Asian British,Indian,,,92.7
2018,,,,,,,Mixed/multiple ethnic groups,,,,97.9
2018,,,,,,,Asian/Asian British,Any other Asian background,,,96.4
2018,,,,,,,Other ethnic group,,,,95.4
2018,,,,,,,Asian/Asian British,Pakistani,,,92.8
2018,,,,,,,White,,,,89.3
2018,,,,,,,,,Employee,,98.3
2018,,,,,,,,,Government employment  training programmes,,98.8
2018,,,,,,,,,Inactive,,87.9
2018,,,,,,,,,Retired,,64.3
2018,,,,,,,,,Self-employed,,97.1
2018,,,,,,,,,Student,,99.5
2018,,,,,,,,,Unemployed,,97.2
2018,,,,,,,,,Unpaid family worker,,94.6
2018,,,,,,,,,,,89.8
