Year,Country,Cause of death,Sex,Age,Unit measure,Unit multiplier,Observation status,GeoCode,Value
2014,England,Malignant neoplasms (C00-C97),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,30.24319664
2014,England,Diabetes mellitus (E10-E14),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,2.556529212
2014,England,IX diseases of the circulatory system (I00-I99),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,35.6826205
2014,England,Other diseases of upper respiratory tract (J30-J39),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,2.28455802
2014,England,Lung diseases due to external agents (J60-J70),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.163182716
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.217576954
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.217576954
2014,England,Other diseases of pleura (J90-J94),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.054394239000000004
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Other respiratory disorders (J98),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.054394239000000004
2014,England,,Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,61.90562309
2014,England,Malignant neoplasms (C00-C97),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,42.75072847
2014,England,Diabetes mellitus (E10-E14),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,1.230621721
2014,England,IX diseases of the circulatory system (I00-I99),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,15.40952416
2014,England,Other diseases of upper respiratory tract (J30-J39),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.053505292
2014,England,Chronic lower respiratory diseases (J40-J47),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,1.8726852269999998
2014,England,Lung diseases due to external agents (J60-J70),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.160515877
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.374537045
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Other diseases of pleura (J90-J94),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.053505292
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Other respiratory disorders (J98),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,,,,40 to 44,"Rate per 100,000 population",Units,Undefined,,66.90642322
2014,,Malignant neoplasms (C00-C97),,40 to 44,"Rate per 100,000 population",Units,Undefined,,36.75754875
2014,,Diabetes mellitus (E10-E14),,40 to 44,"Rate per 100,000 population",Units,Undefined,,1.7930511580000001
2014,,IX diseases of the circulatory system (I00-I99),,40 to 44,"Rate per 100,000 population",Units,Undefined,,25.56378651
2014,,Other diseases of upper respiratory tract (J30-J39),,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.025615017
2014,,Chronic lower respiratory diseases (J40-J47),,40 to 44,"Rate per 100,000 population",Units,Undefined,,2.07481634
2014,,Lung diseases due to external agents (J60-J70),,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.204920132
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.281765182
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.128075083
2014,,Other diseases of pleura (J90-J94),,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.051230033
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other respiratory disorders (J98),,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.025615017
2014,,,Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,71.89949577
2014,,Malignant neoplasms (C00-C97),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,30.59992919
2014,,Diabetes mellitus (E10-E14),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,2.42938627
2014,,IX diseases of the circulatory system (I00-I99),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,35.76883614
2014,,Other diseases of upper respiratory tract (J30-J39),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,2.326008131
2014,,Lung diseases due to external agents (J60-J70),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.20675627800000002
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.20675627800000002
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.258445348
2014,,Other diseases of pleura (J90-J94),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.05168907
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other respiratory disorders (J98),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.05168907
2014,,,Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,62.00125424
2014,,Malignant neoplasms (C00-C97),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,42.80676276
2014,,Diabetes mellitus (E10-E14),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,1.167918794
2014,,IX diseases of the circulatory system (I00-I99),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,15.53839787
2014,,Other diseases of upper respiratory tract (J30-J39),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.050779078
2014,,Chronic lower respiratory diseases (J40-J47),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,1.828046808
2014,,Lung diseases due to external agents (J60-J70),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.203116312
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.355453546
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other diseases of pleura (J90-J94),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.050779078
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other respiratory disorders (J98),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,,0.0
2014,Wales,,,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,71.73528155
2014,Wales,Malignant neoplasms (C00-C97),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,40.70086896
2014,Wales,Diabetes mellitus (E10-E14),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,IX diseases of the circulatory system (I00-I99),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,27.47308655
2014,Wales,Other diseases of upper respiratory tract (J30-J39),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,2.035043448
2014,Wales,Lung diseases due to external agents (J60-J70),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,1.017521724
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.508760862
2014,Wales,Other diseases of pleura (J90-J94),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,,Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,80.02910149
2014,Wales,Malignant neoplasms (C00-C97),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,37.41620329
2014,Wales,Diabetes mellitus (E10-E14),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,IX diseases of the circulatory system (I00-I99),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,37.41620329
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,3.118016941
2014,Wales,Lung diseases due to external agents (J60-J70),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,1.03933898
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,1.03933898
2014,Wales,Other diseases of pleura (J90-J94),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Male,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,,Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,63.78250167
2014,Wales,Malignant neoplasms (C00-C97),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,43.85046989999999
2014,Wales,Diabetes mellitus (E10-E14),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,IX diseases of the circulatory system (I00-I99),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,17.93882859
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.9966015890000001
2014,Wales,Lung diseases due to external agents (J60-J70),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.9966015890000001
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Female,40 to 44,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,England,,,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,114.00168899999998
2014,England,Malignant neoplasms (C00-C97),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,65.94590649
2014,England,Diabetes mellitus (E10-E14),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,2.118231517
2014,England,IX diseases of the circulatory system (I00-I99),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,41.54796276
2014,England,Other diseases of upper respiratory tract (J30-J39),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,3.1645868439999996
2014,England,Lung diseases due to external agents (J60-J70),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.382812925
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.535938095
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.229687755
2014,England,Other diseases of pleura (J90-J94),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Other respiratory disorders (J98),,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.076562585
2014,England,,Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,127.9958496
2014,England,Malignant neoplasms (C00-C97),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,59.57982017
2014,England,Diabetes mellitus (E10-E14),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,2.89372934
2014,England,IX diseases of the circulatory system (I00-I99),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,60.14823129
2014,England,Other diseases of upper respiratory tract (J30-J39),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,3.617161675
2014,England,Lung diseases due to external agents (J60-J70),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.5167373820000001
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.775106073
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.310042429
2014,England,Other diseases of pleura (J90-J94),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Other respiratory disorders (J98),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.155021215
2014,England,,Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,100.3457137
2014,England,Malignant neoplasms (C00-C97),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,72.15814888
2014,England,Diabetes mellitus (E10-E14),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,1.3614745069999998
2014,England,IX diseases of the circulatory system (I00-I99),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,23.39719153
2014,England,Other diseases of upper respiratory tract (J30-J39),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Chronic lower respiratory diseases (J40-J47),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,2.7229490139999997
2014,England,Lung diseases due to external agents (J60-J70),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.252124909
2014,England,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.30254989
2014,England,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.151274945
2014,England,Other diseases of pleura (J90-J94),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,"Respiratory failure, not elsewhere classified (J96)",Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,England,Other respiratory disorders (J98),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,E92000001,0.0
2014,,,,45 to 49,"Rate per 100,000 population",Units,Undefined,,114.64695890000002
2014,,Malignant neoplasms (C00-C97),,45 to 49,"Rate per 100,000 population",Units,Undefined,,65.95464023
2014,,Diabetes mellitus (E10-E14),,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.175922881
2014,,IX diseases of the circulatory system (I00-I99),,45 to 49,"Rate per 100,000 population",Units,Undefined,,41.92278085
2014,,Other diseases of upper respiratory tract (J30-J39),,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),,45 to 49,"Rate per 100,000 population",Units,Undefined,,3.288061243
2014,,Lung diseases due to external agents (J60-J70),,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.36265381399999996
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.628599944
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.217592288
2014,,Other diseases of pleura (J90-J94),,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other respiratory disorders (J98),,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.096707684
2014,,,Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,129.0026197
2014,,Malignant neoplasms (C00-C97),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,59.6037161
2014,,Diabetes mellitus (E10-E14),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.987532196
2014,,IX diseases of the circulatory system (I00-I99),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,60.92606641
2014,,Other diseases of upper respiratory tract (J30-J39),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,3.72217126
2014,,Lung diseases due to external agents (J60-J70),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.489759376
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.83259094
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.29385562600000004
2014,,Other diseases of pleura (J90-J94),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other respiratory disorders (J98),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.14692781300000002
2014,,,Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,100.6514171
2014,,Malignant neoplasms (C00-C97),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,72.14624823
2014,,Diabetes mellitus (E10-E14),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,1.384673196
2014,,IX diseases of the circulatory system (I00-I99),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,23.39620227
2014,,Other diseases of upper respiratory tract (J30-J39),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Chronic lower respiratory diseases (J40-J47),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,2.864841094
2014,,Lung diseases due to external agents (J60-J70),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.23873675800000002
2014,,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.42972616399999997
2014,,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.143242055
2014,,Other diseases of pleura (J90-J94),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,"Respiratory failure, not elsewhere classified (J96)",Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.0
2014,,Other respiratory disorders (J98),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,,0.047747352
2014,Wales,,,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,126.25509040000001
2014,Wales,Malignant neoplasms (C00-C97),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,66.11175641
2014,Wales,Diabetes mellitus (E10-E14),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,3.213765937
2014,Wales,IX diseases of the circulatory system (I00-I99),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,48.66559847
2014,Wales,Other diseases of upper respiratory tract (J30-J39),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,5.509313035
2014,Wales,Lung diseases due to external agents (J60-J70),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,2.295547098
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.45910942
2014,Wales,,Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,147.2795497
2014,Wales,Malignant neoplasms (C00-C97),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,60.03752345
2014,Wales,Diabetes mellitus (E10-E14),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,4.69043152
2014,Wales,IX diseases of the circulatory system (I00-I99),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,75.04690432
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,5.628517823999999
2014,Wales,Lung diseases due to external agents (J60-J70),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,1.876172608
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Male,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,,Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,106.1027038
2014,Wales,Malignant neoplasms (C00-C97),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,71.93403649
2014,Wales,Diabetes mellitus (E10-E14),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,1.7983509119999999
2014,Wales,IX diseases of the circulatory system (I00-I99),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,23.37856186
2014,Wales,Other diseases of upper respiratory tract (J30-J39),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Chronic lower respiratory diseases (J40-J47),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,5.395052737
2014,Wales,Lung diseases due to external agents (J60-J70),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory diseases principally affecting the interstitium (J80-J84),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,2.697526368
2014,Wales,Suppurative and necrotic conditions of lower respiratory tract (J85-J86),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other diseases of pleura (J90-J94),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Postprocedural respiratory disorders, not elsewhere classified (J95)",Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,"Respiratory failure, not elsewhere classified (J96)",Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.0
2014,Wales,Other respiratory disorders (J98),Female,45 to 49,"Rate per 100,000 population",Units,Undefined,W92000004,0.8991754559999999
2014,England,,,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,196.9177529
2014,England,Malignant neoplasms (C00-C97),,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,118.50036909999999
2014,England,Diabetes mellitus (E10-E14),,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,2.636330572
2014,England,IX diseases of the circulatory system (I00-I99),,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,66.23108029
2014,England,Other diseases of upper respiratory tract (J30-J39),,50 to 54,"Rate per 100,000 population",Units,Undefined,E92000001,0.053802665
