Year,Country,Region,Sex,Age,Units,Observation status,GeoCode,Value
2002,England and Wales,,Female,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
2002,England and Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,K04000001,2.0
2002,England and Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,K04000001,4.4
2002,England and Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,K04000001,7.1
2002,England and Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,K04000001,4.5
2002,England and Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,K04000001,6.2
2002,England and Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,K04000001,5.7
2002,England and Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,K04000001,6.1
2002,England and Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,K04000001,6.4
2002,England and Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,K04000001,6.1
2002,England and Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,K04000001,5.0
2002,England and Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,K04000001,5.0
2002,England and Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,K04000001,4.8
2002,England and Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,K04000001,5.3
2002,England and Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,K04000001,6.6
2002,England and Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,K04000001,10.2
2002,England and Wales,,Female,90 and over,"Rate per 100,000 population",Normal value,K04000001,7.8
2002,England and Wales,,Male,,"Rate per 100,000 population",Normal value,K04000001,15.8
2002,England and Wales,,Male,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
2002,England and Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,K04000001,7.1
2002,England and Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,K04000001,15.6
2002,England and Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,K04000001,20.1
2002,England and Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,K04000001,23.2
2002,England and Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,K04000001,22.3
2002,England and Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,K04000001,21.3
2002,England and Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,K04000001,20.6
2002,England and Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,K04000001,17.6
2002,England and Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,K04000001,15.6
2002,England and Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,K04000001,11.7
2002,England and Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,K04000001,12.6
2002,England and Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,K04000001,11.6
2002,England and Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,K04000001,11.3
2002,England and Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,K04000001,14.1
2002,England and Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,K04000001,20.6
2002,England and Wales,,Male,90 and over,"Rate per 100,000 population",Normal value,K04000001,24.7
2002,England and Wales,,,,"Rate per 100,000 population",Normal value,K04000001,10.3
2002,England and Wales,,,10 to 14,"Rate per 100,000 population",Normal value,K04000001,0.2
2002,England and Wales,,,15 to 19,"Rate per 100,000 population",Normal value,K04000001,4.6
2002,England and Wales,,,20 to 24,"Rate per 100,000 population",Normal value,K04000001,10.0
2002,England and Wales,,,25 to 29,"Rate per 100,000 population",Normal value,K04000001,13.6
2002,England and Wales,,,30 to 34,"Rate per 100,000 population",Normal value,K04000001,13.8
2002,England and Wales,,,35 to 39,"Rate per 100,000 population",Normal value,K04000001,14.2
2002,England and Wales,,,40 to 44,"Rate per 100,000 population",Normal value,K04000001,13.4
2002,England and Wales,,,45 to 49,"Rate per 100,000 population",Normal value,K04000001,13.3
2002,England and Wales,,,50 to 54,"Rate per 100,000 population",Normal value,K04000001,11.9
2002,England and Wales,,,55 to 59,"Rate per 100,000 population",Normal value,K04000001,10.8
2002,England and Wales,,,60 to 64,"Rate per 100,000 population",Normal value,K04000001,8.3
2002,England and Wales,,,65 to 69,"Rate per 100,000 population",Normal value,K04000001,8.6
2002,England and Wales,,,70 to 74,"Rate per 100,000 population",Normal value,K04000001,7.9
2002,England and Wales,,,75 to 79,"Rate per 100,000 population",Normal value,K04000001,7.9
2002,England and Wales,,,80 to 84,"Rate per 100,000 population",Normal value,K04000001,9.4
2002,England and Wales,,,85 to 89,"Rate per 100,000 population",Normal value,K04000001,13.4
2002,England and Wales,,,90 and over,"Rate per 100,000 population",Normal value,K04000001,11.7
2002,Northern Ireland,,Female,,"Rate per 100,000 population",Normal value,N92000002,5.3
2002,Northern Ireland,,Male,,"Rate per 100,000 population",Normal value,N92000002,19.2
2002,Northern Ireland,,,,"Rate per 100,000 population",Normal value,N92000002,12.1
2002,Scotland,,Female,,"Rate per 100,000 population",Normal value,S92000003,9.5
2002,Scotland,,Male,,"Rate per 100,000 population",Normal value,S92000003,30.6
2002,Scotland,,,,"Rate per 100,000 population",Normal value,S92000003,19.6
2002,Wales,,Female,,"Rate per 100,000 population",Normal value,W92000004,5.7
2002,Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Female,15 to 19,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,W92000004,9.0
2002,Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,W92000004,8.6
2002,Wales,,Female,30 to 34,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,W92000004,8.19999999999999
2002,Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,W92000004,6.8
2002,Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,W92000004,9.5
2002,Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,W92000004,4.9
2002,Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,W92000004,3.1
2002,Wales,,Female,60 to 64,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,W92000004,6.9
2002,Wales,,Female,70 to 74,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,W92000004,6.4
2002,Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,W92000004,10.1999999999999
2002,Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,W92000004,22.1
2002,Wales,,Female,90 and over,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Male,,"Rate per 100,000 population",Normal value,W92000004,18.5
2002,Wales,,Male,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,W92000004,5.2
2002,Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,W92000004,26.5
2002,Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,W92000004,29.3
2002,Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,W92000004,32.6
2002,Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,W92000004,25.0
2002,Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,W92000004,32.2999999999999
2002,Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,W92000004,17.3999999999999
2002,Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,W92000004,20.2
2002,Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,W92000004,19.0
2002,Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,W92000004,18.2
2002,Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,W92000004,8.9
2002,Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,W92000004,8.69999999999999
2002,Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,W92000004,8.8
2002,Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,W92000004,17.6
2002,Wales,,Male,85 to 89,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,Male,90 and over,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,,,"Rate per 100,000 population",Normal value,W92000004,12.0
2002,Wales,,,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
2002,Wales,,,15 to 19,"Rate per 100,000 population",Normal value,W92000004,3.7
2002,Wales,,,20 to 24,"Rate per 100,000 population",Normal value,W92000004,17.7
2002,Wales,,,25 to 29,"Rate per 100,000 population",Normal value,W92000004,18.8
2002,Wales,,,30 to 34,"Rate per 100,000 population",Normal value,W92000004,16.3
2002,Wales,,,35 to 39,"Rate per 100,000 population",Normal value,W92000004,16.3999999999999
2002,Wales,,,40 to 44,"Rate per 100,000 population",Normal value,W92000004,19.3
2002,Wales,,,45 to 49,"Rate per 100,000 population",Normal value,W92000004,13.4
2002,Wales,,,50 to 54,"Rate per 100,000 population",Normal value,W92000004,12.5
2002,Wales,,,55 to 59,"Rate per 100,000 population",Normal value,W92000004,10.9
2002,Wales,,,60 to 64,"Rate per 100,000 population",Normal value,W92000004,10.1999999999999
2002,Wales,,,65 to 69,"Rate per 100,000 population",Normal value,W92000004,7.8
2002,Wales,,,70 to 74,"Rate per 100,000 population",Normal value,W92000004,4.8
2002,Wales,,,75 to 79,"Rate per 100,000 population",Normal value,W92000004,7.4
2002,Wales,,,80 to 84,"Rate per 100,000 population",Normal value,W92000004,12.9
2002,Wales,,,85 to 89,"Rate per 100,000 population",Normal value,W92000004,18.0
2002,Wales,,,90 and over,"Rate per 100,000 population",Missing value,W92000004,
2002,,,Female,,"Rate per 100,000 population",Normal value,,5.6
2002,,,Female,10 to 14,"Rate per 100,000 population",Low reliability,,0.3
2002,,,Female,15 to 19,"Rate per 100,000 population",Normal value,,2.7
2002,,,Female,20 to 24,"Rate per 100,000 population",Normal value,,4.6
2002,,,Female,25 to 29,"Rate per 100,000 population",Normal value,,7.3
2002,,,Female,30 to 34,"Rate per 100,000 population",Normal value,,5.2
2002,,,Female,35 to 39,"Rate per 100,000 population",Normal value,,6.8
2002,,,Female,40 to 44,"Rate per 100,000 population",Normal value,,6.2
2002,,,Female,45 to 49,"Rate per 100,000 population",Normal value,,6.7
2002,,,Female,50 to 54,"Rate per 100,000 population",Normal value,,6.7
2002,,,Female,55 to 59,"Rate per 100,000 population",Normal value,,6.4
2002,,,Female,60 to 64,"Rate per 100,000 population",Normal value,,5.4
2002,,,Female,65 to 69,"Rate per 100,000 population",Normal value,,5.6
2002,,,Female,70 to 74,"Rate per 100,000 population",Normal value,,5.1
2002,,,Female,75 to 79,"Rate per 100,000 population",Normal value,,5.6
2002,,,Female,80 to 84,"Rate per 100,000 population",Normal value,,6.7
2002,,,Female,85 to 89,"Rate per 100,000 population",Normal value,,9.4
2002,,,Female,90 and over,"Rate per 100,000 population",Normal value,,7.4
2002,,,Male,,"Rate per 100,000 population",Normal value,,17.1
2002,,,Male,10 to 14,"Rate per 100,000 population",Low reliability,,0.2
2002,,,Male,15 to 19,"Rate per 100,000 population",Normal value,,8.5
2002,,,Male,20 to 24,"Rate per 100,000 population",Normal value,,17.9
2002,,,Male,25 to 29,"Rate per 100,000 population",Normal value,,23.7
2002,,,Male,30 to 34,"Rate per 100,000 population",Normal value,,25.8
2002,,,Male,35 to 39,"Rate per 100,000 population",Normal value,,23.8
2002,,,Male,40 to 44,"Rate per 100,000 population",Normal value,,22.9
2002,,,Male,45 to 49,"Rate per 100,000 population",Normal value,,21.6
2002,,,Male,50 to 54,"Rate per 100,000 population",Normal value,,18.9
2002,,,Male,55 to 59,"Rate per 100,000 population",Normal value,,16.6
2002,,,Male,60 to 64,"Rate per 100,000 population",Normal value,,13.0
2002,,,Male,65 to 69,"Rate per 100,000 population",Normal value,,13.4
2002,,,Male,70 to 74,"Rate per 100,000 population",Normal value,,12.4
2002,,,Male,75 to 79,"Rate per 100,000 population",Normal value,,11.6
2002,,,Male,80 to 84,"Rate per 100,000 population",Normal value,,14.0
2002,,,Male,85 to 89,"Rate per 100,000 population",Normal value,,20.4
2002,,,Male,90 and over,"Rate per 100,000 population",Normal value,,23.8
2002,,,,,"Rate per 100,000 population",Normal value,,11.2
2002,,,,10 to 14,"Rate per 100,000 population",Low reliability,,0.3
2002,,,,15 to 19,"Rate per 100,000 population",Normal value,,5.7
2002,,,,20 to 24,"Rate per 100,000 population",Normal value,,11.2
2002,,,,25 to 29,"Rate per 100,000 population",Normal value,,15.5
2002,,,,30 to 34,"Rate per 100,000 population",Normal value,,15.4
2002,,,,35 to 39,"Rate per 100,000 population",Normal value,,15.2
2002,,,,40 to 44,"Rate per 100,000 population",Normal value,,14.5
2002,,,,45 to 49,"Rate per 100,000 population",Normal value,,14.1
2002,,,,50 to 54,"Rate per 100,000 population",Normal value,,12.8
2002,,,,55 to 59,"Rate per 100,000 population",Normal value,,11.4
2002,,,,60 to 64,"Rate per 100,000 population",Normal value,,9.1
2002,,,,65 to 69,"Rate per 100,000 population",Normal value,,9.3
2002,,,,70 to 74,"Rate per 100,000 population",Normal value,,8.4
2002,,,,75 to 79,"Rate per 100,000 population",Normal value,,8.1
2002,,,,80 to 84,"Rate per 100,000 population",Normal value,,9.4
2002,,,,85 to 89,"Rate per 100,000 population",Normal value,,12.7
2002,,,,90 and over,"Rate per 100,000 population",Normal value,,11.2
2003,England,East,Female,,"Rate per 100,000 population",Normal value,E12000006,4.8
2003,England,East,Male,,"Rate per 100,000 population",Normal value,E12000006,14.2
2003,England,East,,,"Rate per 100,000 population",Normal value,E12000006,9.4
2003,England,East Midlands,Female,,"Rate per 100,000 population",Normal value,E12000004,4.8
2003,England,East Midlands,Male,,"Rate per 100,000 population",Normal value,E12000004,15.9
2003,England,East Midlands,,,"Rate per 100,000 population",Normal value,E12000004,10.1
2003,England,London,Female,,"Rate per 100,000 population",Normal value,E12000007,6.1
2003,England,London,Male,,"Rate per 100,000 population",Normal value,E12000007,14.7
2003,England,London,,,"Rate per 100,000 population",Normal value,E12000007,10.3
2003,England,North East,Female,,"Rate per 100,000 population",Normal value,E12000001,5.0
2003,England,North East,Male,,"Rate per 100,000 population",Normal value,E12000001,20.6
2003,England,North East,,,"Rate per 100,000 population",Normal value,E12000001,12.2
2003,England,North West,Female,,"Rate per 100,000 population",Normal value,E12000002,5.7
2003,England,North West,Male,,"Rate per 100,000 population",Normal value,E12000002,16.1
2003,England,North West,,,"Rate per 100,000 population",Normal value,E12000002,10.7
2003,England,South East,Female,,"Rate per 100,000 population",Normal value,E12000008,4.6
2003,England,South East,Male,,"Rate per 100,000 population",Normal value,E12000008,15.6
2003,England,South East,,,"Rate per 100,000 population",Normal value,E12000008,9.9
2003,England,South West,Female,,"Rate per 100,000 population",Normal value,E12000009,5.0
2003,England,South West,Male,,"Rate per 100,000 population",Normal value,E12000009,16.2
2003,England,South West,,,"Rate per 100,000 population",Normal value,E12000009,10.2
2003,England,West Midlands,Female,,"Rate per 100,000 population",Normal value,E12000005,4.7
2003,England,West Midlands,Male,,"Rate per 100,000 population",Normal value,E12000005,15.7
2003,England,West Midlands,,,"Rate per 100,000 population",Normal value,E12000005,10.1
2003,England,Yorkshire and The Humber,Female,,"Rate per 100,000 population",Normal value,E12000003,4.7
2003,England,Yorkshire and The Humber,Male,,"Rate per 100,000 population",Normal value,E12000003,14.8
2003,England,Yorkshire and The Humber,,,"Rate per 100,000 population",Normal value,E12000003,9.6
2003,England,,Female,,"Rate per 100,000 population",Normal value,E92000001,5.1
2003,England,,Female,10 to 14,"Rate per 100,000 population",Missing value,E92000001,
2003,England,,Female,15 to 19,"Rate per 100,000 population",Normal value,E92000001,2.1
2003,England,,Female,20 to 24,"Rate per 100,000 population",Normal value,E92000001,3.8
2003,England,,Female,25 to 29,"Rate per 100,000 population",Normal value,E92000001,4.0
2003,England,,Female,30 to 34,"Rate per 100,000 population",Normal value,E92000001,5.6
2003,England,,Female,35 to 39,"Rate per 100,000 population",Normal value,E92000001,5.9
2003,England,,Female,40 to 44,"Rate per 100,000 population",Normal value,E92000001,6.4
2003,England,,Female,45 to 49,"Rate per 100,000 population",Normal value,E92000001,6.6
2003,England,,Female,50 to 54,"Rate per 100,000 population",Normal value,E92000001,7.4
2003,England,,Female,55 to 59,"Rate per 100,000 population",Normal value,E92000001,5.8
2003,England,,Female,60 to 64,"Rate per 100,000 population",Normal value,E92000001,4.9
2003,England,,Female,65 to 69,"Rate per 100,000 population",Normal value,E92000001,4.5
2003,England,,Female,70 to 74,"Rate per 100,000 population",Normal value,E92000001,4.5
2003,England,,Female,75 to 79,"Rate per 100,000 population",Normal value,E92000001,6.7
2003,England,,Female,80 to 84,"Rate per 100,000 population",Normal value,E92000001,5.7
2003,England,,Female,85 to 89,"Rate per 100,000 population",Normal value,E92000001,7.1
2003,England,,Female,90 and over,"Rate per 100,000 population",Normal value,E92000001,10.0
2003,England,,Male,,"Rate per 100,000 population",Normal value,E92000001,15.6
2003,England,,Male,10 to 14,"Rate per 100,000 population",Missing value,E92000001,
2003,England,,Male,15 to 19,"Rate per 100,000 population",Normal value,E92000001,5.7
2003,England,,Male,20 to 24,"Rate per 100,000 population",Normal value,E92000001,15.5
2003,England,,Male,25 to 29,"Rate per 100,000 population",Normal value,E92000001,18.3
2003,England,,Male,30 to 34,"Rate per 100,000 population",Normal value,E92000001,21.9
2003,England,,Male,35 to 39,"Rate per 100,000 population",Normal value,E92000001,22.1
2003,England,,Male,40 to 44,"Rate per 100,000 population",Normal value,E92000001,22.0
2003,England,,Male,45 to 49,"Rate per 100,000 population",Normal value,E92000001,19.3
2003,England,,Male,50 to 54,"Rate per 100,000 population",Normal value,E92000001,16.7
2003,England,,Male,55 to 59,"Rate per 100,000 population",Normal value,E92000001,15.0
2003,England,,Male,60 to 64,"Rate per 100,000 population",Normal value,E92000001,13.0
2003,England,,Male,65 to 69,"Rate per 100,000 population",Normal value,E92000001,10.5
2003,England,,Male,70 to 74,"Rate per 100,000 population",Normal value,E92000001,13.1
2003,England,,Male,75 to 79,"Rate per 100,000 population",Normal value,E92000001,15.4
2003,England,,Male,80 to 84,"Rate per 100,000 population",Normal value,E92000001,16.4
2003,England,,Male,85 to 89,"Rate per 100,000 population",Normal value,E92000001,18.9
2003,England,,Male,90 and over,"Rate per 100,000 population",Normal value,E92000001,29.9
2003,England,,,,"Rate per 100,000 population",Normal value,E92000001,10.1
2003,England,,,10 to 14,"Rate per 100,000 population",Missing value,E92000001,
2003,England,,,15 to 19,"Rate per 100,000 population",Normal value,E92000001,3.9
2003,England,,,20 to 24,"Rate per 100,000 population",Normal value,E92000001,9.7
2003,England,,,25 to 29,"Rate per 100,000 population",Normal value,E92000001,11.2
2003,England,,,30 to 34,"Rate per 100,000 population",Normal value,E92000001,13.7
2003,England,,,35 to 39,"Rate per 100,000 population",Normal value,E92000001,14.0
2003,England,,,40 to 44,"Rate per 100,000 population",Normal value,E92000001,14.1
2003,England,,,45 to 49,"Rate per 100,000 population",Normal value,E92000001,12.9
2003,England,,,50 to 54,"Rate per 100,000 population",Normal value,E92000001,12.0
2003,England,,,55 to 59,"Rate per 100,000 population",Normal value,E92000001,10.4
2003,England,,,60 to 64,"Rate per 100,000 population",Normal value,E92000001,8.9
2003,England,,,65 to 69,"Rate per 100,000 population",Normal value,E92000001,7.4
2003,England,,,70 to 74,"Rate per 100,000 population",Normal value,E92000001,8.4
2003,England,,,75 to 79,"Rate per 100,000 population",Normal value,E92000001,10.4
2003,England,,,80 to 84,"Rate per 100,000 population",Normal value,E92000001,9.7
2003,England,,,85 to 89,"Rate per 100,000 population",Normal value,E92000001,10.8
2003,England,,,90 and over,"Rate per 100,000 population",Normal value,E92000001,14.7
2003,England and Wales,,Female,,"Rate per 100,000 population",Normal value,K04000001,5.2
2003,England and Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,K04000001,
2003,England and Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,K04000001,2.1
2003,England and Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,K04000001,4.4
2003,England and Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,K04000001,4.3
2003,England and Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,K04000001,5.7
2003,England and Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,K04000001,5.9
2003,England and Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,K04000001,6.3
2003,England and Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,K04000001,6.9
2003,England and Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,K04000001,7.4
2003,England and Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,K04000001,5.9
2003,England and Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,K04000001,5.0
2003,England and Wales,,Female,65 to 69,"Rate per 100,000 population",Normal value,K04000001,4.2
2003,England and Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,K04000001,4.6
2003,England and Wales,,Female,75 to 79,"Rate per 100,000 population",Normal value,K04000001,6.5
2003,England and Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,K04000001,5.7
2003,England and Wales,,Female,85 to 89,"Rate per 100,000 population",Normal value,K04000001,6.7
2003,England and Wales,,Female,90 and over,"Rate per 100,000 population",Normal value,K04000001,9.8
2003,England and Wales,,Male,,"Rate per 100,000 population",Normal value,K04000001,16.0
2003,England and Wales,,Male,10 to 14,"Rate per 100,000 population",Missing value,K04000001,
2003,England and Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,K04000001,6.2
2003,England and Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,K04000001,16.8
2003,England and Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,K04000001,19.7
2003,England and Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,K04000001,22.8
2003,England and Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,K04000001,22.5
2003,England and Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,K04000001,22.2
2003,England and Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,K04000001,19.3
2003,England and Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,K04000001,17.0
2003,England and Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,K04000001,15.4
2003,England and Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,K04000001,13.4
2003,England and Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,K04000001,10.4
2003,England and Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,K04000001,13.2
2003,England and Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,K04000001,15.2
2003,England and Wales,,Male,80 to 84,"Rate per 100,000 population",Normal value,K04000001,16.2
2003,England and Wales,,Male,85 to 89,"Rate per 100,000 population",Normal value,K04000001,17.8
2003,England and Wales,,Male,90 and over,"Rate per 100,000 population",Normal value,K04000001,28.3
2003,England and Wales,,,,"Rate per 100,000 population",Normal value,K04000001,10.4
2003,England and Wales,,,10 to 14,"Rate per 100,000 population",Missing value,K04000001,
2003,England and Wales,,,15 to 19,"Rate per 100,000 population",Normal value,K04000001,4.2
2003,England and Wales,,,20 to 24,"Rate per 100,000 population",Normal value,K04000001,10.6
2003,England and Wales,,,25 to 29,"Rate per 100,000 population",Normal value,K04000001,12.0
2003,England and Wales,,,30 to 34,"Rate per 100,000 population",Normal value,K04000001,14.2
2003,England and Wales,,,35 to 39,"Rate per 100,000 population",Normal value,K04000001,14.1
2003,England and Wales,,,40 to 44,"Rate per 100,000 population",Normal value,K04000001,14.2
2003,England and Wales,,,45 to 49,"Rate per 100,000 population",Normal value,K04000001,13.0
2003,England and Wales,,,50 to 54,"Rate per 100,000 population",Normal value,K04000001,12.1
2003,England and Wales,,,55 to 59,"Rate per 100,000 population",Normal value,K04000001,10.6
2003,England and Wales,,,60 to 64,"Rate per 100,000 population",Normal value,K04000001,9.1
2003,England and Wales,,,65 to 69,"Rate per 100,000 population",Normal value,K04000001,7.2
2003,England and Wales,,,70 to 74,"Rate per 100,000 population",Normal value,K04000001,8.6
2003,England and Wales,,,75 to 79,"Rate per 100,000 population",Normal value,K04000001,10.2
2003,England and Wales,,,80 to 84,"Rate per 100,000 population",Normal value,K04000001,9.7
2003,England and Wales,,,85 to 89,"Rate per 100,000 population",Normal value,K04000001,10.1
2003,England and Wales,,,90 and over,"Rate per 100,000 population",Normal value,K04000001,14.2
2003,Northern Ireland,,Female,,"Rate per 100,000 population",Normal value,N92000002,4.1
2003,Northern Ireland,,Male,,"Rate per 100,000 population",Normal value,N92000002,15.4
2003,Northern Ireland,,,,"Rate per 100,000 population",Normal value,N92000002,9.6
2003,Scotland,,Female,,"Rate per 100,000 population",Normal value,S92000003,9.2
2003,Scotland,,Male,,"Rate per 100,000 population",Normal value,S92000003,26.8
2003,Scotland,,,,"Rate per 100,000 population",Normal value,S92000003,17.4
2003,Wales,,Female,,"Rate per 100,000 population",Normal value,W92000004,6.0
2003,Wales,,Female,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
2003,Wales,,Female,15 to 19,"Rate per 100,000 population",Normal value,W92000004,3.2
2003,Wales,,Female,20 to 24,"Rate per 100,000 population",Normal value,W92000004,13.3
2003,Wales,,Female,25 to 29,"Rate per 100,000 population",Normal value,W92000004,6.4
2003,Wales,,Female,30 to 34,"Rate per 100,000 population",Normal value,W92000004,7.0
2003,Wales,,Female,35 to 39,"Rate per 100,000 population",Normal value,W92000004,4.59999999999999
2003,Wales,,Female,40 to 44,"Rate per 100,000 population",Normal value,W92000004,4.7
2003,Wales,,Female,45 to 49,"Rate per 100,000 population",Normal value,W92000004,11.4
2003,Wales,,Female,50 to 54,"Rate per 100,000 population",Normal value,W92000004,7.1
2003,Wales,,Female,55 to 59,"Rate per 100,000 population",Normal value,W92000004,6.9
2003,Wales,,Female,60 to 64,"Rate per 100,000 population",Normal value,W92000004,7.3
2003,Wales,,Female,65 to 69,"Rate per 100,000 population",Missing value,W92000004,
2003,Wales,,Female,70 to 74,"Rate per 100,000 population",Normal value,W92000004,5.9
2003,Wales,,Female,75 to 79,"Rate per 100,000 population",Missing value,W92000004,
2003,Wales,,Female,80 to 84,"Rate per 100,000 population",Normal value,W92000004,5.9
2003,Wales,,Female,85 to 89,"Rate per 100,000 population",Missing value,W92000004,
2003,Wales,,Female,90 and over,"Rate per 100,000 population",Missing value,W92000004,
2003,Wales,,Male,,"Rate per 100,000 population",Normal value,W92000004,20.2
2003,Wales,,Male,10 to 14,"Rate per 100,000 population",Missing value,W92000004,
2003,Wales,,Male,15 to 19,"Rate per 100,000 population",Normal value,W92000004,13.1
2003,Wales,,Male,20 to 24,"Rate per 100,000 population",Normal value,W92000004,34.2999999999999
2003,Wales,,Male,25 to 29,"Rate per 100,000 population",Normal value,W92000004,43.9
2003,Wales,,Male,30 to 34,"Rate per 100,000 population",Normal value,W92000004,34.2
2003,Wales,,Male,35 to 39,"Rate per 100,000 population",Normal value,W92000004,27.0
2003,Wales,,Male,40 to 44,"Rate per 100,000 population",Normal value,W92000004,23.7
2003,Wales,,Male,45 to 49,"Rate per 100,000 population",Normal value,W92000004,17.2
2003,Wales,,Male,50 to 54,"Rate per 100,000 population",Normal value,W92000004,19.8999999999999
2003,Wales,,Male,55 to 59,"Rate per 100,000 population",Normal value,W92000004,20.2
2003,Wales,,Male,60 to 64,"Rate per 100,000 population",Normal value,W92000004,16.3999999999999
2003,Wales,,Male,65 to 69,"Rate per 100,000 population",Normal value,W92000004,10.1
2003,Wales,,Male,70 to 74,"Rate per 100,000 population",Normal value,W92000004,15.6
2003,Wales,,Male,75 to 79,"Rate per 100,000 population",Normal value,W92000004,8.9
