Year,Sex,Age,Country,Region,GeoCode,Value
2006,,25 to 29,,,,10.8
2006,,30 to 34,,,,12.8
2006,,35 to 39,,,,14.5
2006,,40 to 44,,,,14.3
2006,,45 to 49,,,,14.2
2006,,50 to 54,,,,13.9
2006,,55 to 59,,,,12.3
2006,,60 to 64,,,,10.7
2006,,65 to 69,,,,8.3
2006,,70 to 74,,,,7.2
2006,,75 to 79,,,,7.8
2006,,80 to 84,,,,8.9
2006,,85 and over,,,,9.5
2006,Male,10 to 14,,,,0.2
2006,Male,15 to 19,,,,6.6
2006,Male,20 to 24,,,,14.9
2006,Male,25 to 29,,,,16.6
2006,Male,30 to 34,,,,21.2
2006,Male,35 to 39,,,,23.2
2006,Male,40 to 44,,,,23.7
2006,Male,45 to 49,,,,20.7
2006,Male,50 to 54,,,,20.0
2006,Male,55 to 59,,,,18.1
2006,Male,60 to 64,,,,14.8
2006,Male,65 to 69,,,,12.2
2006,Male,70 to 74,,,,11.7
2006,Male,75 to 79,,,,12.9
2006,Male,80 to 84,,,,14.6
2006,Male,85 and over,,,,20.1
2006,Female,10 to 14,,,,0.2
2006,Female,15 to 19,,,,2.3
2006,Female,20 to 24,,,,3.3
2006,Female,25 to 29,,,,5.0
2006,Female,30 to 34,,,,4.5
2006,Female,35 to 39,,,,6.0
2006,Female,40 to 44,,,,5.1
2006,Female,45 to 49,,,,7.8
2006,Female,50 to 54,,,,8.0
2006,Female,55 to 59,,,,6.5
2006,Female,60 to 64,,,,6.7
2006,Female,65 to 69,,,,4.6
2006,Female,70 to 74,,,,3.4
2006,Female,75 to 79,,,,4.0
2006,Female,80 to 84,,,,5.3
2006,Female,85 and over,,,,5.0
2006,,10 to 14,England,,E92000001,0.1
2006,,15 to 19,England,,E92000001,3.4
2006,,20 to 24,England,,E92000001,7.5
2006,,25 to 29,England,,E92000001,9.4
2006,,30 to 34,England,,E92000001,10.9
2006,,35 to 39,England,,E92000001,13.0
2006,,40 to 44,England,,E92000001,12.5
2006,,45 to 49,England,,E92000001,12.8
2006,,50 to 54,England,,E92000001,12.6
2006,,55 to 59,England,,E92000001,11.7
2006,,60 to 64,England,,E92000001,9.5
2006,,65 to 69,England,,E92000001,7.8
2006,,70 to 74,England,,E92000001,7.0
2006,,75 to 79,England,,E92000001,7.9
2006,,80 to 84,England,,E92000001,9.3
2006,,85 to 89,England,,E92000001,10.1
2006,,90 and over,England,,E92000001,10.1
2006,Male,15 to 19,England,,E92000001,4.8
2006,Male,20 to 24,England,,E92000001,11.9
2006,Male,25 to 29,England,,E92000001,14.2
2006,Male,30 to 34,England,,E92000001,17.9
2006,Male,35 to 39,England,,E92000001,20.7
2006,Male,40 to 44,England,,E92000001,20.9
2006,Male,45 to 49,England,,E92000001,18.3
2006,Male,50 to 54,England,,E92000001,18.6
2006,Male,55 to 59,England,,E92000001,17.1
2006,Male,60 to 64,England,,E92000001,12.9
2006,Male,65 to 69,England,,E92000001,11.5
2006,Male,70 to 74,England,,E92000001,11.0
2006,Male,75 to 79,England,,E92000001,12.8
2006,Male,80 to 84,England,,E92000001,14.3
2006,Male,85 to 89,England,,E92000001,19.5
2006,Male,90 and over,England,,E92000001,25.9
2006,Female,15 to 19,England,,E92000001,1.9
2006,Female,20 to 24,England,,E92000001,3.0
2006,Female,25 to 29,England,,E92000001,4.8
2006,Female,30 to 34,England,,E92000001,4.0
2006,Female,35 to 39,England,,E92000001,5.3
2006,Female,40 to 44,England,,E92000001,4.2
2006,Female,45 to 49,England,,E92000001,7.3
2006,Female,50 to 54,England,,E92000001,6.6
2006,Female,55 to 59,England,,E92000001,6.4
2006,Female,60 to 64,England,,E92000001,6.3
2006,Female,65 to 69,England,,E92000001,4.3
2006,Female,70 to 74,England,,E92000001,3.5
2006,Female,75 to 79,England,,E92000001,4.1
2006,Female,80 to 84,England,,E92000001,6.1
2006,Female,85 to 89,England,,E92000001,5.5
2006,Female,90 and over,England,,E92000001,4.8
2006,,15 to 19,Wales,,W92000004,3.5
2006,,20 to 24,Wales,,W92000004,11.4
2006,,25 to 29,Wales,,W92000004,9.4
2006,,30 to 34,Wales,,W92000004,17.1
2006,,35 to 39,Wales,,W92000004,18.3
2006,,40 to 44,Wales,,W92000004,13.7
2006,,45 to 49,Wales,,W92000004,15.9
2006,,50 to 54,Wales,,W92000004,13.9
2006,,55 to 59,Wales,,W92000004,14.4
2006,,60 to 64,Wales,,W92000004,11.9
2006,,65 to 69,Wales,,W92000004,11.5
2006,,70 to 74,Wales,,W92000004,9.5
2006,,75 to 79,Wales,,W92000004,8.6
2006,,80 to 84,Wales,,W92000004,6.2
2006,,85 to 89,Wales,,W92000004,6.8
2006,Male,15 to 19,Wales,,W92000004,4.9
2006,Male,20 to 24,Wales,,W92000004,18.5
2006,Male,25 to 29,Wales,,W92000004,14.1
2006,Male,30 to 34,Wales,,W92000004,29.1
2006,Male,35 to 39,Wales,,W92000004,28.6
2006,Male,40 to 44,Wales,,W92000004,18.6
2006,Male,45 to 49,Wales,,W92000004,25.3
2006,Male,50 to 54,Wales,,W92000004,19.5
2006,Male,55 to 59,Wales,,W92000004,21.4
2006,Male,60 to 64,Wales,,W92000004,14.9
2006,Male,65 to 69,Wales,,W92000004,18.2
2006,Male,70 to 74,Wales,,W92000004,13.5
2006,Male,75 to 79,Wales,,W92000004,17.5
2006,Male,80 to 84,Wales,,W92000004,12.8
2006,Female,20 to 24,Wales,,W92000004,4.2
2006,Female,25 to 29,Wales,,W92000004,4.7
2006,Female,30 to 34,Wales,,W92000004,5.6
2006,Female,35 to 39,Wales,,W92000004,8.4
2006,Female,40 to 44,Wales,,W92000004,9.0
2006,Female,45 to 49,Wales,,W92000004,6.8
2006,Female,50 to 54,Wales,,W92000004,8.4
2006,Female,55 to 59,Wales,,W92000004,7.6
2006,Female,60 to 64,Wales,,W92000004,8.9
2006,Female,65 to 69,Wales,,W92000004,5.3
2006,Female,70 to 74,Wales,,W92000004,5.9
2007,Male,,,,,15.6
2007,Female,,,,,4.7
2007,,,England,,E92000001,8.9
2007,Male,,England,,E92000001,13.9
2007,Female,,England,,E92000001,4.2
2007,,,Wales,,W92000004,11.2
2007,Male,,Wales,,W92000004,18.7
2007,Female,,Wales,,W92000004,4.3
2007,,,Scotland,,S92000003,18.0
2007,Male,,Scotland,,S92000003,27.7
2007,Female,,Scotland,,S92000003,9.1
2007,,,Northern Ireland,,N92000002,15.7
2007,Male,,Northern Ireland,,N92000002,23.2
2007,Female,,Northern Ireland,,N92000002,8.8
2007,,,England,North East,E12000001,9.6
2007,,,England,North West,E12000002,10.5
2007,,,England,Yorkshire and The Humber,E12000003,9.3
2007,,,England,East Midlands,E12000004,8.9
2007,,,England,West Midlands,E12000005,7.6
2007,,,England,East of England,E12000006,8.5
2007,,,England,London,E12000007,8.4
2007,,,England,South East,E12000008,8.4
2007,,,England,South West,E12000009,9.1
2007,Male,,England,North East,E12000001,15.7
2007,Male,,England,North West,E12000002,16.8
2007,Male,,England,Yorkshire and The Humber,E12000003,15.1
2007,Male,,England,East Midlands,E12000004,14.5
2007,Male,,England,West Midlands,E12000005,11.7
2007,Male,,England,East of England,E12000006,13.3
2007,Male,,England,London,E12000007,12.8
2007,Male,,England,South East,E12000008,13.0
2007,Male,,England,South West,E12000009,13.8
2007,Female,,England,North East,E12000001,4.0
2007,Female,,England,North West,E12000002,4.5
2007,Female,,England,Yorkshire and The Humber,E12000003,3.9
2007,Female,,England,East Midlands,E12000004,3.8
2007,Female,,England,West Midlands,E12000005,3.7
2007,Female,,England,East of England,E12000006,4.0
2007,Female,,England,London,E12000007,4.2
2007,Female,,England,South East,E12000008,4.2
2007,Female,,England,South West,E12000009,4.7
2007,,10 to 14,,,,0.4
2007,,15 to 19,,,,4.6
2007,,20 to 24,,,,8.9
2007,,25 to 29,,,,10.0
2007,,30 to 34,,,,13.5
2007,,35 to 39,,,,14.1
2007,,40 to 44,,,,13.7
2007,,45 to 49,,,,13.2
2007,,50 to 54,,,,12.6
2007,,55 to 59,,,,11.5
2007,,60 to 64,,,,9.4
2007,,65 to 69,,,,8.4
2007,,70 to 74,,,,6.9
2007,,75 to 79,,,,8.1
2007,,80 to 84,,,,9.6
2007,,85 and over,,,,8.6
2007,Male,10 to 14,,,,0.5
2007,Male,15 to 19,,,,6.8
2007,Male,20 to 24,,,,15.0
2007,Male,25 to 29,,,,16.6
2007,Male,30 to 34,,,,21.6
2007,Male,35 to 39,,,,23.3
2007,Male,40 to 44,,,,21.9
2007,Male,45 to 49,,,,19.4
2007,Male,50 to 54,,,,18.1
2007,Male,55 to 59,,,,17.1
2007,Male,60 to 64,,,,13.8
2007,Male,65 to 69,,,,11.8
2007,Male,70 to 74,,,,9.4
2007,Male,75 to 79,,,,13.2
2007,Male,80 to 84,,,,16.7
2007,Male,85 and over,,,,18.2
2007,Female,10 to 14,,,,0.2
2007,Female,15 to 19,,,,2.3
2007,Female,20 to 24,,,,2.8
2007,Female,25 to 29,,,,3.4
2007,Female,30 to 34,,,,5.5
2007,Female,35 to 39,,,,5.2
2007,Female,40 to 44,,,,5.7
2007,Female,45 to 49,,,,7.1
2007,Female,50 to 54,,,,7.1
2007,Female,55 to 59,,,,6.1
2007,Female,60 to 64,,,,5.3
2007,Female,65 to 69,,,,5.3
2007,Female,70 to 74,,,,4.6
2007,Female,75 to 79,,,,4.1
2007,Female,80 to 84,,,,4.9
2007,Female,85 and over,,,,4.4
2007,,10 to 14,England,,E92000001,0.2
2007,,15 to 19,England,,E92000001,3.5
2007,,20 to 24,England,,E92000001,7.4
2007,,25 to 29,England,,E92000001,8.5
2007,,30 to 34,England,,E92000001,11.7
2007,,35 to 39,England,,E92000001,12.7
2007,,40 to 44,England,,E92000001,12.4
2007,,45 to 49,England,,E92000001,11.4
2007,,50 to 54,England,,E92000001,11.6
2007,,55 to 59,England,,E92000001,10.4
2007,,60 to 64,England,,E92000001,8.9
2007,,65 to 69,England,,E92000001,7.4
2007,,70 to 74,England,,E92000001,5.8
2007,,75 to 79,England,,E92000001,7.2
2007,,80 to 84,England,,E92000001,9.8
2007,,85 to 89,England,,E92000001,9.5
2007,,90 and over,England,,E92000001,6.4
2007,Male,10 to 14,England,,E92000001,0.3
2007,Male,15 to 19,England,,E92000001,5.1
2007,Male,20 to 24,England,,E92000001,12.4
2007,Male,25 to 29,England,,E92000001,14.0
2007,Male,30 to 34,England,,E92000001,18.7
2007,Male,35 to 39,England,,E92000001,21.0
2007,Male,40 to 44,England,,E92000001,19.8
2007,Male,45 to 49,England,,E92000001,16.2
2007,Male,50 to 54,England,,E92000001,17.1
2007,Male,55 to 59,England,,E92000001,16.2
2007,Male,60 to 64,England,,E92000001,12.8
2007,Male,65 to 69,England,,E92000001,10.8
2007,Male,70 to 74,England,,E92000001,8.1
2007,Male,75 to 79,England,,E92000001,11.5
2007,Male,80 to 84,England,,E92000001,17.5
2007,Male,85 to 89,England,,E92000001,18.1
2007,Male,90 and over,England,,E92000001,15.5
2007,Female,15 to 19,England,,E92000001,1.9
2007,Female,20 to 24,England,,E92000001,2.3
2007,Female,25 to 29,England,,E92000001,3.1
2007,Female,30 to 34,England,,E92000001,4.7
2007,Female,35 to 39,England,,E92000001,4.5
2007,Female,40 to 44,England,,E92000001,5.2
2007,Female,45 to 49,England,,E92000001,6.6
2007,Female,50 to 54,England,,E92000001,6.1
2007,Female,55 to 59,England,,E92000001,4.8
2007,Female,60 to 64,England,,E92000001,5.0
2007,Female,65 to 69,England,,E92000001,4.2
2007,Female,70 to 74,England,,E92000001,3.8
2007,Female,75 to 79,England,,E92000001,3.8
2007,Female,80 to 84,England,,E92000001,4.8
2007,Female,85 to 89,England,,E92000001,5.2
2007,Female,90 and over,England,,E92000001,3.4
2007,,15 to 19,Wales,,W92000004,5.5
2007,,20 to 24,Wales,,W92000004,5.0
2007,,25 to 29,Wales,,W92000004,15.3
2007,,30 to 34,Wales,,W92000004,21.3
2007,,35 to 39,Wales,,W92000004,13.1
2007,,40 to 44,Wales,,W92000004,14.1
2007,,45 to 49,Wales,,W92000004,12.6
2007,,50 to 54,Wales,,W92000004,12.2
2007,,55 to 59,Wales,,W92000004,12.5
2007,,60 to 64,Wales,,W92000004,8.5
2007,,65 to 69,Wales,,W92000004,10.0
2007,,70 to 74,Wales,,W92000004,10.2
2007,,75 to 79,Wales,,W92000004,11.5
2007,,80 to 84,Wales,,W92000004,10.1
2007,,85 to 89,Wales,,W92000004,10.6
2007,,90 and over,Wales,,W92000004,18.5
2007,Male,15 to 19,Wales,,W92000004,9.7
2007,Male,20 to 24,Wales,,W92000004,8.9
2007,Male,25 to 29,Wales,,W92000004,28.3
2007,Male,30 to 34,Wales,,W92000004,31.2
2007,Male,35 to 39,Wales,,W92000004,23.8
2007,Male,40 to 44,Wales,,W92000004,26.0
2007,Male,45 to 49,Wales,,W92000004,20.8
2007,Male,50 to 54,Wales,,W92000004,21.5
2007,Male,55 to 59,Wales,,W92000004,19.3
2007,Male,60 to 64,Wales,,W92000004,12.9
2007,Male,65 to 69,Wales,,W92000004,13.7
2007,Male,70 to 74,Wales,,W92000004,14.9
2007,Male,75 to 79,Wales,,W92000004,17.3
2007,Male,80 to 84,Wales,,W92000004,16.0
2007,Male,85 to 89,Wales,,W92000004,19.4
2007,Male,90 and over,Wales,,W92000004,56.3
2007,Female,30 to 34,Wales,,W92000004,11.7
2007,Female,35 to 39,Wales,,W92000004,2.8
2007,Female,40 to 44,Wales,,W92000004,2.7
2007,Female,45 to 49,Wales,,W92000004,4.8
2007,Female,50 to 54,Wales,,W92000004,3.1
2007,Female,55 to 59,Wales,,W92000004,5.9
2007,Female,60 to 64,Wales,,W92000004,4.2
2007,Female,65 to 69,Wales,,W92000004,6.5
2007,Female,70 to 74,Wales,,W92000004,5.9
2007,Female,75 to 79,Wales,,W92000004,6.9
2007,Female,80 to 84,Wales,,W92000004,6.3
2008,Male,,,,,16.3
2008,Female,,,,,5.0
2008,,,England,,E92000001,9.4
2008,Male,,England,,E92000001,14.7
2008,Female,,England,,E92000001,4.4
2008,,,Wales,,W92000004,10.0
2008,Male,,Wales,,W92000004,15.1
2008,Female,,Wales,,W92000004,5.2
2008,,,Scotland,,S92000003,17.9
2008,Male,,Scotland,,S92000003,27.9
2008,Female,,Scotland,,S92000003,8.7
2008,,,Northern Ireland,,N92000002,17.4
2008,Male,,Northern Ireland,,N92000002,27.6
2008,Female,,Northern Ireland,,N92000002,7.8
2008,,,England,North East,E12000001,10.1
2008,,,England,North West,E12000002,10.1
2008,,,England,Yorkshire and The Humber,E12000003,10.0
2008,,,England,East Midlands,E12000004,8.5
2008,,,England,West Midlands,E12000005,9.7
2008,,,England,East of England,E12000006,9.8
2008,,,England,London,E12000007,8.7
2008,,,England,South East,E12000008,9.1
2008,,,England,South West,E12000009,9.6
2008,Male,,England,North East,E12000001,16.3
2008,Male,,England,North West,E12000002,16.0
2008,Male,,England,Yorkshire and The Humber,E12000003,16.1
2008,Male,,England,East Midlands,E12000004,12.9
2008,Male,,England,West Midlands,E12000005,15.7
2008,Male,,England,East of England,E12000006,14.9
2008,Male,,England,London,E12000007,13.3
2008,Male,,England,South East,E12000008,14.0
2008,Male,,England,South West,E12000009,14.9
2008,Female,,England,North East,E12000001,4.4
2008,Female,,England,North West,E12000002,4.4
2008,Female,,England,Yorkshire and The Humber,E12000003,4.3
2008,Female,,England,East Midlands,E12000004,4.3
2008,Female,,England,West Midlands,E12000005,4.2
2008,Female,,England,East of England,E12000006,4.9
2008,Female,,England,London,E12000007,4.2
2008,Female,,England,South East,E12000008,4.4
2008,Female,,England,South West,E12000009,4.8
2008,,10 to 14,,,,0.3
2008,,15 to 19,,,,4.8
2008,,20 to 24,,,,9.6
2008,,25 to 29,,,,11.6
2008,,30 to 34,,,,13.6
2008,,35 to 39,,,,14.5
2008,,40 to 44,,,,15.7
2008,,45 to 49,,,,13.8
2008,,50 to 54,,,,13.7
2008,,55 to 59,,,,11.8
2008,,60 to 64,,,,9.4
2008,,65 to 69,,,,8.0
2008,,70 to 74,,,,7.5
2008,,75 to 79,,,,7.4
2008,,80 to 84,,,,10.1
2008,,85 and over,,,,7.8
2008,Male,10 to 14,,,,0.3
2008,Male,15 to 19,,,,7.2
2008,Male,20 to 24,,,,15.8
2008,Male,25 to 29,,,,18.5
2008,Male,30 to 34,,,,21.2
2008,Male,35 to 39,,,,23.6
2008,Male,40 to 44,,,,24.9
2008,Male,45 to 49,,,,20.9
2008,Male,50 to 54,,,,19.3
2008,Male,55 to 59,,,,17.5
2008,Male,60 to 64,,,,14.4
2008,Male,65 to 69,,,,11.5
2008,Male,70 to 74,,,,12.0
2008,Male,75 to 79,,,,11.4
2008,Male,80 to 84,,,,16.8
2008,Male,85 and over,,,,17.0
2008,Female,10 to 14,,,,0.3
2008,Female,15 to 19,,,,2.3
2008,Female,20 to 24,,,,3.5
2008,Female,25 to 29,,,,4.8
2008,Female,30 to 34,,,,6.0
2008,Female,35 to 39,,,,5.4
2008,Female,40 to 44,,,,6.7
2008,Female,45 to 49,,,,6.8
2008,Female,50 to 54,,,,8.2
2008,Female,55 to 59,,,,6.3
2008,Female,60 to 64,,,,4.6
2008,Female,65 to 69,,,,4.8
2008,Female,70 to 74,,,,3.6
2008,Female,75 to 79,,,,4.3
2008,Female,80 to 84,,,,5.6
2008,Female,85 and over,,,,3.7
2008,,10 to 14,England,,E92000001,0.2
2008,,15 to 19,England,,E92000001,3.5
2008,,20 to 24,England,,E92000001,8.6
2008,,25 to 29,England,,E92000001,9.5
2008,,30 to 34,England,,E92000001,11.6
2008,,35 to 39,England,,E92000001,13.0
2008,,40 to 44,England,,E92000001,14.0
2008,,45 to 49,England,,E92000001,12.5
2008,,50 to 54,England,,E92000001,12.4
2008,,55 to 59,England,,E92000001,11.3
2008,,60 to 64,England,,E92000001,8.6
2008,,65 to 69,England,,E92000001,7.5
2008,,70 to 74,England,,E92000001,7.5
2008,,75 to 79,England,,E92000001,6.8
2008,,80 to 84,England,,E92000001,9.7
2008,,85 to 89,England,,E92000001,8.2
2008,,90 and over,England,,E92000001,8.9
2008,Male,15 to 19,England,,E92000001,5.3
2008,Male,20 to 24,England,,E92000001,14.4
2008,Male,25 to 29,England,,E92000001,15.0
2008,Male,30 to 34,England,,E92000001,17.6
2008,Male,35 to 39,England,,E92000001,21.3
2008,Male,40 to 44,England,,E92000001,22.4
2008,Male,45 to 49,England,,E92000001,19.5
2008,Male,50 to 54,England,,E92000001,17.6
2008,Male,55 to 59,England,,E92000001,17.1
2008,Male,60 to 64,England,,E92000001,13.1
2008,Male,65 to 69,England,,E92000001,10.3
2008,Male,70 to 74,England,,E92000001,11.7
2008,Male,75 to 79,England,,E92000001,10.5
2008,Male,80 to 84,England,,E92000001,15.4
2008,Male,85 to 89,England,,E92000001,17.8
2008,Male,90 and over,England,,E92000001,20.3
2008,Female,10 to 14,England,,E92000001,0.3
2008,Female,15 to 19,England,,E92000001,1.6
2008,Female,20 to 24,England,,E92000001,2.8
2008,Female,25 to 29,England,,E92000001,3.9
2008,Female,30 to 34,England,,E92000001,5.7
2008,Female,35 to 39,England,,E92000001,4.7
2008,Female,40 to 44,England,,E92000001,5.6
2008,Female,45 to 49,England,,E92000001,5.7
2008,Female,50 to 54,England,,E92000001,7.3
2008,Female,55 to 59,England,,E92000001,5.6
2008,Female,60 to 64,England,,E92000001,4.2
2008,Female,65 to 69,England,,E92000001,4.8
2008,Female,70 to 74,England,,E92000001,3.7
2008,Female,75 to 79,England,,E92000001,3.9
2008,Female,80 to 84,England,,E92000001,5.8
2008,Female,85 to 89,England,,E92000001,3.4
2008,Female,90 and over,England,,E92000001,5.0
2008,,15 to 19,Wales,,W92000004,6.4
2008,,20 to 24,Wales,,W92000004,10.9
2008,,25 to 29,Wales,,W92000004,17.5
2008,,30 to 34,Wales,,W92000004,12.1
2008,,35 to 39,Wales,,W92000004,11.3
2008,,40 to 44,Wales,,W92000004,16.0
2008,,45 to 49,Wales,,W92000004,10.9
2008,,50 to 54,Wales,,W92000004,15.2
2008,,55 to 59,Wales,,W92000004,8.8
2008,,60 to 64,Wales,,W92000004,8.1
2008,,65 to 69,Wales,,W92000004,5.9
2008,,70 to 74,Wales,,W92000004,6.1
2008,,75 to 79,Wales,,W92000004,7.6
2008,,80 to 84,Wales,,W92000004,8.9
2008,Male,15 to 19,Wales,,W92000004,6.8
2008,Male,20 to 24,Wales,,W92000004,15.6
2008,Male,25 to 29,Wales,,W92000004,28.3
2008,Male,30 to 34,Wales,,W92000004,19.5
2008,Male,35 to 39,Wales,,W92000004,15.1
2008,Male,40 to 44,Wales,,W92000004,30.8
2008,Male,45 to 49,Wales,,W92000004,14.5
2008,Male,50 to 54,Wales,,W92000004,21.3
2008,Male,55 to 59,Wales,,W92000004,10.5
2008,Male,60 to 64,Wales,,W92000004,14.4
2008,Male,65 to 69,Wales,,W92000004,6.7
2008,Male,70 to 74,Wales,,W92000004,11.3
2008,Male,75 to 79,Wales,,W92000004,8.5
2008,Male,80 to 84,Wales,,W92000004,15.9
2008,Female,15 to 19,Wales,,W92000004,6.1
2008,Female,20 to 24,Wales,,W92000004,6.0
2008,Female,25 to 29,Wales,,W92000004,6.6
2008,Female,30 to 34,Wales,,W92000004,4.8
2008,Female,35 to 39,Wales,,W92000004,7.7
2008,Female,45 to 49,Wales,,W92000004,7.5
2008,Female,50 to 54,Wales,,W92000004,9.3
2008,Female,55 to 59,Wales,,W92000004,7.1
2008,Female,65 to 69,Wales,,W92000004,5.1
2008,Female,75 to 79,Wales,,W92000004,6.8
2009,Male,,,,,16.1
2009,Female,,,,,4.9
2009,,,England,,E92000001,9.6
2009,Male,,England,,E92000001,14.9
2009,Female,,England,,E92000001,4.5
2009,,,Wales,,W92000004,9.7
2009,Male,,Wales,,W92000004,15.4
2009,Female,,Wales,,W92000004,4.2
2009,,,Scotland,,S92000003,15.6
2009,Male,,Scotland,,S92000003,23.8
2009,Female,,Scotland,,S92000003,8.1
2009,,,Northern Ireland,,N92000002,16.1
2009,Male,,Northern Ireland,,N92000002,25.9
2009,Female,,Northern Ireland,,N92000002,6.7
2009,,,England,North East,E12000001,10.4
2009,,,England,North West,E12000002,11.5
2009,,,England,Yorkshire and The Humber,E12000003,8.8
2009,,,England,East Midlands,E12000004,9.4
2009,,,England,West Midlands,E12000005,9.3
2009,,,England,East of England,E12000006,8.3
2009,,,England,London,E12000007,8.4
2009,,,England,South East,E12000008,9.7
2009,,,England,South West,E12000009,11.2
2009,Male,,England,North East,E12000001,17.6
2009,Male,,England,North West,E12000002,18.1
2009,Male,,England,Yorkshire and The Humber,E12000003,14.4
2009,Male,,England,East Midlands,E12000004,13.9
2009,Male,,England,West Midlands,E12000005,14.3
2009,Male,,England,East of England,E12000006,13.1
2009,Male,,England,London,E12000007,12.9
2009,Male,,England,South East,E12000008,14.7
2009,Male,,England,South West,E12000009,17.4
2009,Female,,England,North East,E12000001,3.7
2009,Female,,England,North West,E12000002,5.4
2009,Female,,England,Yorkshire and The Humber,E12000003,3.5
2009,Female,,England,East Midlands,E12000004,5.1
2009,Female,,England,West Midlands,E12000005,4.4
2009,Female,,England,East of England,E12000006,3.9
2009,Female,,England,London,E12000007,4.2
2009,Female,,England,South East,E12000008,5.0
2009,Female,,England,South West,E12000009,5.3
2009,,10 to 14,,,,0.2
2009,,15 to 19,,,,4.5
2009,,20 to 24,,,,9.4
2009,,25 to 29,,,,12.3
2009,,30 to 34,,,,11.1
2009,,35 to 39,,,,15.1
2009,,40 to 44,,,,15.6
2009,,45 to 49,,,,14.2
2009,,50 to 54,,,,13.6
2009,,55 to 59,,,,12.5
2009,,60 to 64,,,,9.1
2009,,65 to 69,,,,7.5
2009,,70 to 74,,,,6.9
2009,,75 to 79,,,,7.8
2009,,80 to 84,,,,9.1
2009,,85 and over,,,,8.6
2009,Male,10 to 14,,,,0.2
2009,Male,15 to 19,,,,6.5
2009,Male,20 to 24,,,,15.2
2009,Male,25 to 29,,,,19.2
2009,Male,30 to 34,,,,18.2
2009,Male,35 to 39,,,,24.5
2009,Male,40 to 44,,,,24.2
2009,Male,45 to 49,,,,21.7
2009,Male,50 to 54,,,,21.3
2009,Male,55 to 59,,,,18.6
2009,Male,60 to 64,,,,13.1
2009,Male,65 to 69,,,,10.8
2009,Male,70 to 74,,,,10.4
2009,Male,75 to 79,,,,11.8
2009,Male,80 to 84,,,,15.1
2009,Male,85 and over,,,,16.4
2009,Female,10 to 14,,,,0.2
2009,Female,15 to 19,,,,2.4
2009,Female,20 to 24,,,,3.6
2009,Female,25 to 29,,,,5.4
2009,Female,30 to 34,,,,4.1
2009,Female,35 to 39,,,,6.0
2009,Female,40 to 44,,,,7.2
2009,Female,45 to 49,,,,6.8
2009,Female,50 to 54,,,,6.1
2009,Female,55 to 59,,,,6.6
2009,Female,60 to 64,,,,5.3
2009,Female,65 to 69,,,,4.5
2009,Female,70 to 74,,,,3.8
2009,Female,75 to 79,,,,4.5
2009,Female,80 to 84,,,,4.9
2009,Female,85 and over,,,,5.0
2009,,15 to 19,England,,E92000001,3.6
2009,,20 to 24,England,,E92000001,8.0
2009,,25 to 29,England,,E92000001,10.8
2009,,30 to 34,England,,E92000001,10.0
2009,,35 to 39,England,,E92000001,13.7
2009,,40 to 44,England,,E92000001,14.0
2009,,45 to 49,England,,E92000001,13.3
2009,,50 to 54,England,,E92000001,12.6
2009,,55 to 59,England,,E92000001,12.2
2009,,60 to 64,England,,E92000001,8.8
2009,,65 to 69,England,,E92000001,7.2
2009,,70 to 74,England,,E92000001,6.6
2009,,75 to 79,England,,E92000001,7.9
2009,,80 to 84,England,,E92000001,9.4
2009,,85 to 89,England,,E92000001,9.0
2009,,90 and over,England,,E92000001,9.4
2009,Male,15 to 19,England,,E92000001,5.2
2009,Male,20 to 24,England,,E92000001,12.8
2009,Male,25 to 29,England,,E92000001,16.7
2009,Male,30 to 34,England,,E92000001,16.5
2009,Male,35 to 39,England,,E92000001,22.2
2009,Male,40 to 44,England,,E92000001,22.2
2009,Male,45 to 49,England,,E92000001,20.2
2009,Male,50 to 54,England,,E92000001,19.8
2009,Male,55 to 59,England,,E92000001,18.0
2009,Male,60 to 64,England,,E92000001,12.6
2009,Male,65 to 69,England,,E92000001,10.3
2009,Male,70 to 74,England,,E92000001,10.3
2009,Male,75 to 79,England,,E92000001,12.3
2009,Male,80 to 84,England,,E92000001,15.5
2009,Male,85 to 89,England,,E92000001,16.3
2009,Male,90 and over,England,,E92000001,16.8
2009,Female,15 to 19,England,,E92000001,2.0
2009,Female,20 to 24,England,,E92000001,3.2
2009,Female,25 to 29,England,,E92000001,5.0
2009,Female,30 to 34,England,,E92000001,3.5
2009,Female,35 to 39,England,,E92000001,5.4
2009,Female,40 to 44,England,,E92000001,5.8
2009,Female,45 to 49,England,,E92000001,6.6
2009,Female,50 to 54,England,,E92000001,5.5
2009,Female,55 to 59,England,,E92000001,6.5
2009,Female,60 to 64,England,,E92000001,5.2
2009,Female,65 to 69,England,,E92000001,4.4
2009,Female,70 to 74,England,,E92000001,3.3
2009,Female,75 to 79,England,,E92000001,4.3
2009,Female,80 to 84,England,,E92000001,5.2
2009,Female,85 to 89,England,,E92000001,5.3
2009,Female,90 and over,England,,E92000001,6.8
2009,,15 to 19,Wales,,W92000004,4.5
2009,,20 to 24,Wales,,W92000004,9.8
2009,,25 to 29,Wales,,W92000004,10.8
2009,,30 to 34,Wales,,W92000004,9.0
2009,,35 to 39,Wales,,W92000004,15.3
2009,,40 to 44,Wales,,W92000004,17.4
2009,,45 to 49,Wales,,W92000004,14.4
2009,,50 to 54,Wales,,W92000004,13.5
2009,,55 to 59,Wales,,W92000004,4.2
2009,,60 to 64,Wales,,W92000004,7.0
