Year,Units,Violence type,Sex,Age,Ethnicity,Ethnic group,Disability status,Household income,Area type,Region,Highest qualification,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£10,000 to less than £20,000",,,,,,,,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£10,000 to less than £20,000",,,,,,,,0.6
2016/17,(b) Sexual violence (%),,Men,,,,,"£20,000 to less than £30,000",,,,,,,,1.1
2016/17,(b) Sexual violence (%),,Women,,,,,"£20,000 to less than £30,000",,,,,,,,3.3
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£20,000 to less than £30,000",,,,,,,,1.0
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£20,000 to less than £30,000",,,,,,,,2.8
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£20,000 to less than £30,000",,,,,,,,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£20,000 to less than £30,000",,,,,,,,0.9
2016/17,(b) Sexual violence (%),,Men,,,,,"£30,000 to less than £40,000",,,,,,,,1.0
2016/17,(b) Sexual violence (%),,Women,,,,,"£30,000 to less than £40,000",,,,,,,,2.3
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£30,000 to less than £40,000",,,,,,,,1.0
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£30,000 to less than £40,000",,,,,,,,2.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£30,000 to less than £40,000",,,,,,,,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£30,000 to less than £40,000",,,,,,,,0.5
2016/17,(b) Sexual violence (%),,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.2
2016/17,(b) Sexual violence (%),,Women,,,,,"£40,000 to less than £50,000",,,,,,,,2.6
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.2
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£40,000 to less than £50,000",,,,,,,,2.3
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£40,000 to less than £50,000",,,,,,,,0.5
2016/17,(b) Sexual violence (%),,Men,,,,,"£50,000 or more",,,,,,,,0.8
2016/17,(b) Sexual violence (%),,Women,,,,,"£50,000 or more",,,,,,,,2.9
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£50,000 or more",,,,,,,,0.7
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£50,000 or more",,,,,,,,2.6
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£50,000 or more",,,,,,,,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£50,000 or more",,,,,,,,0.6
2016/17,(b) Sexual violence (%),,Men,,,,,No income stated or not enough information provided,,,,,,,,1.0
2016/17,(b) Sexual violence (%),,Women,,,,,No income stated or not enough information provided,,,,,,,,4.6
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,No income stated or not enough information provided,,,,,,,,1.0
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,No income stated or not enough information provided,,,,,,,,4.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,No income stated or not enough information provided,,,,,,,,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,No income stated or not enough information provided,,,,,,,,1.8
2017/18,(b) Sexual violence (%),,Men,,,,,"Less than £10,000",,,,,,,,0.4
2017/18,(b) Sexual violence (%),,Women,,,,,"Less than £10,000",,,,,,,,7.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"Less than £10,000",,,,,,,,0.0
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"Less than £10,000",,,,,,,,6.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"Less than £10,000",,,,,,,,0.4
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"Less than £10,000",,,,,,,,2.5
2017/18,(b) Sexual violence (%),,,,,,,"Less than £10,000",,,,,,,,4.9
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,"Less than £10,000",,,,,,,,3.7
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,"Less than £10,000",,,,,,,,1.7
2017/18,(b) Sexual violence (%),,Men,,,,,"£10,000 to less than £20,000",,,,,,,,2.0
2017/18,(b) Sexual violence (%),,Women,,,,,"£10,000 to less than £20,000",,,,,,,,5.8
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£10,000 to less than £20,000",,,,,,,,2.0
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£10,000 to less than £20,000",,,,,,,,4.8
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£10,000 to less than £20,000",,,,,,,,0.2
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£10,000 to less than £20,000",,,,,,,,2.1
2017/18,(b) Sexual violence (%),,,,,,,"£10,000 to less than £20,000",,,,,,,,4.1
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,"£10,000 to less than £20,000",,,,,,,,3.6
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,"£10,000 to less than £20,000",,,,,,,,1.3
2017/18,(b) Sexual violence (%),,Men,,,,,"£20,000 to less than £30,000",,,,,,,,0.4
2017/18,(b) Sexual violence (%),,Women,,,,,"£20,000 to less than £30,000",,,,,,,,4.1
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£20,000 to less than £30,000",,,,,,,,0.4
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£20,000 to less than £30,000",,,,,,,,3.8
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£20,000 to less than £30,000",,,,,,,,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£20,000 to less than £30,000",,,,,,,,1.0
2017/18,(b) Sexual violence (%),,,,,,,"£20,000 to less than £30,000",,,,,,,,2.3
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,"£20,000 to less than £30,000",,,,,,,,2.2
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,"£20,000 to less than £30,000",,,,,,,,0.5
2017/18,(b) Sexual violence (%),,Men,,,,,"£30,000 to less than £40,000",,,,,,,,0.6
2017/18,(b) Sexual violence (%),,Women,,,,,"£30,000 to less than £40,000",,,,,,,,3.9
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£30,000 to less than £40,000",,,,,,,,0.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£30,000 to less than £40,000",,,,,,,,3.7
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£30,000 to less than £40,000",,,,,,,,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£30,000 to less than £40,000",,,,,,,,0.6
2017/18,(b) Sexual violence (%),,,,,,,"£30,000 to less than £40,000",,,,,,,,2.1
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,"£30,000 to less than £40,000",,,,,,,,2.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,"£30,000 to less than £40,000",,,,,,,,0.3
2017/18,(b) Sexual violence (%),,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.6
2017/18,(b) Sexual violence (%),,Women,,,,,"£40,000 to less than £50,000",,,,,,,,3.0
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£40,000 to less than £50,000",,,,,,,,2.9
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£40,000 to less than £50,000",,,,,,,,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£40,000 to less than £50,000",,,,,,,,0.4
2017/18,(b) Sexual violence (%),,,,,,,"£40,000 to less than £50,000",,,,,,,,1.7
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,"£40,000 to less than £50,000",,,,,,,,1.7
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,"£40,000 to less than £50,000",,,,,,,,0.2
2017/18,(b) Sexual violence (%),,Men,,,,,"£50,000 or more",,,,,,,,1.7
2017/18,(b) Sexual violence (%),,Women,,,,,"£50,000 or more",,,,,,,,3.7
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,"£50,000 or more",,,,,,,,1.7
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,"£50,000 or more",,,,,,,,3.3
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,"£50,000 or more",,,,,,,,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,"£50,000 or more",,,,,,,,0.7
2017/18,(b) Sexual violence (%),,,,,,,"£50,000 or more",,,,,,,,2.7
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,"£50,000 or more",,,,,,,,2.5
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,"£50,000 or more",,,,,,,,0.3
2017/18,(b) Sexual violence (%),,Men,,,,,No income stated or not enough information provided,,,,,,,,1.4
2017/18,(b) Sexual violence (%),,Women,,,,,No income stated or not enough information provided,,,,,,,,4.0
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,No income stated or not enough information provided,,,,,,,,1.3
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,No income stated or not enough information provided,,,,,,,,3.9
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,No income stated or not enough information provided,,,,,,,,0.1
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,No income stated or not enough information provided,,,,,,,,0.2
2017/18,(b) Sexual violence (%),,,,,,,No income stated or not enough information provided,,,,,,,,2.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,No income stated or not enough information provided,,,,,,,,2.5
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,No income stated or not enough information provided,,,,,,,,0.2
2016/17,(b) Sexual violence (%),,Men,,,,,,,North East,,,,,E12000001,0.0
2016/17,(b) Sexual violence (%),,Women,,,,,,,North East,,,,,E12000001,5.5
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,North East,,,,,E12000001,0.0
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,North East,,,,,E12000001,4.4
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,North East,,,,,E12000001,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,North East,,,,,E12000001,1.6
2016/17,(b) Sexual violence (%),,Men,,,,,,,North West,,,,,E12000002,0.6
2016/17,(b) Sexual violence (%),,Women,,,,,,,North West,,,,,E12000002,2.2
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,North West,,,,,E12000002,0.6
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,North West,,,,,E12000002,1.9
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,North West,,,,,E12000002,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,North West,,,,,E12000002,0.6
2016/17,(b) Sexual violence (%),,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,0.7
2016/17,(b) Sexual violence (%),,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,2.1
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,0.6
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,1.6
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,1.0
2016/17,(b) Sexual violence (%),,Men,,,,,,,East Midlands,,,,,E12000004,0.7
2016/17,(b) Sexual violence (%),,Women,,,,,,,East Midlands,,,,,E12000004,2.8
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,East Midlands,,,,,E12000004,0.6
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,East Midlands,,,,,E12000004,2.5
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,East Midlands,,,,,E12000004,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,East Midlands,,,,,E12000004,0.5
2016/17,(b) Sexual violence (%),,Men,,,,,,,West Midlands,,,,,E12000005,1.4
2016/17,(b) Sexual violence (%),,Women,,,,,,,West Midlands,,,,,E12000005,2.8
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,West Midlands,,,,,E12000005,1.4
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,West Midlands,,,,,E12000005,2.5
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,West Midlands,,,,,E12000005,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,West Midlands,,,,,E12000005,0.7
2016/17,(b) Sexual violence (%),,Men,,,,,,,East,,,,,E12000007,0.9
2016/17,(b) Sexual violence (%),,Women,,,,,,,East,,,,,E12000007,2.5
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,East,,,,,E12000007,0.9
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,East,,,,,E12000007,2.4
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,East,,,,,E12000007,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,East,,,,,E12000007,0.6
2016/17,(b) Sexual violence (%),,Men,,,,,,,London,,,,,E12000007,1.1
2016/17,(b) Sexual violence (%),,Women,,,,,,,London,,,,,E12000007,3.4
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,London,,,,,E12000007,1.0
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,London,,,,,E12000007,3.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,London,,,,,E12000007,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,London,,,,,E12000007,1.1
2016/17,(b) Sexual violence (%),,Men,,,,,,,South East,,,,,E12000008,0.7
2016/17,(b) Sexual violence (%),,Women,,,,,,,South East,,,,,E12000008,3.3
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,South East,,,,,E12000008,0.6
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,South East,,,,,E12000008,2.9
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,South East,,,,,E12000008,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,South East,,,,,E12000008,1.2
2016/17,(b) Sexual violence (%),,Men,,,,,,,South West,,,,,E12000009,1.2
2016/17,(b) Sexual violence (%),,Women,,,,,,,South West,,,,,E12000009,3.9
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,South West,,,,,E12000009,1.2
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,South West,,,,,E12000009,3.3
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,South West,,,,,E12000009,0.1
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,South West,,,,,E12000009,0.9
2016/17,(b) Sexual violence (%),,Men,,,,,,,Wales,,,,,W92000004,0.4
2016/17,(b) Sexual violence (%),,Women,,,,,,,Wales,,,,,W92000004,3.4
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,Wales,,,,,W92000004,0.4
2016/17,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,Wales,,,,,W92000004,3.2
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,Wales,,,,,W92000004,0.0
2016/17,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,Wales,,,,,W92000004,0.3
2017/18,(b) Sexual violence (%),,Men,,,,,,,North East,,,,,E12000001,0.9
2017/18,(b) Sexual violence (%),,Women,,,,,,,North East,,,,,E12000001,1.4
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,North East,,,,,E12000001,0.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,North East,,,,,E12000001,1.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,North East,,,,,E12000001,0.4
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,North East,,,,,E12000001,0.4
2017/18,(b) Sexual violence (%),,,,,,,,,North East,,,,,E12000001,1.2
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,North East,,,,,E12000001,0.8
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,North East,,,,,E12000001,0.4
2017/18,(b) Sexual violence (%),,Men,,,,,,,North West,,,,,E12000002,1.2
2017/18,(b) Sexual violence (%),,Women,,,,,,,North West,,,,,E12000002,4.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,North West,,,,,E12000002,1.2
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,North West,,,,,E12000002,4.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,North West,,,,,E12000002,0.2
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,North West,,,,,E12000002,0.7
2017/18,(b) Sexual violence (%),,,,,,,,,North West,,,,,E12000002,2.8
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,North West,,,,,E12000002,2.5
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,North West,,,,,E12000002,0.4
2017/18,(b) Sexual violence (%),,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,2.6
2017/18,(b) Sexual violence (%),,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,5.0
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,2.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,4.9
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,Yorkshire and The Humber,,,,,E12000003,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,Yorkshire and The Humber,,,,,E12000003,0.9
2017/18,(b) Sexual violence (%),,,,,,,,,Yorkshire and The Humber,,,,,E12000003,3.8
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,Yorkshire and The Humber,,,,,E12000003,3.8
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,Yorkshire and The Humber,,,,,E12000003,0.5
2017/18,(b) Sexual violence (%),,Men,,,,,,,East Midlands,,,,,E12000004,0.9
2017/18,(b) Sexual violence (%),,Women,,,,,,,East Midlands,,,,,E12000004,3.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,East Midlands,,,,,E12000004,0.9
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,East Midlands,,,,,E12000004,3.4
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,East Midlands,,,,,E12000004,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,East Midlands,,,,,E12000004,0.9
2017/18,(b) Sexual violence (%),,,,,,,,,East Midlands,,,,,E12000004,2.3
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,East Midlands,,,,,E12000004,2.2
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,East Midlands,,,,,E12000004,0.5
2017/18,(b) Sexual violence (%),,Men,,,,,,,West Midlands,,,,,E12000005,0.2
2017/18,(b) Sexual violence (%),,Women,,,,,,,West Midlands,,,,,E12000005,4.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,West Midlands,,,,,E12000005,0.2
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,West Midlands,,,,,E12000005,4.1
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,West Midlands,,,,,E12000005,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,West Midlands,,,,,E12000005,1.0
2017/18,(b) Sexual violence (%),,,,,,,,,West Midlands,,,,,E12000005,2.4
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,West Midlands,,,,,E12000005,2.2
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,West Midlands,,,,,E12000005,0.5
2017/18,(b) Sexual violence (%),,Men,,,,,,,East,,,,,E12000007,0.6
2017/18,(b) Sexual violence (%),,Women,,,,,,,East,,,,,E12000007,2.9
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,East,,,,,E12000007,0.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,East,,,,,E12000007,2.9
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,East,,,,,E12000007,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,East,,,,,E12000007,0.6
2017/18,(b) Sexual violence (%),,,,,,,,,East,,,,,E12000007,1.8
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,East,,,,,E12000007,1.8
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,East,,,,,E12000007,0.3
2017/18,(b) Sexual violence (%),,Men,,,,,,,London,,,,,E12000007,2.5
2017/18,(b) Sexual violence (%),,Women,,,,,,,London,,,,,E12000007,5.2
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,London,,,,,E12000007,2.4
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,London,,,,,E12000007,4.9
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,London,,,,,E12000007,0.1
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,London,,,,,E12000007,0.8
2017/18,(b) Sexual violence (%),,,,,,,,,London,,,,,E12000007,3.9
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,London,,,,,E12000007,3.7
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,London,,,,,E12000007,0.4
2017/18,(b) Sexual violence (%),,Men,,,,,,,South East,,,,,E12000008,1.3
2017/18,(b) Sexual violence (%),,Women,,,,,,,South East,,,,,E12000008,4.1
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,South East,,,,,E12000008,1.3
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,South East,,,,,E12000008,3.5
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,South East,,,,,E12000008,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,South East,,,,,E12000008,0.7
2017/18,(b) Sexual violence (%),,,,,,,,,South East,,,,,E12000008,2.6
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,South East,,,,,E12000008,2.3
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,South East,,,,,E12000008,0.4
2017/18,(b) Sexual violence (%),,Men,,,,,,,South West,,,,,E12000009,0.4
2017/18,(b) Sexual violence (%),,Women,,,,,,,South West,,,,,E12000009,3.9
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,South West,,,,,E12000009,0.4
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,South West,,,,,E12000009,3.6
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,South West,,,,,E12000009,0.0
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,South West,,,,,E12000009,1.4
2017/18,(b) Sexual violence (%),,,,,,,,,South West,,,,,E12000009,2.1
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,South West,,,,,E12000009,1.9
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,,,,,,,,South West,,,,,E12000009,0.7
2017/18,(b) Sexual violence (%),,Men,,,,,,,Wales,,,,,W92000004,0.4
2017/18,(b) Sexual violence (%),,Women,,,,,,,Wales,,,,,W92000004,6.1
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Men,,,,,,,Wales,,,,,W92000004,0.2
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,Women,,,,,,,Wales,,,,,W92000004,4.3
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Men,,,,,,,Wales,,,,,W92000004,0.2
2017/18,(b) Sexual violence (%),Sexual assault by rape or penetration including attempts,Women,,,,,,,Wales,,,,,W92000004,2.4
2017/18,(b) Sexual violence (%),,,,,,,,,Wales,,,,,W92000004,3.2
2017/18,(b) Sexual violence (%),Indecent exposure or unwanted sexual touching,,,,,,,,Wales,,,,,W92000004,2.2
