Year,Units,Country,Region,Age group,Sex,GeoCode,Value
2012,Percentage of total public sector employees,,,50 to 64,Female,,20.0259707842953
2014,Percentage of total population,,,35 to 49,,,20.2135054716063
2008,Percentage of total public sector employees,,,25 to 34,,,20.2779354945287
2006,Percentage of total public sector employees,,,25 to 34,,,20.3822226691301
2014,Percentage of total public sector employees,,,50 to 64,Female,,20.452120376441698
2013,Percentage of total population,,,35 to 49,,,20.512650880997104
2013,Percentage of total public sector employees,,,25 to 34,,,20.6734817701053
2009,Percentage of total public sector employees,,,25 to 34,,,20.790051964136698
2014,Percentage of total public sector employees,,,25 to 34,,,20.8053536400779
2015,Percentage of total public sector employees,,,50 to 64,Female,,20.841760750175897
2013,Percentage of total public sector employees,,,50 to 64,Female,,20.859132971435198
2012,Percentage of total population,,,35 to 49,,,20.8606588836077
2010,Percentage of total public sector employees,,,25 to 34,,,20.8626995888398
2002,Percentage of total public sector employees,,,25 to 34,,,20.9591467840952
2000,Percentage of total population,,,35 to 49,,,21.0810605191567
2003,Percentage of total public sector employees,,,25 to 34,,,21.105322123683
2012,Percentage of total public sector employees,,,25 to 34,,,21.107224163968898
2015,Percentage of total public sector employees,,,25 to 34,,,21.1409830044131
2005,Percentage of total public sector employees,,,25 to 34,,,21.1758590059353
2011,Percentage of total public sector employees,,,25 to 34,,,21.1982856721065
2004,Percentage of total public sector employees,,,25 to 34,,,21.207671100348602
2016,Percentage of total public sector employees,,,25 to 34,,,21.2100335465853
2011,Percentage of total population,,,35 to 49,,,21.2301417654964
2001,Percentage of total population,,,35 to 49,,,21.318335373042
2001,Percentage of total public sector employees,,,25 to 34,,,21.5167845846142
2010,Percentage of total population,,,35 to 49,,,21.566904595221402
2002,Percentage of total population,,,35 to 49,,,21.5765988822126
2016,Percentage of total public sector employees,,,50 to 64,Female,,21.601772798699603
2003,Percentage of total population,,,35 to 49,,,21.7763630030131
2009,Percentage of total population,,,35 to 49,,,21.820517109358804
2004,Percentage of total population,,,35 to 49,,,21.927584960117997
2008,Percentage of total population,,,35 to 49,,,21.986558827241996
2005,Percentage of total population,,,35 to 49,,,22.0375501570217
2007,Percentage of total population,,,35 to 49,,,22.1150139658825
2006,Percentage of total population,,,35 to 49,,,22.121663370683304
2000,Percentage of total public sector employees,,,25 to 34,,,22.6366919969916
2016,Percentage of total public sector employees,,,35 to 49,Female,,25.3643129016959
2015,Percentage of total public sector employees,,,35 to 49,Female,,25.6257124274828
2000,Percentage of total public sector employees,,,50 to 64,,,25.6809986209984
2001,Percentage of total public sector employees,,,50 to 64,,,26.7109593915665
2014,Percentage of total public sector employees,,,35 to 49,Female,,26.7669833775279
2002,Percentage of total public sector employees,,,50 to 64,,,26.8006512620256
2013,Percentage of total public sector employees,,,35 to 49,Female,,26.9277151398504
2004,Percentage of total public sector employees,,,50 to 64,,,27.0724181042703
2011,Percentage of total public sector employees,,,35 to 49,Female,,27.1839585441894
2003,Percentage of total public sector employees,,,50 to 64,,,27.205061860335196
2005,Percentage of total public sector employees,,,50 to 64,,,27.3286784605573
2012,Percentage of total public sector employees,,,35 to 49,Female,,27.4155397413468
2010,Percentage of total public sector employees,,,35 to 49,Female,,27.865538409762202
2009,Percentage of total public sector employees,,,35 to 49,Female,,27.9942516226363
2000,Percentage of total public sector employees,,,35 to 49,Female,,28.2365999360005
2001,Percentage of total public sector employees,,,35 to 49,Female,,28.2723066730861
2006,Percentage of total public sector employees,,,50 to 64,,,28.2779624210108
2008,Percentage of total public sector employees,,,35 to 49,Female,,28.284064516968602
2003,Percentage of total public sector employees,,,35 to 49,Female,,28.449189837265
2006,Percentage of total public sector employees,,,35 to 49,Female,,28.510425907723302
2004,Percentage of total public sector employees,,,35 to 49,Female,,28.5331254717622
2002,Percentage of total public sector employees,,,35 to 49,Female,,28.656843407584702
2005,Percentage of total public sector employees,,,35 to 49,Female,,28.6885832698337
2007,Percentage of total public sector employees,,,50 to 64,,,28.746063982966
2009,Percentage of total public sector employees,,,50 to 64,,,28.817968485976802
2007,Percentage of total public sector employees,,,35 to 49,Female,,28.959232212728896
2008,Percentage of total public sector employees,,,50 to 64,,,29.0196501924559
2010,Percentage of total public sector employees,,,50 to 64,,,29.0690446825323
2011,Percentage of total public sector employees,,,50 to 64,,,29.962310856354105
2012,Percentage of total public sector employees,,,50 to 64,,,30.119571364591604
2014,Percentage of total public sector employees,,,50 to 64,,,30.6014781027914
2015,Percentage of total public sector employees,,,50 to 64,,,31.1554547949058
2013,Percentage of total public sector employees,,,50 to 64,,,31.3286832756351
2016,Percentage of total public sector employees,,,50 to 64,,,31.779980471206198
2013,Percentage of total public sector employees,,,,Male,,33.9475857164095
2014,Percentage of total public sector employees,,,,Male,,34.1538607435467
2016,Percentage of total public sector employees,,,,Male,,34.1866640127648
2015,Percentage of total public sector employees,,,,Male,,34.2844308768646
2012,Percentage of total public sector employees,,,,Male,,34.6033104924838
2007,Percentage of total public sector employees,,,,Male,,35.0169331185844
2011,Percentage of total public sector employees,,,,Male,,35.181071037757
2010,Percentage of total public sector employees,,,,Male,,35.3015095629019
2008,Percentage of total public sector employees,,,,Male,,35.3354522141403
2009,Percentage of total public sector employees,,,,Male,,35.3834392863682
2006,Percentage of total public sector employees,,,,Male,,35.6823592973561
2004,Percentage of total public sector employees,,,,Male,,35.718360967425795
2005,Percentage of total public sector employees,,,,Male,,35.895188547332
2002,Percentage of total public sector employees,,,,Male,,35.930559085714705
2003,Percentage of total public sector employees,,,,Male,,36.1736743306745
2001,Percentage of total public sector employees,,,,Male,,36.4793769329464
2000,Percentage of total public sector employees,,,,Male,,37.3404896643441
2016,Percentage of total public sector employees,,,35 to 49,,,38.13232189326221
2015,Percentage of total public sector employees,,,35 to 49,,,38.544292608541106
2014,Percentage of total public sector employees,,,35 to 49,,,39.8373147266018
2013,Percentage of total public sector employees,,,35 to 49,,,40.236166782713596
2011,Percentage of total public sector employees,,,35 to 49,,,41.1471281938659
2012,Percentage of total public sector employees,,,35 to 49,,,41.291436230201896
2010,Percentage of total public sector employees,,,35 to 49,,,41.947415512270204
2009,Percentage of total public sector employees,,,35 to 49,,,42.0894265130985
2008,Percentage of total public sector employees,,,35 to 49,,,42.4621477740377
2003,Percentage of total public sector employees,,,35 to 49,,,43.342710650113105
2007,Percentage of total public sector employees,,,35 to 49,,,43.4292910795139
2006,Percentage of total public sector employees,,,35 to 49,,,43.5294753390256
2004,Percentage of total public sector employees,,,35 to 49,,,43.6221035717652
2005,Percentage of total public sector employees,,,35 to 49,,,43.6781512920275
2001,Percentage of total public sector employees,,,35 to 49,,,43.892119501416
2002,Percentage of total public sector employees,,,35 to 49,,,43.901769166722296
2000,Percentage of total public sector employees,,,35 to 49,,,44.1751094440004
2000,Percentage of total public sector employees,,,,Female,,62.6595103356559
2001,Percentage of total public sector employees,,,,Female,,63.5206230670535
2003,Percentage of total public sector employees,,,,Female,,63.8263256693254
2002,Percentage of total public sector employees,,,,Female,,64.0694409142853
2005,Percentage of total public sector employees,,,,Female,,64.10481145266789
2004,Percentage of total public sector employees,,,,Female,,64.2816390325741
2006,Percentage of total public sector employees,,,,Female,,64.3176407026438
2009,Percentage of total public sector employees,,,,Female,,64.6165607136317
2008,Percentage of total public sector employees,,,,Female,,64.66454778585961
2010,Percentage of total public sector employees,,,,Female,,64.698490437098
2011,Percentage of total public sector employees,,,,Female,,64.8189289622429
2007,Percentage of total public sector employees,,,,Female,,64.9830668814155
2012,Percentage of total public sector employees,,,,Female,,65.3966895075161
2015,Percentage of total public sector employees,,,,Female,,65.7155691231353
2016,Percentage of total public sector employees,,,,Female,,65.81333598723509
2014,Percentage of total public sector employees,,,,Female,,65.8461392564532
2013,Percentage of total public sector employees,,,,Female,,66.05241428359041
2013,Percentage of total public sector employees,England,,,,E92000001,79.5431123325317
2008,Percentage of total public sector employees,England,,,,E92000001,79.56362425049959
2012,Percentage of total public sector employees,England,,,,E92000001,79.621741352871
2014,Percentage of total public sector employees,England,,,,E92000001,79.62461649521741
2015,Percentage of total public sector employees,England,,,,E92000001,79.9525720539949
2009,Percentage of total public sector employees,England,,,,E92000001,80.0249104779698
2016,Percentage of total public sector employees,England,,,,E92000001,80.0768386388583
2017,Percentage of total public sector employees,England,,,,E92000001,80.0876872488125
2010,Percentage of total public sector employees,England,,,,E92000001,80.3179055633473
2011,Percentage of total public sector employees,England,,,,E92000001,80.4117079446767
2000,Percentage of total population,England,,,,E92000001,83.6077448883704
2001,Percentage of total population,England,,,,E92000001,83.6528895768065
2002,Percentage of total population,England,,,,E92000001,83.6834843136716
2003,Percentage of total population,England,,,,E92000001,83.7161493042652
2004,Percentage of total population,England,,,,E92000001,83.7269311659225
2005,Percentage of total population,England,,,,E92000001,83.7664125348872
2006,Percentage of total population,England,,,,E92000001,83.78701869679159
2007,Percentage of total population,England,,,,E92000001,83.79300079135241
2008,Percentage of total population,England,,,,E92000001,83.8121831194641
2009,Percentage of total population,England,,,,E92000001,83.8354859613527
2010,Percentage of total population,England,,,,E92000001,83.8797136801185
2011,Percentage of total population,England,,,,E92000001,83.91727474117342
2012,Percentage of total population,England,,,,E92000001,83.97096587192559
2013,Percentage of total population,England,,,,E92000001,84.0266242350479
2014,Percentage of total population,England,,,,E92000001,84.0856797258165
2015,Percentage of total population,England,,,,E92000001,84.1442150068605
2016,Percentage of total population,England,,,,E92000001,84.18843154132179
2008,Percentage of total public sector employees,Great Britain,,,,K03000001,95.6195869420386
2014,Percentage of total public sector employees,Great Britain,,,,K03000001,95.66865186789379
2015,Percentage of total public sector employees,Great Britain,,,,K03000001,95.7497263772346
2012,Percentage of total public sector employees,Great Britain,,,,K03000001,95.7744079059465
2013,Percentage of total public sector employees,Great Britain,,,,K03000001,95.77464788732391
2009,Percentage of total public sector employees,Great Britain,,,,K03000001,95.82749494005908
2016,Percentage of total public sector employees,Great Britain,,,,K03000001,95.88364434687149
2017,Percentage of total public sector employees,Great Britain,,,,K03000001,95.8896602119108
2011,Percentage of total public sector employees,Great Britain,,,,K03000001,95.9633322611772
2010,Percentage of total public sector employees,Great Britain,,,,K03000001,95.97942964001871
2009,Percentage of total population,Great Britain,,,,K03000001,97.1196289730215
2008,Percentage of total population,Great Britain,,,,K03000001,97.12222023593121
2010,Percentage of total population,Great Britain,,,,K03000001,97.1242054743113
2007,Percentage of total population,Great Britain,,,,K03000001,97.1270228717572
2011,Percentage of total population,Great Britain,,,,K03000001,97.1331060393398
2006,Percentage of total population,Great Britain,,,,K03000001,97.1343135778682
2012,Percentage of total population,Great Britain,,,,K03000001,97.1373783200478
2005,Percentage of total population,Great Britain,,,,K03000001,97.14014350090858
2002,Percentage of total population,Great Britain,,,,K03000001,97.1405463800236
2004,Percentage of total population,Great Britain,,,,K03000001,97.14089809362949
2003,Percentage of total population,Great Britain,,,,K03000001,97.1411478395621
2000,Percentage of total population,Great Britain,,,,K03000001,97.14203351845629
2001,Percentage of total population,Great Britain,,,,K03000001,97.1430353003812
2013,Percentage of total population,Great Britain,,,,K03000001,97.1457665809009
2014,Percentage of total population,Great Britain,,,,K03000001,97.15078863407871
2015,Percentage of total population,Great Britain,,,,K03000001,97.1561664366509
2016,Percentage of total population,Great Britain,,,,K03000001,97.16345438053649
