Year,Series,Violence type,Age,Sex,Country of birth,Disability status,Sexual orientation,Ethnicity,Ethnic group,Highest qualification,Household income,Region,Urban or Rural,Observation status,Unit multiplier,Units,GeoCode,Value
2012/13,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.15220251943624316
2012/13,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.5732873735485514
2012/13,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.018017242970581
2012/13,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8108050322408671
2012/13,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.9138697969641625
2013/14,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.813297347583786
2013/14,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6741722037520375
2013/14,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.2473063626980463
2013/14,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.7052737039066505
2013/14,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.047990055245823775
2013/14,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.37809534271516415
2013/14,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.229990723518826
2013/14,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7123531947264906
2013/14,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.4746422648221806
2014/15,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.3701036303484897
2014/15,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6232282040002418
2014/15,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.5052141786840456
2014/15,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.6775351702560678
2014/15,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.09112501128228534
2014/15,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.3867421472956802
2014/15,(c) Sexual violence,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,8.983293804181884
2014/15,(c) Sexual violence,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.4379062127722069
2014/15,(c) Sexual violence,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.7753636411680028
2014/15,(c) Sexual violence,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,1.6903835714567657
2014/15,(c) Sexual violence,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,9.275207736429364
2014/15,(c) Sexual violence,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.0
2014/15,(c) Sexual violence,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,2.8271347584363076
2014/15,(c) Sexual violence,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,4.536187025376377
2014/15,(c) Sexual violence,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,2.34731185226552
2014/15,(c) Sexual violence,,,Female,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,1.3445096400781715
2014/15,(c) Sexual violence,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,2.384770992138819
2014/15,(c) Sexual violence,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,3.201779603899074
2014/15,(c) Sexual violence,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,2.2486302345207028
2014/15,(c) Sexual violence,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,2.688434069133513
2014/15,(c) Sexual violence,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.4838827687963194
2014/15,(c) Sexual violence,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.1072079237225343
2014/15,(c) Sexual violence,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,1.7340600329253109
2014/15,(c) Sexual violence,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,4.0597744136824465
2014/15,(c) Sexual violence,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,5.044237084643429
2014/15,(c) Sexual violence,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.8760774478125968
2014/15,(c) Sexual violence,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,3.7851703774241865
2014/15,(c) Sexual violence,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,2.393151821712589
2014/15,(c) Sexual violence,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,2.818198314592884
2014/15,(c) Sexual violence,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,1.603681774616208
2014/15,(c) Sexual violence,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,3.293988247465342
2014/15,(c) Sexual violence,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,2.9384917615416977
2014/15,(c) Sexual violence,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,1.9611834166080107
2014/15,(c) Sexual violence,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.4466978338874803
2014/15,(c) Sexual violence,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,3.1507544256926527
2014/15,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.70676542756478
2014/15,(c) Sexual violence,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.6014021259362842
2014/15,(c) Sexual violence,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.6014021259362842
2014/15,(c) Sexual violence,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,5.641287169215882
2014/15,(c) Sexual violence,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.0
2014/15,(c) Sexual violence,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.6269427692952273
2014/15,(c) Sexual violence,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,0.7753283308537937
2014/15,(c) Sexual violence,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.8769756067715431
2014/15,(c) Sexual violence,,,Male,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,0.3148755803533453
2014/15,(c) Sexual violence,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.4410171489929698
2014/15,(c) Sexual violence,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.3520093541526359
2014/15,(c) Sexual violence,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,1.5212242495114987
2014/15,(c) Sexual violence,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,0.3703626651406731
2014/15,(c) Sexual violence,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,0.5965558545737247
2014/15,(c) Sexual violence,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.47369824216398526
2014/15,(c) Sexual violence,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,0.5861820916644019
2014/15,(c) Sexual violence,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,0.5667328087591713
2014/15,(c) Sexual violence,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,0.8987593497869275
2014/15,(c) Sexual violence,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.44394330370630886
2014/15,(c) Sexual violence,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.6848761090773736
2014/15,(c) Sexual violence,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,0.668379009257494
2014/15,(c) Sexual violence,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.7939479961795478
2014/15,(c) Sexual violence,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.5236362707618469
2014/15,(c) Sexual violence,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.8690829609481817
2014/15,(c) Sexual violence,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.113879027500323
2014/15,(c) Sexual violence,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.6955513705128323
2014/15,(c) Sexual violence,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,0.14142709029542194
2014/15,(c) Sexual violence,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,1.1403432435862069
2014/15,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6943884676421456
2014/15,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.7090108873577323
2014/15,(c) Sexual violence,,16 to 19,,,,,,,,,,,,,,,
2014/15,(c) Sexual violence,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,5.779305665241698
2014/15,(c) Sexual violence,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.174970109126843
2014/15,(c) Sexual violence,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.2057295076579932
2014/15,(c) Sexual violence,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6929862729505183
2014/15,(c) Sexual violence,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.5635060523258848
2014/15,(c) Sexual violence,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.545277948977815
2014/15,(c) Sexual violence,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.712227431045608
2014/15,(c) Sexual violence,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.1293185712975088
2014/15,(c) Sexual violence,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.6247394583082226
2014/15,(c) Sexual violence,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.10104134338844607
2015/16,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.8245726902570256
2015/16,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.5897704524117864
2015/16,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.7153733857298579
2015/16,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.7159421917137501
2015/16,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.14562965320131172
2015/16,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.43204658201059554
2015/16,(c) Sexual violence,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,11.040013265596984
2015/16,(c) Sexual violence,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,2.4793120981177896
2015/16,(c) Sexual violence,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,3.0101681833768774
2015/16,(c) Sexual violence,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,2.227907809138951
2015/16,(c) Sexual violence,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,2.815727790778118
2015/16,(c) Sexual violence,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,7.115344617950457
2015/16,(c) Sexual violence,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,3.267243090054147
2015/16,(c) Sexual violence,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,5.508069218108345
2015/16,(c) Sexual violence,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,3.285572968627388
2015/16,(c) Sexual violence,,,Female,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,1.5967777478026133
2015/16,(c) Sexual violence,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.8879123661933528
2015/16,(c) Sexual violence,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,2.0913652831798006
2015/16,(c) Sexual violence,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,3.5314758519884344
2015/16,(c) Sexual violence,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,2.5260355179717178
2015/16,(c) Sexual violence,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,2.8896332023051814
2015/16,(c) Sexual violence,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.7995465494896887
2015/16,(c) Sexual violence,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,2.4124243959663145
2015/16,(c) Sexual violence,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,4.078042564780488
2015/16,(c) Sexual violence,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,4.928566621619482
2015/16,(c) Sexual violence,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.9112805940986566
2015/16,(c) Sexual violence,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,3.4167819814660945
2015/16,(c) Sexual violence,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,4.148036948143512
2015/16,(c) Sexual violence,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,1.7951156839413904
2015/16,(c) Sexual violence,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,3.240348470366818
2015/16,(c) Sexual violence,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,2.306262190875796
2015/16,(c) Sexual violence,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,4.378179163511174
2015/16,(c) Sexual violence,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,2.9997534741504785
2015/16,(c) Sexual violence,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.24402675278821
2015/16,(c) Sexual violence,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,4.065917839105063
2015/16,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.229865030839238
2015/16,(c) Sexual violence,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.25469245514852323
2015/16,(c) Sexual violence,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.6823190680716334
2015/16,(c) Sexual violence,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,0.0
2015/16,(c) Sexual violence,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,0.9912360792879851
2015/16,(c) Sexual violence,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.6807606523121937
2015/16,(c) Sexual violence,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,0.5543421020183014
2015/16,(c) Sexual violence,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.8190917242380287
2015/16,(c) Sexual violence,,,Male,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,0.06612789988528982
2015/16,(c) Sexual violence,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.796926734226097
2015/16,(c) Sexual violence,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,0.6414204238310718
2015/16,(c) Sexual violence,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,0.6720092839010389
2015/16,(c) Sexual violence,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,0.4530906941991041
2015/16,(c) Sexual violence,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,0.12299295530065923
2015/16,(c) Sexual violence,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.6213405495122029
2015/16,(c) Sexual violence,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,0.9014370862448058
2015/16,(c) Sexual violence,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,0.6327360499045759
2015/16,(c) Sexual violence,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,0.9230934801141758
2015/16,(c) Sexual violence,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.7774114713150461
2015/16,(c) Sexual violence,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.6877256577737173
2015/16,(c) Sexual violence,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,0.8629547530351058
2015/16,(c) Sexual violence,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.07061656431367304
2015/16,(c) Sexual violence,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.10953414059483983
2015/16,(c) Sexual violence,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.6525284360815578
2015/16,(c) Sexual violence,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,0.8303687646386153
2015/16,(c) Sexual violence,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.5044083859956259
2015/16,(c) Sexual violence,,,Male,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,0.9513840084057139
2015/16,(c) Sexual violence,,,Male,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,0.9670573621260289
2015/16,(c) Sexual violence,,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.6795844867985218
2015/16,(c) Sexual violence,,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.961200960790143
2015/16,(c) Sexual violence,,20 to 24,Female,,,,,,,,,,Normal value,Units,Percentage (%),,7.602359596240214
2015/16,(c) Sexual violence,,20 to 24,Male,,,,,,,,,,Normal value,Units,Percentage (%),,1.6367459853058142
2015/16,(c) Sexual violence,,25 to 34,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.8332241529587896
2015/16,(c) Sexual violence,,25 to 34,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.7892554460601695
2015/16,(c) Sexual violence,,35 to 44,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.6409442005931552
2015/16,(c) Sexual violence,,35 to 44,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.23788413168231376
2015/16,(c) Sexual violence,,45 to 54,Female,,,,,,,,,,Normal value,Units,Percentage (%),,1.6120868910870123
2015/16,(c) Sexual violence,,45 to 54,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.046968745398343746
2015/16,(c) Sexual violence,,55 to 59,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.8275763519215612
2015/16,(c) Sexual violence,,55 to 59,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.33026378727551303
2016/17,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,2.673493973298345
2016/17,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.8018492776244551
2016/17,(c) Sexual violence,Indecent exposure or unwanted sexual touching,,,,,,,,,,,,Normal value,Units,Percentage (%),,1.738902155951773
2016/17,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,0.868450676632067
2016/17,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,Male,,,,,,,,,,Normal value,Units,Percentage (%),,0.04633756645440542
2016/17,(c) Sexual violence,Sexual assault by rape or penetration including attempts,,,,,,,,,,,,Normal value,Units,Percentage (%),,0.4572409331564854
2016/17,(c) Sexual violence,,16 to 19,Female,,,,,,,,,,Normal value,Units,Percentage (%),,8.763125514630216
2016/17,(c) Sexual violence,,16 to 19,Male,,,,,,,,,,Normal value,Units,Percentage (%),,3.037513840087863
2016/17,(c) Sexual violence,,,Female,,,,Asian,,,,,,Normal value,Units,Percentage (%),,1.4711986131992654
2016/17,(c) Sexual violence,,,Female,,,,Black,,,,,,Normal value,Units,Percentage (%),,3.7773949257819477
2016/17,(c) Sexual violence,,,Female,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,8.62659119414787
2016/17,(c) Sexual violence,,,Female,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,3.3187627724955417
2016/17,(c) Sexual violence,,,Female,,,,White,,,,,,Normal value,Units,Percentage (%),,3.097935652784089
2016/17,(c) Sexual violence,,,Female,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,5.3642447347956965
2016/17,(c) Sexual violence,,,Female,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,3.056469354313062
2016/17,(c) Sexual violence,,,Female,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,1.5068704429008046
2016/17,(c) Sexual violence,,,Female,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,1.994210688198841
2016/17,(c) Sexual violence,,,Female,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,2.429078685789946
2016/17,(c) Sexual violence,,,Female,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,2.6529838999248208
2016/17,(c) Sexual violence,,,Female,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,3.2768996785163917
2016/17,(c) Sexual violence,,,Female,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,2.3270991563346084
2016/17,(c) Sexual violence,,,Female,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,2.5596368176536255
2016/17,(c) Sexual violence,,,Female,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,2.858468751536928
2016/17,(c) Sexual violence,,,Female,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,2.7808374133122804
2016/17,(c) Sexual violence,,,Female,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,4.564791238639083
2016/17,(c) Sexual violence,,,Female,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,2.5184080415381356
2016/17,(c) Sexual violence,,,Female,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,2.8148262712533763
2016/17,(c) Sexual violence,,,Female,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,3.4231515132196173
2016/17,(c) Sexual violence,,,Female,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,5.474557499415625
2016/17,(c) Sexual violence,,,Female,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,2.202929705018061
2016/17,(c) Sexual violence,,,Female,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,3.324525194680052
2016/17,(c) Sexual violence,,,Female,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,3.9121809329757804
2016/17,(c) Sexual violence,,,Female,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,3.3866776831105625
2016/17,(c) Sexual violence,,,Female,,,,,,,,West Midlands,,Normal value,Units,Percentage (%),E12000005,2.765471188927442
2016/17,(c) Sexual violence,,,Female,,,,,,,,Yorkshire and The Humber,,Normal value,Units,Percentage (%),E12000003,2.1277345439076787
2016/17,(c) Sexual violence,,,Female,,,,,,,,,,Normal value,Units,Percentage (%),,3.079419028781737
2016/17,(c) Sexual violence,,,Male,,,,Asian,,,,,,Normal value,Units,Percentage (%),,0.5338721342956249
2016/17,(c) Sexual violence,,,Male,,,,Black,,,,,,Normal value,Units,Percentage (%),,0.0
2016/17,(c) Sexual violence,,,Male,,,,Mixed,,,,,,Normal value,Units,Percentage (%),,1.4081019499540797
2016/17,(c) Sexual violence,,,Male,,,,Other ethnic group,,,,,,Normal value,Units,Percentage (%),,2.149023310280073
2016/17,(c) Sexual violence,,,Male,,,,White,,,,,,Normal value,Units,Percentage (%),,0.869568150261142
2016/17,(c) Sexual violence,,,Male,,,,,,Apprenticeship or A/AS level,,,,Normal value,Units,Percentage (%),,1.2404514373270574
2016/17,(c) Sexual violence,,,Male,,,,,,Degree or diploma,,,,Normal value,Units,Percentage (%),,0.6843883632187503
2016/17,(c) Sexual violence,,,Male,,,,,,No qualification,,,,Normal value,Units,Percentage (%),,0.35381604355462287
2016/17,(c) Sexual violence,,,Male,,,,,,O level/GCSE,,,,Normal value,Units,Percentage (%),,0.7629239079802351
2016/17,(c) Sexual violence,,,Male,,,,,,Other qualification,,,,Normal value,Units,Percentage (%),,2.1248721244547495
2016/17,(c) Sexual violence,,,Male,,,,,,,"£10,000 to less than £20,000",,,Normal value,Units,Percentage (%),,0.5752668265214363
2016/17,(c) Sexual violence,,,Male,,,,,,,"£20,000 to less than £30,000",,,Normal value,Units,Percentage (%),,1.0538644379888527
2016/17,(c) Sexual violence,,,Male,,,,,,,"£30,000 to less than £40,000",,,Normal value,Units,Percentage (%),,1.0214249730133267
2016/17,(c) Sexual violence,,,Male,,,,,,,"£40,000 to less than £50,000",,,Normal value,Units,Percentage (%),,0.2496036815796725
2016/17,(c) Sexual violence,,,Male,,,,,,,"£50,000 or more",,,Normal value,Units,Percentage (%),,0.7500876165172664
2016/17,(c) Sexual violence,,,Male,,,,,,,"Less than £10,000",,,Normal value,Units,Percentage (%),,1.673311396857077
2016/17,(c) Sexual violence,,,Male,,,,,,,No income stated or not enough information provided,,,Normal value,Units,Percentage (%),,1.0281293287860265
2016/17,(c) Sexual violence,,,Male,,,,,,,,East,,Normal value,Units,Percentage (%),E12000006,0.9235551846460478
2016/17,(c) Sexual violence,,,Male,,,,,,,,East Midlands,,Normal value,Units,Percentage (%),E12000004,0.7184395630267684
2016/17,(c) Sexual violence,,,Male,,,,,,,,London,,Normal value,Units,Percentage (%),E12000007,1.0593072489271593
2016/17,(c) Sexual violence,,,Male,,,,,,,,North East,,Normal value,Units,Percentage (%),E12000001,0.0
2016/17,(c) Sexual violence,,,Male,,,,,,,,North West,,Normal value,Units,Percentage (%),E12000002,0.6156039233210487
2016/17,(c) Sexual violence,,,Male,,,,,,,,South East,,Normal value,Units,Percentage (%),E12000008,0.6609049254331126
2016/17,(c) Sexual violence,,,Male,,,,,,,,South West,,Normal value,Units,Percentage (%),E12000009,1.174321304933706
2016/17,(c) Sexual violence,,,Male,,,,,,,,Wales,,Normal value,Units,Percentage (%),W92000004,0.4220215907292268
