Year,Banking service,Country,Region,County,Local Authority,Observation status,Unit multiplier,Unit measure,GeoCode,Value
2014,Commerical bank branches and building societies,,,,Newham,Undefined,Units,"Number per 100,000 adults",E09000025,12.2
2015,Commerical bank branches and building societies,,,,Newham,Undefined,Units,"Number per 100,000 adults",E09000025,10.4
2016,Commerical bank branches and building societies,,,,Newham,Undefined,Units,"Number per 100,000 adults",E09000025,10.2
2017,Commerical bank branches and building societies,,,,Newham,Undefined,Units,"Number per 100,000 adults",E09000025,10.1
2010,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,81.0
2011,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,84.9
2012,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,20.4
2013,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,20.1
2014,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,18.2
2015,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,17.8
2016,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,17.6
2017,Commerical bank branches and building societies,,,,Southwark,Undefined,Units,"Number per 100,000 adults",E09000028,17.5
2010,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,40.2
2011,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,39.1
2012,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,34.1
2013,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,32.9
2014,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,31.6
2015,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,28.9
2016,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,24.9
2017,Commerical bank branches and building societies,,,,Tower Hamlets,Undefined,Units,"Number per 100,000 adults",E09000030,24.4
2010,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,19.8
2011,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,16.2
2012,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,17.8
2013,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,19.2
2014,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,15.8
2015,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,15.7
2016,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,14.0
2017,Commerical bank branches and building societies,,,,Wandsworth,Undefined,Units,"Number per 100,000 adults",E09000032,13.9
2010,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,140.4
2011,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,136.6
2012,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,114.0
2013,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,111.0
2014,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,106.6
2015,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,102.9
2016,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,86.8
2017,Commerical bank branches and building societies,,,,Westminster,Undefined,Units,"Number per 100,000 adults",E09000033,87.8
2010,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,10.9
2011,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,10.7
2012,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,10.5
2013,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,10.3
2014,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,7.6
2015,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,7.4
2016,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,7.2
2017,Commerical bank branches and building societies,,,,Barking and Dagenham,Undefined,Units,"Number per 100,000 adults",E09000002,9.5
2010,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,25.6
2011,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,25.2
2012,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,23.4
2013,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,23.1
2014,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,21.4
2015,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,18.5
2016,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,18.2
2017,Commerical bank branches and building societies,,,,Barnet,Undefined,Units,"Number per 100,000 adults",E09000003,16.8
2010,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,17.3
2011,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,15.0
2012,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,14.9
2013,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,14.8
2014,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,14.6
2015,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,14.4
2016,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,12.2
2017,Commerical bank branches and building societies,,,,Bexley,Undefined,Units,"Number per 100,000 adults",E09000004,10.2
2010,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,16.4
2011,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,16.0
2012,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,17.5
2013,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,15.8
2014,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,17.2
2015,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,15.5
2016,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,13.8
2017,Commerical bank branches and building societies,,,,Brent,Undefined,Units,"Number per 100,000 adults",E09000005,13.7
2010,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,24.3
2011,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,24.2
2012,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,22.3
2013,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,20.4
2014,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,18.7
2015,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,16.9
2016,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,16.8
2017,Commerical bank branches and building societies,,,,Bromley,Undefined,Units,"Number per 100,000 adults",E09000006,15.2
2010,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,23.7
2011,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,21.9
2012,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,20.3
2013,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,21.4
2014,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,21.2
2015,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,19.7
2016,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,18.3
2017,Commerical bank branches and building societies,,,,Croydon,Undefined,Units,"Number per 100,000 adults",E09000008,15.6
2010,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,19.5
2011,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,19.2
2012,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,19.1
2013,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,17.5
2014,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,16.0
2015,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,17.4
2016,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,14.5
2017,Commerical bank branches and building societies,,,,Ealing,Undefined,Units,"Number per 100,000 adults",E09000009,14.6
2010,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,19.5
2011,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,19.1
2012,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,18.9
2013,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,18.7
2014,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,18.5
2015,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,16.7
2016,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,15.1
2017,Commerical bank branches and building societies,,,,Enfield,Undefined,Units,"Number per 100,000 adults",E09000010,15.0
2010,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,10.0
2011,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,9.8
2012,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,9.6
2013,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,9.5
2014,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,9.3
2015,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,7.3
2016,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,7.2
2017,Commerical bank branches and building societies,,,,Greenwich,Undefined,Units,"Number per 100,000 adults",E09000011,7.1
2010,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,27.4
2011,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,27.0
2012,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,26.9
2013,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,26.7
2014,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,24.5
2015,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,22.3
2016,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,22.1
2017,Commerical bank branches and building societies,,,,Harrow,Undefined,Units,"Number per 100,000 adults",E09000015,20.1
2010,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,23.3
2011,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,21.0
2012,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,18.8
2013,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,20.6
2014,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,18.3
2015,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,18.0
2016,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,17.8
2017,Commerical bank branches and building societies,,,,Havering,Undefined,Units,"Number per 100,000 adults",E09000016,17.6
2010,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,22.3
2011,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,20.0
2012,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,19.6
2013,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,19.2
2014,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,18.9
2015,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,18.6
2016,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,18.3
2017,Commerical bank branches and building societies,,,,Hillingdon,Undefined,Units,"Number per 100,000 adults",E09000017,16.5
2010,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,16.0
2011,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,13.7
2012,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,13.5
2013,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,15.3
2014,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,15.1
2015,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,15.0
2016,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,14.9
2017,Commerical bank branches and building societies,,,,Hounslow,Undefined,Units,"Number per 100,000 adults",E09000018,13.0
2010,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,28.4
2011,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,28.0
2012,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,24.5
2013,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,24.1
2014,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,23.7
2015,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,23.3
2016,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,23.0
2017,Commerical bank branches and building societies,,,,Kingston upon Thames,Undefined,Units,"Number per 100,000 adults",E09000021,20.0
2010,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,20.1
2011,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,19.9
2012,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,19.8
2013,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,19.6
2014,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,14.7
2015,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,14.6
2016,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,14.5
2017,Commerical bank branches and building societies,,,,Merton,Undefined,Units,"Number per 100,000 adults",E09000024,12.1
2010,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,20.0
2011,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,19.5
2012,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,17.6
2013,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,15.6
2014,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,17.0
2015,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,15.1
2016,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,13.3
2017,Commerical bank branches and building societies,,,,Redbridge,Undefined,Units,"Number per 100,000 adults",E09000026,11.6
2010,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,24.2
2011,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,24.0
2012,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,23.8
2013,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,23.5
2014,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,20.7
2015,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,23.2
2016,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,20.5
2017,Commerical bank branches and building societies,,,,Richmond upon Thames,Undefined,Units,"Number per 100,000 adults",E09000027,17.9
2010,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,23.8
2011,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,20.9
2012,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,18.1
2013,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,17.9
2014,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,17.7
2015,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,17.5
2016,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,17.3
2017,Commerical bank branches and building societies,,,,Sutton,Undefined,Units,"Number per 100,000 adults",E09000029,14.8
2010,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,15.7
2011,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,13.5
2012,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,13.3
2013,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,13.2
2014,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,11.2
2015,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,11.1
2016,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,10.9
2017,Commerical bank branches and building societies,,,,Waltham Forest,Undefined,Units,"Number per 100,000 adults",E09000031,10.9
2010,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,13.3
2011,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,13.2
2012,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,13.0
2013,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,12.9
2014,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,12.7
2015,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,12.6
2016,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,8.4
2017,Commerical bank branches and building societies,,,,Bracknell Forest,Undefined,Units,"Number per 100,000 adults",E06000036,8.3
2010,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,46.4
2011,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,40.3
2012,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,23.6
2013,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,21.6
2014,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,19.6
2015,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,19.4
2016,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,19.2
2017,Commerical bank branches and building societies,,,,Brighton and Hove,Undefined,Units,"Number per 100,000 adults",E06000043,17.4
2010,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.7
2011,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.7
2012,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.6
2013,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.7
2014,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.5
2015,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.5
2016,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.4
2017,Commerical bank branches and building societies,,,,Isle of Wight,Undefined,Units,"Number per 100,000 adults",E06000046,21.3
2010,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,22.8
2011,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,22.7
2012,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,16.8
2013,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,16.6
2014,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,16.5
2015,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,14.5
2016,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,14.4
2017,Commerical bank branches and building societies,,,,Medway,Undefined,Units,"Number per 100,000 adults",E06000035,14.4
2010,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,26.5
2011,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,24.0
2012,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,23.7
2013,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,23.4
2014,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,21.1
2015,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,20.9
2016,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,20.7
2017,Commerical bank branches and building societies,,,,Milton Keynes,Undefined,Units,"Number per 100,000 adults",E06000042,20.6
2010,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,19.7
2011,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,19.5
2012,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,19.4
2013,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,19.4
2014,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,19.2
2015,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,19.0
2016,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,16.4
2017,Commerical bank branches and building societies,,,,Portsmouth,Undefined,Units,"Number per 100,000 adults",E06000044,16.3
2010,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,35.6
2011,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,32.2
2012,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,31.9
2013,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,28.4
2014,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,25.0
2015,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,27.8
2016,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,24.6
2017,Commerical bank branches and building societies,,,,Reading,Undefined,Units,"Number per 100,000 adults",E06000038,27.6
2010,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,25.4
2011,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,21.3
2012,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,21.2
2013,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,21.0
2014,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,20.8
2015,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,20.5
2016,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,16.9
2017,Commerical bank branches and building societies,,,,Slough,Undefined,Units,"Number per 100,000 adults",E06000039,16.8
2010,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,32.2
2011,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,33.9
2012,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,27.3
2013,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,27.1
2014,Commerical bank branches and building societies,,,,Southampton,Undefined,Units,"Number per 100,000 adults",E06000045,24.8
