Year,Units,Urbanisation,Urbanisation sub-category,Household composition,Age of oldest person,Age of youngest person,Income group,Living in poverty,Economic activity,Disability status,Ethnicity of household reference person (HRP),Length of residence,Sub-national area,Decent homes criteria,Unit measure,Observation status,Unit multiplier,Value
2008,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.984319801980001
2008,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,5.82409258712
2008,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,6.57949115857
2008,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,9.371439176019999
2008,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,8.39434117158
2008,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,8.22993795254
2008,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,7.58503443546
2008,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,6.00599165801
2008,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,5.588324575669999
2008,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,5.06656368211
2008,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,5.49849776253
2008,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,7.6157010112300005
2009,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.51142907129
2009,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.510402469790001
2009,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.9776432371
2009,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.6933335387
2009,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,8.49435436084
2009,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.6775365004100005
2009,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.083180191189999
2009,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.75860309857
2009,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.576370155249999
2009,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.08897964071
2009,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,5.6292161816699995
2009,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,5.19925257326
2009,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,5.88954250957
2009,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,7.151228722819999
2009,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.44776505304
2009,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,6.27035965392
2009,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.03436644106
2009,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,4.609158573399999
2009,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,6.95875698421
2009,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,5.42592417616
2009,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,6.58885008103
2009,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,5.634152419099999
2009,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.86571561275
2009,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.59849172559
2009,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,5.544907888080001
2009,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,8.92808155818
2009,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,6.46947569105
2009,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,6.08242399128
2009,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,7.1375818761600005
2009,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,5.98504924666
2009,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,5.46773594864
2009,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,5.28407750583
2009,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,4.60422273883
2009,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,6.46907570727
2009,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,7.422782532289999
2010,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.956
2010,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.57
2010,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.55
2010,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.6579999999999995
2010,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,8.214
2010,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,7.257999999999999
2010,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.96
2010,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.497000000000001
2010,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.109
2010,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.475
2010,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,5.7
2010,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,5.065
2010,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,5.468999999999999
2010,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,6.73
2010,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.023
2010,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,6.081
2010,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.0889999999999995
2010,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,3.938
2010,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,6.507999999999999
2010,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,5.124
2010,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,6.27
2010,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,5.405
2010,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.282
2010,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.36
2010,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,5.236000000000001
2010,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,8.282
2010,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,5.69
2010,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,6.445
2010,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,6.41
2010,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,5.22
2010,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,4.615
2010,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,4.354
2010,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,5.568
2010,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,7.26
2011,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.071000000000001
2011,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.082
2011,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.251
2011,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.8839999999999995
2011,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,9.312999999999999
2011,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.932
2011,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.803
2011,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.388999999999999
2011,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.652
2011,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.013
2011,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,5.6339999999999995
2011,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,4.918
2011,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,5.192
2011,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,6.343
2011,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.847
2011,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.627
2011,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.996
2011,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,3.826
2011,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,6.691
2011,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,4.835
2011,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,6.053
2011,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,5.226
2011,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.275
2011,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,5.046
2011,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,4.919
2011,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,8.02
2011,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,6.105
2011,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,6.545
2011,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,6.801
2011,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,6.114
2011,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,5.4670000000000005
2011,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,4.468
2011,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,4.346
2011,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,3.952
2011,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,6.9510000000000005
2012,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.458
2012,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.052
2012,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.708
2012,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.795
2012,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,8.185
2012,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.432
2012,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.647
2012,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.857
2012,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.255
2012,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.8939999999999997
2012,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,4.704
2012,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,3.965
2012,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,4.914
2012,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,6.4239999999999995
2012,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.404
2012,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.6639999999999997
2012,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.172
2012,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,3.687
2012,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,6.853
2012,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,4.294
2012,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,5.251
2012,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,4.665
2012,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.6080000000000005
2012,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.574
2012,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,4.386
2012,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,7.4479999999999995
2012,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,6.525
2012,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,6.182
2012,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,6.718999999999999
2012,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,4.715
2012,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,5.047
2012,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,4.387
2012,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,3.852
2012,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,4.215
2012,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,5.7379999999999995
2013,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.3595102485400004
2013,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.3007755459599997
2013,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.2300803938700002
2013,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.54416178332
2013,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.52625879805
2013,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.68711641037
2013,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.407972955
2013,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.3173730184400005
2013,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.17387703876
2013,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.58106662567
2013,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,4.170717786580001
2013,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,3.5963911735400003
2013,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,4.50508715684
2013,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,6.011331438069999
2013,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.19148782985
2013,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.893303808
2013,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.4538115057699996
2013,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,2.9940542202
2013,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,5.880459698459999
2013,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,4.01985709287
2013,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,5.17454201625
2013,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,3.9881073376800003
2013,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.5455867113
2013,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.117343819669999
2013,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,4.0797940096800005
2013,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,5.28373919366
2013,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,6.43341250072
2013,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,5.23130852211
2013,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,5.810232468680001
2013,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,4.266330276050001
2013,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,4.40519557496
2013,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,3.43847100756
2013,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,3.32837954648
2013,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,5.890021775090001
2013,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,5.21780239036
2014,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.61184407357
2014,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.0470012407200002
2014,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.6765470564199996
2014,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,5.40722774342
2014,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,7.37001456032
2014,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.86845337642
2014,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.68246695324
2014,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.34555059758
2014,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.16026731343
2014,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.976063831319999
2014,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,4.13837640195
2014,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,4.2526183009
2014,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,4.2816945749599995
2014,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,5.830443230319999
2014,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.87590040951
2014,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,5.49708157248
2014,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.75925408071
2014,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,2.68878389066
2014,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,5.33390692579
2014,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,4.11232226836
2014,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,5.0924048512599995
2014,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,4.2594912283
2014,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.8773193747
2014,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,3.9661635831999997
2014,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,3.99441104171
2014,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,6.329457294249999
2014,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,7.531546205619999
2014,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,5.7953787087699995
2014,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,6.71098869215
2014,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,4.25616997876
2014,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,3.81140389499
2014,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,3.5961741688599997
2014,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,3.94009931227
2014,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,5.31391681508
2014,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,5.57070124862
2015,Household (%),,,Couple under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.13897421543
2015,Household (%),,,Couple 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,2.7271675190400004
2015,Household (%),,,Couple with children,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.8090732132099996
2015,Household (%),,,Lone parent,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.260767122930001
2015,Household (%),,,Multi-person household,,,,,,,,,,Repair,Percentage (%),Undefined,Units,6.599261938990001
2015,Household (%),,,One person under 60,,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.90176197753
2015,Household (%),,,One person 60 or over,,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.1351285253
2015,Household (%),,,,59 and under,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.21826193946
2015,Household (%),,,,60 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,3.6677696172500003
2015,Household (%),,,,75 and over,,,,,,,,,Repair,Percentage (%),Undefined,Units,4.71432150915
2015,Household (%),,,,,4 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,3.4897843956
2015,Household (%),,,,,15 and under,,,,,,,,Repair,Percentage (%),Undefined,Units,3.8372929283999997
2015,Household (%),,,,,16 and over,,,,,,,,Repair,Percentage (%),Undefined,Units,4.06493934318
2015,Household (%),,,,,,1st quintile (lowest),,,,,,,Repair,Percentage (%),Undefined,Units,5.62599121899
2015,Household (%),,,,,,2nd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,3.2528345764399997
2015,Household (%),,,,,,3rd quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.57389262856
2015,Household (%),,,,,,4th quintile,,,,,,,Repair,Percentage (%),Undefined,Units,4.0143531557
2015,Household (%),,,,,,5th quintile (highest),,,,,,,Repair,Percentage (%),Undefined,Units,2.75416351975
2015,Household (%),,,,,,,In poverty,,,,,,Repair,Percentage (%),Undefined,Units,5.66898797773
2015,Household (%),,,,,,,Not in poverty,,,,,,Repair,Percentage (%),Undefined,Units,3.7312888706400003
2015,Household (%),,,,,,,,Workless household,,,,,Repair,Percentage (%),Undefined,Units,5.02239807493
2015,Household (%),,,,,,,,Working household,,,,,Repair,Percentage (%),Undefined,Units,4.10566201202
2015,Household (%),,,,,,,,,Long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,3.60297341273
2015,Household (%),,,,,,,,,No long-term illness/disability,,,,Repair,Percentage (%),Undefined,Units,4.17672098774
2015,Household (%),,,,,,,,,,White,,,Repair,Percentage (%),Undefined,Units,3.8191167572300007
2015,Household (%),,,,,,,,,,Black,,,Repair,Percentage (%),Undefined,Units,5.70820310346
2015,Household (%),,,,,,,,,,Asian,,,Repair,Percentage (%),Undefined,Units,6.812359642890001
2015,Household (%),,,,,,,,,,Other,,,Repair,Percentage (%),Undefined,Units,3.0939521136000003
2015,Household (%),,,,,,,,,,All minority,,,Repair,Percentage (%),Undefined,Units,5.5086798228100005
2015,Household (%),,,,,,,,,,,Less than 1 year,,Repair,Percentage (%),Undefined,Units,4.66148564911
2015,Household (%),,,,,,,,,,,1-4 years,,Repair,Percentage (%),Undefined,Units,3.5695555679
2015,Household (%),,,,,,,,,,,5-9 years,,Repair,Percentage (%),Undefined,Units,3.9008494207699997
2015,Household (%),,,,,,,,,,,10-19 years,,Repair,Percentage (%),Undefined,Units,3.6698604093
2015,Household (%),,,,,,,,,,,20-29 years,,Repair,Percentage (%),Undefined,Units,3.42230496965
2015,Household (%),,,,,,,,,,,30 or more years,,Repair,Percentage (%),Undefined,Units,5.38144233858
2008,Household (%),,,Couple under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.8632290683500001
2008,Household (%),,,Couple 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.54802234736
2008,Household (%),,,Couple with children,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,1.9923986029700003
2008,Household (%),,,Lone parent,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.63663546079
2008,Household (%),,,Multi-person household,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.33873022203
2008,Household (%),,,One person under 60,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.61518298116
2008,Household (%),,,One person 60 or over,,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,6.08844080519
2008,Household (%),,,,59 and under,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.8116032991299997
2008,Household (%),,,,60 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.26135220934
2008,Household (%),,,,75 and over,,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.92457518462
2008,Household (%),,,,,4 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.30413609325
2008,Household (%),,,,,15 and under,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,2.47682806461
2008,Household (%),,,,,16 and over,,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.6525278007199997
2008,Household (%),,,,,,1st quintile (lowest),,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,5.01057375177
2008,Household (%),,,,,,2nd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,4.64380343557
2008,Household (%),,,,,,3rd quintile,,,,,,,Modern facilities and services,Percentage (%),Undefined,Units,3.3514232325999997
