Year,Units,Country,Region,Age,Contraceptive category,Main method of use,GeoCode,Value
2016,Thousands,England,East of England,,User dependent methods,Male condom,E12000006,5.9
2016,Thousands,England,East of England,Under 16,User dependent methods,Male condom,E12000006,0.195
2016,Thousands,England,East of England,16 to 17,User dependent methods,Male condom,E12000006,0.49
2016,Thousands,England,East of England,18 to 19,User dependent methods,Male condom,E12000006,0.62
2016,Thousands,England,East of England,20 to 24,User dependent methods,Male condom,E12000006,1.4
2016,Thousands,England,East of England,25 to 34,User dependent methods,Male condom,E12000006,1.95
2016,Thousands,England,East of England,35 to 44,User dependent methods,Male condom,E12000006,0.895
2016,Thousands,England,East of England,45 and over,User dependent methods,Male condom,E12000006,0.35
2016,Thousands,England,East of England,,User dependent methods,Female condom,E12000006,0.145
2016,Thousands,England,East of England,Under 16,User dependent methods,Female condom,E12000006,0.005
2016,Thousands,England,East of England,16 to 17,User dependent methods,Female condom,E12000006,0.01
2016,Thousands,England,East of England,18 to 19,User dependent methods,Female condom,E12000006,0.015
2016,Thousands,England,East of England,20 to 24,User dependent methods,Female condom,E12000006,0.03
2016,Thousands,England,East of England,25 to 34,User dependent methods,Female condom,E12000006,0.05
2016,Thousands,England,East of England,35 to 44,User dependent methods,Female condom,E12000006,0.025
2016,Thousands,England,East of England,45 and over,User dependent methods,Female condom,E12000006,0.01
2016,Thousands,England,East of England,,User dependent methods,Contraceptive patch,E12000006,0.69
2016,Thousands,England,East of England,Under 16,User dependent methods,Contraceptive patch,E12000006,0.015
2016,Thousands,England,East of England,16 to 17,User dependent methods,Contraceptive patch,E12000006,0.07
2016,Thousands,England,East of England,18 to 19,User dependent methods,Contraceptive patch,E12000006,0.1
2016,Thousands,England,East of England,20 to 24,User dependent methods,Contraceptive patch,E12000006,0.27
2016,Thousands,England,East of England,25 to 34,User dependent methods,Contraceptive patch,E12000006,0.21
2016,Thousands,England,East of England,35 to 44,User dependent methods,Contraceptive patch,E12000006,0.025
2016,Thousands,England,East of England,45 and over,User dependent methods,Contraceptive patch,E12000006,0.0
2016,Thousands,England,East of England,,User dependent methods,Natural family planning,E12000006,0.2
2016,Thousands,England,East of England,Under 16,User dependent methods,Natural family planning,E12000006,0.0
2016,Thousands,England,East of England,16 to 17,User dependent methods,Natural family planning,E12000006,0.005
2016,Thousands,England,East of England,18 to 19,User dependent methods,Natural family planning,E12000006,0.005
2016,Thousands,England,East of England,20 to 24,User dependent methods,Natural family planning,E12000006,0.025
2016,Thousands,England,East of England,25 to 34,User dependent methods,Natural family planning,E12000006,0.095
2016,Thousands,England,East of England,35 to 44,User dependent methods,Natural family planning,E12000006,0.04
2016,Thousands,England,East of England,45 and over,User dependent methods,Natural family planning,E12000006,0.03
2016,Thousands,England,East of England,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.335
2016,Thousands,England,East of England,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.0
2016,Thousands,England,East of England,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.005
2016,Thousands,England,East of England,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.02
2016,Thousands,England,East of England,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.08
2016,Thousands,England,East of England,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.145
2016,Thousands,England,East of England,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.045
2016,Thousands,England,East of England,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.04
2016,Percent,England,East of England,,,,E12000006,100.0
2016,Percent,England,East of England,Under 16,,,E12000006,100.0
2016,Percent,England,East of England,16 to 17,,,E12000006,100.0
2016,Percent,England,East of England,18 to 19,,,E12000006,100.0
2016,Percent,England,East of England,20 to 24,,,E12000006,100.0
2016,Percent,England,East of England,25 to 34,,,E12000006,100.0
2016,Percent,England,East of England,35 to 44,,,E12000006,100.0
2016,Percent,England,East of England,45 and over,,,E12000006,100.0
2016,Percent,England,East of England,,Long acting reversible contraceptives,,E12000006,40.0
2016,Percent,England,East of England,Under 16,Long acting reversible contraceptives,,E12000006,28.0
2016,Percent,England,East of England,16 to 17,Long acting reversible contraceptives,,E12000006,28.0
2016,Percent,England,East of England,18 to 19,Long acting reversible contraceptives,,E12000006,29.0
2016,Percent,England,East of England,20 to 24,Long acting reversible contraceptives,,E12000006,34.0
2016,Percent,England,East of England,25 to 34,Long acting reversible contraceptives,,E12000006,41.0
2016,Percent,England,East of England,35 to 44,Long acting reversible contraceptives,,E12000006,57.0
2016,Percent,England,East of England,45 and over,Long acting reversible contraceptives,,E12000006,58.0
2016,Percent,England,East of England,,Long acting reversible contraceptives,IU device,E12000006,5.0
2016,Percent,England,East of England,Under 16,Long acting reversible contraceptives,IU device,E12000006,0.0
2016,Percent,England,East of England,16 to 17,Long acting reversible contraceptives,IU device,E12000006,1.0
2016,Percent,England,East of England,18 to 19,Long acting reversible contraceptives,IU device,E12000006,2.0
2016,Percent,England,East of England,20 to 24,Long acting reversible contraceptives,IU device,E12000006,3.0
2016,Percent,England,East of England,25 to 34,Long acting reversible contraceptives,IU device,E12000006,7.0
2016,Percent,England,East of England,35 to 44,Long acting reversible contraceptives,IU device,E12000006,10.0
2016,Percent,England,East of England,45 and over,Long acting reversible contraceptives,IU device,E12000006,5.0
2016,Percent,England,East of England,,Long acting reversible contraceptives,IU system,E12000006,10.0
2016,Percent,England,East of England,Under 16,Long acting reversible contraceptives,IU system,E12000006,0.0
2016,Percent,England,East of England,16 to 17,Long acting reversible contraceptives,IU system,E12000006,1.0
2016,Percent,England,East of England,18 to 19,Long acting reversible contraceptives,IU system,E12000006,2.0
2016,Percent,England,East of England,20 to 24,Long acting reversible contraceptives,IU system,E12000006,4.0
2016,Percent,England,East of England,25 to 34,Long acting reversible contraceptives,IU system,E12000006,9.0
2016,Percent,England,East of England,35 to 44,Long acting reversible contraceptives,IU system,E12000006,24.0
2016,Percent,England,East of England,45 and over,Long acting reversible contraceptives,IU system,E12000006,40.0
2016,Percent,England,East of England,,Long acting reversible contraceptives,Implant,E12000006,15.0
2016,Percent,England,East of England,Under 16,Long acting reversible contraceptives,Implant,E12000006,21.0
2016,Percent,England,East of England,16 to 17,Long acting reversible contraceptives,Implant,E12000006,18.0
2016,Percent,England,East of England,18 to 19,Long acting reversible contraceptives,Implant,E12000006,15.0
2016,Percent,England,East of England,20 to 24,Long acting reversible contraceptives,Implant,E12000006,16.0
2016,Percent,England,East of England,25 to 34,Long acting reversible contraceptives,Implant,E12000006,16.0
2016,Percent,England,East of England,35 to 44,Long acting reversible contraceptives,Implant,E12000006,15.0
2016,Percent,England,East of England,45 and over,Long acting reversible contraceptives,Implant,E12000006,9.0
2016,Percent,England,East of England,,Long acting reversible contraceptives,Injectable contraceptive,E12000006,9.0
2016,Percent,England,East of England,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000006,6.0
2016,Percent,England,East of England,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000006,8.0
2016,Percent,England,East of England,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000006,11.0
2016,Percent,England,East of England,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000006,11.0
2016,Percent,England,East of England,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000006,8.0
2016,Percent,England,East of England,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000006,8.0
2016,Percent,England,East of England,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000006,4.0
2016,Percent,England,East of England,,User dependent methods,,E12000006,60.0
2016,Percent,England,East of England,Under 16,User dependent methods,,E12000006,72.0
2016,Percent,England,East of England,16 to 17,User dependent methods,,E12000006,72.0
2016,Percent,England,East of England,18 to 19,User dependent methods,,E12000006,71.0
2016,Percent,England,East of England,20 to 24,User dependent methods,,E12000006,66.0
2016,Percent,England,East of England,25 to 34,User dependent methods,,E12000006,59.0
2016,Percent,England,East of England,35 to 44,User dependent methods,,E12000006,43.0
2016,Percent,England,East of England,45 and over,User dependent methods,,E12000006,42.0
2016,Percent,England,East of England,,User dependent methods,Oral contraceptives,E12000006,47.0
2016,Percent,England,East of England,Under 16,User dependent methods,Oral contraceptives,E12000006,54.0
2016,Percent,England,East of England,16 to 17,User dependent methods,Oral contraceptives,E12000006,59.0
2016,Percent,England,East of England,18 to 19,User dependent methods,Oral contraceptives,E12000006,59.0
2016,Percent,England,East of England,20 to 24,User dependent methods,Oral contraceptives,E12000006,55.0
2016,Percent,England,East of England,25 to 34,User dependent methods,Oral contraceptives,E12000006,44.0
2016,Percent,England,East of England,35 to 44,User dependent methods,Oral contraceptives,E12000006,30.0
2016,Percent,England,East of England,45 and over,User dependent methods,Oral contraceptives,E12000006,29.0
2016,Percent,England,East of England,,User dependent methods,Male condom,E12000006,11.0
2016,Percent,England,East of England,Under 16,User dependent methods,Male condom,E12000006,17.0
2016,Percent,England,East of England,16 to 17,User dependent methods,Male condom,E12000006,11.0
2016,Percent,England,East of England,18 to 19,User dependent methods,Male condom,E12000006,10.0
2016,Percent,England,East of England,20 to 24,User dependent methods,Male condom,E12000006,9.0
2016,Percent,England,East of England,25 to 34,User dependent methods,Male condom,E12000006,12.0
2016,Percent,England,East of England,35 to 44,User dependent methods,Male condom,E12000006,12.0
2016,Percent,England,East of England,45 and over,User dependent methods,Male condom,E12000006,10.0
2016,Percent,England,East of England,,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,Under 16,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,16 to 17,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,18 to 19,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,20 to 24,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,25 to 34,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,35 to 44,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,45 and over,User dependent methods,Female condom,E12000006,0.0
2016,Percent,England,East of England,,User dependent methods,Contraceptive patch,E12000006,1.0
2016,Percent,England,East of England,Under 16,User dependent methods,Contraceptive patch,E12000006,1.0
2016,Percent,England,East of England,16 to 17,User dependent methods,Contraceptive patch,E12000006,2.0
2016,Percent,England,East of England,18 to 19,User dependent methods,Contraceptive patch,E12000006,2.0
2016,Percent,England,East of England,20 to 24,User dependent methods,Contraceptive patch,E12000006,2.0
2016,Percent,England,East of England,25 to 34,User dependent methods,Contraceptive patch,E12000006,1.0
2016,Percent,England,East of England,35 to 44,User dependent methods,Contraceptive patch,E12000006,0.0
2016,Percent,England,East of England,45 and over,User dependent methods,Contraceptive patch,E12000006,0.0
2016,Percent,England,East of England,,User dependent methods,Natural family planning,E12000006,0.0
2016,Percent,England,East of England,Under 16,User dependent methods,Natural family planning,E12000006,0.0
2016,Percent,England,East of England,16 to 17,User dependent methods,Natural family planning,E12000006,0.0
2016,Percent,England,East of England,18 to 19,User dependent methods,Natural family planning,E12000006,0.0
2016,Percent,England,East of England,20 to 24,User dependent methods,Natural family planning,E12000006,0.0
2016,Percent,England,East of England,25 to 34,User dependent methods,Natural family planning,E12000006,1.0
2016,Percent,England,East of England,35 to 44,User dependent methods,Natural family planning,E12000006,1.0
2016,Percent,England,East of England,45 and over,User dependent methods,Natural family planning,E12000006,1.0
2016,Percent,England,East of England,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,1.0
2016,Percent,England,East of England,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.0
2016,Percent,England,East of England,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.0
2016,Percent,England,East of England,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,0.0
2016,Percent,England,East of England,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,1.0
2016,Percent,England,East of England,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,1.0
2016,Percent,England,East of England,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,1.0
2016,Percent,England,East of England,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000006,1.0
2016,Thousands,England,London,,,,E12000007,181.865
2016,Thousands,England,London,Under 16,,,E12000007,1.545
2016,Thousands,England,London,16 to 17,,,E12000007,7.775
2016,Thousands,England,London,18 to 19,,,E12000007,13.785
2016,Thousands,England,London,20 to 24,,,E12000007,48.845
2016,Thousands,England,London,25 to 34,,,E12000007,71.7
2016,Thousands,England,London,35 to 44,,,E12000007,28.35
2016,Thousands,England,London,45 and over,,,E12000007,9.86
2016,Thousands,England,London,,Long acting reversible contraceptives,,E12000007,65.46
2016,Thousands,England,London,Under 16,Long acting reversible contraceptives,,E12000007,0.375
2016,Thousands,England,London,16 to 17,Long acting reversible contraceptives,,E12000007,1.855
2016,Thousands,England,London,18 to 19,Long acting reversible contraceptives,,E12000007,3.355
2016,Thousands,England,London,20 to 24,Long acting reversible contraceptives,,E12000007,13.805
2016,Thousands,England,London,25 to 34,Long acting reversible contraceptives,,E12000007,26.44
2016,Thousands,England,London,35 to 44,Long acting reversible contraceptives,,E12000007,14.545
2016,Thousands,England,London,45 and over,Long acting reversible contraceptives,,E12000007,5.08
2016,Thousands,England,London,,Long acting reversible contraceptives,IU device,E12000007,16.58
2016,Thousands,England,London,Under 16,Long acting reversible contraceptives,IU device,E12000007,0.01
2016,Thousands,England,London,16 to 17,Long acting reversible contraceptives,IU device,E12000007,0.09
2016,Thousands,England,London,18 to 19,Long acting reversible contraceptives,IU device,E12000007,0.315
2016,Thousands,England,London,20 to 24,Long acting reversible contraceptives,IU device,E12000007,2.51
2016,Thousands,England,London,25 to 34,Long acting reversible contraceptives,IU device,E12000007,7.945
2016,Thousands,England,London,35 to 44,Long acting reversible contraceptives,IU device,E12000007,4.6
2016,Thousands,England,London,45 and over,Long acting reversible contraceptives,IU device,E12000007,1.105
2016,Thousands,England,London,,Long acting reversible contraceptives,IU system,E12000007,14.54
2016,Thousands,England,London,Under 16,Long acting reversible contraceptives,IU system,E12000007,0.005
2016,Thousands,England,London,16 to 17,Long acting reversible contraceptives,IU system,E12000007,0.055
2016,Thousands,England,London,18 to 19,Long acting reversible contraceptives,IU system,E12000007,0.17
2016,Thousands,England,London,20 to 24,Long acting reversible contraceptives,IU system,E12000007,1.81
2016,Thousands,England,London,25 to 34,Long acting reversible contraceptives,IU system,E12000007,5.29
2016,Thousands,England,London,35 to 44,Long acting reversible contraceptives,IU system,E12000007,4.45
2016,Thousands,England,London,45 and over,Long acting reversible contraceptives,IU system,E12000007,2.76
2016,Thousands,England,London,,Long acting reversible contraceptives,Implant,E12000007,23.975
2016,Thousands,England,London,Under 16,Long acting reversible contraceptives,Implant,E12000007,0.305
2016,Thousands,England,London,16 to 17,Long acting reversible contraceptives,Implant,E12000007,1.28
2016,Thousands,England,London,18 to 19,Long acting reversible contraceptives,Implant,E12000007,1.965
2016,Thousands,England,London,20 to 24,Long acting reversible contraceptives,Implant,E12000007,6.37
2016,Thousands,England,London,25 to 34,Long acting reversible contraceptives,Implant,E12000007,9.45
2016,Thousands,England,London,35 to 44,Long acting reversible contraceptives,Implant,E12000007,3.77
2016,Thousands,England,London,45 and over,Long acting reversible contraceptives,Implant,E12000007,0.83
2016,Thousands,England,London,,Long acting reversible contraceptives,Injectable contraceptive,E12000007,10.365
2016,Thousands,England,London,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000007,0.055
2016,Thousands,England,London,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000007,0.43
2016,Thousands,England,London,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000007,0.9
2016,Thousands,England,London,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000007,3.115
2016,Thousands,England,London,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000007,3.755
2016,Thousands,England,London,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000007,1.725
2016,Thousands,England,London,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000007,0.385
2016,Thousands,England,London,,User dependent methods,,E12000007,116.405
2016,Thousands,England,London,Under 16,User dependent methods,,E12000007,1.17
2016,Thousands,England,London,16 to 17,User dependent methods,,E12000007,5.92
2016,Thousands,England,London,18 to 19,User dependent methods,,E12000007,10.435
2016,Thousands,England,London,20 to 24,User dependent methods,,E12000007,35.035
2016,Thousands,England,London,25 to 34,User dependent methods,,E12000007,45.26
2016,Thousands,England,London,35 to 44,User dependent methods,,E12000007,13.81
2016,Thousands,England,London,45 and over,User dependent methods,,E12000007,4.78
2016,Thousands,England,London,,User dependent methods,Oral contraceptives,E12000007,77.335
2016,Thousands,England,London,Under 16,User dependent methods,Oral contraceptives,E12000007,0.72
2016,Thousands,England,London,16 to 17,User dependent methods,Oral contraceptives,E12000007,4.065
2016,Thousands,England,London,18 to 19,User dependent methods,Oral contraceptives,E12000007,7.41
2016,Thousands,England,London,20 to 24,User dependent methods,Oral contraceptives,E12000007,25.445
2016,Thousands,England,London,25 to 34,User dependent methods,Oral contraceptives,E12000007,29.99
2016,Thousands,England,London,35 to 44,User dependent methods,Oral contraceptives,E12000007,7.435
2016,Thousands,England,London,45 and over,User dependent methods,Oral contraceptives,E12000007,2.27
2016,Thousands,England,London,,User dependent methods,Male condom,E12000007,30.185
2016,Thousands,England,London,Under 16,User dependent methods,Male condom,E12000007,0.395
2016,Thousands,England,London,16 to 17,User dependent methods,Male condom,E12000007,1.51
2016,Thousands,England,London,18 to 19,User dependent methods,Male condom,E12000007,2.295
2016,Thousands,England,London,20 to 24,User dependent methods,Male condom,E12000007,6.98
2016,Thousands,England,London,25 to 34,User dependent methods,Male condom,E12000007,11.44
2016,Thousands,England,London,35 to 44,User dependent methods,Male condom,E12000007,5.4
2016,Thousands,England,London,45 and over,User dependent methods,Male condom,E12000007,2.165
2016,Thousands,England,London,,User dependent methods,Female condom,E12000007,0.19
2016,Thousands,England,London,Under 16,User dependent methods,Female condom,E12000007,0.005
2016,Thousands,England,London,16 to 17,User dependent methods,Female condom,E12000007,0.01
2016,Thousands,England,London,18 to 19,User dependent methods,Female condom,E12000007,0.015
2016,Thousands,England,London,20 to 24,User dependent methods,Female condom,E12000007,0.035
2016,Thousands,England,London,25 to 34,User dependent methods,Female condom,E12000007,0.065
2016,Thousands,England,London,35 to 44,User dependent methods,Female condom,E12000007,0.035
2016,Thousands,England,London,45 and over,User dependent methods,Female condom,E12000007,0.025
2016,Thousands,England,London,,User dependent methods,Contraceptive patch,E12000007,4.905
2016,Thousands,England,London,Under 16,User dependent methods,Contraceptive patch,E12000007,0.045
2016,Thousands,England,London,16 to 17,User dependent methods,Contraceptive patch,E12000007,0.29
2016,Thousands,England,London,18 to 19,User dependent methods,Contraceptive patch,E12000007,0.62
2016,Thousands,England,London,20 to 24,User dependent methods,Contraceptive patch,E12000007,1.82
2016,Thousands,England,London,25 to 34,User dependent methods,Contraceptive patch,E12000007,1.785
2016,Thousands,England,London,35 to 44,User dependent methods,Contraceptive patch,E12000007,0.315
2016,Thousands,England,London,45 and over,User dependent methods,Contraceptive patch,E12000007,0.03
2016,Thousands,England,London,,User dependent methods,Natural family planning,E12000007,1.695
2016,Thousands,England,London,Under 16,User dependent methods,Natural family planning,E12000007,0.005
2016,Thousands,England,London,16 to 17,User dependent methods,Natural family planning,E12000007,0.025
2016,Thousands,England,London,18 to 19,User dependent methods,Natural family planning,E12000007,0.05
2016,Thousands,England,London,20 to 24,User dependent methods,Natural family planning,E12000007,0.29
2016,Thousands,England,London,25 to 34,User dependent methods,Natural family planning,E12000007,0.725
2016,Thousands,England,London,35 to 44,User dependent methods,Natural family planning,E12000007,0.39
2016,Thousands,England,London,45 and over,User dependent methods,Natural family planning,E12000007,0.205
2016,Thousands,England,London,,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,2.1
2016,Thousands,England,London,Under 16,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,0.0
2016,Thousands,England,London,16 to 17,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,0.02
2016,Thousands,England,London,18 to 19,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,0.04
2016,Thousands,England,London,20 to 24,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,0.46
2016,Thousands,England,London,25 to 34,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,1.25
2016,Thousands,England,London,35 to 44,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,0.235
2016,Thousands,England,London,45 and over,User dependent methods,"Other methods including cap, diaphragm, spermicides (but only when used on their own) and vaginal ring",E12000007,0.09
2016,Percent,England,London,,,,E12000007,100.0
2016,Percent,England,London,Under 16,,,E12000007,100.0
2016,Percent,England,London,16 to 17,,,E12000007,100.0
2016,Percent,England,London,18 to 19,,,E12000007,100.0
2016,Percent,England,London,20 to 24,,,E12000007,100.0
2016,Percent,England,London,25 to 34,,,E12000007,100.0
2016,Percent,England,London,35 to 44,,,E12000007,100.0
2016,Percent,England,London,45 and over,,,E12000007,100.0
2016,Percent,England,London,,Long acting reversible contraceptives,,E12000007,36.0
2016,Percent,England,London,Under 16,Long acting reversible contraceptives,,E12000007,24.0
2016,Percent,England,London,16 to 17,Long acting reversible contraceptives,,E12000007,24.0
2016,Percent,England,London,18 to 19,Long acting reversible contraceptives,,E12000007,24.0
2016,Percent,England,London,20 to 24,Long acting reversible contraceptives,,E12000007,28.0
2016,Percent,England,London,25 to 34,Long acting reversible contraceptives,,E12000007,37.0
2016,Percent,England,London,35 to 44,Long acting reversible contraceptives,,E12000007,51.0
2016,Percent,England,London,45 and over,Long acting reversible contraceptives,,E12000007,52.0
2016,Percent,England,London,,Long acting reversible contraceptives,IU device,E12000007,9.0
2016,Percent,England,London,Under 16,Long acting reversible contraceptives,IU device,E12000007,1.0
2016,Percent,England,London,16 to 17,Long acting reversible contraceptives,IU device,E12000007,1.0
2016,Percent,England,London,18 to 19,Long acting reversible contraceptives,IU device,E12000007,2.0
2016,Percent,England,London,20 to 24,Long acting reversible contraceptives,IU device,E12000007,5.0
2016,Percent,England,London,25 to 34,Long acting reversible contraceptives,IU device,E12000007,11.0
2016,Percent,England,London,35 to 44,Long acting reversible contraceptives,IU device,E12000007,16.0
2016,Percent,England,London,45 and over,Long acting reversible contraceptives,IU device,E12000007,11.0
2016,Percent,England,London,,Long acting reversible contraceptives,IU system,E12000007,8.0
2016,Percent,England,London,Under 16,Long acting reversible contraceptives,IU system,E12000007,0.0
2016,Percent,England,London,16 to 17,Long acting reversible contraceptives,IU system,E12000007,1.0
2016,Percent,England,London,18 to 19,Long acting reversible contraceptives,IU system,E12000007,1.0
2016,Percent,England,London,20 to 24,Long acting reversible contraceptives,IU system,E12000007,4.0
2016,Percent,England,London,25 to 34,Long acting reversible contraceptives,IU system,E12000007,7.0
2016,Percent,England,London,35 to 44,Long acting reversible contraceptives,IU system,E12000007,16.0
2016,Percent,England,London,45 and over,Long acting reversible contraceptives,IU system,E12000007,28.0
2016,Percent,England,London,,Long acting reversible contraceptives,Implant,E12000007,13.0
2016,Percent,England,London,Under 16,Long acting reversible contraceptives,Implant,E12000007,20.0
2016,Percent,England,London,16 to 17,Long acting reversible contraceptives,Implant,E12000007,16.0
2016,Percent,England,London,18 to 19,Long acting reversible contraceptives,Implant,E12000007,14.0
2016,Percent,England,London,20 to 24,Long acting reversible contraceptives,Implant,E12000007,13.0
2016,Percent,England,London,25 to 34,Long acting reversible contraceptives,Implant,E12000007,13.0
2016,Percent,England,London,35 to 44,Long acting reversible contraceptives,Implant,E12000007,13.0
2016,Percent,England,London,45 and over,Long acting reversible contraceptives,Implant,E12000007,8.0
2016,Percent,England,London,,Long acting reversible contraceptives,Injectable contraceptive,E12000007,6.0
2016,Percent,England,London,Under 16,Long acting reversible contraceptives,Injectable contraceptive,E12000007,4.0
2016,Percent,England,London,16 to 17,Long acting reversible contraceptives,Injectable contraceptive,E12000007,6.0
2016,Percent,England,London,18 to 19,Long acting reversible contraceptives,Injectable contraceptive,E12000007,7.0
2016,Percent,England,London,20 to 24,Long acting reversible contraceptives,Injectable contraceptive,E12000007,6.0
2016,Percent,England,London,25 to 34,Long acting reversible contraceptives,Injectable contraceptive,E12000007,5.0
2016,Percent,England,London,35 to 44,Long acting reversible contraceptives,Injectable contraceptive,E12000007,6.0
2016,Percent,England,London,45 and over,Long acting reversible contraceptives,Injectable contraceptive,E12000007,4.0
2016,Percent,England,London,,User dependent methods,,E12000007,64.0
2016,Percent,England,London,Under 16,User dependent methods,,E12000007,76.0
2016,Percent,England,London,16 to 17,User dependent methods,,E12000007,76.0
2016,Percent,England,London,18 to 19,User dependent methods,,E12000007,76.0
2016,Percent,England,London,20 to 24,User dependent methods,,E12000007,72.0
2016,Percent,England,London,25 to 34,User dependent methods,,E12000007,63.0
2016,Percent,England,London,35 to 44,User dependent methods,,E12000007,49.0
2016,Percent,England,London,45 and over,User dependent methods,,E12000007,48.0
2016,Percent,England,London,,User dependent methods,Oral contraceptives,E12000007,43.0
2016,Percent,England,London,Under 16,User dependent methods,Oral contraceptives,E12000007,47.0
2016,Percent,England,London,16 to 17,User dependent methods,Oral contraceptives,E12000007,52.0
2016,Percent,England,London,18 to 19,User dependent methods,Oral contraceptives,E12000007,54.0
2016,Percent,England,London,20 to 24,User dependent methods,Oral contraceptives,E12000007,52.0
2016,Percent,England,London,25 to 34,User dependent methods,Oral contraceptives,E12000007,42.0
2016,Percent,England,London,35 to 44,User dependent methods,Oral contraceptives,E12000007,26.0
2016,Percent,England,London,45 and over,User dependent methods,Oral contraceptives,E12000007,23.0
2016,Percent,England,London,,User dependent methods,Male condom,E12000007,17.0
2016,Percent,England,London,Under 16,User dependent methods,Male condom,E12000007,26.0
2016,Percent,England,London,16 to 17,User dependent methods,Male condom,E12000007,19.0
2016,Percent,England,London,18 to 19,User dependent methods,Male condom,E12000007,17.0
2016,Percent,England,London,20 to 24,User dependent methods,Male condom,E12000007,14.0
2016,Percent,England,London,25 to 34,User dependent methods,Male condom,E12000007,16.0
2016,Percent,England,London,35 to 44,User dependent methods,Male condom,E12000007,19.0
2016,Percent,England,London,45 and over,User dependent methods,Male condom,E12000007,22.0
2016,Percent,England,London,,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,Under 16,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,16 to 17,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,18 to 19,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,20 to 24,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,25 to 34,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,35 to 44,User dependent methods,Female condom,E12000007,0.0
2016,Percent,England,London,45 and over,User dependent methods,Female condom,E12000007,0.0
