Year,Type of Crime,Sex,Age,Ethnicity,Income,Long Term Disability or Sickness,Limits Activities,Total Household Income,Region,Type of Violence,Type of Sexual Assault,GeoCode,Value
2015,Violent Crime,,,,No income stated or not enough information provided,,,,,Violence with injury,,,0.998866289908258
2015,Violent Crime,,,,No income stated or not enough information provided,,,,,Wounding,,,0.596852995932059
2015,Violent Crime,,,,No income stated or not enough information provided,,,,,Assault with minor injury,,,0.402013293976198
2015,Violent Crime,,,,No income stated or not enough information provided,,,,,Violence without injury,,,0.763143486587159
2015,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,,,,2.42924082725938
2015,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Violence with injury,,,1.12662512362172
2015,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Wounding,,,0.799499933760852
2015,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Assault with minor injury,,,0.32712518986087
2015,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Violence without injury,,,1.34762365339561
2015,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,,,,2.26704463768159
2015,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Violence with injury,,,1.20065169669894
2015,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Wounding,,,0.826639759291
2015,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Assault with minor injury,,,0.403993069667408
2015,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Violence without injury,,,1.08597799570659
2015,Violent Crime,,,,,Long-standing illness or disability,,,,,,,2.30166302191116
2015,Violent Crime,,,,,Long-standing illness or disability,,,,Violence with injury,,,1.18242192573526
2015,Violent Crime,,,,,Long-standing illness or disability,,,,Wounding,,,0.819536221306902
2015,Violent Crime,,,,,Long-standing illness or disability,,,,Assault with minor injury,,,0.385979691101131
2015,Violent Crime,,,,,Long-standing illness or disability,,,,Violence without injury,,,1.14461727118723
2015,Violent Crime,,,,,No long-standing illness or disability,,,,,,,1.66090139482226
2015,Violent Crime,,,,,No long-standing illness or disability,,,,Violence with injury,,,0.835778534218129
2015,Violent Crime,,,,,No long-standing illness or disability,,,,Wounding,,,0.40142430639948
2015,Violent Crime,,,,,No long-standing illness or disability,,,,Assault with minor injury,,,0.445636372524848
2015,Violent Crime,,,,,No long-standing illness or disability,,,,Violence without injury,,,0.881642792742409
2015,Violent Crime,,,,,,,,,,,,1.79697333324416
2015,Violent Crime,,,,,,,,,Violence with injury,,,0.909421753320535
2015,Violent Crime,,,,,,,,,Wounding,,,0.48836506826774
2015,Violent Crime,,,,,,,,,Assault with minor injury,,,0.434795124199953
2015,Violent Crime,,,,,,,,,Violence without injury,,,0.937327992029063
2014,Sexual Assault,Female,16 to 19,,,,,,,,,,8.98329380418188
2014,Sexual Assault,Female,20 to 24,,,,,,,,,,5.77930566524169
2014,Sexual Assault,Female,25 to 34,,,,,,,,,,2.20572950765799
2014,Sexual Assault,Female,35 to 44,,,,,,,,,,1.56350605232588
2014,Sexual Assault,Female,45 to 54,,,,,,,,,,1.7122274310456
2014,Sexual Assault,Female,55 to 59,,,,,,,,,,0.624739458308222
2014,Sexual Assault,Female,,Asian/Asian British,,,,,,,,,0.775363641168002
2014,Sexual Assault,Female,,Black/African/Caribbean/Black British,,,,,,,,,1.69038357145676
2014,Sexual Assault,Female,,Mixed/multiple ethnic groups,,,,,,,,,9.27520773642936
2014,Sexual Assault,Female,,Other ethnic group,,,,,,,,,0.0
2014,Sexual Assault,Female,,White,,,,,,,,,2.8271347584363
2014,Sexual Assault,Female,,,"£10,000 to less than £20,000",,,,,,,,2.2486302345207
2014,Sexual Assault,Female,,,"£20,000 to less than £30,000",,,,,,,,2.68843406913351
2014,Sexual Assault,Female,,,"£30,000 to less than £40,000",,,,,,,,1.48388276879631
2014,Sexual Assault,Female,,,"£40,000 to less than £50,000",,,,,,,,2.10720792372253
2014,Sexual Assault,Female,,,"£50,000 or more",,,,,,,,1.73406003292531
2014,Sexual Assault,Female,,,"Less than £10,000",,,,,,,,4.05977441368244
2014,Sexual Assault,Female,,,No income stated or not enough information provided,,,,,,,,5.04423708464342
2014,Sexual Assault,Female,,,,Long-standing illness or disability,Does not limit activities,,,,,,5.47182546856629
2014,Sexual Assault,Female,,,,Long-standing illness or disability,Limits activities,,,,,,3.97898921615618
2014,Sexual Assault,Female,,,,Long-standing illness or disability,,,,,,,4.32951175515384
2014,Sexual Assault,Female,,,,No long-standing illness or disability,,,,,,,2.43444814462322
2014,Sexual Assault,Female,,,,,,,East Midlands,,,E12000004,3.78517037742418
2014,Sexual Assault,Female,,,,,,,East of England,,,E12000006,2.87607744781259
2014,Sexual Assault,Female,,,,,,,London,,,E12000007,2.39315182171258
2014,Sexual Assault,Female,,,,,,,North East,,,E12000001,2.81819831459288
2014,Sexual Assault,Female,,,,,,,North West,,,E12000002,1.6036817746162
2014,Sexual Assault,Female,,,,,,,South East,,,E12000008,3.29398824746534
2014,Sexual Assault,Female,,,,,,,South West,,,E12000009,2.93849176154169
2014,Sexual Assault,Female,,,,,,,Wales,,,W92000004,1.96118341660801
2014,Sexual Assault,Female,,,,,,,West Midlands,,,E12000005,2.44669783388748
2014,Sexual Assault,Female,,,,,,,Yorkshire and the Humber,,,E12000003,3.15075442569265
2014,Sexual Assault,Female,,,,,,,,,,,2.71769174479222
2014,Sexual Assault,Male,16 to 19,,,,,,,,,,1.4379062127722
2014,Sexual Assault,Male,20 to 24,,,,,,,,,,2.17497010912684
2014,Sexual Assault,Male,25 to 34,,,,,,,,,,0.692986272950518
2014,Sexual Assault,Male,35 to 44,,,,,,,,,,0.545277948977815
2014,Sexual Assault,Male,45 to 54,,,,,,,,,,0.129318571297508
2014,Sexual Assault,Male,55 to 59,,,,,,,,,,0.101041343388446
2014,Sexual Assault,Male,,Asian/Asian British,,,,,,,,,0.601402125936284
2014,Sexual Assault,Male,,Black/African/Caribbean/Black British,,,,,,,,,0.601402125936284
2014,Sexual Assault,Male,,Mixed/multiple ethnic groups,,,,,,,,,5.64128716921588
2014,Sexual Assault,Male,,Other ethnic group,,,,,,,,,0.0
2014,Sexual Assault,Male,,White,,,,,,,,,0.626942769295227
2014,Sexual Assault,Male,,,"£10,000 to less than £20,000",,,,,,,,1.52122424951149
2014,Sexual Assault,Male,,,"£20,000 to less than £30,000",,,,,,,,0.370362665140673
2014,Sexual Assault,Male,,,"£30,000 to less than £40,000",,,,,,,,0.596555854573724
2014,Sexual Assault,Male,,,"£40,000 to less than £50,000",,,,,,,,0.473698242163985
2014,Sexual Assault,Male,,,"£50,000 or more",,,,,,,,0.586182091664401
2014,Sexual Assault,Male,,,"Less than £10,000",,,,,,,,0.566732808759171
2014,Sexual Assault,Male,,,No income stated or not enough information provided,,,,,,,,0.898759349786927
2014,Sexual Assault,Male,,,,Long-standing illness or disability,Does not limit activities,,,,,,1.87036924817547
2014,Sexual Assault,Male,,,,Long-standing illness or disability,Limits activities,,,,,,0.992636689617188
2014,Sexual Assault,Male,,,,Long-standing illness or disability,,,,,,,1.27826038535533
2014,Sexual Assault,Male,,,,No long-standing illness or disability,,,,,,,0.616012166195636
2014,Sexual Assault,Male,,,,,,,East Midlands,,,E12000004,0.684876109077373
2014,Sexual Assault,Male,,,,,,,East of England,,,E12000006,0.443943303706308
2014,Sexual Assault,Male,,,,,,,London,,,E12000007,0.668379009257493
2014,Sexual Assault,Male,,,,,,,North East,,,E12000001,0.793947996179547
2014,Sexual Assault,Male,,,,,,,North West,,,E12000002,0.523636270761846
2014,Sexual Assault,Male,,,,,,,South East,,,E12000008,0.869082960948181
2014,Sexual Assault,Male,,,,,,,South West,,,E12000009,1.11387902750032
2014,Sexual Assault,Male,,,,,,,Wales,,,W92000004,0.695551370512832
2014,Sexual Assault,Male,,,,,,,West Midlands,,,E12000005,0.141427090295421
2014,Sexual Assault,Male,,,,,,,Yorkshire and the Humber,,,E12000003,1.1403432435862
2014,Sexual Assault,Male,,,,,,,,,,,0.700000640758875
2014,Violent Crime,Female,16 to 24,,,,,,,,,,2.36329644484124
2014,Violent Crime,Female,16 to 24,,,,,,,Violence with injury,,,1.52652207570014
2014,Violent Crime,Female,16 to 24,,,,,,,Wounding,,,0.7463337061466
2014,Violent Crime,Female,16 to 24,,,,,,,Assault with minor injury,,,0.780188369553545
2014,Violent Crime,Female,16 to 24,,,,,,,Violence without injury,,,0.836774369141099
2014,Violent Crime,Female,25 to 34,,,,,,,,,,1.8650212434278
2014,Violent Crime,Female,25 to 34,,,,,,,Violence with injury,,,0.981250591224402
2014,Violent Crime,Female,25 to 34,,,,,,,Wounding,,,0.475315057714827
2014,Violent Crime,Female,25 to 34,,,,,,,Assault with minor injury,,,0.505935533509572
2014,Violent Crime,Female,25 to 34,,,,,,,Violence without injury,,,0.894470021713785
2014,Violent Crime,Female,35 to 44,,,,,,,,,,1.60908073575165
2014,Violent Crime,Female,35 to 44,,,,,,,Violence with injury,,,0.926394928712854
2014,Violent Crime,Female,35 to 44,,,,,,,Wounding,,,0.269596232085439
2014,Violent Crime,Female,35 to 44,,,,,,,Assault with minor injury,,,0.677971377391372
2014,Violent Crime,Female,35 to 44,,,,,,,Violence without injury,,,0.799284367782574
2014,Violent Crime,Female,45 to 54,,,,,,,,,,1.60677022959693
2014,Violent Crime,Female,45 to 54,,,,,,,Violence with injury,,,0.789574219549338
2014,Violent Crime,Female,45 to 54,,,,,,,Wounding,,,0.500834084271303
2014,Violent Crime,Female,45 to 54,,,,,,,Assault with minor injury,,,0.330954912991425
2014,Violent Crime,Female,45 to 54,,,,,,,Violence without injury,,,0.952244426167211
2014,Violent Crime,Female,55 to 64,,,,,,,,,,0.438161859858914
2014,Violent Crime,Female,55 to 64,,,,,,,Violence with injury,,,0.165194357829134
2014,Violent Crime,Female,55 to 64,,,,,,,Wounding,,,0.101040986084018
2014,Violent Crime,Female,55 to 64,,,,,,,Assault with minor injury,,,0.0641533717451156
2014,Violent Crime,Female,55 to 64,,,,,,,Violence without injury,,,0.272967502029778
2014,Violent Crime,Female,65 to 74,,,,,,,,,,0.321243271225314
2014,Violent Crime,Female,65 to 74,,,,,,,Violence with injury,,,0.117814845525135
2014,Violent Crime,Female,65 to 74,,,,,,,Wounding,,,0.0
2014,Violent Crime,Female,65 to 74,,,,,,,Assault with minor injury,,,0.117814845525135
2014,Violent Crime,Female,65 to 74,,,,,,,Violence without injury,,,0.203428425700178
2014,Violent Crime,Female,75 and over,,,,,,,,,,0.101460995531056
2014,Violent Crime,Female,75 and over,,,,,,,Violence with injury,,,0.070968608831378
2014,Violent Crime,Female,75 and over,,,,,,,Wounding,,,0.070968608831378
2014,Violent Crime,Female,75 and over,,,,,,,Assault with minor injury,,,0.0
2014,Violent Crime,Female,75 and over,,,,,,,Violence without injury,,,0.0304923866996786
2014,Violent Crime,Female,,,,,,,,,,,1.27343952220338
2014,Violent Crime,Female,,,,,,,,Violence with injury,,,0.697176853800417
2014,Violent Crime,Female,,,,,,,,Wounding,,,0.330362254096937
2014,Violent Crime,Female,,,,,,,,Assault with minor injury,,,0.377530137006837
2014,Violent Crime,Female,,,,,,,,Violence without injury,,,0.620189412074006
2014,Violent Crime,Male,16 to 24,,,,,,,,,,5.92474380088889
2014,Violent Crime,Male,16 to 24,,,,,,,Violence with injury,,,3.37054613066641
2014,Violent Crime,Male,16 to 24,,,,,,,Wounding,,,1.35245587423198
2014,Violent Crime,Male,16 to 24,,,,,,,Assault with minor injury,,,2.08084842205645
2014,Violent Crime,Male,16 to 24,,,,,,,Violence without injury,,,2.66459418193952
2014,Violent Crime,Male,25 to 34,,,,,,,,,,3.17026897845108
2014,Violent Crime,Male,25 to 34,,,,,,,Violence with injury,,,1.61032514804627
2014,Violent Crime,Male,25 to 34,,,,,,,Wounding,,,0.792405217566376
2014,Violent Crime,Male,25 to 34,,,,,,,Assault with minor injury,,,0.843936880160789
2014,Violent Crime,Male,25 to 34,,,,,,,Violence without injury,,,1.64748840703206
2014,Violent Crime,Male,35 to 44,,,,,,,,,,2.43639609708942
2014,Violent Crime,Male,35 to 44,,,,,,,Violence with injury,,,1.00273629460323
2014,Violent Crime,Male,35 to 44,,,,,,,Wounding,,,0.505105801577081
2014,Violent Crime,Male,35 to 44,,,,,,,Assault with minor injury,,,0.497630493026149
2014,Violent Crime,Male,35 to 44,,,,,,,Violence without injury,,,1.5894297278927
2014,Violent Crime,Male,45 to 54,,,,,,,,,,1.8429175309004
2014,Violent Crime,Male,45 to 54,,,,,,,Violence with injury,,,1.0469020576479
2014,Violent Crime,Male,45 to 54,,,,,,,Wounding,,,0.767621505204747
2014,Violent Crime,Male,45 to 54,,,,,,,Assault with minor injury,,,0.279280552443157
2014,Violent Crime,Male,45 to 54,,,,,,,Violence without injury,,,0.839729996665123
2014,Violent Crime,Male,55 to 64,,,,,,,,,,1.15645409331967
2014,Violent Crime,Male,55 to 64,,,,,,,Violence with injury,,,0.433812736500724
2014,Violent Crime,Male,55 to 64,,,,,,,Wounding,,,0.216288018551159
2014,Violent Crime,Male,55 to 64,,,,,,,Assault with minor injury,,,0.217524717949565
2014,Violent Crime,Male,55 to 64,,,,,,,Violence without injury,,,0.722641356818948
2014,Violent Crime,Male,65 to 74,,,,,,,,,,0.493551000179821
2014,Violent Crime,Male,65 to 74,,,,,,,Violence with injury,,,0.191317230607049
2014,Violent Crime,Male,65 to 74,,,,,,,Wounding,,,0.0
2014,Violent Crime,Male,65 to 74,,,,,,,Assault with minor injury,,,0.191317230607049
2014,Violent Crime,Male,65 to 74,,,,,,,Violence without injury,,,0.302233769572772
2014,Violent Crime,Male,75 and over,,,,,,,,,,0.196887031364264
2014,Violent Crime,Male,75 and over,,,,,,,Violence with injury,,,0.111006142023499
2014,Violent Crime,Male,75 and over,,,,,,,Wounding,,,0.0366630878053837
2014,Violent Crime,Male,75 and over,,,,,,,Assault with minor injury,,,0.0743430542181159
2014,Violent Crime,Male,75 and over,,,,,,,Violence without injury,,,0.0858808893407643
2014,Violent Crime,Male,,,,,,,,,,,2.36704179154074
2014,Violent Crime,Male,,,,,,,,Violence with injury,,,1.20715112478422
2014,Violent Crime,Male,,,,,,,,Wounding,,,0.584510535801339
2014,Violent Crime,Male,,,,,,,,Assault with minor injury,,,0.636182497202679
2014,Violent Crime,Male,,,,,,,,Violence without injury,,,1.22445532156928
2014,Violent Crime,,16 to 24,,,,,,,,,,4.17589495467952
2014,Violent Crime,,16 to 24,,,,,,,Violence with injury,,,2.46503805529535
2014,Violent Crime,,16 to 24,,,,,,,Wounding,,,1.05481956282671
2014,Violent Crime,,16 to 24,,,,,,,Assault with minor injury,,,1.44215925871173
2014,Violent Crime,,16 to 24,,,,,,,Violence without injury,,,1.76704320024016
2014,Violent Crime,,25 to 34,,,,,,,,,,2.51591280717616
2014,Violent Crime,,25 to 34,,,,,,,Violence with injury,,,1.29495297201941
2014,Violent Crime,,25 to 34,,,,,,,Wounding,,,0.633439300689524
2014,Violent Crime,,25 to 34,,,,,,,Assault with minor injury,,,0.674487616893914
2014,Violent Crime,,25 to 34,,,,,,,Violence without injury,,,1.26997982050484
2014,Violent Crime,,35 to 44,,,,,,,,,,2.01938519477593
2014,Violent Crime,,35 to 44,,,,,,,Violence with injury,,,0.964256189722413
2014,Violent Crime,,35 to 44,,,,,,,Wounding,,,0.386396464525287
2014,Violent Crime,,35 to 44,,,,,,,Assault with minor injury,,,0.588531881332961
2014,Violent Crime,,35 to 44,,,,,,,Violence without injury,,,1.19115448126178
2014,Violent Crime,,45 to 54,,,,,,,,,,1.7231589954258
2014,Violent Crime,,45 to 54,,,,,,,Violence with injury,,,0.916402132993134
2014,Violent Crime,,45 to 54,,,,,,,Wounding,,,0.632324296057405
2014,Violent Crime,,45 to 54,,,,,,,Assault with minor injury,,,0.305486423552792
2014,Violent Crime,,45 to 54,,,,,,,Violence without injury,,,0.896789989400823
2014,Violent Crime,,55 to 64,,,,,,,,,,0.790925720126047
2014,Violent Crime,,55 to 64,,,,,,,Violence with injury,,,0.297116786869384
2014,Violent Crime,,55 to 64,,,,,,,Wounding,,,0.157640495536547
2014,Violent Crime,,55 to 64,,,,,,,Assault with minor injury,,,0.139476291332836
2014,Violent Crime,,55 to 64,,,,,,,Violence without injury,,,0.493808933256665
2014,Violent Crime,,65 to 74,,,,,,,,,,0.404260042168589
2014,Violent Crime,,65 to 74,,,,,,,Violence with injury,,,0.15322782846649
2014,Violent Crime,,65 to 74,,,,,,,Wounding,,,0.0
2014,Violent Crime,,65 to 74,,,,,,,Assault with minor injury,,,0.15322782846649
2014,Violent Crime,,65 to 74,,,,,,,Violence without injury,,,0.251032213702099
2014,Violent Crime,,75 and over,,,,,,,,,,0.142307033440748
2014,Violent Crime,,75 and over,,,,,,,Violence with injury,,,0.0881062231553598
2014,Violent Crime,,75 and over,,,,,,,Wounding,,,0.0562845176386066
2014,Violent Crime,,75 and over,,,,,,,Assault with minor injury,,,0.0318217055167529
2014,Violent Crime,,75 and over,,,,,,,Violence without injury,,,0.0542008102853891
2014,Violent Crime,,,Asian/Asian British,,,,,,,,,1.23422298644246
2014,Violent Crime,,,Asian/Asian British,,,,,,Violence with injury,,,0.560633007622049
2014,Violent Crime,,,Asian/Asian British,,,,,,Wounding,,,0.374651520169823
2014,Violent Crime,,,Asian/Asian British,,,,,,Assault with minor injury,,,0.185981487452226
2014,Violent Crime,,,Asian/Asian British,,,,,,Violence without injury,,,0.699771866586688
2014,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,,,,2.44986234983492
2014,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Violence with injury,,,1.05589656983155
2014,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Wounding,,,0.57428682870261
2014,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Assault with minor injury,,,0.481609741128942
2014,Violent Crime,,,Black/African/Caribbean/Black British,,,,,,Violence without injury,,,1.39396578000336
2014,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,,,,5.79295733172081
2014,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Violence with injury,,,3.71074691684716
2014,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Wounding,,,3.08641230061086
2014,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Assault with minor injury,,,0.624334616236303
2014,Violent Crime,,,Mixed/multiple ethnic groups,,,,,,Violence without injury,,,2.08221041487365
2014,Violent Crime,,,Other ethnic group,,,,,,,,,1.15439172110919
2014,Violent Crime,,,Other ethnic group,,,,,,Violence with injury,,,0.25311574515669
2014,Violent Crime,,,Other ethnic group,,,,,,Wounding,,,0.25311574515669
2014,Violent Crime,,,Other ethnic group,,,,,,Assault with minor injury,,,0.0
2014,Violent Crime,,,Other ethnic group,,,,,,Violence without injury,,,0.901275975952502
2014,Violent Crime,,,White,,,,,,,,,1.78583730469453
2014,Violent Crime,,,White,,,,,,Violence with injury,,,0.946614104798742
2014,Violent Crime,,,White,,,,,,Wounding,,,0.423697484705565
2014,Violent Crime,,,White,,,,,,Assault with minor injury,,,0.536828888307998
2014,Violent Crime,,,White,,,,,,Violence without injury,,,0.899130293766007
2014,Violent Crime,,,,"£10,000 less than £20,000",,,,,,,,1.56841859196988
2014,Violent Crime,,,,"£10,000 less than £20,000",,,,,Violence with injury,,,0.863436236076992
2014,Violent Crime,,,,"£10,000 less than £20,000",,,,,Wounding,,,0.454454673217614
2014,Violent Crime,,,,"£10,000 less than £20,000",,,,,Assault with minor injury,,,0.431518572355286
2014,Violent Crime,,,,"£10,000 less than £20,000",,,,,Violence without injury,,,0.765653429161579
2014,Violent Crime,,,,"£20,000 less than £30,000",,,,,,,,1.76710076622271
2014,Violent Crime,,,,"£20,000 less than £30,000",,,,,Violence with injury,,,0.865176324801409
2014,Violent Crime,,,,"£20,000 less than £30,000",,,,,Wounding,,,0.332928236201953
2014,Violent Crime,,,,"£20,000 less than £30,000",,,,,Assault with minor injury,,,0.532248088599457
2014,Violent Crime,,,,"£20,000 less than £30,000",,,,,Violence without injury,,,0.965984013925473
2014,Violent Crime,,,,"£30,000 less than £40,000",,,,,,,,1.67657637220248
2014,Violent Crime,,,,"£30,000 less than £40,000",,,,,Violence with injury,,,0.965370048568977
2014,Violent Crime,,,,"£30,000 less than £40,000",,,,,Wounding,,,0.420454040407857
2014,Violent Crime,,,,"£30,000 less than £40,000",,,,,Assault with minor injury,,,0.544916008161119
2014,Violent Crime,,,,"£30,000 less than £40,000",,,,,Violence without injury,,,0.71120632363351
2014,Violent Crime,,,,"£40,000 less than £50,000",,,,,,,,1.65964434234531
2014,Violent Crime,,,,"£40,000 less than £50,000",,,,,Violence with injury,,,0.835151569134048
2014,Violent Crime,,,,"£40,000 less than £50,000",,,,,Wounding,,,0.409037000696416
2014,Violent Crime,,,,"£40,000 less than £50,000",,,,,Assault with minor injury,,,0.47513936424922
2014,Violent Crime,,,,"£40,000 less than £50,000",,,,,Violence without injury,,,0.854323811648017
2014,Violent Crime,,,,"£50,000 or more",,,,,,,,1.77028476980118
2014,Violent Crime,,,,"£50,000 or more",,,,,Violence with injury,,,0.783579958363431
2014,Violent Crime,,,,"£50,000 or more",,,,,Wounding,,,0.411029864373727
2014,Violent Crime,,,,"£50,000 or more",,,,,Assault with minor injury,,,0.383543203367205
2014,Violent Crime,,,,"£50,000 or more",,,,,Violence without injury,,,1.077295541912
2014,Violent Crime,,,,"Less than £10,000",,,,,,,,3.26378777746861
2014,Violent Crime,,,,"Less than £10,000",,,,,Violence with injury,,,2.14299465758952
2014,Violent Crime,,,,"Less than £10,000",,,,,Wounding,,,1.12301148339264
2014,Violent Crime,,,,"Less than £10,000",,,,,Assault with minor injury,,,1.04059549505926
2014,Violent Crime,,,,"Less than £10,000",,,,,Violence without injury,,,1.16706018794293
2014,Violent Crime,,,,No income stated or not enough information provided,,,,,,,,1.59463045221593
2014,Violent Crime,,,,No income stated or not enough information provided,,,,,Violence with injury,,,0.772047144668896
2014,Violent Crime,,,,No income stated or not enough information provided,,,,,Wounding,,,0.343128609844164
2014,Violent Crime,,,,No income stated or not enough information provided,,,,,Assault with minor injury,,,0.428918534824731
2014,Violent Crime,,,,No income stated or not enough information provided,,,,,Violence without injury,,,0.87273086142701
2014,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,,,,1.8610036341696
2014,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Violence with injury,,,0.823790498425953
2014,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Wounding,,,0.172401058187552
2014,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Assault with minor injury,,,0.651389440238399
2014,Violent Crime,,,,,Long-standing illness or disability,Does not limit activities,,,Violence without injury,,,1.03721313574365
2014,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,,,,2.48936327815662
2014,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Violence with injury,,,1.5357941543
2014,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Wounding,,,0.826436296379854
2014,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Assault with minor injury,,,0.720027911486546
2014,Violent Crime,,,,,Long-standing illness or disability,Limits activities,,,Violence without injury,,,0.996924671963548
2014,Violent Crime,,,,,Long-standing illness or disability,,,,,,,2.34068248156543
2014,Violent Crime,,,,,Long-standing illness or disability,,,,Violence with injury,,,1.36854345652579
2014,Violent Crime,,,,,Long-standing illness or disability,,,,Wounding,,,0.673358036819032
2014,Violent Crime,,,,,Long-standing illness or disability,,,,Assault with minor injury,,,0.70336080003987
2014,Violent Crime,,,,,Long-standing illness or disability,,,,Violence without injury,,,1.00535798623026
2014,Violent Crime,,,,,No long-standing illness or disability,,,,,,,1.66654191605215
2014,Violent Crime,,,,,No long-standing illness or disability,,,,Violence with injury,,,0.834734796108585
2014,Violent Crime,,,,,No long-standing illness or disability,,,,Wounding,,,0.396592930905675
2014,Violent Crime,,,,,No long-standing illness or disability,,,,Assault with minor injury,,,0.451331821778293
2014,Violent Crime,,,,,No long-standing illness or disability,,,,Violence without injury,,,0.891590991919901
2014,Violent Crime,,,,,,,,,,,,1.80805412710216
2014,Violent Crime,,,,,,,,,Violence with injury,,,0.94648110364964
2014,Violent Crime,,,,,,,,,Wounding,,,0.454604299874181
2014,Violent Crime,,,,,,,,,Assault with minor injury,,,0.503974030942816
2014,Violent Crime,,,,,,,,,Violence without injury,,,0.915588744643397
